SubscriptionID,CustomerID,PlanID,StartDate,EndDate,Status,MRR,BillingCycle
SUB011046,CU011046,PL02,2026-06-06,,Active,146.44,Monthly
SUB011047,CU011047,PL02,2025-02-08,2026-05-08,Churned,127.93,Annual
SUB011048,CU011048,PL02,2024-05-16,,Active,159.16,Monthly
SUB011049,CU011049,PL03,2025-10-25,2026-08-26,Churned,477.08,Annual
SUB011050,CU011050,PL03,2022-04-03,,Active,444.15,Annual
SUB011051,CU011051,PL01,2023-05-27,,Active,56.97,Annual
SUB011052,CU011052,PL02,2024-09-07,,Active,132.82,Annual
SUB011053,CU011053,PL01,2023-04-26,,Active,58.29,Annual
SUB011054,CU011054,PL01,2023-09-19,,Active,53.31,Annual
SUB011055,CU011055,PL01,2023-04-23,,Active,44.85,Monthly
SUB011056,CU011056,PL03,2025-06-02,,Active,430.47,Annual
SUB011057,CU011057,PL02,2022-09-07,,Active,177.71,Monthly
SUB011058,CU011058,PL01,2025-03-03,,Active,41.7,Monthly
SUB011059,CU011059,PL01,2026-05-09,,Active,57.08,Monthly
SUB011060,CU011060,PL02,2024-01-07,,Active,160.31,Monthly
SUB011061,CU011061,PL04,2023-02-11,2024-03-24,Churned,1225.45,Annual
SUB011062,CU011062,PL03,2025-04-29,2025-07-30,Churned,406.64,Annual
SUB011063,CU011063,PL01,2025-03-15,,Active,53.21,Annual
SUB011064,CU011064,PL02,2024-12-25,,Active,148.89,Annual
SUB011065,CU011065,PL01,2024-12-08,,Active,43.22,Monthly
SUB011066,CU011066,PL01,2022-02-28,,Active,52.97,Monthly
SUB011067,CU011067,PL03,2024-05-28,,Active,476.82,Annual
SUB011068,CU011068,PL02,2025-09-29,2026-07-25,Churned,128.77,Monthly
SUB011069,CU011069,PL01,2026-05-01,,Active,52.86,Annual
SUB011070,CU011070,PL03,2022-10-07,,Active,448.07,Monthly
SUB011071,CU011071,PL01,2022-10-22,,Active,49.35,Monthly
SUB011072,CU011072,PL01,2022-04-19,2024-05-24,Churned,44.88,Annual
SUB011073,CU011073,PL01,2025-09-14,,Active,59.48,Annual
SUB011074,CU011074,PL02,2024-03-17,,Active,140.46,Annual
SUB011075,CU011075,PL01,2022-11-06,,Active,46.53,Monthly
SUB011076,CU011076,PL01,2026-03-29,,Active,55.73,Annual
SUB011077,CU011077,PL04,2025-09-11,,Active,1319.44,Monthly
SUB011078,CU011078,PL01,2023-05-01,2025-05-20,Churned,46.85,Monthly
SUB011079,CU011079,PL02,2024-06-27,2025-05-23,Churned,180.08,Annual
SUB011080,CU011080,PL02,2025-09-29,,Active,171.73,Monthly
SUB011081,CU011081,PL03,2024-08-13,,Active,410.75,Annual
SUB011082,CU011082,PL03,2022-03-19,,Active,382.86,Monthly
SUB011083,CU011083,PL01,2022-04-15,,Active,55.07,Annual
SUB011084,CU011084,PL01,2023-09-08,,Active,44.82,Annual
SUB011085,CU011085,PL03,2024-04-02,,Active,407.22,Monthly
SUB011086,CU011086,PL04,2023-03-23,,Active,1492.63,Monthly
SUB011087,CU011087,PL03,2024-07-11,,Active,416.8,Monthly
SUB011088,CU011088,PL03,2023-03-30,,Active,418.4,Monthly
SUB011089,CU011089,PL03,2023-04-21,2025-12-12,Churned,431.83,Annual
SUB011090,CU011090,PL03,2025-12-21,2026-06-16,Churned,498.4,Monthly
SUB011091,CU011091,PL03,2024-07-05,,Active,474.17,Annual
SUB011092,CU011092,PL02,2024-10-01,,Active,139.48,Annual
SUB011093,CU011093,PL02,2025-03-12,,Active,176.64,Annual
SUB011094,CU011094,PL01,2024-06-22,,Active,42.67,Annual
SUB011095,CU011095,PL03,2022-11-26,,Active,485.33,Monthly
SUB011096,CU011096,PL01,2022-10-01,,Active,54.06,Annual
SUB011097,CU011097,PL01,2024-09-23,2025-08-11,Churned,52.53,Annual
SUB011098,CU011098,PL02,2024-04-13,,Active,177.97,Annual
SUB011099,CU011099,PL02,2023-06-06,,Active,145.4,Annual
SUB011100,CU011100,PL02,2023-09-04,,Active,169.78,Monthly
SUB011101,CU011101,PL01,2025-01-27,,Active,61.08,Annual
SUB011102,CU011102,PL03,2022-08-28,,Active,381.22,Monthly
SUB011103,CU011103,PL04,2025-11-29,,Active,1123.51,Annual
SUB011104,CU011104,PL02,2024-02-24,,Active,148.19,Annual
SUB011105,CU011105,PL03,2023-06-12,,Active,395.6,Monthly
SUB011106,CU011106,PL01,2022-04-09,2025-01-26,Churned,46.26,Annual
SUB011107,CU011107,PL02,2025-11-23,,Active,138.09,Annual
SUB011108,CU011108,PL02,2026-02-09,,Active,144.58,Annual
SUB011109,CU011109,PL03,2024-10-24,,Active,463.88,Monthly
SUB011110,CU011110,PL02,2022-07-19,,Active,130.58,Monthly
SUB011111,CU011111,PL02,2026-02-17,,Active,141.74,Monthly
SUB011112,CU011112,PL02,2024-10-06,,Active,145.94,Monthly
SUB011113,CU011113,PL02,2024-06-03,2025-09-16,Churned,156.61,Monthly
SUB011114,CU011114,PL03,2026-05-20,,Active,417.15,Annual
SUB011115,CU011115,PL01,2023-05-06,2026-08-10,Churned,43.62,Monthly
SUB011116,CU011116,PL03,2024-03-23,,Active,459.12,Monthly
SUB011117,CU011117,PL01,2023-05-05,,Active,46.45,Annual
SUB011118,CU011118,PL04,2026-04-29,,Active,1308.14,Monthly
SUB011119,CU011119,PL01,2023-07-12,,Active,60.44,Annual
SUB011120,CU011120,PL01,2024-07-07,2024-12-26,Churned,42.97,Monthly
SUB011121,CU011121,PL02,2023-11-13,2026-08-01,Churned,176.99,Annual
SUB011122,CU011122,PL01,2023-12-03,,Active,50.01,Monthly
SUB011123,CU011123,PL01,2024-06-12,,Active,42.15,Annual
SUB011124,CU011124,PL01,2025-02-06,2025-12-04,Churned,46.89,Annual
SUB011125,CU011125,PL01,2024-05-19,,Active,57.42,Annual
SUB011126,CU011126,PL01,2022-09-08,,Active,47.43,Monthly
SUB011127,CU011127,PL02,2024-07-27,,Active,131.64,Annual
SUB011128,CU011128,PL01,2026-05-27,,Active,41.77,Monthly
SUB011129,CU011129,PL02,2024-03-27,,Active,142.44,Monthly
SUB011130,CU011130,PL02,2025-03-13,,Active,167.51,Annual
SUB011131,CU011131,PL03,2025-10-18,,Active,411.42,Monthly
SUB011132,CU011132,PL01,2022-04-30,,Active,43.01,Annual
SUB011133,CU011133,PL02,2026-01-01,,Active,169.6,Annual
SUB011134,CU011134,PL03,2024-05-06,,Active,432.39,Annual
SUB011135,CU011135,PL01,2023-09-26,,Active,54.78,Annual
SUB011136,CU011136,PL03,2023-04-30,2025-06-03,Churned,389.24,Monthly
SUB011137,CU011137,PL03,2024-03-23,,Active,434.49,Monthly
SUB011138,CU011138,PL01,2026-06-12,,Active,57.59,Monthly
SUB011139,CU011139,PL01,2024-10-11,2025-03-15,Churned,49.3,Annual
SUB011140,CU011140,PL02,2024-05-03,2026-01-31,Churned,185.98,Monthly
SUB011141,CU011141,PL02,2024-11-20,,Active,146.65,Monthly
SUB011142,CU011142,PL02,2024-09-01,,Active,158.33,Annual
SUB011143,CU011143,PL02,2022-09-25,,Active,128.18,Annual
SUB011144,CU011144,PL02,2023-06-05,,Active,179.02,Annual
SUB011145,CU011145,PL02,2026-06-06,,Active,160.37,Monthly
SUB011146,CU011146,PL02,2024-01-03,,Active,159.1,Monthly
SUB011147,CU011147,PL03,2022-06-06,2023-11-23,Churned,458.69,Annual
SUB011148,CU011148,PL04,2023-08-06,,Active,1151.91,Annual
SUB011149,CU011149,PL02,2023-08-08,2025-05-18,Churned,156.19,Annual
SUB011150,CU011150,PL02,2023-12-31,,Active,157.92,Annual
SUB011151,CU011151,PL04,2025-12-17,,Active,1087.37,Annual
SUB011152,CU011152,PL02,2025-09-01,,Active,147.29,Annual
SUB011153,CU011153,PL02,2022-05-08,,Active,143.19,Monthly
SUB011154,CU011154,PL02,2022-09-26,,Active,164.33,Monthly
SUB011155,CU011155,PL04,2026-02-08,,Active,1257.15,Monthly
SUB011156,CU011156,PL02,2026-02-14,,Active,184.74,Monthly
SUB011157,CU011157,PL03,2023-07-11,,Active,362.02,Monthly
SUB011158,CU011158,PL02,2026-03-25,,Active,131.19,Annual
SUB011159,CU011159,PL01,2024-10-31,,Active,44.74,Annual
SUB011160,CU011160,PL02,2024-04-03,,Active,159.44,Monthly
SUB011161,CU011161,PL01,2022-02-07,2026-08-16,Churned,46.34,Annual
SUB011162,CU011162,PL02,2022-06-09,,Active,175.06,Annual
SUB011163,CU011163,PL01,2025-09-14,,Active,57.27,Monthly
SUB011164,CU011164,PL01,2025-10-24,,Active,46.95,Annual
SUB011165,CU011165,PL01,2022-12-02,,Active,51.68,Monthly
SUB011166,CU011166,PL02,2023-08-26,,Active,134.92,Annual
SUB011167,CU011167,PL01,2022-01-07,2023-06-15,Churned,54.65,Monthly
SUB011168,CU011168,PL01,2025-09-11,,Active,52.76,Monthly
SUB011169,CU011169,PL02,2023-12-26,,Active,169.94,Monthly
SUB011170,CU011170,PL02,2022-09-26,,Active,173.0,Annual
SUB011171,CU011171,PL01,2024-05-19,2024-12-14,Churned,54.24,Monthly
SUB011172,CU011172,PL01,2024-06-02,,Active,42.42,Annual
SUB011173,CU011173,PL01,2024-03-30,,Active,55.84,Annual
SUB011174,CU011174,PL03,2022-02-26,,Active,365.54,Annual
SUB011175,CU011175,PL04,2026-06-01,,Active,1101.15,Annual
SUB011176,CU011176,PL02,2024-07-11,,Active,141.35,Monthly
SUB011177,CU011177,PL01,2022-10-30,,Active,44.46,Monthly
SUB011178,CU011178,PL01,2025-10-07,,Active,61.09,Monthly
SUB011179,CU011179,PL04,2025-10-12,,Active,1240.29,Annual
SUB011180,CU011180,PL03,2026-04-27,,Active,358.02,Monthly
SUB011181,CU011181,PL04,2025-01-16,,Active,1383.89,Annual
SUB011182,CU011182,PL01,2024-02-06,2024-08-05,Churned,58.2,Annual
SUB011183,CU011183,PL03,2024-01-12,,Active,457.94,Annual
SUB011184,CU011184,PL01,2025-04-22,2025-08-02,Churned,55.97,Monthly
SUB011185,CU011185,PL01,2024-12-22,2025-03-25,Churned,53.34,Monthly
SUB011186,CU011186,PL02,2022-08-10,,Active,153.63,Annual
SUB011187,CU011187,PL02,2022-01-15,,Active,175.67,Annual
SUB011188,CU011188,PL01,2026-06-05,,Active,53.48,Annual
SUB011189,CU011189,PL01,2022-04-28,,Active,52.91,Annual
SUB011190,CU011190,PL02,2026-01-11,,Active,132.96,Monthly
SUB011191,CU011191,PL03,2022-08-16,,Active,442.02,Monthly
SUB011192,CU011192,PL02,2024-09-25,,Active,148.47,Annual
SUB011193,CU011193,PL03,2025-05-28,2025-10-23,Churned,436.81,Annual
SUB011194,CU011194,PL02,2022-08-08,,Active,183.77,Monthly
SUB011195,CU011195,PL03,2023-08-23,2026-08-27,Churned,442.9,Monthly
SUB011196,CU011196,PL04,2023-12-10,,Active,1176.62,Annual
SUB011197,CU011197,PL03,2025-08-12,,Active,389.22,Annual
SUB011198,CU011198,PL04,2023-02-25,,Active,1362.65,Monthly
SUB011199,CU011199,PL02,2024-12-16,,Active,172.41,Monthly
SUB011200,CU011200,PL01,2022-04-02,,Active,52.34,Monthly
SUB011201,CU011201,PL02,2023-11-25,,Active,166.43,Annual
SUB011202,CU011202,PL01,2023-06-16,,Active,42.31,Annual
SUB011203,CU011203,PL01,2024-11-27,,Active,51.73,Annual
SUB011204,CU011204,PL03,2023-09-13,,Active,447.99,Monthly
SUB011205,CU011205,PL01,2023-12-25,,Active,60.94,Annual
SUB011206,CU011206,PL01,2025-07-15,,Active,52.07,Monthly
SUB011207,CU011207,PL02,2023-06-06,,Active,160.66,Annual
SUB011208,CU011208,PL03,2026-04-06,,Active,447.69,Monthly
SUB011209,CU011209,PL02,2025-03-23,,Active,185.68,Monthly
SUB011210,CU011210,PL03,2025-02-27,2026-03-30,Churned,357.62,Monthly
SUB011211,CU011211,PL03,2024-04-01,,Active,482.99,Annual
SUB011212,CU011212,PL02,2022-11-27,,Active,150.27,Annual
SUB011213,CU011213,PL02,2024-01-30,,Active,150.12,Monthly
SUB011214,CU011214,PL04,2023-12-08,,Active,1037.97,Monthly
SUB011215,CU011215,PL02,2025-09-23,2026-08-21,Churned,161.69,Monthly
SUB011216,CU011216,PL01,2024-04-15,,Active,57.36,Monthly
SUB011217,CU011217,PL01,2024-10-18,,Active,57.24,Monthly
SUB011218,CU011218,PL02,2026-01-04,,Active,146.37,Annual
SUB011219,CU011219,PL02,2025-08-13,,Active,172.64,Monthly
SUB011220,CU011220,PL02,2025-01-09,2025-08-25,Churned,136.59,Monthly
SUB011221,CU011221,PL04,2022-01-11,,Active,1274.89,Annual
SUB011222,CU011222,PL02,2025-10-06,,Active,154.21,Annual
SUB011223,CU011223,PL02,2026-04-07,,Active,181.4,Monthly
SUB011224,CU011224,PL02,2024-06-30,,Active,144.56,Annual
SUB011225,CU011225,PL04,2023-12-17,,Active,1078.59,Monthly
SUB011226,CU011226,PL01,2022-09-17,,Active,50.64,Annual
SUB011227,CU011227,PL01,2024-09-08,,Active,51.05,Monthly
SUB011228,CU011228,PL02,2026-04-07,,Active,143.21,Annual
SUB011229,CU011229,PL03,2023-11-25,2026-05-25,Churned,456.95,Monthly
SUB011230,CU011230,PL03,2024-07-26,,Active,455.32,Annual
SUB011231,CU011231,PL04,2022-10-07,,Active,1040.17,Monthly
SUB011232,CU011232,PL02,2026-03-21,,Active,154.99,Monthly
SUB011233,CU011233,PL04,2023-03-22,,Active,1210.91,Annual
SUB011234,CU011234,PL01,2025-12-27,,Active,43.48,Monthly
SUB011235,CU011235,PL02,2022-09-15,,Active,144.65,Monthly
SUB011236,CU011236,PL03,2023-06-16,,Active,461.38,Monthly
SUB011237,CU011237,PL01,2022-09-02,2025-03-26,Churned,47.5,Annual
SUB011238,CU011238,PL03,2023-02-27,,Active,437.04,Monthly
SUB011239,CU011239,PL03,2023-03-28,,Active,485.43,Annual
SUB011240,CU011240,PL04,2022-08-07,,Active,1050.73,Monthly
SUB011241,CU011241,PL04,2022-11-06,,Active,1491.7,Annual
SUB011242,CU011242,PL02,2022-09-27,,Active,177.24,Annual
SUB011243,CU011243,PL01,2022-06-23,,Active,46.16,Monthly
SUB011244,CU011244,PL02,2023-09-18,,Active,159.54,Monthly
SUB011245,CU011245,PL01,2024-03-06,,Active,58.22,Annual
SUB011246,CU011246,PL01,2024-06-25,,Active,60.5,Annual
SUB011247,CU011247,PL01,2025-05-22,,Active,47.88,Annual
SUB011248,CU011248,PL01,2023-12-15,,Active,60.98,Annual
SUB011249,CU011249,PL01,2026-02-06,2026-08-07,Churned,48.29,Annual
SUB011250,CU011250,PL04,2025-04-11,,Active,1305.88,Annual
SUB011251,CU011251,PL02,2026-05-17,,Active,157.08,Annual
SUB011252,CU011252,PL03,2025-09-19,,Active,354.46,Monthly
SUB011253,CU011253,PL01,2022-06-19,,Active,60.5,Monthly
SUB011254,CU011254,PL02,2023-12-10,,Active,155.78,Annual
SUB011255,CU011255,PL04,2024-03-29,2025-11-19,Churned,1380.45,Monthly
SUB011256,CU011256,PL03,2024-04-20,,Active,346.91,Monthly
SUB011257,CU011257,PL01,2024-08-20,,Active,42.74,Annual
SUB011258,CU011258,PL01,2026-02-12,,Active,54.53,Annual
SUB011259,CU011259,PL02,2022-06-29,,Active,168.74,Monthly
SUB011260,CU011260,PL01,2024-03-12,2025-05-14,Churned,51.75,Annual
SUB011261,CU011261,PL02,2024-08-20,2026-04-04,Churned,128.57,Monthly
SUB011262,CU011262,PL01,2022-02-09,,Active,57.92,Monthly
SUB011263,CU011263,PL01,2026-03-12,,Active,54.01,Monthly
SUB011264,CU011264,PL01,2025-10-29,2026-07-25,Churned,43.1,Monthly
SUB011265,CU011265,PL02,2026-02-04,,Active,182.92,Annual
SUB011266,CU011266,PL01,2023-11-24,,Active,42.88,Monthly
SUB011267,CU011267,PL01,2022-09-21,,Active,43.21,Monthly
SUB011268,CU011268,PL03,2026-04-19,,Active,457.11,Monthly
SUB011269,CU011269,PL01,2024-10-19,,Active,54.99,Monthly
SUB011270,CU011270,PL03,2025-10-31,,Active,391.77,Annual
SUB011271,CU011271,PL01,2022-09-02,,Active,54.7,Annual
SUB011272,CU011272,PL02,2022-03-31,2024-05-23,Churned,157.09,Annual
SUB011273,CU011273,PL02,2022-07-14,2023-11-15,Churned,155.23,Annual
SUB011274,CU011274,PL01,2025-08-19,,Active,42.76,Annual
SUB011275,CU011275,PL04,2025-11-10,,Active,1339.56,Monthly
SUB011276,CU011276,PL02,2024-12-24,,Active,183.76,Annual
SUB011277,CU011277,PL03,2022-11-21,,Active,378.05,Annual
SUB011278,CU011278,PL02,2025-08-08,,Active,164.0,Monthly
SUB011279,CU011279,PL02,2024-09-04,,Active,166.31,Annual
SUB011280,CU011280,PL03,2023-10-08,,Active,358.22,Annual
SUB011281,CU011281,PL02,2022-09-01,,Active,178.61,Monthly
SUB011282,CU011282,PL02,2022-03-13,,Active,178.43,Monthly
SUB011283,CU011283,PL02,2024-01-01,,Active,154.88,Annual
SUB011284,CU011284,PL01,2022-05-05,,Active,49.1,Annual
SUB011285,CU011285,PL02,2025-10-30,,Active,138.94,Monthly
SUB011286,CU011286,PL02,2026-06-28,,Active,162.09,Annual
SUB011287,CU011287,PL02,2023-07-31,,Active,142.75,Monthly
SUB011288,CU011288,PL04,2024-08-07,,Active,1297.32,Annual
SUB011289,CU011289,PL02,2024-07-23,,Active,148.65,Monthly
SUB011290,CU011290,PL02,2022-05-04,2023-12-27,Churned,170.17,Monthly
SUB011291,CU011291,PL02,2024-04-17,,Active,151.04,Annual
SUB011292,CU011292,PL04,2023-11-14,,Active,1453.3,Monthly
SUB011293,CU011293,PL02,2022-03-04,,Active,136.99,Monthly
SUB011294,CU011294,PL02,2022-11-06,,Active,149.31,Monthly
SUB011295,CU011295,PL02,2024-08-12,,Active,182.38,Annual
SUB011296,CU011296,PL03,2022-02-15,,Active,496.33,Annual
SUB011297,CU011297,PL03,2023-07-31,,Active,446.31,Annual
SUB011298,CU011298,PL02,2024-01-17,,Active,150.81,Annual
SUB011299,CU011299,PL04,2026-06-09,,Active,1477.02,Monthly
SUB011300,CU011300,PL01,2024-11-05,,Active,43.12,Monthly
SUB011301,CU011301,PL03,2024-10-29,,Active,432.21,Annual
SUB011302,CU011302,PL01,2022-04-28,,Active,51.66,Annual
SUB011303,CU011303,PL02,2026-03-01,,Active,186.09,Monthly
SUB011304,CU011304,PL02,2026-06-09,,Active,171.59,Annual
SUB011305,CU011305,PL02,2026-04-16,,Active,175.26,Annual
SUB011306,CU011306,PL01,2022-01-18,,Active,52.54,Monthly
SUB011307,CU011307,PL02,2025-07-30,,Active,171.62,Annual
SUB011308,CU011308,PL03,2022-11-07,,Active,485.16,Annual
SUB011309,CU011309,PL02,2024-10-13,,Active,157.68,Annual
SUB011310,CU011310,PL03,2024-08-22,,Active,350.1,Monthly
SUB011311,CU011311,PL01,2022-09-19,2023-11-18,Churned,48.93,Annual
SUB011312,CU011312,PL02,2023-04-22,,Active,132.8,Annual
SUB011313,CU011313,PL02,2023-04-11,,Active,141.77,Annual
SUB011314,CU011314,PL01,2023-06-21,2024-08-15,Churned,57.06,Monthly
SUB011315,CU011315,PL01,2025-11-03,2026-02-14,Churned,44.94,Monthly
SUB011316,CU011316,PL02,2024-02-21,,Active,133.11,Annual
SUB011317,CU011317,PL02,2023-07-17,2025-05-05,Churned,139.66,Monthly
SUB011318,CU011318,PL02,2026-03-04,,Active,136.83,Annual
SUB011319,CU011319,PL02,2024-06-18,2026-07-31,Churned,132.8,Annual
SUB011320,CU011320,PL03,2024-03-04,2026-02-23,Churned,368.61,Monthly
SUB011321,CU011321,PL01,2024-09-19,2025-12-10,Churned,46.45,Monthly
SUB011322,CU011322,PL02,2022-01-27,,Active,127.51,Monthly
SUB011323,CU011323,PL01,2022-08-21,,Active,60.19,Monthly
SUB011324,CU011324,PL02,2024-01-22,2025-04-25,Churned,162.02,Annual
SUB011325,CU011325,PL02,2022-12-14,2023-09-28,Churned,138.63,Monthly
SUB011326,CU011326,PL02,2022-03-01,,Active,147.52,Annual
SUB011327,CU011327,PL02,2023-09-07,,Active,149.04,Annual
SUB011328,CU011328,PL02,2023-10-21,,Active,135.81,Monthly
SUB011329,CU011329,PL03,2023-11-02,,Active,411.85,Annual
SUB011330,CU011330,PL04,2026-05-08,,Active,1129.11,Monthly
SUB011331,CU011331,PL01,2023-02-20,2024-07-12,Churned,52.31,Annual
SUB011332,CU011332,PL01,2024-04-10,,Active,61.17,Monthly
SUB011333,CU011333,PL01,2025-07-27,,Active,45.99,Monthly
SUB011334,CU011334,PL02,2023-11-15,,Active,152.28,Annual
SUB011335,CU011335,PL04,2025-04-30,,Active,1434.91,Annual
SUB011336,CU011336,PL02,2023-11-20,,Active,131.97,Annual
SUB011337,CU011337,PL02,2025-06-13,,Active,182.21,Annual
SUB011338,CU011338,PL02,2023-05-23,,Active,145.77,Monthly
SUB011339,CU011339,PL03,2024-08-20,,Active,388.41,Annual
SUB011340,CU011340,PL01,2026-01-21,,Active,60.25,Annual
SUB011341,CU011341,PL03,2024-11-03,,Active,482.16,Monthly
SUB011342,CU011342,PL02,2022-11-12,2024-06-06,Churned,137.42,Monthly
SUB011343,CU011343,PL02,2023-05-24,,Active,177.1,Monthly
SUB011344,CU011344,PL02,2026-01-03,,Active,151.74,Annual
SUB011345,CU011345,PL01,2024-08-28,2025-10-17,Churned,59.64,Monthly
SUB011346,CU011346,PL02,2025-11-20,,Active,151.09,Monthly
SUB011347,CU011347,PL02,2024-01-06,,Active,133.38,Annual
SUB011348,CU011348,PL01,2025-01-04,,Active,51.22,Monthly
SUB011349,CU011349,PL02,2024-06-14,2025-05-28,Churned,170.88,Annual
SUB011350,CU011350,PL02,2025-06-26,,Active,181.75,Monthly
SUB011351,CU011351,PL01,2025-08-14,,Active,51.6,Monthly
SUB011352,CU011352,PL02,2026-05-21,,Active,153.56,Annual
SUB011353,CU011353,PL01,2025-10-24,2026-03-22,Churned,51.91,Annual
SUB011354,CU011354,PL03,2022-10-23,,Active,418.13,Annual
SUB011355,CU011355,PL03,2024-02-09,,Active,395.88,Annual
SUB011356,CU011356,PL01,2023-03-06,,Active,47.58,Annual
SUB011357,CU011357,PL02,2024-04-04,,Active,170.87,Monthly
SUB011358,CU011358,PL02,2024-05-29,,Active,135.35,Monthly
SUB011359,CU011359,PL02,2026-05-27,,Active,166.21,Monthly
SUB011360,CU011360,PL01,2025-03-13,,Active,58.51,Monthly
SUB011361,CU011361,PL04,2025-02-03,,Active,1033.03,Annual
SUB011362,CU011362,PL03,2023-03-24,,Active,401.12,Annual
SUB011363,CU011363,PL01,2024-05-30,,Active,55.13,Annual
SUB011364,CU011364,PL02,2023-08-29,,Active,135.9,Monthly
SUB011365,CU011365,PL03,2022-10-01,,Active,495.96,Monthly
SUB011366,CU011366,PL03,2023-11-20,,Active,466.23,Annual
SUB011367,CU011367,PL01,2022-05-14,,Active,43.32,Annual
SUB011368,CU011368,PL03,2023-08-19,,Active,466.25,Annual
SUB011369,CU011369,PL03,2026-04-30,,Active,384.44,Annual
SUB011370,CU011370,PL03,2022-02-28,,Active,344.87,Monthly
SUB011371,CU011371,PL04,2023-02-23,,Active,1183.71,Monthly
SUB011372,CU011372,PL01,2022-05-29,,Active,42.09,Monthly
SUB011373,CU011373,PL02,2022-04-14,2026-04-12,Churned,166.31,Monthly
SUB011374,CU011374,PL04,2024-09-24,,Active,1477.67,Monthly
SUB011375,CU011375,PL03,2023-08-12,,Active,368.81,Annual
SUB011376,CU011376,PL01,2024-06-26,,Active,52.72,Annual
SUB011377,CU011377,PL01,2022-01-05,,Active,43.51,Annual
SUB011378,CU011378,PL01,2025-07-10,2026-04-11,Churned,53.98,Annual
SUB011379,CU011379,PL01,2026-01-28,,Active,42.16,Monthly
SUB011380,CU011380,PL02,2023-07-15,,Active,165.58,Annual
SUB011381,CU011381,PL01,2025-10-01,,Active,55.89,Annual
SUB011382,CU011382,PL02,2022-03-13,,Active,132.82,Monthly
SUB011383,CU011383,PL03,2026-05-05,,Active,469.39,Monthly
SUB011384,CU011384,PL03,2026-03-09,,Active,372.95,Annual
SUB011385,CU011385,PL02,2024-03-12,,Active,173.7,Monthly
SUB011386,CU011386,PL03,2025-08-06,,Active,340.91,Annual
SUB011387,CU011387,PL01,2025-07-25,2026-03-19,Churned,52.65,Annual
SUB011388,CU011388,PL01,2026-06-11,,Active,43.9,Monthly
SUB011389,CU011389,PL03,2023-10-18,,Active,414.87,Annual
SUB011390,CU011390,PL03,2023-01-03,,Active,374.39,Monthly
SUB011391,CU011391,PL03,2023-01-03,,Active,343.08,Monthly
SUB011392,CU011392,PL01,2024-02-22,2026-01-29,Churned,50.22,Annual
SUB011393,CU011393,PL02,2024-03-19,,Active,185.03,Annual
SUB011394,CU011394,PL03,2025-05-12,,Active,394.57,Annual
SUB011395,CU011395,PL02,2022-10-29,,Active,174.32,Annual
SUB011396,CU011396,PL01,2023-07-05,2026-04-04,Churned,60.94,Annual
SUB011397,CU011397,PL03,2023-07-24,,Active,358.78,Monthly
SUB011398,CU011398,PL04,2023-10-17,,Active,1258.91,Annual
SUB011399,CU011399,PL02,2022-06-15,,Active,128.03,Annual
SUB011400,CU011400,PL04,2023-09-12,,Active,1177.83,Monthly
SUB011401,CU011401,PL01,2022-01-03,,Active,53.85,Annual
SUB011402,CU011402,PL02,2022-12-06,2024-07-11,Churned,132.31,Annual
SUB011403,CU011403,PL03,2022-03-20,2023-06-08,Churned,401.81,Annual
SUB011404,CU011404,PL01,2024-11-25,,Active,60.5,Monthly
SUB011405,CU011405,PL01,2022-12-02,,Active,42.92,Annual
SUB011406,CU011406,PL04,2024-02-28,,Active,1383.6,Monthly
SUB011407,CU011407,PL02,2024-11-30,,Active,174.28,Monthly
SUB011408,CU011408,PL02,2023-08-11,,Active,160.52,Monthly
SUB011409,CU011409,PL02,2023-10-20,,Active,137.2,Monthly
SUB011410,CU011410,PL02,2022-01-18,,Active,143.97,Monthly
SUB011411,CU011411,PL02,2023-06-22,,Active,179.22,Annual
SUB011412,CU011412,PL01,2024-01-15,,Active,55.37,Monthly
SUB011413,CU011413,PL02,2024-06-24,,Active,171.6,Annual
SUB011414,CU011414,PL02,2024-09-06,,Active,138.09,Annual
SUB011415,CU011415,PL01,2025-07-29,,Active,59.61,Monthly
SUB011416,CU011416,PL02,2025-02-25,,Active,164.34,Annual
SUB011417,CU011417,PL02,2026-05-10,,Active,141.92,Annual
SUB011418,CU011418,PL01,2025-01-11,,Active,56.26,Monthly
SUB011419,CU011419,PL01,2023-02-22,,Active,50.49,Annual
SUB011420,CU011420,PL03,2026-01-03,,Active,448.12,Monthly
SUB011421,CU011421,PL01,2024-05-04,,Active,53.47,Monthly
SUB011422,CU011422,PL04,2025-12-19,,Active,1250.86,Annual
SUB011423,CU011423,PL02,2024-01-17,,Active,141.61,Monthly
SUB011424,CU011424,PL01,2024-08-22,2026-01-22,Churned,42.08,Annual
SUB011425,CU011425,PL02,2024-06-18,,Active,147.09,Monthly
SUB011426,CU011426,PL01,2022-10-06,,Active,56.42,Monthly
SUB011427,CU011427,PL02,2025-07-23,2026-01-05,Churned,169.73,Annual
SUB011428,CU011428,PL03,2022-02-25,,Active,409.28,Annual
SUB011429,CU011429,PL02,2022-04-25,2023-05-10,Churned,158.71,Annual
SUB011430,CU011430,PL01,2022-02-26,2024-07-19,Churned,58.3,Monthly
SUB011431,CU011431,PL01,2024-08-30,2025-11-21,Churned,45.19,Monthly
SUB011432,CU011432,PL03,2025-10-24,2026-05-18,Churned,396.91,Monthly
SUB011433,CU011433,PL04,2024-01-29,,Active,1440.23,Monthly
SUB011434,CU011434,PL02,2024-01-09,2024-09-26,Churned,178.29,Monthly
