CustomerID,AcquisitionSource,AcquisitionCost,AttributionType
CU009034,Google Ads,698.98,Last Touch
CU009035,Organic Search,364.57,Multi-Touch
CU009036,Google Ads,407.84,Last Touch
CU009037,Google Ads,425.73,Multi-Touch
CU009038,Referral,412.88,First Touch
CU009039,LinkedIn Ads,4587.26,First Touch
CU009040,Google Ads,605.27,First Touch
CU009041,Referral,1103.32,First Touch
CU009042,Event,209.21,Multi-Touch
CU009043,Outbound,592.9,Last Touch
CU009044,Outbound,1052.06,First Touch
CU009045,Organic Search,540.33,First Touch
CU009046,Outbound,1216.87,Last Touch
CU009047,Outbound,4432.59,Multi-Touch
CU009048,Event,153.8,First Touch
CU009049,LinkedIn Ads,385.35,First Touch
CU009050,Google Ads,1385.23,Last Touch
CU009051,Event,345.37,First Touch
CU009052,Referral,1029.74,Multi-Touch
CU009053,Referral,4410.1,First Touch
CU009054,Event,1160.48,Multi-Touch
CU009055,Organic Search,4316.77,First Touch
CU009056,Partner,4548.65,Multi-Touch
CU009057,Outbound,4380.69,First Touch
CU009058,Event,475.29,Multi-Touch
CU009059,Organic Search,4593.43,Last Touch
CU009060,Referral,4714.94,Last Touch
CU009061,Outbound,4362.43,First Touch
CU009062,Partner,512.39,Multi-Touch
CU009063,Referral,1196.49,First Touch
CU009064,Referral,4473.63,Last Touch
CU009065,Partner,269.33,First Touch
CU009066,Google Ads,4687.42,Last Touch
CU009067,LinkedIn Ads,1248.69,Last Touch
CU009068,Event,1025.05,First Touch
CU009069,Partner,4676.71,Multi-Touch
CU009070,Event,1288.41,Last Touch
CU009071,LinkedIn Ads,675.8,First Touch
CU009072,Partner,227.04,First Touch
CU009073,Google Ads,1287.09,Multi-Touch
CU009074,Partner,1403.21,First Touch
CU009075,Organic Search,250.13,Multi-Touch
CU009076,LinkedIn Ads,4466.68,Multi-Touch
CU009077,LinkedIn Ads,4367.9,Last Touch
CU009078,Outbound,4738.24,Last Touch
CU009079,Outbound,389.98,First Touch
CU009080,Event,4616.34,Multi-Touch
CU009081,Google Ads,348.96,First Touch
CU009082,Organic Search,4162.29,First Touch
CU009083,Outbound,1091.87,Last Touch
CU009084,LinkedIn Ads,1309.58,Last Touch
CU009085,Referral,1416.42,Multi-Touch
CU009086,Google Ads,781.41,First Touch
CU009087,Partner,1011.97,First Touch
CU009088,Google Ads,4477.71,Last Touch
CU009089,LinkedIn Ads,4659.73,Multi-Touch
CU009090,Partner,1276.69,First Touch
CU009091,Partner,4470.39,Last Touch
CU009092,Google Ads,4915.29,Multi-Touch
CU009093,Google Ads,350.92,First Touch
CU009094,LinkedIn Ads,821.8,Multi-Touch
CU009095,LinkedIn Ads,163.26,Multi-Touch
CU009096,Partner,212.89,Last Touch
CU009097,Event,63.0,Multi-Touch
CU009098,Organic Search,1029.56,Last Touch
CU009099,Partner,4065.25,Multi-Touch
CU009100,Referral,4356.13,Last Touch
CU009101,Referral,234.04,Last Touch
CU009102,Referral,4211.88,Last Touch
CU009103,Google Ads,957.11,Last Touch
CU009104,Event,1434.93,Last Touch
CU009105,Event,918.17,Last Touch
CU009106,Referral,4664.5,First Touch
CU009107,Partner,1306.63,Last Touch
CU009108,Partner,1101.92,Last Touch
CU009109,LinkedIn Ads,4426.47,Last Touch
CU009110,Event,4535.24,Last Touch
CU009111,LinkedIn Ads,592.38,Multi-Touch
CU009112,Referral,1188.36,First Touch
CU009113,Outbound,801.09,First Touch
CU009114,Event,718.38,First Touch
CU009115,Google Ads,1414.67,First Touch
CU009116,Outbound,307.26,Last Touch
CU009117,Event,957.51,First Touch
CU009118,LinkedIn Ads,4825.87,Multi-Touch
CU009119,LinkedIn Ads,252.31,Last Touch
CU009120,Outbound,4437.75,Multi-Touch
CU009121,Organic Search,4386.81,First Touch
CU009122,LinkedIn Ads,4431.31,Multi-Touch
CU009123,Event,1317.51,Multi-Touch
CU009124,Event,699.07,Multi-Touch
CU009125,Outbound,4130.02,Last Touch
CU009126,Outbound,4431.33,Multi-Touch
CU009127,Google Ads,525.11,Multi-Touch
CU009128,Organic Search,4602.76,First Touch
CU009129,Outbound,521.44,Multi-Touch
CU009130,Outbound,4335.86,Last Touch
CU009131,Organic Search,4812.3,Last Touch
CU009132,Google Ads,4571.1,Last Touch
CU009133,Outbound,4249.81,Last Touch
CU009134,Partner,260.86,Multi-Touch
CU009135,Referral,4639.64,Last Touch
CU009136,Outbound,1353.49,Last Touch
CU009137,LinkedIn Ads,294.31,First Touch
CU009138,Organic Search,288.04,Last Touch
CU009139,Partner,1243.38,Last Touch
CU009140,Organic Search,1007.99,Multi-Touch
CU009141,Referral,501.35,Last Touch
CU009142,Event,4557.8,Multi-Touch
CU009143,Outbound,1402.63,Last Touch
CU009144,Organic Search,633.64,Last Touch
CU009145,Organic Search,432.01,Multi-Touch
CU009146,Partner,1472.08,Last Touch
CU009147,Event,1299.78,Multi-Touch
CU009148,Partner,4428.49,Multi-Touch
CU009149,Google Ads,1186.07,Multi-Touch
CU009150,LinkedIn Ads,308.96,Last Touch
CU009151,Organic Search,275.76,First Touch
CU009152,Google Ads,1415.98,Last Touch
CU009153,Outbound,4730.13,Last Touch
CU009154,Event,4370.67,Multi-Touch
CU009155,Event,4753.33,Last Touch
CU009156,Google Ads,1329.81,First Touch
CU009157,Google Ads,953.25,First Touch
CU009158,Referral,480.22,Multi-Touch
CU009159,Organic Search,740.03,Last Touch
CU009160,Partner,1321.89,Last Touch
CU009161,Referral,606.19,Last Touch
CU009162,Google Ads,1097.29,First Touch
CU009163,LinkedIn Ads,1603.97,Last Touch
CU009164,Outbound,1405.88,Last Touch
CU009165,Event,4410.91,Last Touch
CU009166,LinkedIn Ads,371.64,Last Touch
CU009167,Event,414.8,Last Touch
CU009168,Google Ads,439.22,Last Touch
CU009169,Event,461.78,Multi-Touch
CU009170,Event,4500.2,Last Touch
CU009171,Outbound,4577.68,Last Touch
CU009172,Outbound,1229.4,Last Touch
CU009173,Organic Search,764.34,First Touch
CU009174,Referral,296.02,Multi-Touch
CU009175,Event,1071.14,Last Touch
CU009176,Outbound,461.67,Multi-Touch
CU009177,Google Ads,1288.69,First Touch
CU009178,LinkedIn Ads,394.17,Multi-Touch
CU009179,Organic Search,4211.26,Last Touch
CU009180,Google Ads,508.73,Last Touch
CU009181,Google Ads,1526.05,Last Touch
CU009182,Google Ads,422.27,Last Touch
CU009183,LinkedIn Ads,4456.12,First Touch
CU009184,Organic Search,134.57,Last Touch
CU009185,Referral,4675.97,First Touch
CU009186,Google Ads,317.34,First Touch
CU009187,Google Ads,1115.19,Last Touch
CU009188,Partner,557.55,Multi-Touch
CU009189,Google Ads,381.78,First Touch
CU009190,Event,878.4,Last Touch
CU009191,LinkedIn Ads,570.22,First Touch
CU009192,Partner,4592.96,First Touch
CU009193,Outbound,4430.53,Multi-Touch
CU009194,Referral,1226.32,Last Touch
CU009195,Outbound,25.34,Last Touch
CU009196,Google Ads,4464.54,Multi-Touch
CU009197,Outbound,1195.25,First Touch
CU009198,LinkedIn Ads,4105.99,Multi-Touch
CU009199,Partner,550.89,Last Touch
CU009200,Organic Search,505.83,First Touch
CU009201,Organic Search,4459.89,Last Touch
CU009202,Outbound,4391.56,Last Touch
CU009203,Outbound,4800.69,Multi-Touch
CU009204,Referral,1110.66,First Touch
CU009205,Event,4373.12,First Touch
CU009206,LinkedIn Ads,446.79,Multi-Touch
CU009207,Event,1104.94,First Touch
CU009208,LinkedIn Ads,4439.11,First Touch
CU009209,Outbound,4482.75,First Touch
CU009210,Google Ads,204.27,Last Touch
CU009211,Referral,1087.3,First Touch
CU009212,Google Ads,4262.58,First Touch
CU009213,Event,388.9,Last Touch
CU009214,Google Ads,1127.83,First Touch
CU009215,Outbound,4059.1,Multi-Touch
CU009216,Outbound,890.73,First Touch
CU009217,LinkedIn Ads,1155.01,Last Touch
CU009218,Referral,1217.61,Last Touch
CU009219,Referral,1267.6,Multi-Touch
CU009220,Partner,4841.27,Multi-Touch
CU009221,Referral,1248.37,First Touch
CU009222,LinkedIn Ads,434.09,Multi-Touch
CU009223,Partner,4171.79,Multi-Touch
CU009224,Outbound,794.31,Multi-Touch
CU009225,Event,4445.1,Last Touch
CU009226,Google Ads,518.71,Last Touch
CU009227,Outbound,1044.27,First Touch
CU009228,Organic Search,6.77,First Touch
CU009229,Partner,1345.01,Multi-Touch
CU009230,LinkedIn Ads,378.78,Multi-Touch
CU009231,Google Ads,1360.22,First Touch
CU009232,Event,711.33,First Touch
CU009233,Outbound,898.17,Multi-Touch
CU009234,LinkedIn Ads,1143.67,First Touch
CU009235,Outbound,1576.88,First Touch
CU009236,Partner,1058.41,First Touch
CU009237,Partner,4474.32,Multi-Touch
CU009238,Referral,1437.62,Multi-Touch
CU009239,Organic Search,1417.58,Multi-Touch
CU009240,Google Ads,1542.83,Last Touch
CU009241,Outbound,1491.5,Multi-Touch
CU009242,Partner,4529.75,Last Touch
CU009243,LinkedIn Ads,1089.31,First Touch
CU009244,Referral,1105.71,Multi-Touch
CU009245,Partner,4663.88,Multi-Touch
CU009246,Google Ads,1284.82,Last Touch
CU009247,Outbound,200.27,Multi-Touch
CU009248,Google Ads,4483.41,Last Touch
CU009249,Organic Search,1239.89,Last Touch
CU009250,Partner,1266.22,Last Touch
CU009251,Partner,1085.57,First Touch
CU009252,Event,1250.78,Multi-Touch
CU009253,Google Ads,1291.36,First Touch
CU009254,Outbound,386.91,Last Touch
CU009255,Partner,4602.65,Last Touch
CU009256,Outbound,1198.65,Last Touch
CU009257,LinkedIn Ads,320.65,Last Touch
CU009258,Outbound,11.11,Multi-Touch
CU009259,Google Ads,4215.29,Last Touch
CU009260,Organic Search,344.71,Last Touch
CU009261,Partner,4536.21,Last Touch
CU009262,Outbound,564.94,First Touch
CU009263,Partner,275.79,Last Touch
CU009264,Partner,966.65,Multi-Touch
CU009265,Google Ads,43.1,First Touch
CU009266,Referral,1391.9,First Touch
CU009267,Organic Search,490.04,Last Touch
CU009268,Google Ads,993.76,Last Touch
CU009269,Referral,1157.03,Last Touch
CU009270,Event,4325.99,First Touch
CU009271,Partner,539.15,First Touch
CU009272,Partner,142.19,First Touch
CU009273,Google Ads,970.26,Multi-Touch
CU009274,Event,4380.56,First Touch
CU009275,Referral,4763.84,Multi-Touch
CU009276,Referral,1570.78,First Touch
CU009277,Google Ads,1216.66,Multi-Touch
CU009278,Partner,4430.72,First Touch
CU009279,Outbound,4181.05,First Touch
CU009280,Referral,4661.57,Multi-Touch
CU009281,Event,534.86,Multi-Touch
CU009282,Outbound,4188.79,Last Touch
CU009283,Organic Search,1310.64,Last Touch
CU009284,LinkedIn Ads,1216.01,Multi-Touch
CU009285,Google Ads,460.12,First Touch
CU009286,Google Ads,471.57,Multi-Touch
CU009287,Event,332.96,First Touch
CU009288,LinkedIn Ads,4665.26,Last Touch
CU009289,Partner,138.46,Last Touch
CU009290,Outbound,332.41,Last Touch
CU009291,Google Ads,760.66,First Touch
CU009292,Referral,425.89,Multi-Touch
CU009293,LinkedIn Ads,1082.89,First Touch
CU009294,Event,4431.84,Last Touch
CU009295,LinkedIn Ads,4760.71,Last Touch
CU009296,Event,4467.13,Last Touch
CU009297,Referral,4674.17,Last Touch
CU009298,Referral,4440.2,Last Touch
CU009299,Google Ads,4350.85,Multi-Touch
CU009300,Outbound,197.51,Last Touch
CU009301,Outbound,4729.3,Last Touch
CU009302,Organic Search,261.92,Multi-Touch
CU009303,Partner,1076.22,First Touch
CU009304,Partner,4749.49,First Touch
CU009305,LinkedIn Ads,582.45,First Touch
CU009306,Event,4221.6,Last Touch
CU009307,Google Ads,1121.99,First Touch
CU009308,Google Ads,4630.21,Multi-Touch
CU009309,Referral,4358.43,First Touch
CU009310,Google Ads,4611.12,First Touch
CU009311,LinkedIn Ads,351.6,Last Touch
CU009312,Event,16.42,First Touch
CU009313,Event,1158.17,Multi-Touch
CU009314,Partner,489.16,Multi-Touch
CU009315,Organic Search,1322.99,First Touch
CU009316,LinkedIn Ads,795.38,Last Touch
CU009317,LinkedIn Ads,1080.95,Last Touch
CU009318,LinkedIn Ads,4512.73,Last Touch
CU009319,Partner,1071.86,First Touch
CU009320,Outbound,613.11,Last Touch
CU009321,Organic Search,4172.47,Last Touch
CU009322,Event,1376.77,Multi-Touch
CU009323,Partner,4493.2,First Touch
CU009324,Partner,488.51,First Touch
CU009325,Organic Search,82.74,Last Touch
CU009326,Partner,4377.61,Last Touch
CU009327,Event,695.89,Multi-Touch
CU009328,Organic Search,573.34,First Touch
CU009329,LinkedIn Ads,4386.49,Last Touch
CU009330,Partner,38.07,Last Touch
CU009331,Outbound,134.44,First Touch
CU009332,Partner,156.82,Last Touch
CU009333,Google Ads,987.34,Last Touch
CU009334,Partner,509.73,First Touch
CU009335,Partner,4539.63,First Touch
CU009336,Event,17.95,Multi-Touch
CU009337,Event,4469.74,Last Touch
CU009338,Referral,958.75,Last Touch
CU009339,LinkedIn Ads,1342.13,Multi-Touch
CU009340,Referral,1039.42,Last Touch
CU009341,LinkedIn Ads,603.49,Multi-Touch
CU009342,Outbound,669.89,Last Touch
CU009343,Organic Search,73.47,First Touch
CU009344,Referral,4534.12,Multi-Touch
CU009345,Google Ads,1071.66,Last Touch
CU009346,Organic Search,989.2,Last Touch
CU009347,Google Ads,298.46,Multi-Touch
CU009348,Outbound,148.01,First Touch
CU009349,Partner,834.37,First Touch
CU009350,Google Ads,4132.7,Multi-Touch
CU009351,Partner,4409.5,Multi-Touch
CU009352,Outbound,4729.23,First Touch
CU009353,Outbound,249.42,Last Touch
CU009354,Outbound,529.03,First Touch
CU009355,Organic Search,1058.02,Multi-Touch
CU009356,LinkedIn Ads,4373.81,Last Touch
CU009357,Referral,4681.94,Multi-Touch
CU009358,Partner,400.25,Multi-Touch
CU009359,Google Ads,1090.58,Multi-Touch
CU009360,LinkedIn Ads,263.99,Last Touch
CU009361,Google Ads,478.65,Multi-Touch
CU009362,LinkedIn Ads,586.29,First Touch
CU009363,Outbound,825.43,Last Touch
CU009364,LinkedIn Ads,4740.22,Multi-Touch
CU009365,LinkedIn Ads,4603.52,Multi-Touch
CU009366,Referral,258.19,Multi-Touch
CU009367,Referral,4456.35,Multi-Touch
CU009368,Referral,1059.32,First Touch
CU009369,Partner,4129.73,Last Touch
CU009370,Partner,4627.76,First Touch
CU009371,Referral,196.29,Last Touch
CU009372,Referral,4655.12,Last Touch
CU009373,Organic Search,105.65,First Touch
CU009374,Google Ads,4638.62,Multi-Touch
CU009375,LinkedIn Ads,4428.33,Last Touch
CU009376,Event,1218.2,Last Touch
CU009377,LinkedIn Ads,4230.49,Multi-Touch
CU009378,Google Ads,1365.09,Last Touch
CU009379,Organic Search,297.15,Last Touch
CU009380,Event,365.17,Last Touch
CU009381,Organic Search,4577.83,Last Touch
CU009382,Event,969.17,Last Touch
CU009383,LinkedIn Ads,1076.06,Last Touch
CU009384,Outbound,4545.16,First Touch
CU009385,Google Ads,1286.36,Multi-Touch
CU009386,Outbound,4587.9,Multi-Touch
CU009387,Partner,4124.16,Last Touch
CU009388,Organic Search,177.87,Multi-Touch
CU009389,Partner,1341.29,Last Touch
CU009390,Partner,1277.74,Last Touch
CU009391,Outbound,1109.11,First Touch
CU009392,LinkedIn Ads,4752.61,Last Touch
CU009393,Event,1288.09,Last Touch
CU009394,Event,234.95,Last Touch
CU009395,Google Ads,4230.88,Multi-Touch
CU009396,Partner,1027.71,Last Touch
CU009397,Referral,4703.66,Multi-Touch
CU009398,LinkedIn Ads,4555.25,Multi-Touch
CU009399,Organic Search,32.16,Multi-Touch
CU009400,Event,1108.23,First Touch
CU009401,Organic Search,1249.87,Multi-Touch
CU009402,Referral,4341.84,First Touch
CU009403,LinkedIn Ads,1114.18,First Touch
CU009404,Referral,334.22,Multi-Touch
CU009405,Google Ads,4428.49,First Touch
CU009406,Google Ads,4470.09,Last Touch
CU009407,Referral,19.28,First Touch
CU009408,Outbound,1393.44,First Touch
CU009409,LinkedIn Ads,1017.35,Last Touch
CU009410,Google Ads,1045.83,Multi-Touch
CU009411,Referral,420.32,First Touch
CU009412,LinkedIn Ads,4339.76,Multi-Touch
CU009413,Outbound,4367.42,Last Touch
CU009414,Event,485.5,Multi-Touch
CU009415,Outbound,4492.66,First Touch
CU009416,Organic Search,297.42,Multi-Touch
CU009417,Outbound,1249.84,First Touch
CU009418,Event,408.86,First Touch
CU009419,Partner,4663.23,Last Touch
CU009420,Event,1038.69,Multi-Touch
CU009421,Google Ads,1355.72,Last Touch
CU009422,Organic Search,4406.39,First Touch
CU009423,Outbound,1408.36,First Touch
CU009424,Event,860.21,Multi-Touch
CU009425,Event,1241.33,Last Touch
CU009426,LinkedIn Ads,1779.0,Last Touch
CU009427,Event,302.49,First Touch
CU009428,Organic Search,4841.63,First Touch
CU009429,Outbound,1133.51,Multi-Touch
CU009430,Partner,4439.9,Multi-Touch
CU009431,Outbound,4728.14,First Touch
CU009432,Outbound,4190.63,First Touch
CU009433,Event,182.81,Last Touch
CU009434,Event,4747.94,Multi-Touch
CU009435,Referral,475.62,Multi-Touch
CU009436,Outbound,4499.23,Multi-Touch
CU009437,Partner,1093.43,Multi-Touch
CU009438,Outbound,4403.96,Last Touch
CU009439,Google Ads,1179.32,Last Touch
CU009440,Referral,1328.15,Multi-Touch
CU009441,Google Ads,1333.57,Last Touch
CU009442,Partner,4527.8,First Touch
CU009443,Partner,1383.31,Last Touch
CU009444,Outbound,1197.02,First Touch
CU009445,Event,4712.93,First Touch
CU009446,Event,4769.49,First Touch
CU009447,Outbound,1277.07,Multi-Touch
CU009448,LinkedIn Ads,334.2,Last Touch
CU009449,Partner,210.89,First Touch
CU009450,Partner,4275.51,Last Touch
CU009451,Partner,1340.95,First Touch
CU009452,Referral,267.61,Multi-Touch
CU009453,Organic Search,756.01,Multi-Touch
CU009454,Referral,91.12,Multi-Touch
CU009455,Referral,942.6,Multi-Touch
CU009456,Partner,4313.91,First Touch
CU009457,Google Ads,325.7,First Touch
CU009458,LinkedIn Ads,1338.31,Multi-Touch
CU009459,LinkedIn Ads,74.99,First Touch
CU009460,Google Ads,4095.79,First Touch
CU009461,Organic Search,4639.34,Multi-Touch
CU009462,Organic Search,1503.1,Multi-Touch
CU009463,LinkedIn Ads,1106.98,Last Touch
CU009464,Google Ads,1201.91,First Touch
CU009465,Google Ads,268.04,Last Touch
CU009466,Event,4439.01,Multi-Touch
CU009467,LinkedIn Ads,1078.79,First Touch
CU009468,Event,130.34,Last Touch
CU009469,Google Ads,1347.8,First Touch
CU009470,Organic Search,4223.75,Last Touch
CU009471,Partner,1254.88,Last Touch
CU009472,Outbound,4433.81,Multi-Touch
CU009473,Google Ads,1355.08,Last Touch
CU009474,Event,448.87,First Touch
CU009475,Partner,4541.08,First Touch
CU009476,Organic Search,20.87,Multi-Touch
CU009477,Event,4461.16,Last Touch
CU009478,Partner,1240.44,First Touch
CU009479,Event,583.85,Last Touch
CU009480,Event,402.42,Multi-Touch
CU009481,Google Ads,4527.62,Last Touch
CU009482,Referral,4590.34,Last Touch
CU009483,Event,967.78,Last Touch
CU009484,Organic Search,4297.16,First Touch
CU009485,Referral,4855.64,Last Touch
CU009486,Google Ads,376.71,Multi-Touch
CU009487,Google Ads,94.79,Multi-Touch
CU009488,Partner,1464.18,Multi-Touch
CU009489,Google Ads,1036.09,Multi-Touch
CU009490,Event,266.74,Multi-Touch
CU009491,Organic Search,448.41,First Touch
CU009492,LinkedIn Ads,1142.61,Multi-Touch
CU009493,Outbound,4216.37,Last Touch
CU009494,Event,287.66,Last Touch
CU009495,LinkedIn Ads,412.53,Multi-Touch
CU009496,Partner,56.89,First Touch
CU009497,Outbound,4619.77,First Touch
CU009498,Outbound,4586.86,Multi-Touch
CU009499,Google Ads,243.38,Last Touch
CU009500,Referral,4440.13,Multi-Touch
CU009501,Google Ads,472.45,Last Touch
CU009502,Organic Search,156.26,First Touch
CU009503,Partner,883.42,First Touch
CU009504,Event,1302.97,Multi-Touch
CU009505,Google Ads,1175.41,Last Touch
CU009506,Partner,1336.06,First Touch
CU009507,Event,202.93,Last Touch
CU009508,Referral,4654.16,First Touch
CU009509,Outbound,4253.76,First Touch
CU009510,Outbound,4837.98,First Touch
CU009511,Organic Search,4593.22,Multi-Touch
CU009512,Referral,4302.36,First Touch
CU009513,LinkedIn Ads,4341.19,First Touch
CU009514,Organic Search,772.99,First Touch
CU009515,Partner,325.51,First Touch
CU009516,Partner,4816.93,Last Touch
CU009517,Event,1341.82,Multi-Touch
CU009518,Referral,1201.16,First Touch
CU009519,LinkedIn Ads,1277.4,Multi-Touch
CU009520,Organic Search,1090.88,First Touch
CU009521,Organic Search,4493.15,Last Touch
CU009522,Google Ads,4556.85,Last Touch
CU009523,Event,289.97,Last Touch
CU009524,Partner,4788.0,First Touch
CU009525,Organic Search,1058.05,Multi-Touch
CU009526,Outbound,1203.46,Last Touch
CU009527,Referral,636.8,First Touch
CU009528,Partner,836.54,First Touch
CU009529,Google Ads,186.76,Last Touch
CU009530,LinkedIn Ads,407.3,Last Touch
CU009531,Google Ads,480.3,Last Touch
CU009532,LinkedIn Ads,4544.71,Last Touch
CU009533,Event,665.48,Multi-Touch
CU009534,Referral,4881.15,First Touch
CU009535,Google Ads,116.28,First Touch
CU009536,Event,1151.09,Multi-Touch
CU009537,Outbound,4567.49,Multi-Touch
CU009538,Referral,372.93,First Touch
CU009539,LinkedIn Ads,581.73,Multi-Touch
CU009540,Partner,4624.87,Last Touch
CU009541,Organic Search,4562.23,Last Touch
CU009542,Organic Search,993.17,First Touch
CU009543,Outbound,376.92,Last Touch
CU009544,Outbound,4055.7,Multi-Touch
CU009545,Event,4389.2,Multi-Touch
CU009546,Outbound,631.42,First Touch
CU009547,Referral,144.57,Multi-Touch
CU009548,Outbound,4345.09,First Touch
CU009549,LinkedIn Ads,1412.49,Last Touch
CU009550,Google Ads,4213.88,First Touch
CU009551,Organic Search,4579.37,Multi-Touch
CU009552,Event,675.81,Last Touch
CU009553,Google Ads,4673.4,Multi-Touch
CU009554,Google Ads,4278.38,Multi-Touch
CU009555,Referral,1410.2,Multi-Touch
CU009556,Organic Search,4888.56,Multi-Touch
CU009557,Outbound,4448.15,Multi-Touch
CU009558,Partner,4633.92,First Touch
CU009559,Outbound,759.66,Last Touch
CU009560,Google Ads,4619.38,Multi-Touch
CU009561,Referral,221.34,First Touch
CU009562,Referral,4445.68,First Touch
CU009563,Google Ads,4819.01,Last Touch
CU009564,Outbound,604.49,Multi-Touch
CU009565,Referral,477.21,Last Touch
CU009566,Event,975.19,Last Touch
CU009567,Google Ads,4687.31,Last Touch
CU009568,Referral,1449.05,Multi-Touch
CU009569,Outbound,249.68,Last Touch
CU009570,Event,4824.2,Last Touch
CU009571,Organic Search,84.93,First Touch
CU009572,Organic Search,433.25,Last Touch
CU009573,Partner,238.83,First Touch
CU009574,LinkedIn Ads,1434.25,Last Touch
CU009575,LinkedIn Ads,4714.78,Multi-Touch
CU009576,Partner,1191.58,First Touch
CU009577,Outbound,4896.38,First Touch
CU009578,LinkedIn Ads,1092.25,First Touch
CU009579,Organic Search,1177.39,Multi-Touch
CU009580,Partner,467.47,Multi-Touch
CU009581,Organic Search,761.31,Multi-Touch
CU009582,Google Ads,287.35,Multi-Touch
CU009583,Organic Search,4537.59,First Touch
CU009584,Google Ads,289.6,Last Touch
CU009585,Partner,4590.67,First Touch
CU009586,LinkedIn Ads,1332.86,Multi-Touch
CU009587,Event,4578.81,First Touch
CU009588,Partner,4227.73,First Touch
CU009589,Organic Search,853.92,Multi-Touch
CU009590,Partner,4542.29,Last Touch
CU009591,Organic Search,4450.34,Last Touch
CU009592,Outbound,122.18,Multi-Touch
CU009593,Outbound,4473.38,Last Touch
CU009594,Organic Search,1727.47,Multi-Touch
CU009595,Organic Search,408.2,Last Touch
CU009596,Event,138.75,Multi-Touch
CU009597,Outbound,4531.67,Multi-Touch
CU009598,Google Ads,474.86,First Touch
CU009599,Google Ads,832.99,First Touch
CU009600,LinkedIn Ads,485.07,Multi-Touch
CU009601,Event,1534.01,First Touch
CU009602,Event,1174.54,Multi-Touch
CU009603,LinkedIn Ads,319.56,Last Touch
CU009604,Outbound,659.18,Multi-Touch
CU009605,LinkedIn Ads,4301.38,Multi-Touch
CU009606,Referral,1317.55,Last Touch
CU009607,Referral,483.66,Last Touch
CU009608,Partner,1798.38,Multi-Touch
CU009609,LinkedIn Ads,194.32,Last Touch
CU009610,Google Ads,1358.49,Last Touch
CU009611,Event,840.26,Multi-Touch
CU009612,Google Ads,437.36,Multi-Touch
CU009613,Organic Search,4540.44,Multi-Touch
CU009614,Referral,1062.36,First Touch
CU009615,Referral,421.77,Multi-Touch
CU009616,Google Ads,873.33,Multi-Touch
CU009617,Event,1386.84,First Touch
CU009618,Referral,4286.75,Multi-Touch
CU009619,Google Ads,4542.73,First Touch
CU009620,Outbound,889.71,Last Touch
CU009621,Event,229.7,Multi-Touch
CU009622,Organic Search,4487.36,Last Touch
CU009623,Google Ads,79.18,Last Touch
CU009624,Partner,4778.32,First Touch
CU009625,Google Ads,4464.19,Multi-Touch
CU009626,LinkedIn Ads,485.21,First Touch
CU009627,Organic Search,4752.08,Multi-Touch
CU009628,LinkedIn Ads,878.99,Multi-Touch
CU009629,Organic Search,4956.62,Last Touch
CU009630,Outbound,4724.76,Multi-Touch
CU009631,Event,977.55,First Touch
CU009632,Partner,1058.18,Last Touch
CU009633,Partner,4790.92,Last Touch
CU009634,Event,4359.57,Multi-Touch
CU009635,Referral,4350.62,First Touch
CU009636,Event,4336.76,First Touch
CU009637,Outbound,4813.72,First Touch
CU009638,Organic Search,1311.45,Multi-Touch
CU009639,Event,4533.38,Last Touch
CU009640,Event,48.45,Last Touch
CU009641,Referral,4498.19,Last Touch
CU009642,Partner,4513.36,Last Touch
CU009643,Event,4517.28,First Touch
CU009644,Event,1417.35,Last Touch
CU009645,LinkedIn Ads,56.36,Last Touch
CU009646,Partner,38.86,Multi-Touch
CU009647,Google Ads,1610.69,Last Touch
CU009648,Partner,4677.05,First Touch
CU009649,Referral,322.94,Multi-Touch
CU009650,LinkedIn Ads,132.19,First Touch
CU009651,Event,4408.62,Multi-Touch
CU009652,Event,1180.04,Last Touch
CU009653,LinkedIn Ads,137.5,Multi-Touch
CU009654,LinkedIn Ads,1079.96,Multi-Touch
CU009655,Organic Search,1117.72,Multi-Touch
CU009656,Partner,346.91,Multi-Touch
CU009657,Outbound,560.39,Last Touch
CU009658,LinkedIn Ads,483.47,Last Touch
CU009659,LinkedIn Ads,71.67,Last Touch
CU009660,Organic Search,456.94,First Touch
CU009661,LinkedIn Ads,4350.84,First Touch
CU009662,Referral,4614.55,Last Touch
CU009663,LinkedIn Ads,4470.89,Last Touch
CU009664,Referral,619.7,Last Touch
CU009665,Event,349.98,First Touch
CU009666,Google Ads,535.44,First Touch
CU009667,Partner,278.18,Last Touch
CU009668,Organic Search,1032.88,Last Touch
CU009669,Organic Search,1324.32,First Touch
CU009670,Partner,1457.59,Multi-Touch
CU009671,Outbound,1121.04,Last Touch
CU009672,Outbound,4335.77,First Touch
CU009673,Outbound,4267.35,Multi-Touch
CU009674,Partner,4164.76,Last Touch
CU009675,Outbound,529.24,Last Touch
CU009676,Outbound,4377.09,First Touch
CU009677,LinkedIn Ads,4472.71,Multi-Touch
CU009678,Event,4462.11,Last Touch
CU009679,Organic Search,4531.47,Last Touch
CU009680,Partner,95.97,First Touch
CU009681,Event,1239.83,Last Touch
CU009682,Google Ads,4399.62,First Touch
CU009683,Referral,4492.81,Last Touch
CU009684,Partner,4494.11,Multi-Touch
CU009685,Outbound,4580.76,First Touch
CU009686,Partner,1193.97,First Touch
CU009687,Outbound,689.55,First Touch
CU009688,Google Ads,295.3,Last Touch
