Month,CustomerID,LicensedSeats,ActiveUsers,Logins,FeatureAdoptionRate,CriticalErrors
2024-06-01,CU008192,11,6,81,0.6792,1
2024-07-01,CU008192,117,69,1262,0.2744,1
2025-05-01,CU008192,103,75,324,0.8416,0
2025-09-01,CU008192,70,70,868,0.8862,5
2025-10-01,CU008192,44,37,465,0.5952,1
2026-03-01,CU008192,57,48,878,0.3895,0
2026-04-01,CU008192,24,12,223,0.6368,4
2026-05-01,CU008192,101,71,1650,0.9309,4
2026-07-01,CU008192,95,68,2323,0.835,3
2026-08-01,CU008193,70,52,678,0.3792,3
2026-08-01,CU008194,43,11,618,0.5451,0
2022-03-01,CU008195,45,37,498,0.2299,3
2022-06-01,CU008195,41,26,611,0.7789,0
2023-02-01,CU008195,41,32,597,0.5422,0
2023-03-01,CU008195,92,65,546,0.5858,0
2023-11-01,CU008195,78,36,997,0.7945,0
2024-02-01,CU008195,18,16,297,0.6802,4
2024-05-01,CU008195,70,65,426,0.284,8
2024-08-01,CU008195,66,58,516,0.5357,5
2025-01-01,CU008195,60,47,575,0.6888,1
2025-02-01,CU008195,62,53,867,0.6587,2
2025-05-01,CU008195,21,12,298,0.6959,1
2025-06-01,CU008195,55,33,523,0.3715,1
2025-08-01,CU008195,68,64,671,0.6256,4
2025-10-01,CU008195,83,52,1125,0.5838,6
2024-07-01,CU008196,27,15,241,0.6567,2
2024-09-01,CU008196,75,50,1144,0.538,0
2024-10-01,CU008196,42,19,388,0.8544,5
2024-11-01,CU008196,61,36,962,0.697,1
2025-04-01,CU008196,98,75,1011,0.4819,1
2025-11-01,CU008196,77,19,866,0.6565,0
2026-05-01,CU008196,51,45,701,0.7991,5
2026-06-01,CU008196,60,54,312,0.5148,5
2026-08-01,CU008196,18,15,287,0.7667,3
2022-03-01,CU008197,113,71,753,0.6333,4
2022-11-01,CU008197,92,53,714,0.7262,0
2023-03-01,CU008197,22,9,296,0.5808,1
2024-01-01,CU008197,3,1,32,0.779,6
2024-07-01,CU008197,48,32,476,0.7526,2
2024-10-01,CU008197,42,34,643,0.975,0
2025-05-01,CU008197,1,0,9,0.4841,1
2025-06-01,CU008197,41,25,648,0.5665,2
2025-08-01,CU008197,74,58,911,0.5118,1
2025-09-01,CU008197,84,53,824,0.4849,6
2025-11-01,CU008197,1,0,12,0.9426,4
2026-02-01,CU008197,8,6,103,0.6102,0
2026-04-01,CU008197,116,103,1600,0.7777,4
2026-08-01,CU008197,85,73,783,0.665,2
2026-01-01,CU008198,82,32,986,0.714,0
2026-08-01,CU008198,17,13,238,0.2526,2
2023-05-01,CU008199,41,30,370,0.4795,4
2023-07-01,CU008199,10,7,127,0.5076,2
2023-08-01,CU008199,57,33,707,0.3207,2
2023-09-01,CU008199,107,106,936,0.3863,4
2024-03-01,CU008199,113,48,1151,0.5156,3
2024-08-01,CU008199,78,37,1080,0.928,0
2025-03-01,CU008199,36,22,326,0.7262,3
2025-08-01,CU008199,5,2,72,0.4005,2
2025-12-01,CU008199,8,4,101,0.1907,0
2026-01-01,CU008199,108,102,1184,0.6862,1
2026-02-01,CU008199,94,94,969,0.4447,0
2024-04-01,CU008200,89,71,346,0.6684,4
2025-07-01,CU008200,54,38,510,0.8191,6
2025-10-01,CU008200,31,21,467,0.7519,7
2025-12-01,CU008200,85,85,1329,0.1763,0
2026-01-01,CU008200,81,44,965,0.6713,2
2026-05-01,CU008200,60,36,822,0.7716,1
2026-07-01,CU008200,107,57,1121,0.8256,0
2026-08-01,CU008200,15,13,35,0.4855,0
2023-11-01,CU008201,1,0,14,0.2845,3
2023-12-01,CU008201,17,13,254,0.9649,0
2024-02-01,CU008201,101,62,1271,0.2447,9
2024-06-01,CU008201,89,74,1045,0.5495,2
2024-09-01,CU008201,119,100,400,0.8331,2
2024-10-01,CU008201,22,14,183,0.3053,1
2024-12-01,CU008201,42,41,432,0.5559,4
2025-07-01,CU008201,80,66,777,0.7611,3
2025-10-01,CU008201,81,48,776,0.5004,4
2026-05-01,CU008201,95,80,817,0.394,3
2022-11-01,CU008202,114,70,1047,0.565,2
2023-04-01,CU008202,4,3,43,0.8838,5
2023-09-01,CU008202,53,53,866,0.666,0
2023-12-01,CU008202,107,69,1336,0.521,1
2024-01-01,CU008202,90,32,979,0.9661,3
2024-07-01,CU008202,47,38,777,0.8476,4
2024-11-01,CU008202,22,16,98,0.3241,2
2025-04-01,CU008202,66,54,754,0.2656,3
2025-07-01,CU008202,94,65,1348,0.3417,2
2025-09-01,CU008202,107,98,1211,0.9164,5
2025-10-01,CU008202,69,42,544,0.3264,1
2025-12-01,CU008202,39,18,843,0.7266,2
2026-05-01,CU008202,34,32,387,0.8642,3
2026-06-01,CU008202,94,71,944,0.1789,4
2026-07-01,CU008202,82,72,1575,0.3769,7
2023-03-01,CU008203,98,80,441,0.7388,2
2023-05-01,CU008203,112,97,938,0.3937,2
2023-12-01,CU008203,100,62,768,0.5847,1
2024-05-01,CU008203,82,50,787,0.3644,3
2025-01-01,CU008203,114,80,1866,0.557,1
2025-04-01,CU008203,22,9,195,0.8317,1
2025-11-01,CU008203,85,47,1009,0.6244,4
2025-12-01,CU008203,86,44,1004,0.7722,2
2026-06-01,CU008203,104,79,1744,0.9158,2
2026-08-01,CU008203,14,13,124,0.7547,1
2024-03-01,CU008204,62,43,748,0.5405,3
2024-06-01,CU008204,5,3,65,0.7937,0
2024-12-01,CU008204,78,57,1077,0.6557,3
2025-03-01,CU008204,22,21,461,0.4406,4
2025-06-01,CU008204,32,21,415,0.6886,0
2025-11-01,CU008204,46,29,502,0.2961,4
2026-03-01,CU008204,39,25,400,0.9717,2
2026-04-01,CU008204,16,14,162,0.4872,1
2026-07-01,CU008204,43,37,627,0.4787,1
2026-02-01,CU008205,47,37,965,0.7503,2
2026-04-01,CU008205,78,65,1368,0.2214,2
2026-05-01,CU008205,93,75,908,0.4682,5
2023-08-01,CU008206,117,70,984,0.7748,0
2023-09-01,CU008206,21,18,77,0.3354,0
2023-12-01,CU008206,14,9,190,0.2651,1
2024-02-01,CU008206,93,93,1214,0.7075,0
2024-03-01,CU008206,113,101,1810,0.848,1
2024-05-01,CU008206,38,38,466,0.6637,3
2024-06-01,CU008206,44,26,527,0.5221,4
2025-02-01,CU008206,101,75,1014,0.7034,3
2025-03-01,CU008206,55,43,356,0.96,1
2025-05-01,CU008206,80,35,573,0.6671,1
2025-07-01,CU008206,30,23,348,0.5394,1
2025-08-01,CU008206,60,52,911,0.4336,4
2025-11-01,CU008206,25,21,349,0.7888,0
2026-01-01,CU008206,60,37,850,0.7894,4
2026-02-01,CU008206,38,27,361,0.5134,2
2026-04-01,CU008206,24,11,216,0.6825,6
2026-05-01,CU008206,98,61,1270,0.6914,3
2026-02-01,CU008207,64,49,830,0.4265,0
2026-03-01,CU008207,30,18,567,0.224,0
2026-06-01,CU008207,74,49,973,0.749,2
2026-08-01,CU008207,78,63,877,0.757,0
2023-12-01,CU008208,72,59,270,0.5749,4
2024-01-01,CU008208,72,67,681,0.8426,0
2024-02-01,CU008208,33,15,424,0.6814,4
2024-10-01,CU008208,93,55,1265,0.758,0
2025-04-01,CU008208,39,22,403,0.6708,5
2026-01-01,CU008208,64,56,990,0.2082,4
2026-06-01,CU008208,24,13,277,0.5646,2
2026-08-01,CU008208,59,55,547,0.2842,2
2026-04-01,CU008209,24,11,322,0.411,0
2026-06-01,CU008209,56,44,1103,0.3149,5
2026-07-01,CU008209,14,8,40,0.7793,1
2025-01-01,CU008210,87,42,1037,0.2689,3
2025-02-01,CU008210,64,52,222,0.6495,4
2025-05-01,CU008210,52,22,852,0.5972,3
2025-06-01,CU008210,76,50,1001,0.3563,1
2025-12-01,CU008210,119,106,1295,0.1311,1
2026-03-01,CU008210,2,1,22,0.3664,4
2026-04-01,CU008210,42,31,444,0.7371,5
2025-03-01,CU008211,20,13,228,0.4393,8
2025-11-01,CU008211,117,68,721,0.5252,2
2026-02-01,CU008211,44,20,240,0.4604,1
2026-08-01,CU008211,93,53,821,0.7516,4
2024-06-01,CU008212,25,14,362,0.2118,0
2024-08-01,CU008212,94,66,690,0.3164,4
2025-04-01,CU008212,94,70,749,0.5227,1
2025-11-01,CU008212,36,33,553,0.7013,2
2025-12-01,CU008212,43,27,301,0.6366,0
2026-03-01,CU008212,4,4,49,0.7426,1
2026-06-01,CU008212,17,13,179,0.9935,0
2026-08-01,CU008212,74,74,457,0.9393,2
2026-08-01,CU008213,31,22,127,0.5039,1
2024-03-01,CU008214,58,27,911,0.4751,4
2025-01-01,CU008214,62,48,1070,0.8392,3
2025-08-01,CU008214,15,13,246,0.6941,3
2025-09-01,CU008214,18,14,167,0.8382,2
2025-12-01,CU008214,88,55,1047,0.5173,2
2026-01-01,CU008214,55,49,492,0.2874,7
2026-02-01,CU008214,78,78,1008,0.3328,4
2026-03-01,CU008214,106,90,253,0.2983,0
2026-05-01,CU008214,42,29,488,0.8342,0
2024-07-01,CU008215,110,80,794,0.4417,2
2024-08-01,CU008215,106,70,719,0.6417,0
2024-09-01,CU008215,22,15,294,0.8234,1
2024-11-01,CU008215,68,18,519,0.2076,5
2025-01-01,CU008215,51,35,670,0.576,1
2025-09-01,CU008215,47,14,124,0.6262,0
2026-07-01,CU008215,34,18,440,0.8118,2
2026-08-01,CU008215,46,34,716,0.8953,0
2026-06-01,CU008216,106,76,1350,0.6524,4
2026-03-01,CU008217,95,81,767,0.6735,1
2026-05-01,CU008217,35,17,191,0.5838,4
2026-06-01,CU008217,100,92,1218,0.5918,3
2025-03-01,CU008218,5,3,71,0.6929,2
2025-07-01,CU008218,62,32,889,0.6868,2
2025-08-01,CU008218,54,42,676,0.3732,0
2025-12-01,CU008218,19,2,278,0.5344,5
2026-04-01,CU008218,71,49,1546,0.5364,5
2023-05-01,CU008219,63,62,1114,0.9342,2
2023-11-01,CU008219,7,4,47,0.8456,2
2023-12-01,CU008219,100,95,1100,0.7043,1
2024-02-01,CU008219,108,79,817,0.551,0
2024-04-01,CU008219,74,60,497,0.207,1
2025-04-01,CU008219,103,86,2070,0.2688,4
2026-01-01,CU008219,68,48,92,0.5528,3
2026-03-01,CU008219,4,3,38,0.8777,2
2026-06-01,CU008219,111,81,1847,0.4014,3
2026-07-01,CU008219,3,2,22,0.5932,0
2025-07-01,CU008220,31,25,370,0.9619,0
2025-09-01,CU008220,54,33,687,0.8944,6
2025-10-01,CU008220,46,44,316,0.8077,2
2025-12-01,CU008220,39,30,411,0.7148,0
2026-01-01,CU008220,13,10,213,0.9009,0
2026-02-01,CU008220,10,7,148,0.5637,0
2026-03-01,CU008220,33,24,513,0.7013,0
2026-08-01,CU008220,33,27,325,0.3759,3
2026-06-01,CU008221,70,40,788,0.8513,6
2022-02-01,CU008222,43,17,528,0.4973,4
2022-06-01,CU008222,7,7,83,0.7503,1
2022-09-01,CU008222,6,5,47,0.5638,1
2022-11-01,CU008222,12,7,202,0.406,5
2022-12-01,CU008222,17,8,196,0.7736,0
2023-07-01,CU008222,110,52,904,0.8756,3
2023-11-01,CU008222,53,44,503,0.5731,4
2023-12-01,CU008222,53,48,690,0.3349,3
2024-02-01,CU008222,65,40,1095,0.4016,3
2024-04-01,CU008222,94,69,1010,0.6265,3
2024-06-01,CU008222,98,71,1694,0.3383,3
2024-07-01,CU008222,16,9,212,0.7917,3
2024-09-01,CU008222,51,37,847,0.6139,3
2025-01-01,CU008222,15,9,240,0.465,1
2025-02-01,CU008222,85,53,1014,0.6781,3
2025-05-01,CU008222,2,1,9,0.7735,0
2025-08-01,CU008222,14,12,55,0.3489,0
2026-01-01,CU008222,80,33,971,0.4546,1
2026-04-01,CU008222,16,13,281,0.8637,5
2026-05-01,CU008222,70,52,964,0.6753,4
2022-05-01,CU008223,111,84,1819,0.7756,4
2022-07-01,CU008223,15,5,140,0.6052,4
2022-09-01,CU008223,103,55,693,0.956,1
2022-11-01,CU008223,54,48,607,0.3904,2
2022-12-01,CU008223,93,19,1245,0.6756,0
2023-02-01,CU008223,23,13,222,0.5756,5
2023-03-01,CU008223,65,34,750,0.6413,3
2023-07-01,CU008223,106,71,1571,0.6614,3
2023-08-01,CU008223,75,56,1191,0.6707,3
2024-01-01,CU008223,72,59,737,0.7838,1
2024-02-01,CU008223,40,26,398,0.778,0
2024-05-01,CU008223,76,50,1378,0.8414,0
2024-08-01,CU008223,41,32,457,0.4225,4
2024-09-01,CU008223,90,76,1349,0.7242,3
2024-11-01,CU008223,97,73,1317,0.8805,1
2025-03-01,CU008223,93,89,981,0.7483,0
2025-05-01,CU008223,33,20,303,0.2885,1
2025-07-01,CU008223,3,2,34,0.6553,5
2025-10-01,CU008223,44,32,356,0.5462,6
2025-11-01,CU008223,59,52,1044,0.7887,0
2023-03-01,CU008224,1,0,9,0.4898,3
2023-04-01,CU008224,18,10,331,0.321,2
2023-05-01,CU008224,114,61,655,0.6402,4
2023-07-01,CU008224,106,85,902,0.4973,4
2023-08-01,CU008224,117,84,1006,0.458,6
2023-12-01,CU008224,21,21,273,0.394,0
2024-04-01,CU008224,3,2,31,0.9413,4
2024-07-01,CU008224,21,16,192,0.4474,4
2024-08-01,CU008224,85,20,1013,0.7411,3
2024-10-01,CU008224,75,75,706,0.5364,5
2024-11-01,CU008224,53,52,869,0.8262,0
2025-01-01,CU008224,98,59,1329,0.662,4
2025-04-01,CU008224,40,17,915,0.2653,0
2026-01-01,CU008224,85,76,852,0.5657,0
2026-08-01,CU008224,81,53,1365,0.8339,5
2024-07-01,CU008225,10,3,148,0.3654,8
2024-10-01,CU008225,82,72,971,0.2129,3
2024-11-01,CU008225,119,59,1105,0.5285,0
2024-12-01,CU008225,33,26,502,0.7035,2
2025-09-01,CU008225,43,19,430,0.3974,1
2025-12-01,CU008225,89,51,1371,0.7696,4
2026-02-01,CU008225,64,52,1167,0.5642,1
2026-05-01,CU008225,82,72,496,0.8803,0
2025-09-01,CU008226,98,90,1076,0.824,4
2026-02-01,CU008226,80,54,620,0.5678,1
2026-05-01,CU008226,33,26,240,0.5693,2
2025-10-01,CU008227,63,47,852,0.9156,2
2025-11-01,CU008227,22,20,332,0.7535,0
2026-05-01,CU008227,103,68,1469,0.8312,0
2026-06-01,CU008227,113,98,1592,0.5924,0
2022-10-01,CU008228,80,66,1125,0.5119,2
2023-02-01,CU008228,88,66,1103,0.7923,0
2023-03-01,CU008228,104,88,815,0.4563,0
2023-06-01,CU008228,9,6,85,0.3906,4
2023-07-01,CU008228,62,45,722,0.2344,1
2024-03-01,CU008228,88,40,953,0.7475,0
2024-05-01,CU008228,10,9,104,0.8316,4
2024-07-01,CU008228,80,73,1045,0.2298,2
2024-09-01,CU008228,37,27,639,0.3915,5
2024-10-01,CU008228,68,35,755,0.5439,5
2025-05-01,CU008228,49,41,853,0.7798,2
2025-09-01,CU008228,53,46,393,0.5041,0
2026-05-01,CU008228,39,22,390,0.7502,2
2025-05-01,CU008229,85,72,1316,0.393,1
2025-06-01,CU008229,110,49,1761,0.4522,2
2025-07-01,CU008229,53,45,836,0.3512,5
2025-08-01,CU008229,56,50,782,0.7959,2
2025-09-01,CU008229,93,84,1397,0.9519,6
2025-11-01,CU008229,16,10,296,0.711,3
2025-12-01,CU008229,94,87,1330,0.3695,2
2026-06-01,CU008229,56,42,680,0.634,5
2026-07-01,CU008229,56,21,453,0.246,1
2026-08-01,CU008229,118,101,1712,0.5804,0
2024-03-01,CU008230,15,13,208,0.4245,5
2024-07-01,CU008230,25,13,340,0.7261,6
2024-08-01,CU008230,69,56,595,0.2787,4
2024-09-01,CU008230,19,13,273,0.2576,0
2025-01-01,CU008230,47,19,876,0.3308,2
2025-03-01,CU008230,69,56,1035,0.8054,4
2025-04-01,CU008230,104,77,1396,0.5172,6
2025-05-01,CU008230,88,84,1461,0.7224,3
2025-07-01,CU008230,21,20,144,0.5012,3
2025-09-01,CU008230,117,23,1246,0.7332,6
2026-04-01,CU008230,111,106,1286,0.6423,3
2026-05-01,CU008230,105,49,1098,0.583,0
2026-07-01,CU008230,20,18,149,0.4765,6
2024-06-01,CU008231,36,20,265,0.901,3
2024-11-01,CU008231,84,56,618,0.6963,1
2025-01-01,CU008231,27,14,303,0.7198,0
2025-04-01,CU008231,77,51,764,0.5617,5
2025-10-01,CU008231,16,8,198,0.7986,6
2025-11-01,CU008231,61,42,665,0.5362,0
2026-02-01,CU008231,119,113,1504,0.8205,0
2026-03-01,CU008231,13,6,98,0.7505,4
2026-05-01,CU008231,90,66,525,0.6976,1
2022-03-01,CU008232,84,66,1354,0.959,6
2022-05-01,CU008232,60,38,794,0.878,1
2022-08-01,CU008232,68,52,864,0.5282,1
2022-10-01,CU008232,93,27,1203,0.7555,2
2023-02-01,CU008232,40,38,627,0.6316,2
2023-05-01,CU008232,25,15,418,0.7735,3
2023-06-01,CU008232,4,2,20,0.4236,3
2023-10-01,CU008232,63,50,543,0.6184,3
2024-02-01,CU008232,118,86,1078,0.7051,5
2024-10-01,CU008232,106,77,1055,0.7293,5
2025-02-01,CU008232,96,74,1254,0.5159,0
2025-10-01,CU008232,60,39,547,0.5693,5
2025-12-01,CU008232,59,59,704,0.6201,2
2026-02-01,CU008232,89,67,1128,0.6333,2
2026-05-01,CU008232,116,71,1716,0.9599,5
2026-08-01,CU008232,41,26,703,0.7176,1
2024-03-01,CU008233,6,1,76,0.4478,5
2024-05-01,CU008233,113,63,1011,0.1842,2
2024-06-01,CU008233,57,48,441,0.9245,1
2025-10-01,CU008233,18,11,164,0.9102,0
2025-11-01,CU008233,33,16,522,0.6577,4
2026-05-01,CU008233,112,96,1385,0.7385,3
2026-08-01,CU008233,104,85,927,0.5858,3
2024-11-01,CU008234,31,20,323,0.461,4
2024-12-01,CU008234,63,24,499,0.8746,0
2025-05-01,CU008234,92,71,1030,0.7139,5
2025-09-01,CU008234,14,8,90,0.7593,4
2025-10-01,CU008234,104,103,1452,0.9335,4
2026-01-01,CU008234,14,13,171,0.9139,0
2026-02-01,CU008234,37,35,302,0.7923,0
2026-04-01,CU008234,19,17,193,0.3028,5
2026-06-01,CU008234,30,17,161,0.3002,5
2026-08-01,CU008234,113,59,1627,0.5621,0
2022-09-01,CU008235,72,65,1217,0.546,0
2022-12-01,CU008235,9,8,169,0.7216,1
2023-03-01,CU008235,84,64,1093,0.7068,3
2023-12-01,CU008235,103,95,818,0.4272,2
2024-05-01,CU008235,7,5,122,0.656,4
2024-07-01,CU008235,87,63,1014,0.3879,3
2024-08-01,CU008235,21,18,189,0.2368,4
2024-10-01,CU008235,114,59,1531,0.5619,4
2024-12-01,CU008235,83,42,1104,0.3472,1
2025-02-01,CU008235,88,43,1382,0.4196,1
2025-04-01,CU008235,94,36,792,0.3061,3
2025-09-01,CU008235,17,12,323,0.1916,4
2025-12-01,CU008235,75,14,1414,0.9017,0
2026-01-01,CU008235,101,58,1366,0.1484,0
2026-02-01,CU008235,20,14,248,0.9378,3
2026-05-01,CU008235,53,38,875,0.4671,0
2026-07-01,CU008235,4,3,50,0.8094,1
2025-02-01,CU008236,58,47,919,0.699,2
2025-06-01,CU008236,89,83,1430,0.9169,7
2025-11-01,CU008236,84,42,1400,0.6942,0
2026-02-01,CU008236,46,28,618,0.503,2
2026-08-01,CU008236,23,20,363,0.7002,5
2023-04-01,CU008237,24,19,326,0.5609,7
2023-05-01,CU008237,77,44,1667,0.3635,3
2023-06-01,CU008237,94,88,1896,0.7376,0
2023-07-01,CU008237,24,14,232,0.8634,0
2023-09-01,CU008237,83,70,1615,0.6344,0
2023-10-01,CU008237,81,68,1052,0.5821,0
2024-02-01,CU008237,86,45,544,0.3208,0
2024-03-01,CU008237,3,2,16,0.2411,3
2024-04-01,CU008237,69,47,532,0.3935,1
2024-07-01,CU008237,78,44,1015,0.5686,0
2024-08-01,CU008237,117,57,730,0.695,1
2025-07-01,CU008237,99,99,719,0.6125,3
2025-08-01,CU008237,119,106,1292,0.4239,3
2025-09-01,CU008237,68,41,382,0.3985,0
2026-06-01,CU008237,39,25,668,0.7972,1
2025-03-01,CU008238,64,64,1049,0.5914,0
2025-09-01,CU008238,96,96,677,0.5926,3
2025-11-01,CU008238,90,58,1205,0.9522,2
2026-01-01,CU008238,38,35,613,0.4307,0
2026-06-01,CU008238,3,2,38,0.8133,3
2024-01-01,CU008239,82,68,1514,0.4209,2
2024-03-01,CU008239,21,9,310,0.3602,4
2024-05-01,CU008239,14,7,173,0.5686,3
2024-07-01,CU008239,26,19,306,0.6827,0
2024-12-01,CU008239,70,47,426,0.4945,1
2025-03-01,CU008239,88,49,883,0.5005,0
2025-06-01,CU008239,93,93,1224,0.813,2
2025-10-01,CU008239,83,42,1431,0.8776,4
2025-12-01,CU008239,41,24,362,0.7585,2
2026-02-01,CU008239,21,16,254,0.8291,5
2026-03-01,CU008239,86,36,1236,0.7265,4
2026-04-01,CU008239,14,11,131,0.4035,3
2026-04-01,CU008240,106,83,505,0.6383,4
2026-05-01,CU008240,51,37,353,0.8768,0
2026-06-01,CU008240,43,36,400,0.7137,7
2026-08-01,CU008240,27,21,385,0.8102,1
2022-12-01,CU008241,99,67,1692,0.6417,4
2023-05-01,CU008241,56,30,652,0.7886,6
2023-09-01,CU008241,115,76,2090,0.8898,6
2023-11-01,CU008241,75,38,1230,0.5608,0
2024-05-01,CU008241,16,11,136,0.0758,1
2024-06-01,CU008241,61,27,536,0.6989,2
2024-08-01,CU008241,1,0,12,0.4541,3
2024-09-01,CU008241,19,14,235,0.3522,6
2025-01-01,CU008241,37,26,338,0.2188,6
2025-02-01,CU008241,47,21,622,0.6845,3
2025-07-01,CU008241,69,38,874,0.9658,2
2025-08-01,CU008241,68,46,493,0.5986,2
2025-10-01,CU008241,13,9,181,0.3779,1
2026-03-01,CU008241,98,91,1687,0.3746,3
2026-05-01,CU008241,70,67,715,0.3382,4
2026-07-01,CU008241,38,32,533,0.3217,5
2022-04-01,CU008242,108,96,1376,0.7554,3
2022-06-01,CU008242,111,93,1686,0.9042,3
2023-02-01,CU008242,10,9,125,0.4034,4
2023-04-01,CU008242,43,28,453,0.7619,4
2023-05-01,CU008242,113,108,1707,0.2059,4
2023-07-01,CU008242,10,6,149,0.7084,0
2023-08-01,CU008242,78,55,1105,0.2532,2
2023-11-01,CU008242,86,42,1169,0.7378,2
2023-12-01,CU008242,30,17,576,0.4162,5
2024-04-01,CU008242,101,43,1317,0.5883,4
2024-05-01,CU008242,98,76,829,0.821,3
2024-06-01,CU008242,44,22,200,0.4894,2
2024-10-01,CU008242,20,16,367,0.8534,2
2024-12-01,CU008242,41,22,617,0.586,2
2025-01-01,CU008242,12,9,184,0.3685,3
2025-03-01,CU008242,86,56,1425,0.7803,4
2025-05-01,CU008242,63,35,879,0.4909,2
2025-06-01,CU008242,109,89,1390,0.9754,4
2025-07-01,CU008242,73,62,1084,0.4775,0
2025-09-01,CU008242,64,35,845,0.9014,1
2025-10-01,CU008242,114,90,1187,0.0176,1
2025-11-01,CU008242,68,50,1226,0.4761,0
2025-02-01,CU008243,87,75,1209,0.6612,0
2025-04-01,CU008243,98,86,1319,0.1474,6
2025-05-01,CU008243,85,85,1583,0.8727,1
2025-06-01,CU008243,31,25,531,0.9771,5
2025-08-01,CU008243,1,0,16,0.701,2
2025-11-01,CU008243,85,52,1590,0.742,0
2026-01-01,CU008243,111,106,1645,0.3999,2
2026-06-01,CU008243,38,35,353,0.6948,5
2023-03-01,CU008244,5,3,90,0.7115,3
2023-05-01,CU008244,117,90,955,0.8066,4
2023-06-01,CU008244,77,77,797,0.7018,1
2023-09-01,CU008244,36,23,605,0.6255,3
2023-10-01,CU008244,41,38,269,0.5317,2
2024-01-01,CU008244,62,54,760,0.5246,7
2024-02-01,CU008244,90,79,835,0.5799,0
2024-03-01,CU008244,88,32,1264,0.8267,1
2024-04-01,CU008244,11,10,129,0.6169,3
2024-11-01,CU008244,46,28,660,0.6785,6
2024-12-01,CU008244,8,3,54,0.3265,3
2025-02-01,CU008244,66,38,1037,0.6166,3
2026-04-01,CU008244,87,54,1229,0.8238,1
2026-05-01,CU008244,42,42,613,0.3364,0
2023-10-01,CU008245,55,29,558,0.4615,0
2024-04-01,CU008245,5,4,61,0.7731,7
2024-06-01,CU008245,20,12,219,0.324,2
2024-11-01,CU008245,5,4,29,0.5191,0
2025-03-01,CU008245,39,15,522,0.6426,0
2025-04-01,CU008245,47,20,627,0.5458,5
2025-05-01,CU008245,81,66,1829,0.4079,1
2025-06-01,CU008245,3,2,29,0.1809,2
2025-08-01,CU008245,101,54,1641,0.6552,2
2026-01-01,CU008245,6,4,46,0.7172,3
2026-02-01,CU008245,2,2,5,0.4483,4
2026-04-01,CU008245,63,45,492,0.6421,0
2023-10-01,CU008246,107,90,1428,0.6345,3
2023-11-01,CU008246,51,36,766,0.5286,0
2024-02-01,CU008246,56,45,738,0.498,1
2024-04-01,CU008246,94,57,1235,0.4017,0
2024-08-01,CU008246,48,15,433,0.5782,0
2024-09-01,CU008246,44,21,210,0.4388,0
2024-10-01,CU008246,65,39,501,0.447,0
2024-11-01,CU008246,62,45,797,0.5186,2
2025-02-01,CU008246,86,27,910,0.8062,5
2025-03-01,CU008246,8,5,97,0.7828,4
2025-08-01,CU008246,30,24,369,0.7298,3
2025-09-01,CU008246,79,79,574,0.5136,5
2026-01-01,CU008246,71,30,1018,0.5005,4
2026-02-01,CU008246,61,36,630,0.7587,3
2026-04-01,CU008246,3,3,29,0.9598,2
2026-06-01,CU008246,2,1,0,0.7227,4
2026-08-01,CU008246,110,98,1018,0.5616,4
2025-11-01,CU008247,113,74,1069,0.649,0
2026-02-01,CU008247,22,18,251,0.6732,5
2026-03-01,CU008247,4,3,54,0.76,7
2026-04-01,CU008247,94,62,1207,0.2795,3
2026-05-01,CU008247,101,96,853,0.3795,0
2026-08-01,CU008247,27,10,215,0.4436,2
2026-07-01,CU008248,103,60,803,0.5934,0
2026-08-01,CU008248,85,42,782,0.4833,6
2023-11-01,CU008249,55,43,652,0.7291,6
2023-12-01,CU008249,108,76,1250,0.6978,3
2024-07-01,CU008249,64,43,689,0.532,0
2024-11-01,CU008249,60,34,459,0.6842,0
2025-01-01,CU008249,70,49,231,0.4834,1
2025-03-01,CU008249,106,93,1228,0.7386,1
2025-07-01,CU008249,51,24,677,0.8219,4
2026-02-01,CU008249,17,10,176,0.7536,0
2026-03-01,CU008249,119,96,1799,0.6429,2
2026-07-01,CU008249,56,41,1007,0.5856,0
2026-08-01,CU008249,10,7,173,0.3024,3
2023-03-01,CU008250,114,89,1658,0.4118,2
2023-07-01,CU008250,82,57,1146,0.4131,0
2024-01-01,CU008250,55,41,507,0.7448,4
2024-02-01,CU008250,98,59,1144,0.6037,8
2024-04-01,CU008250,36,32,456,0.4721,0
2024-07-01,CU008250,77,47,558,0.3953,0
2024-11-01,CU008250,14,11,175,0.3536,0
2025-03-01,CU008250,77,42,1025,0.2649,5
2025-04-01,CU008250,62,47,695,0.409,1
2025-05-01,CU008250,104,55,1268,0.8073,2
2026-01-01,CU008250,9,6,67,0.3215,2
2026-06-01,CU008250,89,62,1177,0.6278,1
2022-05-01,CU008251,111,56,1732,0.8414,4
2022-07-01,CU008251,72,43,426,0.8401,2
2022-09-01,CU008251,43,15,670,0.7613,4
2022-10-01,CU008251,64,62,592,0.6442,0
2022-12-01,CU008251,6,4,84,0.9314,5
2023-01-01,CU008251,4,2,68,0.7567,0
2023-04-01,CU008251,42,22,290,0.631,0
2023-07-01,CU008251,38,28,562,0.6758,0
2023-10-01,CU008251,6,5,37,0.4931,0
2023-12-01,CU008251,41,33,396,0.4705,2
2024-01-01,CU008251,38,28,499,0.5239,5
2024-03-01,CU008251,87,35,1115,0.6225,1
2024-05-01,CU008251,98,56,1337,0.6686,0
2024-06-01,CU008251,42,26,507,0.9483,7
2024-07-01,CU008251,75,35,1145,0.593,4
