TicketID,CustomerID,OpenedDate,Severity,ResolutionHours,Status,Category
T032637,CU003317,2024-07-08,Low,3.11,Open,Integration
T032638,CU010699,2026-08-28,Low,10.64,Escalated,Integration
T032639,CU002184,2023-05-30,Low,6.49,Resolved,Performance
T032640,CU006944,2025-08-05,Medium,3.36,Resolved,Product Bug
T032641,CU001600,2026-03-22,High,2.62,Resolved,How-to
T032642,CU002652,2024-11-06,High,15.64,Escalated,Product Bug
T032643,CU011031,2024-06-10,Low,6.27,Resolved,How-to
T032644,CU005223,2025-05-21,Low,8.36,Resolved,Account
T032645,CU002962,2022-11-15,Medium,3.01,Resolved,Billing
T032646,CU002803,2025-10-27,Medium,2.78,Resolved,Account
T032647,CU007286,2025-10-26,Medium,7.01,Resolved,Performance
T032648,CU009473,2026-01-24,Low,1.3,Resolved,Billing
T032649,CU005711,2023-02-27,Medium,2.34,Resolved,Product Bug
T032650,CU004315,2026-01-25,High,18.61,Open,How-to
T032651,CU009463,2025-10-17,Medium,6.13,Resolved,How-to
T032652,CU010917,2022-12-20,Medium,3.82,Resolved,Integration
T032653,CU002746,2025-04-01,Medium,1.62,Resolved,How-to
T032654,CU004887,2026-05-28,Critical,22.26,Open,Performance
T032655,CU011565,2023-11-12,Medium,1.05,Escalated,Performance
T032656,CU006716,2026-02-08,Low,5.39,Resolved,Billing
T032657,CU008162,2025-11-11,Medium,2.45,Resolved,Performance
T032658,CU004850,2026-06-13,Medium,5.9,Escalated,Product Bug
T032659,CU004147,2025-09-16,Medium,10.66,Resolved,Integration
T032660,CU001163,2025-02-25,Medium,3.32,Resolved,How-to
T032661,CU004298,2026-03-12,Low,4.45,Resolved,Product Bug
T032662,CU009139,2026-07-28,High,11.6,Resolved,Account
T032663,CU011185,2026-03-05,Medium,8.29,Resolved,Integration
T032664,CU005639,2023-07-25,Medium,2.42,Resolved,Product Bug
T032665,CU003044,2025-07-27,High,14.06,Open,Product Bug
T032666,CU006382,2026-07-18,Low,2.24,Resolved,Performance
T032667,CU004069,2026-05-16,Medium,4.81,Open,How-to
T032668,CU001846,2025-01-27,Medium,5.35,Escalated,Product Bug
T032669,CU002814,2025-12-07,Low,8.42,Resolved,Integration
T032670,CU005073,2025-11-08,Medium,16.69,Open,Product Bug
T032671,CU005622,2023-04-14,Low,13.37,Resolved,Account
T032672,CU001922,2026-01-15,Low,2.63,Resolved,Billing
T032673,CU000750,2026-03-29,Medium,4.88,Escalated,Performance
T032674,CU006990,2023-09-23,Low,4.42,Escalated,How-to
T032675,CU004155,2025-07-30,Low,4.52,Open,Performance
T032676,CU008519,2025-11-22,Medium,13.21,Resolved,How-to
T032677,CU002565,2026-08-16,Medium,3.87,Open,How-to
T032678,CU005190,2025-11-07,Medium,5.57,Resolved,Account
T032679,CU003350,2026-05-07,Medium,17.44,Resolved,Performance
T032680,CU002315,2025-11-19,High,10.57,Escalated,How-to
T032681,CU011045,2023-05-01,Medium,3.72,Resolved,Product Bug
T032682,CU009483,2026-07-16,Medium,4.77,Open,Integration
T032683,CU003697,2025-01-02,Critical,5.74,Resolved,Product Bug
T032684,CU003860,2024-04-15,High,11.3,Resolved,Integration
T032685,CU009234,2023-12-15,Medium,3.36,Resolved,How-to
T032686,CU000971,2026-08-23,Low,7.42,Resolved,Billing
T032687,CU004550,2025-02-05,High,23.18,Resolved,Performance
T032688,CU011380,2023-08-11,High,9.39,Resolved,Product Bug
T032689,CU000729,2026-06-02,Medium,6.65,Resolved,Performance
T032690,CU008680,2026-04-04,High,4.4,Open,Integration
T032691,CU008313,2026-08-02,Medium,1.66,Resolved,Billing
T032692,CU001251,2026-02-15,Medium,4.73,Escalated,Integration
T032693,CU002571,2026-08-06,Low,0.68,Open,Billing
T032694,CU003257,2026-08-24,High,9.24,Resolved,Integration
T032695,CU006731,2026-03-13,High,18.4,Resolved,Product Bug
T032696,CU008183,2026-07-17,Low,6.35,Resolved,How-to
T032697,CU001324,2025-09-04,Medium,1.03,Resolved,Billing
T032698,CU008505,2024-08-09,High,14.09,Escalated,Integration
T032699,CU010055,2022-09-28,Low,6.11,Escalated,How-to
T032700,CU007312,2024-06-21,High,19.5,Resolved,Performance
T032701,CU009364,2025-01-16,Low,2.75,Resolved,Product Bug
T032702,CU002749,2026-04-16,Low,2.82,Escalated,Performance
T032703,CU002233,2022-11-26,Low,3.36,Resolved,Performance
T032704,CU007624,2025-11-01,Low,7.69,Open,Performance
T032705,CU011932,2024-03-10,High,4.85,Open,Billing
T032706,CU010820,2025-08-19,Medium,4.54,Resolved,How-to
T032707,CU009210,2024-02-07,Medium,7.03,Resolved,Integration
T032708,CU007545,2025-12-11,Medium,2.38,Resolved,How-to
T032709,CU010071,2026-06-21,Low,2.08,Resolved,Account
T032710,CU011159,2026-05-20,High,9.45,Resolved,Product Bug
T032711,CU007357,2026-02-19,Low,2.45,Resolved,How-to
T032712,CU011675,2022-11-27,High,8.97,Resolved,Integration
T032713,CU003014,2026-05-21,Low,1.39,Resolved,Performance
T032714,CU005178,2026-04-29,Medium,2.76,Resolved,Integration
T032715,CU000317,2026-03-06,Medium,1.89,Resolved,Billing
T032716,CU002739,2026-02-12,Medium,16.32,Resolved,Account
T032717,CU006999,2025-08-22,High,26.33,Open,Performance
T032718,CU000904,2026-08-26,High,4.11,Resolved,Product Bug
T032719,CU005593,2025-09-13,Low,4.48,Escalated,Performance
T032720,CU003667,2026-07-24,High,6.49,Resolved,Product Bug
T032721,CU006700,2026-07-06,High,32.36,Resolved,Performance
T032722,CU008383,2024-02-09,Low,22.06,Escalated,Integration
T032723,CU009342,2026-03-01,Medium,4.95,Resolved,Integration
T032724,CU009624,2026-04-08,Medium,3.56,Open,How-to
T032725,CU001851,2026-01-02,High,7.78,Open,Product Bug
T032726,CU004916,2024-03-23,Medium,1.36,Resolved,Performance
T032727,CU011883,2026-02-20,Medium,16.24,Escalated,Account
T032728,CU004189,2026-07-28,Low,5.31,Escalated,How-to
T032729,CU002123,2026-04-26,Low,2.68,Escalated,Performance
T032730,CU001674,2026-05-11,Low,2.72,Escalated,How-to
T032731,CU006795,2022-07-14,High,14.33,Escalated,Performance
T032732,CU002991,2025-10-24,High,22.29,Open,How-to
T032733,CU008415,2024-11-26,High,7.0,Resolved,Account
T032734,CU010318,2026-01-25,High,15.38,Escalated,Product Bug
T032735,CU005620,2024-09-14,Medium,1.55,Resolved,Product Bug
T032736,CU003448,2025-03-11,Medium,5.58,Escalated,Integration
T032737,CU009396,2026-04-18,Medium,2.38,Open,Billing
T032738,CU009749,2024-03-12,Medium,2.59,Resolved,Product Bug
T032739,CU001690,2024-08-24,Low,2.11,Open,Billing
T032740,CU002987,2025-05-12,Medium,2.66,Resolved,Product Bug
T032741,CU001667,2026-04-12,Medium,3.63,Resolved,How-to
T032742,CU005664,2026-07-11,Low,1.62,Resolved,How-to
T032743,CU000358,2025-05-27,Medium,8.41,Resolved,Product Bug
T032744,CU006913,2026-07-07,Low,1.76,Resolved,Product Bug
T032745,CU003976,2025-02-06,Medium,2.18,Resolved,Performance
T032746,CU006625,2025-11-15,Medium,3.09,Resolved,How-to
T032747,CU008883,2025-08-31,Medium,2.56,Open,Billing
T032748,CU007314,2026-04-07,High,4.29,Resolved,Account
T032749,CU009443,2025-06-01,Medium,2.46,Escalated,How-to
T032750,CU011691,2025-10-25,Medium,2.12,Escalated,How-to
T032751,CU008862,2026-06-28,Medium,2.01,Open,Integration
T032752,CU001253,2026-05-25,Medium,4.38,Open,Performance
T032753,CU002404,2024-11-26,High,9.04,Escalated,How-to
T032754,CU004534,2023-09-30,High,11.1,Resolved,Account
T032755,CU010791,2026-04-14,Low,7.49,Resolved,Product Bug
T032756,CU003508,2025-02-08,Medium,3.68,Escalated,Account
T032757,CU000955,2024-12-02,Low,6.58,Open,Account
T032758,CU008463,2025-05-18,High,13.16,Resolved,Integration
T032759,CU002802,2025-12-22,High,1.29,Resolved,Performance
T032760,CU007442,2023-10-10,Low,11.85,Resolved,Product Bug
T032761,CU005294,2026-07-26,Medium,3.69,Open,Billing
T032762,CU001847,2024-04-19,Low,5.14,Resolved,How-to
T032763,CU001665,2025-11-01,Medium,1.77,Resolved,How-to
T032764,CU004964,2025-05-25,High,18.03,Escalated,Performance
T032765,CU001788,2024-04-18,Medium,5.63,Resolved,How-to
T032766,CU000034,2024-12-13,Medium,7.36,Open,Product Bug
T032767,CU003530,2026-06-27,Medium,7.52,Resolved,Billing
T032768,CU009601,2025-01-04,Medium,7.52,Open,Integration
T032769,CU002593,2026-05-06,Medium,5.38,Resolved,Billing
T032770,CU011543,2025-12-24,Low,1.73,Resolved,Account
T032771,CU010862,2022-08-16,Low,11.31,Escalated,Billing
T032772,CU004969,2025-11-18,Critical,6.07,Open,Billing
T032773,CU001615,2025-01-01,Medium,7.41,Open,Billing
T032774,CU000087,2025-09-08,Low,1.87,Escalated,Product Bug
T032775,CU002370,2026-04-05,Medium,3.65,Open,Integration
T032776,CU009250,2025-09-26,Low,2.25,Open,Integration
T032777,CU001605,2026-02-03,High,46.65,Resolved,Account
T032778,CU003819,2025-12-06,Critical,2.52,Resolved,Account
T032779,CU000124,2024-10-30,High,7.22,Open,Performance
T032780,CU010775,2024-12-23,Medium,4.08,Escalated,Performance
T032781,CU000718,2026-03-23,Medium,1.88,Open,Billing
T032782,CU003440,2024-07-04,Low,2.57,Resolved,Performance
T032783,CU009343,2023-06-11,Low,10.94,Resolved,Performance
T032784,CU000190,2026-04-22,Medium,3.51,Escalated,How-to
T032785,CU004494,2023-05-09,Low,4.67,Resolved,Performance
T032786,CU004375,2024-09-19,Medium,2.37,Resolved,Account
T032787,CU003151,2026-07-10,Medium,5.2,Resolved,Product Bug
T032788,CU011375,2023-12-28,High,2.95,Resolved,Performance
T032789,CU011860,2025-01-10,Medium,4.56,Resolved,Performance
T032790,CU010244,2025-05-17,Medium,7.39,Open,Integration
T032791,CU005738,2026-05-21,Medium,4.75,Resolved,Billing
T032792,CU008924,2026-07-03,High,18.26,Resolved,Account
T032793,CU005950,2026-02-04,Low,3.0,Escalated,Billing
T032794,CU004881,2025-03-14,High,7.11,Escalated,Billing
T032795,CU000422,2026-07-10,Low,3.49,Resolved,Product Bug
T032796,CU011217,2025-10-22,Medium,4.63,Resolved,How-to
T032797,CU001680,2026-01-03,Medium,7.21,Resolved,How-to
T032798,CU004394,2026-07-08,Medium,3.83,Resolved,Account
T032799,CU009150,2024-01-19,High,2.71,Resolved,Billing
T032800,CU010719,2026-08-02,Low,4.26,Resolved,Product Bug
T032801,CU003303,2026-07-29,Medium,11.13,Resolved,Performance
T032802,CU005799,2026-06-25,Medium,2.59,Resolved,Product Bug
T032803,CU007461,2024-05-01,Low,4.16,Resolved,Billing
T032804,CU000334,2025-09-02,Medium,2.19,Escalated,Billing
T032805,CU010908,2024-08-05,Medium,12.54,Resolved,Account
T032806,CU009753,2025-07-25,Medium,2.42,Resolved,Integration
T032807,CU000087,2026-06-11,High,2.89,Resolved,Product Bug
T032808,CU004442,2024-09-18,Medium,1.68,Resolved,Account
T032809,CU010823,2025-03-05,Medium,4.41,Resolved,Performance
T032810,CU007110,2025-06-02,Medium,2.93,Resolved,Product Bug
T032811,CU004586,2026-01-21,Medium,6.72,Resolved,How-to
T032812,CU002168,2026-07-17,Medium,3.56,Open,How-to
T032813,CU006765,2026-03-04,Low,4.85,Resolved,Billing
T032814,CU003906,2026-05-02,Low,2.81,Resolved,Performance
T032815,CU007492,2022-11-07,High,12.51,Escalated,How-to
T032816,CU000584,2025-07-25,Medium,2.82,Resolved,Product Bug
T032817,CU009684,2026-04-25,Low,11.65,Resolved,Performance
T032818,CU006714,2025-09-30,High,2.89,Resolved,Integration
T032819,CU007906,2026-06-04,Medium,6.43,Resolved,Billing
T032820,CU008216,2026-05-16,High,8.15,Open,Product Bug
T032821,CU001942,2025-07-09,Low,5.82,Resolved,Account
T032822,CU003772,2026-03-13,Medium,19.39,Open,How-to
T032823,CU000512,2026-06-11,Low,5.54,Resolved,Account
T032824,CU001498,2024-10-20,Medium,1.28,Resolved,Account
T032825,CU001037,2026-06-01,Medium,4.42,Resolved,How-to
T032826,CU001749,2026-01-19,Low,2.66,Resolved,Billing
T032827,CU002863,2023-01-15,High,10.12,Resolved,Integration
T032828,CU006425,2026-07-03,Critical,4.96,Resolved,How-to
T032829,CU001873,2024-05-21,Low,5.65,Escalated,Billing
T032830,CU001896,2023-10-02,Low,5.93,Resolved,Performance
T032831,CU011668,2026-03-01,Medium,3.1,Escalated,Performance
T032832,CU011391,2026-04-05,Medium,0.76,Open,Integration
T032833,CU011551,2025-04-02,High,7.34,Resolved,Billing
T032834,CU006111,2026-05-23,Medium,3.86,Resolved,Product Bug
T032835,CU009052,2025-10-23,Medium,3.58,Escalated,How-to
T032836,CU007674,2024-10-08,Low,11.59,Open,Billing
T032837,CU011637,2026-06-29,Low,8.2,Resolved,How-to
T032838,CU008504,2026-07-02,High,9.72,Resolved,Integration
T032839,CU006622,2025-05-08,Low,4.08,Resolved,How-to
T032840,CU007435,2024-04-29,Medium,8.1,Escalated,Integration
T032841,CU009734,2026-03-25,Low,2.2,Escalated,Product Bug
T032842,CU006495,2024-09-23,Low,2.36,Resolved,Product Bug
T032843,CU007699,2026-07-07,High,17.09,Resolved,Integration
T032844,CU002722,2026-05-17,Medium,2.16,Escalated,How-to
T032845,CU005567,2026-07-30,Low,3.7,Escalated,Billing
T032846,CU009294,2026-05-18,Medium,1.64,Open,How-to
T032847,CU005971,2026-08-15,Low,3.01,Open,Billing
T032848,CU001033,2026-05-31,High,5.28,Resolved,Account
T032849,CU001069,2026-07-14,Low,6.02,Escalated,Integration
T032850,CU003884,2026-08-24,High,4.43,Resolved,Product Bug
T032851,CU009013,2023-03-10,Low,7.51,Resolved,Performance
T032852,CU006915,2024-08-07,Low,2.06,Escalated,How-to
T032853,CU003167,2024-06-29,Medium,1.03,Resolved,How-to
T032854,CU006108,2026-02-07,Low,7.28,Open,Performance
T032855,CU004718,2025-08-08,Medium,1.09,Resolved,Account
T032856,CU003853,2025-12-29,Medium,2.74,Resolved,Performance
T032857,CU000756,2026-07-23,Low,3.3,Resolved,Integration
T032858,CU001843,2026-05-25,Medium,25.29,Resolved,Performance
T032859,CU006350,2025-06-13,High,28.75,Resolved,Integration
T032860,CU004898,2026-04-07,Low,7.68,Open,Performance
T032861,CU008609,2024-11-03,Medium,4.4,Escalated,Performance
T032862,CU000264,2026-07-15,Low,4.27,Escalated,Product Bug
T032863,CU008197,2023-12-31,Medium,2.93,Escalated,Product Bug
T032864,CU001541,2026-07-05,Medium,3.86,Open,Integration
T032865,CU007965,2026-04-17,High,13.85,Resolved,Billing
T032866,CU002311,2025-12-09,High,5.59,Resolved,Product Bug
T032867,CU009280,2025-11-22,High,9.1,Resolved,Integration
T032868,CU008120,2025-12-10,Medium,2.06,Resolved,Account
T032869,CU004774,2025-11-02,Medium,3.65,Resolved,How-to
T032870,CU003116,2026-07-01,Medium,0.99,Escalated,How-to
T032871,CU007146,2026-05-09,High,5.9,Escalated,Product Bug
T032872,CU006433,2025-08-11,High,4.4,Resolved,Performance
T032873,CU011613,2025-02-01,Medium,4.33,Resolved,Integration
T032874,CU003537,2025-07-16,Medium,3.1,Resolved,How-to
T032875,CU010858,2023-09-12,Low,5.17,Resolved,Integration
T032876,CU004695,2026-02-25,Critical,15.21,Open,How-to
T032877,CU009330,2025-08-07,Low,8.53,Resolved,Billing
T032878,CU002026,2025-08-22,Medium,8.71,Open,How-to
T032879,CU007998,2025-07-09,Medium,5.09,Resolved,Billing
T032880,CU001308,2023-11-26,Medium,3.26,Resolved,Performance
T032881,CU006640,2025-11-12,Medium,7.89,Resolved,How-to
T032882,CU003849,2025-10-01,Low,6.39,Resolved,Performance
T032883,CU009574,2024-06-17,High,3.86,Open,How-to
T032884,CU011895,2025-10-23,High,8.81,Escalated,Performance
T032885,CU009692,2025-07-26,Medium,10.94,Resolved,Performance
T032886,CU004413,2025-02-17,Medium,1.86,Resolved,Performance
T032887,CU007392,2024-05-21,Low,11.11,Escalated,Integration
T032888,CU011563,2025-03-18,Medium,2.98,Resolved,Product Bug
T032889,CU008239,2026-08-25,Critical,9.82,Escalated,Product Bug
T032890,CU003929,2026-02-05,High,8.63,Resolved,Product Bug
T032891,CU010660,2026-05-19,Medium,3.51,Resolved,Account
T032892,CU011556,2025-01-05,Low,9.5,Resolved,Integration
T032893,CU000304,2025-10-07,High,2.77,Escalated,Billing
T032894,CU007368,2023-07-04,Low,15.29,Resolved,How-to
T032895,CU009405,2026-02-20,Low,4.43,Resolved,Integration
T032896,CU008400,2026-03-14,High,8.07,Resolved,Integration
T032897,CU007692,2026-02-17,Medium,6.89,Escalated,Integration
T032898,CU002990,2025-02-28,Medium,7.44,Escalated,How-to
T032899,CU005826,2025-11-08,Low,4.75,Resolved,Product Bug
T032900,CU003737,2023-10-19,Medium,6.85,Escalated,Integration
T032901,CU001121,2025-02-10,Low,5.77,Escalated,Account
T032902,CU005377,2025-02-21,High,2.55,Escalated,Product Bug
T032903,CU003728,2026-01-12,Low,4.85,Open,Account
T032904,CU007297,2026-08-16,Medium,17.54,Open,How-to
T032905,CU011337,2025-07-17,Low,5.21,Resolved,Performance
T032906,CU004644,2025-04-10,High,13.98,Resolved,Integration
T032907,CU010390,2022-12-12,Low,1.82,Escalated,Account
T032908,CU007399,2026-04-25,High,3.01,Resolved,Product Bug
T032909,CU004406,2026-02-28,Low,11.99,Escalated,How-to
T032910,CU002837,2026-01-16,High,3.67,Resolved,Product Bug
T032911,CU010473,2024-12-09,Medium,8.73,Resolved,Billing
T032912,CU003280,2025-11-01,Low,6.39,Escalated,Performance
T032913,CU006015,2024-09-10,Medium,7.03,Resolved,Integration
T032914,CU007380,2026-06-25,Low,4.35,Open,Product Bug
T032915,CU004695,2026-07-15,Low,1.67,Resolved,How-to
T032916,CU011617,2026-06-08,High,10.8,Resolved,How-to
T032917,CU010781,2023-05-03,Medium,3.26,Resolved,Product Bug
T032918,CU008895,2026-03-01,High,2.22,Resolved,Integration
T032919,CU007592,2026-02-02,Medium,14.04,Resolved,How-to
T032920,CU000791,2025-04-29,Low,2.49,Escalated,Account
T032921,CU009190,2026-07-23,Medium,3.5,Open,Product Bug
T032922,CU011760,2024-12-24,Low,1.45,Escalated,How-to
T032923,CU001790,2026-05-05,Medium,2.95,Resolved,Product Bug
T032924,CU011744,2024-08-05,Medium,5.3,Escalated,Integration
T032925,CU005020,2026-02-26,Low,13.41,Escalated,Performance
T032926,CU006767,2022-03-05,Medium,4.97,Escalated,Account
T032927,CU009270,2026-06-18,Low,3.37,Resolved,Account
T032928,CU010116,2026-07-15,Low,2.44,Resolved,Product Bug
T032929,CU007195,2025-04-25,Medium,1.6,Escalated,Account
T032930,CU005134,2025-04-30,High,3.78,Resolved,How-to
T032931,CU009447,2024-07-28,Medium,6.67,Open,Product Bug
T032932,CU004923,2025-12-12,Medium,4.39,Resolved,Performance
T032933,CU007698,2025-12-27,Low,4.73,Escalated,Account
T032934,CU001727,2025-10-10,Medium,2.55,Escalated,Integration
T032935,CU002022,2026-08-30,Low,2.39,Resolved,Billing
T032936,CU000004,2025-04-07,Medium,5.28,Open,How-to
T032937,CU006038,2024-11-18,Low,3.72,Resolved,Performance
T032938,CU008397,2025-10-03,Medium,2.9,Resolved,Product Bug
T032939,CU003459,2025-12-28,Medium,3.98,Escalated,Account
T032940,CU002447,2025-04-06,Medium,7.21,Open,Performance
T032941,CU004721,2026-08-02,Medium,5.22,Escalated,Billing
T032942,CU008694,2026-06-22,Medium,3.42,Escalated,Billing
T032943,CU000973,2024-09-03,Medium,4.04,Resolved,Product Bug
T032944,CU010654,2025-06-13,Low,2.61,Escalated,Performance
T032945,CU000011,2024-09-23,Medium,1.26,Resolved,Account
T032946,CU004553,2024-06-02,Low,2.58,Resolved,Account
T032947,CU011580,2025-06-04,Low,3.21,Resolved,Account
T032948,CU010040,2024-07-08,Medium,3.81,Resolved,How-to
T032949,CU002088,2025-11-11,Low,8.07,Resolved,Integration
T032950,CU009991,2026-07-03,Low,1.95,Resolved,Account
T032951,CU003598,2024-03-14,High,20.0,Resolved,How-to
T032952,CU000152,2026-05-21,Low,2.78,Resolved,Performance
T032953,CU003997,2025-08-12,High,47.73,Resolved,Product Bug
T032954,CU008928,2026-06-21,Medium,10.73,Escalated,How-to
T032955,CU009470,2024-11-28,Medium,2.38,Escalated,Performance
T032956,CU010984,2025-10-10,Medium,2.46,Escalated,Performance
T032957,CU011452,2026-08-03,Critical,11.52,Resolved,Billing
T032958,CU010094,2024-05-19,Low,4.78,Escalated,How-to
T032959,CU010869,2026-02-02,Medium,5.07,Open,Billing
T032960,CU005204,2022-02-27,High,14.88,Open,Integration
T032961,CU007280,2026-06-08,Low,2.69,Resolved,Integration
T032962,CU004751,2025-09-21,Low,10.47,Open,Product Bug
T032963,CU009168,2026-08-29,Medium,3.92,Resolved,How-to
T032964,CU006959,2025-12-19,Medium,3.42,Escalated,Account
T032965,CU010917,2022-07-30,Medium,4.77,Resolved,Product Bug
T032966,CU009296,2025-04-25,Medium,1.88,Escalated,Billing
T032967,CU003238,2026-07-10,Medium,2.84,Escalated,Integration
T032968,CU009495,2025-07-04,Low,7.55,Resolved,Integration
T032969,CU000715,2025-10-26,Low,1.88,Open,Product Bug
T032970,CU002623,2024-09-16,High,9.62,Escalated,Performance
T032971,CU011026,2026-08-19,High,8.09,Resolved,Integration
T032972,CU000132,2025-11-23,Medium,10.12,Resolved,Account
T032973,CU009843,2024-08-01,Low,6.77,Resolved,Performance
T032974,CU004786,2025-12-03,Medium,4.6,Resolved,Account
T032975,CU006801,2023-05-21,Critical,26.06,Resolved,Account
T032976,CU001651,2025-08-20,Low,1.21,Resolved,How-to
T032977,CU004358,2024-09-22,Low,3.14,Resolved,Account
T032978,CU004315,2024-11-06,Medium,3.28,Resolved,Account
T032979,CU003150,2025-03-10,Critical,5.89,Resolved,Performance
T032980,CU010915,2024-05-14,Low,2.04,Escalated,Integration
T032981,CU009708,2026-04-11,Low,4.11,Escalated,Account
T032982,CU003891,2024-09-14,Medium,2.27,Resolved,Billing
T032983,CU009515,2026-01-26,Medium,5.48,Resolved,Billing
T032984,CU011265,2026-06-21,High,12.45,Resolved,How-to
T032985,CU001879,2023-01-08,Low,2.01,Resolved,Integration
T032986,CU005287,2026-04-18,High,8.17,Resolved,Billing
T032987,CU008254,2023-05-04,High,12.95,Resolved,Billing
T032988,CU010641,2022-11-09,High,11.82,Resolved,Performance
T032989,CU003851,2026-08-31,Low,3.95,Escalated,Performance
T032990,CU008847,2026-08-08,Medium,6.51,Resolved,Account
T032991,CU009750,2026-06-23,Low,7.01,Open,Account
T032992,CU009693,2025-11-03,Medium,5.01,Resolved,How-to
T032993,CU009197,2026-04-18,High,5.14,Resolved,Product Bug
T032994,CU007069,2025-04-02,Low,5.37,Resolved,Product Bug
T032995,CU003802,2022-10-07,Medium,4.7,Resolved,Billing
T032996,CU007313,2025-11-15,Low,3.22,Resolved,Integration
T032997,CU011908,2023-10-25,Low,1.96,Open,Performance
T032998,CU007922,2025-10-28,Critical,5.14,Escalated,Billing
T032999,CU007221,2026-08-09,Medium,6.24,Open,Account
T033000,CU006031,2025-06-13,Low,3.13,Open,Account
T033001,CU001631,2026-01-06,Medium,4.68,Resolved,Integration
T033002,CU002912,2025-08-20,High,11.74,Escalated,Product Bug
T033003,CU011492,2026-02-13,High,9.83,Resolved,Account
T033004,CU009510,2025-06-30,Medium,4.43,Open,Product Bug
T033005,CU003489,2026-06-27,Medium,18.06,Resolved,How-to
T033006,CU009414,2025-07-12,Medium,4.1,Resolved,Performance
T033007,CU011606,2023-07-12,Medium,1.79,Resolved,Performance
T033008,CU005625,2026-04-18,Medium,4.86,Resolved,Integration
T033009,CU001984,2024-08-26,Low,18.4,Open,How-to
T033010,CU002482,2025-12-11,Medium,6.08,Resolved,Integration
T033011,CU006136,2025-12-05,Low,1.76,Open,Performance
T033012,CU009751,2025-12-30,Low,22.11,Resolved,Billing
T033013,CU007762,2026-08-03,High,15.93,Resolved,Performance
T033014,CU001549,2025-12-16,Low,5.5,Resolved,Performance
T033015,CU002418,2025-08-11,Low,16.71,Resolved,Performance
T033016,CU004824,2024-03-10,High,5.35,Open,Performance
T033017,CU006667,2026-03-10,High,3.14,Resolved,Performance
T033018,CU008883,2025-08-09,High,8.13,Resolved,Integration
T033019,CU003950,2024-07-05,Low,5.23,Resolved,Account
T033020,CU010316,2024-07-20,Medium,2.59,Resolved,Billing
T033021,CU010459,2026-03-21,Medium,19.14,Open,Account
T033022,CU009033,2024-06-12,Critical,6.48,Resolved,Billing
T033023,CU007542,2025-08-23,Low,5.5,Open,Product Bug
T033024,CU004902,2026-07-01,Low,6.42,Resolved,Performance
T033025,CU001788,2026-04-13,Low,7.17,Resolved,Billing
T033026,CU004715,2026-02-20,Medium,2.59,Open,Performance
T033027,CU000765,2026-04-18,High,22.62,Escalated,How-to
T033028,CU001560,2023-12-27,Critical,20.54,Resolved,Billing
T033029,CU004161,2026-08-02,Medium,4.31,Resolved,Account
T033030,CU008504,2025-02-09,Medium,2.76,Resolved,Account
T033031,CU006731,2025-06-19,Low,1.52,Resolved,Billing
T033032,CU005952,2022-11-07,Medium,10.27,Open,Performance
T033033,CU004379,2026-03-30,Low,11.4,Open,Billing
T033034,CU011103,2026-05-22,High,15.71,Resolved,Billing
T033035,CU005422,2022-11-07,Medium,2.34,Open,Product Bug
T033036,CU008534,2026-06-07,High,4.82,Resolved,Billing
T033037,CU011447,2026-07-14,Medium,14.97,Open,Billing
T033038,CU008156,2026-02-06,High,8.36,Resolved,Product Bug
T033039,CU008549,2025-03-03,Medium,4.38,Resolved,Performance
T033040,CU007875,2025-05-11,Medium,2.88,Resolved,Performance
T033041,CU009920,2026-02-19,Critical,6.26,Resolved,Integration
T033042,CU006064,2025-06-19,Medium,4.4,Resolved,Integration
T033043,CU000725,2025-03-05,Low,4.48,Open,Product Bug
T033044,CU003655,2023-08-31,Medium,17.1,Resolved,Billing
T033045,CU004313,2024-11-10,Medium,3.31,Resolved,Integration
T033046,CU001015,2025-05-08,Medium,1.57,Open,How-to
T033047,CU007584,2026-04-15,Low,9.13,Resolved,Account
T033048,CU000470,2023-09-07,Medium,1.52,Resolved,Integration
T033049,CU006034,2025-02-13,Low,1.96,Escalated,Performance
T033050,CU005034,2025-11-01,Medium,3.85,Resolved,How-to
T033051,CU002953,2025-06-30,Low,8.49,Resolved,Integration
T033052,CU006110,2023-12-16,Low,3.31,Resolved,Integration
T033053,CU005981,2026-06-10,Medium,2.73,Resolved,Product Bug
T033054,CU010589,2024-09-24,Low,15.2,Open,How-to
T033055,CU006950,2025-08-07,Medium,2.26,Resolved,Account
T033056,CU007451,2026-07-08,Medium,9.95,Open,Billing
T033057,CU011386,2026-02-17,Medium,10.55,Escalated,How-to
T033058,CU005652,2023-12-14,Low,13.77,Open,How-to
T033059,CU003318,2026-05-21,High,23.18,Resolved,Billing
T033060,CU011356,2023-07-02,Medium,12.8,Open,Integration
T033061,CU002406,2026-07-09,High,8.92,Resolved,Product Bug
T033062,CU007619,2026-01-17,Low,2.91,Resolved,Product Bug
T033063,CU004842,2026-06-13,Medium,6.98,Resolved,Integration
T033064,CU007727,2025-10-27,Medium,1.36,Resolved,Account
T033065,CU011159,2025-07-02,Low,3.18,Escalated,Account
T033066,CU008130,2026-01-27,Low,3.71,Resolved,Billing
T033067,CU007819,2024-05-15,Medium,16.32,Open,Product Bug
T033068,CU005558,2023-08-16,Medium,2.12,Resolved,Product Bug
T033069,CU002338,2023-12-13,Medium,1.53,Resolved,Product Bug
T033070,CU010471,2026-06-24,Medium,3.36,Escalated,Billing
