InvoiceID,InvoiceDate,DueDate,PaidDate,CustomerID,EntityID,InvoiceAmountAUD,PaidAmountAUD,Status
AR012249,2025-01-23,2025-02-22,2025-02-21,C00736,E02,2669.76,2669.76,Paid
AR012250,2023-02-07,2023-04-08,2023-04-18,C01219,E06,15870.93,15870.93,Paid
AR012251,2025-01-17,2025-03-18,2025-05-06,C00715,E04,20027.24,20027.24,Paid
AR012252,2025-09-15,2025-10-30,2025-11-30,C01338,E05,16930.85,16930.85,Paid
AR012253,2024-05-30,2024-07-14,,C00230,E05,1041.94,0.0,Open
AR012254,2023-06-18,2023-07-02,2023-08-09,C01112,E03,2103.58,2103.58,Paid
AR012255,2023-08-07,2023-09-06,2023-09-26,C01200,E03,17448.92,17448.92,Paid
AR012256,2025-01-17,2025-03-03,2025-05-18,C00083,E05,3021.83,3021.83,Paid
AR012257,2026-02-27,2026-03-29,,C01089,E03,13040.88,0.0,Open
AR012258,2024-10-28,2024-11-27,2025-01-27,C00766,E01,18458.94,18458.94,Paid
AR012259,2024-01-13,2024-02-27,2024-04-19,C01356,E06,2568.7,2568.7,Paid
AR012260,2023-12-22,2024-02-20,,C00091,E01,3410.13,0.0,Open
AR012261,2026-02-28,2026-04-29,2026-06-02,C01082,E01,11891.63,11891.63,Paid
AR012262,2023-06-05,2023-07-05,2023-07-19,C00545,E04,15877.9,15877.9,Paid
AR012263,2026-05-28,2026-07-12,2026-07-15,C01095,E04,4711.86,4711.86,Paid
AR012264,2023-07-03,2023-08-02,2023-09-18,C00376,E05,24956.37,24956.37,Paid
AR012265,2023-03-11,2023-04-25,2023-05-13,C01270,E04,11563.52,11563.52,Paid
AR012266,2025-09-23,2025-11-22,2026-01-23,C00907,E04,40994.01,40994.01,Paid
AR012267,2026-07-17,2026-07-31,2026-10-03,C00931,E06,18785.41,18785.41,Paid
AR012268,2024-09-09,2024-10-24,2024-12-11,C01444,E02,4489.37,4489.37,Paid
AR012269,2026-07-20,2026-08-03,2026-08-22,C00972,E02,12498.4,12498.4,Paid
AR012270,2025-03-26,2025-05-10,,C00558,E02,2711.58,0.0,Open
AR012271,2025-07-16,2025-07-30,2025-08-29,C00129,E01,7847.03,7847.03,Paid
AR012272,2025-11-15,2025-12-30,,C00579,E01,5809.37,0.0,Open
AR012273,2023-09-05,2023-10-05,2023-12-23,C00262,E02,13447.33,13447.33,Paid
AR012274,2025-10-01,2025-10-15,2025-10-28,C01106,E04,9466.35,9466.35,Paid
AR012275,2024-09-23,2024-11-22,,C01106,E02,382.14,0.0,Open
AR012276,2023-08-10,2023-09-09,2023-10-18,C01316,E01,2838.33,2838.33,Paid
AR012277,2024-07-06,2024-07-20,,C00788,E05,4676.69,0.0,Open
AR012278,2025-05-11,2025-06-10,2025-08-13,C01117,E05,6807.18,6807.18,Paid
AR012279,2023-03-05,2023-04-19,2023-04-30,C00611,E01,1664.24,1664.24,Paid
AR012280,2024-01-16,2024-01-30,,C00460,E05,6635.56,0.0,Open
AR012281,2024-01-13,2024-02-12,2024-02-27,C01091,E05,7277.4,7277.4,Paid
AR012282,2025-03-13,2025-04-27,2025-05-06,C01062,E05,2503.62,2503.62,Paid
AR012283,2024-10-22,2024-12-21,2025-03-03,C00718,E04,23823.37,23823.37,Paid
AR012284,2023-05-12,2023-06-11,2023-08-14,C01181,E03,4259.45,4259.45,Paid
AR012285,2024-03-01,2024-03-15,2024-05-04,C00898,E04,2226.03,2226.03,Paid
AR012286,2025-12-09,2026-02-07,2026-03-24,C00071,E04,2264.28,2264.28,Paid
AR012287,2023-04-25,2023-05-09,2023-06-23,C01046,E04,18947.99,18947.99,Paid
AR012288,2026-04-10,2026-04-24,2026-05-27,C01479,E01,9231.19,9231.19,Paid
AR012289,2025-11-25,2026-01-24,2026-01-19,C01195,E06,6155.29,6155.29,Paid
AR012290,2026-05-10,2026-07-09,2026-08-02,C00816,E06,2133.9,2133.9,Paid
AR012291,2026-04-12,2026-05-27,2026-07-02,C01486,E01,4616.51,4616.51,Paid
AR012292,2023-03-03,2023-04-02,2023-04-18,C00096,E05,3349.54,3349.54,Paid
AR012293,2025-10-10,2025-11-24,2025-12-05,C01090,E02,6081.84,6081.84,Paid
AR012294,2023-09-25,2023-10-09,2023-11-11,C01043,E04,19752.55,19752.55,Paid
AR012295,2024-10-19,2024-11-02,2024-11-06,C00491,E06,10435.36,10435.36,Paid
AR012296,2024-01-19,2024-03-04,2024-03-07,C00287,E02,1109.49,1109.49,Paid
AR012297,2026-01-04,2026-01-18,2026-03-16,C01127,E01,3776.11,3776.11,Paid
AR012298,2026-07-10,2026-07-24,2026-07-30,C01248,E05,2294.61,2294.61,Paid
AR012299,2023-11-12,2023-12-12,2024-02-22,C00530,E06,1631.68,1631.68,Paid
AR012300,2023-08-21,2023-10-05,,C00636,E01,2376.53,0.0,Open
AR012301,2025-08-16,2025-09-15,2025-11-14,C01434,E05,29549.27,29549.27,Paid
AR012302,2024-06-12,2024-06-26,2024-08-09,C00188,E02,11871.82,11871.82,Paid
AR012303,2023-02-01,2023-02-15,2023-04-16,C00069,E02,4396.75,4396.75,Paid
AR012304,2024-04-21,2024-05-05,2024-06-13,C00127,E04,6050.56,6050.56,Paid
AR012305,2025-01-04,2025-03-05,2025-05-16,C00269,E01,11410.49,11410.49,Paid
AR012306,2025-12-29,2026-02-27,,C01014,E04,45629.26,0.0,Open
AR012307,2023-10-05,2023-11-19,2024-01-23,C00738,E01,26773.29,26773.29,Paid
AR012308,2026-07-29,2026-08-12,2026-10-05,C00118,E06,9649.58,9649.58,Paid
AR012309,2023-04-15,2023-05-30,,C00599,E06,10075.96,0.0,Open
AR012310,2024-01-09,2024-01-23,2024-04-10,C01362,E02,21091.52,21091.52,Paid
AR012311,2024-03-14,2024-04-28,2024-07-01,C00209,E05,3840.92,3840.92,Paid
AR012312,2025-03-26,2025-04-09,2025-04-11,C00395,E04,15308.99,15308.99,Paid
AR012313,2024-11-24,2024-12-24,2025-03-07,C00904,E01,5817.23,5817.23,Paid
AR012314,2023-11-03,2023-12-18,2024-01-03,C01205,E05,110772.07,110772.07,Paid
AR012315,2023-07-05,2023-09-03,,C00473,E04,2047.02,0.0,Open
AR012316,2025-07-16,2025-09-14,2025-11-02,C00387,E04,6790.69,6790.69,Paid
AR012317,2024-04-10,2024-05-25,2024-06-03,C00360,E04,8790.49,8790.49,Paid
AR012318,2023-06-10,2023-07-10,2023-08-11,C01107,E04,47258.75,47258.75,Paid
AR012319,2024-08-27,2024-10-11,,C01394,E04,11832.8,0.0,Open
AR012320,2023-06-18,2023-08-17,2023-10-23,C01412,E05,7279.66,7279.66,Paid
AR012321,2025-08-31,2025-09-14,,C00314,E04,8004.65,0.0,Open
AR012322,2025-08-29,2025-09-12,2025-11-04,C00223,E06,1920.23,1920.23,Paid
AR012323,2024-12-08,2024-12-22,2025-02-04,C00950,E01,2193.42,2193.42,Paid
AR012324,2024-08-16,2024-10-15,2024-12-04,C00738,E02,14211.34,14211.34,Paid
AR012325,2023-12-21,2024-02-04,2024-03-19,C00389,E01,4861.78,4861.78,Paid
AR012326,2023-08-12,2023-09-11,2023-10-11,C00654,E04,1053.03,1053.03,Paid
AR012327,2026-07-12,2026-07-26,2026-09-25,C01052,E06,6555.9,6555.9,Paid
AR012328,2023-09-23,2023-11-22,,C01442,E02,14021.5,0.0,Open
AR012329,2024-09-20,2024-10-04,2024-10-17,C00577,E03,6635.4,6635.4,Paid
AR012330,2024-04-14,2024-05-14,2024-06-20,C00557,E02,10461.24,10461.24,Paid
AR012331,2025-08-03,2025-08-17,2025-08-31,C00598,E02,9896.82,9896.82,Paid
AR012332,2026-06-05,2026-07-05,2026-09-15,C01302,E04,14125.68,14125.68,Paid
AR012333,2025-06-12,2025-07-12,2025-09-08,C01345,E05,10802.48,10802.48,Paid
AR012334,2024-05-18,2024-06-17,,C01386,E04,43195.76,0.0,Open
AR012335,2025-11-11,2025-11-25,2026-01-12,C01338,E03,11318.99,11318.99,Paid
AR012336,2025-04-02,2025-04-16,2025-05-17,C00744,E02,8474.63,8474.63,Paid
AR012337,2026-03-07,2026-05-06,2026-05-23,C01120,E02,22192.09,22192.09,Paid
AR012338,2024-08-25,2024-09-08,2024-11-22,C01160,E03,2115.47,2115.47,Paid
AR012339,2025-03-18,2025-04-01,,C00486,E01,3997.06,0.0,Open
AR012340,2023-01-16,2023-02-15,2023-03-09,C00488,E06,6857.59,6857.59,Paid
AR012341,2024-01-21,2024-02-04,,C00626,E01,14967.77,0.0,Open
AR012342,2023-11-14,2023-11-28,2023-12-22,C00438,E02,10099.58,10099.58,Paid
AR012343,2025-06-01,2025-07-01,2025-07-23,C01298,E02,6748.57,6748.57,Paid
AR012344,2023-04-06,2023-05-21,2023-08-04,C01188,E06,5691.47,5691.47,Paid
AR012345,2025-10-22,2025-11-21,2025-12-17,C00597,E06,9338.59,9338.59,Paid
AR012346,2025-12-10,2025-12-24,2026-02-19,C00294,E01,19005.33,19005.33,Paid
AR012347,2024-08-28,2024-09-27,2024-09-25,C00598,E05,12390.0,12390.0,Paid
AR012348,2024-09-29,2024-10-29,2025-01-14,C01240,E02,25786.73,25786.73,Paid
AR012349,2026-05-29,2026-07-13,2026-09-10,C00701,E01,12182.87,12182.87,Paid
AR012350,2026-02-25,2026-04-26,2026-05-02,C01405,E03,1680.53,1680.53,Paid
AR012351,2025-01-17,2025-02-16,,C01267,E05,11573.04,0.0,Open
AR012352,2024-02-26,2024-03-27,2024-06-09,C00165,E03,5232.94,5232.94,Paid
AR012353,2026-05-10,2026-06-24,2026-08-08,C00737,E05,8236.89,8236.89,Paid
AR012354,2025-09-24,2025-11-08,2025-11-08,C00709,E03,7139.94,7139.94,Paid
AR012355,2025-02-07,2025-03-09,2025-05-21,C00332,E02,18464.75,18464.75,Paid
AR012356,2023-05-19,2023-07-03,2023-07-30,C01132,E05,1204.67,1204.67,Paid
AR012357,2026-01-14,2026-02-28,2026-05-02,C00035,E04,9299.32,9299.32,Paid
AR012358,2024-10-21,2024-12-20,2025-02-10,C01335,E02,5837.36,5837.36,Paid
AR012359,2026-02-09,2026-03-26,2026-04-18,C00567,E04,1772.06,1772.06,Paid
AR012360,2023-09-02,2023-09-16,2023-10-15,C00997,E06,5763.82,5763.82,Paid
AR012361,2025-08-05,2025-08-19,2025-08-29,C00682,E02,9884.79,9884.79,Paid
AR012362,2023-10-24,2023-11-07,2023-11-07,C00353,E05,16216.24,16216.24,Paid
AR012363,2025-02-20,2025-03-06,2025-03-27,C00318,E04,3957.79,3957.79,Paid
AR012364,2023-01-12,2023-03-13,2023-04-28,C00733,E06,1368.97,1368.97,Paid
AR012365,2024-09-04,2024-10-19,,C01026,E06,33304.9,0.0,Open
AR012366,2026-03-23,2026-05-22,2026-05-22,C01031,E01,11237.94,11237.94,Paid
AR012367,2024-08-16,2024-08-30,2024-09-23,C00783,E03,20014.92,20014.92,Paid
AR012368,2023-06-07,2023-07-22,,C00032,E06,4556.0,0.0,Open
AR012369,2025-08-20,2025-10-19,,C00809,E06,28258.44,0.0,Open
AR012370,2023-09-26,2023-11-10,2023-11-30,C00348,E03,13814.69,13814.69,Paid
AR012371,2026-06-19,2026-08-03,2026-10-04,C00934,E02,18080.81,18080.81,Paid
AR012372,2023-11-02,2023-12-17,2024-01-14,C01210,E06,6042.61,6042.61,Paid
AR012373,2025-10-11,2025-11-25,2026-01-18,C01166,E02,12125.02,12125.02,Paid
AR012374,2026-08-18,2026-10-02,2026-11-30,C01042,E03,7714.83,7714.83,Paid
AR012375,2024-02-14,2024-03-30,2024-05-03,C01250,E03,6189.58,6189.58,Paid
AR012376,2025-02-03,2025-03-05,2025-04-13,C00434,E04,8291.26,8291.26,Paid
AR012377,2025-11-09,2025-12-24,2026-02-02,C00831,E06,9009.8,9009.8,Paid
AR012378,2023-04-02,2023-05-17,2023-06-10,C00894,E05,4135.97,4135.97,Paid
AR012379,2023-12-20,2024-01-03,2024-03-21,C00989,E02,4339.67,4339.67,Paid
AR012380,2025-11-06,2025-12-21,2026-02-13,C01445,E03,25330.72,25330.72,Paid
AR012381,2024-01-29,2024-03-14,,C00977,E03,24810.05,0.0,Open
AR012382,2024-09-12,2024-09-26,2024-12-07,C00270,E06,12265.75,12265.75,Paid
AR012383,2023-05-25,2023-07-24,2023-09-22,C00816,E01,13284.19,13284.19,Paid
AR012384,2024-12-27,2025-02-25,,C00856,E04,12919.47,0.0,Open
AR012385,2026-06-26,2026-08-25,2026-10-19,C00736,E06,2652.75,2652.75,Paid
AR012386,2024-04-20,2024-05-20,2024-07-20,C00679,E01,3280.31,3280.31,Paid
AR012387,2024-04-30,2024-05-30,2024-07-12,C01346,E05,9064.94,9064.94,Paid
AR012388,2024-05-15,2024-06-29,2024-08-09,C00713,E03,30562.1,30562.1,Paid
AR012389,2023-02-21,2023-04-22,2023-05-05,C00127,E01,5615.35,5615.35,Paid
AR012390,2025-01-08,2025-02-22,2025-05-10,C01051,E05,2571.61,2571.61,Paid
AR012391,2024-05-27,2024-07-11,2024-07-12,C01279,E04,11380.09,11380.09,Paid
AR012392,2024-10-30,2024-12-29,2025-02-07,C00660,E05,5187.49,5187.49,Paid
AR012393,2024-08-10,2024-08-24,2024-10-07,C00403,E04,7379.82,7379.82,Paid
AR012394,2024-10-15,2024-11-14,2024-11-14,C00394,E06,6086.25,6086.25,Paid
AR012395,2023-10-08,2023-10-22,2023-11-26,C01031,E01,13688.61,13688.61,Paid
AR012396,2025-05-22,2025-07-21,2025-08-27,C00580,E04,3376.21,3376.21,Paid
AR012397,2024-07-28,2024-09-26,2024-10-23,C01034,E05,6557.45,6557.45,Paid
AR012398,2024-08-10,2024-09-09,,C01240,E01,10896.26,0.0,Open
AR012399,2023-02-13,2023-04-14,,C01455,E03,2633.82,0.0,Open
AR012400,2024-07-08,2024-08-22,2024-09-10,C00379,E04,8621.22,8621.22,Paid
AR012401,2024-04-08,2024-06-07,2024-06-07,C00355,E06,3720.9,3720.9,Paid
AR012402,2026-05-20,2026-06-19,2026-07-17,C01438,E04,3145.32,3145.32,Paid
AR012403,2024-09-08,2024-10-23,2025-01-06,C01184,E03,4180.82,4180.82,Paid
AR012404,2024-11-02,2024-12-02,,C01252,E04,9369.34,0.0,Open
AR012405,2023-03-08,2023-05-07,,C01246,E03,2881.16,0.0,Open
AR012406,2026-08-26,2026-10-25,2026-12-14,C00199,E03,60924.15,60924.15,Paid
AR012407,2026-08-23,2026-09-06,2026-09-27,C01465,E01,34165.93,34165.93,Paid
AR012408,2026-04-28,2026-06-27,2026-08-14,C00534,E05,29559.89,29559.89,Paid
AR012409,2023-02-21,2023-03-07,2023-05-14,C00483,E04,10932.67,10932.67,Paid
AR012410,2024-05-29,2024-06-12,2024-06-08,C00233,E06,17738.3,17738.3,Paid
AR012411,2024-05-28,2024-07-27,2024-09-12,C01487,E03,7951.75,7951.75,Paid
AR012412,2026-02-06,2026-03-08,2026-05-15,C00154,E05,13453.86,13453.86,Paid
AR012413,2023-08-18,2023-10-02,2023-11-11,C00716,E01,3545.07,3545.07,Paid
AR012414,2025-04-15,2025-06-14,2025-07-15,C00733,E04,6326.63,6326.63,Paid
AR012415,2025-08-09,2025-10-08,2025-11-27,C01351,E05,12202.66,12202.66,Paid
AR012416,2023-03-03,2023-04-02,2023-04-27,C01415,E06,3199.52,3199.52,Paid
AR012417,2024-06-25,2024-08-09,,C01292,E04,2886.86,0.0,Open
AR012418,2023-03-30,2023-05-29,,C01495,E06,5729.31,0.0,Open
AR012419,2026-02-15,2026-03-01,,C00693,E06,9412.32,0.0,Open
AR012420,2024-07-28,2024-09-26,2024-09-30,C00683,E02,1746.64,1746.64,Paid
AR012421,2025-08-14,2025-09-28,,C00128,E05,2809.17,0.0,Open
AR012422,2025-09-12,2025-11-11,2025-12-01,C00241,E01,41667.92,41667.92,Paid
AR012423,2025-03-09,2025-05-08,,C00293,E06,27432.83,0.0,Open
AR012424,2023-10-09,2023-11-08,2023-12-16,C00299,E01,11884.03,11884.03,Paid
AR012425,2024-02-18,2024-04-03,,C00648,E06,6838.77,0.0,Open
AR012426,2026-01-11,2026-01-25,2026-02-14,C01407,E06,6430.22,6430.22,Paid
AR012427,2025-06-09,2025-06-23,2025-09-03,C00168,E03,8319.41,8319.41,Paid
AR012428,2026-05-07,2026-06-21,,C00418,E02,4080.67,0.0,Open
AR012429,2026-06-27,2026-07-11,2026-09-07,C00107,E06,11295.08,11295.08,Paid
AR012430,2024-06-09,2024-07-24,,C00172,E01,13027.91,0.0,Open
AR012431,2024-03-14,2024-03-28,2024-04-22,C00501,E05,3529.17,3529.17,Paid
AR012432,2025-09-08,2025-10-08,2025-11-24,C00698,E01,2315.31,2315.31,Paid
AR012433,2023-12-03,2024-02-01,2024-03-14,C00139,E03,3398.38,3398.38,Paid
AR012434,2024-08-26,2024-10-25,2024-12-19,C00521,E03,12216.55,12216.55,Paid
AR012435,2025-11-25,2025-12-25,2026-01-24,C01470,E01,4892.86,4892.86,Paid
AR012436,2024-05-13,2024-05-27,2024-06-21,C00681,E05,7793.58,7793.58,Paid
AR012437,2026-07-15,2026-08-14,,C00242,E03,4690.71,0.0,Open
AR012438,2025-09-20,2025-10-04,2025-11-17,C01100,E03,11540.72,11540.72,Paid
AR012439,2023-08-08,2023-08-22,2023-10-19,C01222,E04,1369.84,1369.84,Paid
AR012440,2024-02-05,2024-03-21,2024-04-28,C00323,E03,4871.83,4871.83,Paid
AR012441,2025-03-15,2025-05-14,2025-07-25,C00122,E06,10366.28,10366.28,Paid
AR012442,2025-11-10,2025-12-25,2026-01-09,C01004,E03,8273.04,8273.04,Paid
AR012443,2023-01-04,2023-01-18,,C00314,E04,35081.65,0.0,Open
AR012444,2023-06-09,2023-08-08,2023-08-16,C00327,E02,20723.56,20723.56,Paid
AR012445,2026-02-03,2026-03-05,,C00462,E02,6152.84,0.0,Open
AR012446,2024-07-14,2024-07-28,2024-09-10,C01336,E02,14203.1,14203.1,Paid
AR012447,2025-09-20,2025-10-20,2025-12-07,C00035,E05,7228.52,7228.52,Paid
AR012448,2026-08-27,2026-09-26,2026-10-20,C01066,E03,56443.27,56443.27,Paid
AR012449,2025-01-08,2025-03-09,,C01004,E01,18874.85,0.0,Open
AR012450,2023-03-26,2023-05-25,2023-06-29,C00936,E05,7104.52,7104.52,Paid
AR012451,2024-04-03,2024-05-03,2024-06-05,C00628,E05,4262.42,4262.42,Paid
AR012452,2026-01-20,2026-02-19,2026-02-22,C00834,E03,18557.42,18557.42,Paid
AR012453,2023-12-17,2023-12-31,2024-01-25,C00454,E01,20375.22,20375.22,Paid
AR012454,2024-02-05,2024-03-06,,C00153,E04,3032.17,0.0,Open
AR012455,2024-11-05,2024-12-20,2025-02-26,C00320,E03,1826.23,1826.23,Paid
AR012456,2026-03-18,2026-04-01,2026-06-02,C00424,E05,5076.1,5076.1,Paid
AR012457,2024-03-19,2024-05-18,,C00455,E05,6567.42,0.0,Open
AR012458,2024-04-08,2024-06-07,2024-08-17,C01044,E01,32804.99,32804.99,Paid
AR012459,2024-11-20,2024-12-20,2024-12-28,C00357,E05,13189.88,13189.88,Paid
AR012460,2023-01-25,2023-02-08,2023-04-04,C01271,E05,6268.55,6268.55,Paid
AR012461,2025-07-27,2025-08-26,,C00181,E05,37067.03,0.0,Open
AR012462,2026-07-08,2026-08-07,2026-08-27,C00660,E01,6442.4,6442.4,Paid
AR012463,2024-05-21,2024-06-04,2024-08-13,C00785,E03,10176.18,10176.18,Paid
AR012464,2024-10-31,2024-11-30,2024-11-29,C00495,E06,14523.31,14523.31,Paid
AR012465,2024-03-14,2024-05-13,2024-07-24,C01156,E02,4307.32,4307.32,Paid
AR012466,2023-02-23,2023-03-25,2023-06-06,C00537,E05,13666.29,13666.29,Paid
AR012467,2024-11-22,2024-12-22,2025-01-30,C00388,E04,2467.17,2467.17,Paid
AR012468,2023-09-07,2023-10-22,2023-12-04,C01138,E03,7910.26,7910.26,Paid
AR012469,2023-12-21,2024-01-20,2024-02-24,C00631,E06,4895.89,4895.89,Paid
AR012470,2024-07-04,2024-08-03,2024-07-30,C01447,E05,9492.73,9492.73,Paid
AR012471,2023-04-11,2023-04-25,2023-06-14,C00243,E03,2604.57,2604.57,Paid
AR012472,2024-09-23,2024-11-22,,C00500,E01,9259.83,0.0,Open
AR012473,2026-05-19,2026-07-03,2026-09-08,C00951,E06,2380.01,2380.01,Paid
AR012474,2023-08-17,2023-10-16,2023-12-30,C00842,E02,23485.98,23485.98,Paid
AR012475,2024-01-21,2024-03-21,,C00176,E02,6747.28,0.0,Open
AR012476,2023-06-30,2023-07-14,2023-09-23,C00583,E03,35716.19,35716.19,Paid
AR012477,2024-06-18,2024-07-18,,C00797,E05,41926.7,0.0,Open
AR012478,2025-09-18,2025-10-02,2025-10-18,C01468,E02,2022.97,2022.97,Paid
AR012479,2025-07-30,2025-08-13,2025-09-16,C00431,E05,13371.36,13371.36,Paid
AR012480,2025-04-30,2025-06-14,,C00093,E06,1810.99,0.0,Open
AR012481,2025-05-05,2025-05-19,,C01150,E05,4913.49,0.0,Open
AR012482,2024-02-21,2024-03-22,2024-05-22,C01266,E02,53135.47,53135.47,Paid
AR012483,2024-05-29,2024-07-13,2024-07-23,C00953,E02,5263.51,5263.51,Paid
AR012484,2025-08-19,2025-09-18,,C00499,E05,5445.44,0.0,Open
AR012485,2023-07-25,2023-09-23,,C01396,E06,9795.84,0.0,Open
AR012486,2025-12-23,2026-01-22,2026-03-23,C00795,E05,17703.75,17703.75,Paid
AR012487,2024-11-23,2025-01-22,2025-03-22,C01200,E02,16247.91,16247.91,Paid
AR012488,2026-01-11,2026-03-12,2026-03-22,C00689,E06,6230.65,6230.65,Paid
AR012489,2023-09-10,2023-09-24,2023-10-20,C01054,E03,6948.72,6948.72,Paid
AR012490,2023-11-15,2023-12-15,2023-12-18,C01094,E05,18168.01,18168.01,Paid
AR012491,2025-12-19,2026-01-18,2026-02-14,C00935,E01,3558.08,3558.08,Paid
AR012492,2025-08-14,2025-09-28,2025-10-18,C01208,E02,9468.3,9468.3,Paid
AR012493,2026-03-03,2026-04-17,2026-06-26,C01448,E02,2042.64,2042.64,Paid
AR012494,2023-12-04,2024-02-02,2024-02-17,C00733,E01,1214.44,1214.44,Paid
AR012495,2023-02-25,2023-03-27,,C00449,E06,1729.67,0.0,Open
AR012496,2026-01-25,2026-02-08,2026-02-04,C00605,E05,18205.27,18205.27,Paid
AR012497,2023-04-09,2023-05-09,2023-07-08,C00728,E06,22405.59,22405.59,Paid
AR012498,2025-07-17,2025-08-31,2025-10-10,C01340,E06,15694.3,15694.3,Paid
AR012499,2025-10-03,2025-12-02,2026-01-04,C00586,E06,4904.04,4904.04,Paid
AR012500,2024-04-10,2024-04-24,,C01348,E06,2266.37,0.0,Open
AR012501,2023-04-05,2023-04-19,2023-05-16,C00685,E02,11543.51,11543.51,Paid
AR012502,2024-03-17,2024-03-31,2024-04-06,C00461,E02,1314.15,1314.15,Paid
AR012503,2024-06-16,2024-06-30,2024-07-25,C01066,E01,10722.45,10722.45,Paid
AR012504,2025-03-06,2025-04-05,,C01274,E01,3990.9,0.0,Open
AR012505,2023-08-29,2023-10-13,2023-11-20,C01096,E02,3755.35,3755.35,Paid
AR012506,2024-06-27,2024-07-27,2024-09-05,C00610,E06,8502.66,8502.66,Paid
AR012507,2026-05-03,2026-06-17,,C00801,E01,3796.85,0.0,Open
AR012508,2024-10-15,2024-10-29,2024-12-23,C00042,E04,9074.74,9074.74,Paid
AR012509,2024-02-25,2024-04-25,2024-06-29,C00349,E02,12868.55,12868.55,Paid
AR012510,2023-09-04,2023-10-04,2023-10-27,C00181,E01,1483.54,1483.54,Paid
AR012511,2026-02-14,2026-02-28,2026-04-11,C00823,E06,1949.61,1949.61,Paid
AR012512,2025-04-12,2025-04-26,2025-07-03,C01043,E04,3246.43,3246.43,Paid
AR012513,2024-06-17,2024-07-01,2024-08-04,C00874,E02,20974.58,20974.58,Paid
AR012514,2026-08-08,2026-09-07,,C00426,E01,4085.04,0.0,Open
AR012515,2023-06-04,2023-07-04,,C01498,E02,5404.49,0.0,Open
AR012516,2025-01-23,2025-03-24,2025-04-11,C00496,E05,23283.26,23283.26,Paid
AR012517,2023-08-11,2023-10-10,2023-11-25,C01177,E06,5752.41,5752.41,Paid
AR012518,2026-04-27,2026-06-26,2026-07-09,C00479,E05,12476.78,12476.78,Paid
AR012519,2025-01-07,2025-02-21,2025-04-14,C01326,E06,3906.53,3906.53,Paid
AR012520,2026-07-18,2026-09-16,2026-11-10,C00422,E04,7141.17,7141.17,Paid
AR012521,2024-01-05,2024-02-19,2024-03-20,C00795,E06,5022.69,5022.69,Paid
AR012522,2026-03-11,2026-05-10,2026-05-07,C00416,E02,6724.08,6724.08,Paid
AR012523,2024-01-06,2024-02-20,,C00232,E03,4070.27,0.0,Open
AR012524,2023-12-27,2024-01-10,2024-03-18,C01390,E03,8018.53,8018.53,Paid
AR012525,2025-09-23,2025-11-22,2026-01-23,C00198,E04,3195.12,3195.12,Paid
AR012526,2025-09-25,2025-10-25,2025-11-18,C00547,E04,1173.57,1173.57,Paid
AR012527,2026-08-10,2026-09-24,2026-12-03,C00884,E03,8947.48,8947.48,Paid
AR012528,2024-10-19,2024-12-18,2025-02-18,C01030,E01,23922.15,23922.15,Paid
AR012529,2026-02-15,2026-03-01,,C00103,E01,15730.51,0.0,Open
AR012530,2023-11-25,2024-01-24,2024-02-17,C00284,E06,12116.89,12116.89,Paid
AR012531,2025-11-16,2025-12-16,,C01040,E02,2959.14,0.0,Open
AR012532,2023-07-17,2023-08-31,2023-11-11,C00502,E01,5266.36,5266.36,Paid
AR012533,2023-06-15,2023-08-14,2023-09-22,C00943,E01,4347.99,4347.99,Paid
AR012534,2026-07-17,2026-09-15,2026-10-17,C00086,E04,4342.73,4342.73,Paid
AR012535,2024-08-26,2024-10-10,2024-10-13,C00712,E06,1208.32,1208.32,Paid
AR012536,2023-01-16,2023-03-02,2023-05-01,C00519,E03,27942.88,27942.88,Paid
AR012537,2023-03-15,2023-03-29,2023-06-09,C00741,E06,9093.83,9093.83,Paid
AR012538,2026-06-21,2026-08-05,2026-09-03,C01193,E01,4375.5,4375.5,Paid
AR012539,2024-10-13,2024-10-27,,C00698,E03,562.83,0.0,Open
AR012540,2025-10-02,2025-11-16,,C00942,E04,2465.79,0.0,Open
AR012541,2024-10-24,2024-12-08,2024-12-04,C00743,E02,10649.28,10649.28,Paid
AR012542,2024-10-30,2024-11-29,2025-01-09,C00401,E03,3481.48,3481.48,Paid
AR012543,2024-09-01,2024-10-31,,C00029,E03,3243.55,0.0,Open
AR012544,2024-09-05,2024-10-05,2024-10-09,C00109,E01,6908.62,6908.62,Paid
AR012545,2026-04-09,2026-05-09,2026-05-04,C01023,E01,26758.06,26758.06,Paid
AR012546,2025-09-02,2025-09-16,2025-10-02,C01117,E04,5270.97,5270.97,Paid
AR012547,2023-06-24,2023-08-08,2023-10-06,C00444,E01,1082.81,1082.81,Paid
AR012548,2024-07-20,2024-08-19,,C00143,E03,2501.38,0.0,Open
AR012549,2026-06-14,2026-06-28,,C01061,E01,9817.24,0.0,Open
AR012550,2026-06-17,2026-08-16,2026-10-23,C00635,E04,5851.02,5851.02,Paid
AR012551,2024-09-05,2024-10-05,2024-12-08,C00524,E03,11624.21,11624.21,Paid
AR012552,2024-10-19,2024-11-18,,C00052,E05,1963.98,0.0,Open
AR012553,2025-09-15,2025-10-30,2025-12-09,C00862,E05,2549.32,2549.32,Paid
AR012554,2024-06-27,2024-07-27,2024-08-31,C00769,E02,5266.65,5266.65,Paid
AR012555,2023-05-02,2023-07-01,2023-07-01,C00749,E01,7264.49,7264.49,Paid
