Date,Currency,AUDPerUnit
2025-09-18,EUR,1.6295
2025-09-18,SGD,1.16
2025-09-18,CAD,1.1012
2025-09-19,AUD,1.0038
2025-09-19,USD,1.5015
2025-09-19,GBP,1.9414
2025-09-19,EUR,1.6147
2025-09-19,SGD,1.1448
2025-09-19,CAD,1.0635
2025-09-20,AUD,0.9861
2025-09-20,USD,1.4849
2025-09-20,GBP,1.9056
2025-09-20,EUR,1.6464
2025-09-20,SGD,1.161
2025-09-20,CAD,1.0797
2025-09-21,AUD,1.007
2025-09-21,USD,1.4935
2025-09-21,GBP,1.923
2025-09-21,EUR,1.6316
2025-09-21,SGD,1.1331
2025-09-21,CAD,1.1229
2025-09-22,AUD,1.0077
2025-09-22,USD,1.4797
2025-09-22,GBP,1.8753
2025-09-22,EUR,1.6624
2025-09-22,SGD,1.1538
2025-09-22,CAD,1.1077
2025-09-23,AUD,1.0009
2025-09-23,USD,1.5359
2025-09-23,GBP,1.8607
2025-09-23,EUR,1.6451
2025-09-23,SGD,1.1305
2025-09-23,CAD,1.0997
2025-09-24,AUD,1.0161
2025-09-24,USD,1.5034
2025-09-24,GBP,1.8987
2025-09-24,EUR,1.6433
2025-09-24,SGD,1.1352
2025-09-24,CAD,1.0919
2025-09-25,AUD,0.9862
2025-09-25,USD,1.494
2025-09-25,GBP,1.9147
2025-09-25,EUR,1.6622
2025-09-25,SGD,1.1025
2025-09-25,CAD,1.0801
2025-09-26,AUD,1.0062
2025-09-26,USD,1.5217
2025-09-26,GBP,1.9217
2025-09-26,EUR,1.6652
2025-09-26,SGD,1.1477
2025-09-26,CAD,1.1174
2025-09-27,AUD,0.9787
2025-09-27,USD,1.5361
2025-09-27,GBP,1.901
2025-09-27,EUR,1.6754
2025-09-27,SGD,1.1294
2025-09-27,CAD,1.0992
2025-09-28,AUD,0.9699
2025-09-28,USD,1.5032
2025-09-28,GBP,1.9422
2025-09-28,EUR,1.6822
2025-09-28,SGD,1.1391
2025-09-28,CAD,1.1159
2025-09-29,AUD,0.9921
2025-09-29,USD,1.5065
2025-09-29,GBP,1.9171
2025-09-29,EUR,1.6356
2025-09-29,SGD,1.1624
2025-09-29,CAD,1.1149
2025-09-30,AUD,0.9956
2025-09-30,USD,1.4902
2025-09-30,GBP,1.9195
2025-09-30,EUR,1.6686
2025-09-30,SGD,1.1325
2025-09-30,CAD,1.1336
2025-10-01,AUD,0.9801
2025-10-01,USD,1.5284
2025-10-01,GBP,1.9608
2025-10-01,EUR,1.6356
2025-10-01,SGD,1.1308
2025-10-01,CAD,1.1114
2025-10-02,AUD,1.0038
2025-10-02,USD,1.4701
2025-10-02,GBP,1.9385
2025-10-02,EUR,1.6989
2025-10-02,SGD,1.1452
2025-10-02,CAD,1.0827
2025-10-03,AUD,1.0074
2025-10-03,USD,1.5085
2025-10-03,GBP,1.9431
2025-10-03,EUR,1.6593
2025-10-03,SGD,1.1278
2025-10-03,CAD,1.1069
2025-10-04,AUD,1.0119
2025-10-04,USD,1.5101
2025-10-04,GBP,1.9475
2025-10-04,EUR,1.6599
2025-10-04,SGD,1.1569
2025-10-04,CAD,1.1272
2025-10-05,AUD,1.0328
2025-10-05,USD,1.5499
2025-10-05,GBP,1.9352
2025-10-05,EUR,1.6767
2025-10-05,SGD,1.1644
2025-10-05,CAD,1.1036
2025-10-06,AUD,1.0025
2025-10-06,USD,1.5159
2025-10-06,GBP,1.9188
2025-10-06,EUR,1.6521
2025-10-06,SGD,1.1329
2025-10-06,CAD,1.0932
2025-10-07,AUD,0.9919
2025-10-07,USD,1.4791
2025-10-07,GBP,1.9036
2025-10-07,EUR,1.6638
2025-10-07,SGD,1.124
2025-10-07,CAD,1.0887
2025-10-08,AUD,0.9949
2025-10-08,USD,1.5129
2025-10-08,GBP,1.899
2025-10-08,EUR,1.663
2025-10-08,SGD,1.1154
2025-10-08,CAD,1.1157
2025-10-09,AUD,1.0131
2025-10-09,USD,1.5298
2025-10-09,GBP,1.9104
2025-10-09,EUR,1.6282
2025-10-09,SGD,1.1645
2025-10-09,CAD,1.0741
2025-10-10,AUD,0.9809
2025-10-10,USD,1.518
2025-10-10,GBP,1.8994
2025-10-10,EUR,1.6907
2025-10-10,SGD,1.1271
2025-10-10,CAD,1.0743
2025-10-11,AUD,0.983
2025-10-11,USD,1.4875
2025-10-11,GBP,1.9146
2025-10-11,EUR,1.648
2025-10-11,SGD,1.1336
2025-10-11,CAD,1.1154
2025-10-12,AUD,0.9986
2025-10-12,USD,1.5138
2025-10-12,GBP,1.9224
2025-10-12,EUR,1.6484
2025-10-12,SGD,1.1525
2025-10-12,CAD,1.114
2025-10-13,AUD,0.9932
2025-10-13,USD,1.5062
2025-10-13,GBP,1.9
2025-10-13,EUR,1.6588
2025-10-13,SGD,1.1388
2025-10-13,CAD,1.0927
2025-10-14,AUD,0.9797
2025-10-14,USD,1.5035
2025-10-14,GBP,1.9117
2025-10-14,EUR,1.7008
2025-10-14,SGD,1.1491
2025-10-14,CAD,1.0832
2025-10-15,AUD,0.9991
2025-10-15,USD,1.5008
2025-10-15,GBP,1.9269
2025-10-15,EUR,1.6372
2025-10-15,SGD,1.1256
2025-10-15,CAD,1.1164
2025-10-16,AUD,0.9809
2025-10-16,USD,1.4877
2025-10-16,GBP,1.8684
2025-10-16,EUR,1.6521
2025-10-16,SGD,1.1802
2025-10-16,CAD,1.058
2025-10-17,AUD,0.99
2025-10-17,USD,1.4971
2025-10-17,GBP,1.8502
2025-10-17,EUR,1.6876
2025-10-17,SGD,1.1194
2025-10-17,CAD,1.0898
2025-10-18,AUD,1.0186
2025-10-18,USD,1.4907
2025-10-18,GBP,1.877
2025-10-18,EUR,1.6443
2025-10-18,SGD,1.1376
2025-10-18,CAD,1.1122
2025-10-19,AUD,0.9795
2025-10-19,USD,1.5398
2025-10-19,GBP,1.9159
2025-10-19,EUR,1.6878
2025-10-19,SGD,1.147
2025-10-19,CAD,1.0858
2025-10-20,AUD,0.9809
2025-10-20,USD,1.5116
2025-10-20,GBP,1.9204
2025-10-20,EUR,1.6343
2025-10-20,SGD,1.1584
2025-10-20,CAD,1.092
2025-10-21,AUD,1.0184
2025-10-21,USD,1.515
2025-10-21,GBP,1.8739
2025-10-21,EUR,1.6452
2025-10-21,SGD,1.1539
2025-10-21,CAD,1.1187
2025-10-22,AUD,0.9984
2025-10-22,USD,1.4974
2025-10-22,GBP,1.9154
2025-10-22,EUR,1.625
2025-10-22,SGD,1.1269
2025-10-22,CAD,1.1024
2025-10-23,AUD,0.9922
2025-10-23,USD,1.5023
2025-10-23,GBP,1.9189
2025-10-23,EUR,1.6306
2025-10-23,SGD,1.1123
2025-10-23,CAD,1.1018
2025-10-24,AUD,0.9866
2025-10-24,USD,1.4966
2025-10-24,GBP,1.9298
2025-10-24,EUR,1.6726
2025-10-24,SGD,1.1423
2025-10-24,CAD,1.086
2025-10-25,AUD,0.9804
2025-10-25,USD,1.484
2025-10-25,GBP,1.8933
2025-10-25,EUR,1.6473
2025-10-25,SGD,1.1443
2025-10-25,CAD,1.1283
2025-10-26,AUD,0.9962
2025-10-26,USD,1.4803
2025-10-26,GBP,1.9158
2025-10-26,EUR,1.6357
2025-10-26,SGD,1.1644
2025-10-26,CAD,1.1143
2025-10-27,AUD,1.0035
2025-10-27,USD,1.5152
2025-10-27,GBP,1.9446
2025-10-27,EUR,1.6599
2025-10-27,SGD,1.1404
2025-10-27,CAD,1.1016
2025-10-28,AUD,1.0149
2025-10-28,USD,1.5039
2025-10-28,GBP,1.9239
2025-10-28,EUR,1.6371
2025-10-28,SGD,1.1616
2025-10-28,CAD,1.1151
2025-10-29,AUD,0.9994
2025-10-29,USD,1.4764
2025-10-29,GBP,1.9504
2025-10-29,EUR,1.6376
2025-10-29,SGD,1.1056
2025-10-29,CAD,1.1147
2025-10-30,AUD,1.0196
2025-10-30,USD,1.5165
2025-10-30,GBP,1.9475
2025-10-30,EUR,1.6683
2025-10-30,SGD,1.1167
2025-10-30,CAD,1.0947
2025-10-31,AUD,1.0115
2025-10-31,USD,1.5318
2025-10-31,GBP,1.9293
2025-10-31,EUR,1.6592
2025-10-31,SGD,1.1363
2025-10-31,CAD,1.1098
2025-11-01,AUD,1.001
2025-11-01,USD,1.5533
2025-11-01,GBP,1.9855
2025-11-01,EUR,1.7037
2025-11-01,SGD,1.1407
2025-11-01,CAD,1.0891
2025-11-02,AUD,0.9924
2025-11-02,USD,1.4936
2025-11-02,GBP,1.9279
2025-11-02,EUR,1.6714
2025-11-02,SGD,1.1451
2025-11-02,CAD,1.1007
2025-11-03,AUD,0.9948
2025-11-03,USD,1.485
2025-11-03,GBP,1.9227
2025-11-03,EUR,1.6719
2025-11-03,SGD,1.1571
2025-11-03,CAD,1.1036
2025-11-04,AUD,1.0
2025-11-04,USD,1.5077
2025-11-04,GBP,1.9606
2025-11-04,EUR,1.6967
2025-11-04,SGD,1.1258
2025-11-04,CAD,1.1009
2025-11-05,AUD,1.0
2025-11-05,USD,1.5062
2025-11-05,GBP,1.9323
2025-11-05,EUR,1.6443
2025-11-05,SGD,1.1572
2025-11-05,CAD,1.105
2025-11-06,AUD,1.016
2025-11-06,USD,1.5114
2025-11-06,GBP,1.9316
2025-11-06,EUR,1.6765
2025-11-06,SGD,1.1385
2025-11-06,CAD,1.0897
2025-11-07,AUD,0.9837
2025-11-07,USD,1.5252
2025-11-07,GBP,1.9158
2025-11-07,EUR,1.6381
2025-11-07,SGD,1.1507
2025-11-07,CAD,1.0872
2025-11-08,AUD,0.9866
2025-11-08,USD,1.4946
2025-11-08,GBP,1.9114
2025-11-08,EUR,1.6368
2025-11-08,SGD,1.1674
2025-11-08,CAD,1.1129
2025-11-09,AUD,0.9912
2025-11-09,USD,1.4891
2025-11-09,GBP,1.9194
2025-11-09,EUR,1.6565
2025-11-09,SGD,1.1176
2025-11-09,CAD,1.0715
2025-11-10,AUD,0.9986
2025-11-10,USD,1.5482
2025-11-10,GBP,1.9031
2025-11-10,EUR,1.6317
2025-11-10,SGD,1.1309
2025-11-10,CAD,1.1004
2025-11-11,AUD,0.9874
2025-11-11,USD,1.5389
2025-11-11,GBP,1.9105
2025-11-11,EUR,1.6377
2025-11-11,SGD,1.1385
2025-11-11,CAD,1.0958
2025-11-12,AUD,0.9923
2025-11-12,USD,1.4407
2025-11-12,GBP,1.9374
2025-11-12,EUR,1.6551
2025-11-12,SGD,1.1231
2025-11-12,CAD,1.0798
2025-11-13,AUD,1.0302
2025-11-13,USD,1.52
2025-11-13,GBP,1.9196
2025-11-13,EUR,1.6588
2025-11-13,SGD,1.1523
2025-11-13,CAD,1.1378
2025-11-14,AUD,1.0165
2025-11-14,USD,1.4972
2025-11-14,GBP,1.8714
2025-11-14,EUR,1.6479
2025-11-14,SGD,1.1291
2025-11-14,CAD,1.0996
2025-11-15,AUD,1.0453
2025-11-15,USD,1.5494
2025-11-15,GBP,1.9278
2025-11-15,EUR,1.6559
2025-11-15,SGD,1.1308
2025-11-15,CAD,1.1004
2025-11-16,AUD,1.0133
2025-11-16,USD,1.4691
2025-11-16,GBP,1.9181
2025-11-16,EUR,1.6347
2025-11-16,SGD,1.1311
2025-11-16,CAD,1.0771
2025-11-17,AUD,1.0254
2025-11-17,USD,1.5452
2025-11-17,GBP,1.9447
2025-11-17,EUR,1.6505
2025-11-17,SGD,1.1426
2025-11-17,CAD,1.0984
2025-11-18,AUD,0.9921
2025-11-18,USD,1.4947
2025-11-18,GBP,1.9591
2025-11-18,EUR,1.6621
2025-11-18,SGD,1.1041
2025-11-18,CAD,1.0744
2025-11-19,AUD,0.9869
2025-11-19,USD,1.4969
2025-11-19,GBP,1.9189
2025-11-19,EUR,1.627
2025-11-19,SGD,1.1311
2025-11-19,CAD,1.097
2025-11-20,AUD,1.0025
2025-11-20,USD,1.5237
2025-11-20,GBP,1.9192
2025-11-20,EUR,1.647
2025-11-20,SGD,1.1589
2025-11-20,CAD,1.1153
2025-11-21,AUD,1.0022
2025-11-21,USD,1.5159
2025-11-21,GBP,1.9032
2025-11-21,EUR,1.6198
2025-11-21,SGD,1.1413
2025-11-21,CAD,1.1073
2025-11-22,AUD,0.9907
2025-11-22,USD,1.514
2025-11-22,GBP,1.9366
2025-11-22,EUR,1.622
2025-11-22,SGD,1.14
2025-11-22,CAD,1.1122
2025-11-23,AUD,1.0049
2025-11-23,USD,1.5116
2025-11-23,GBP,1.9299
2025-11-23,EUR,1.6437
2025-11-23,SGD,1.1202
2025-11-23,CAD,1.0998
2025-11-24,AUD,1.0118
2025-11-24,USD,1.5052
2025-11-24,GBP,1.9231
2025-11-24,EUR,1.6559
2025-11-24,SGD,1.1575
2025-11-24,CAD,1.0979
2025-11-25,AUD,1.001
2025-11-25,USD,1.5102
2025-11-25,GBP,1.8902
2025-11-25,EUR,1.6254
2025-11-25,SGD,1.0979
2025-11-25,CAD,1.101
2025-11-26,AUD,0.9763
2025-11-26,USD,1.5115
2025-11-26,GBP,1.8948
2025-11-26,EUR,1.7262
2025-11-26,SGD,1.1166
2025-11-26,CAD,1.0967
2025-11-27,AUD,0.9728
2025-11-27,USD,1.4855
2025-11-27,GBP,1.9442
2025-11-27,EUR,1.6179
2025-11-27,SGD,1.1423
2025-11-27,CAD,1.0963
2025-11-28,AUD,0.9878
2025-11-28,USD,1.4911
2025-11-28,GBP,1.8895
2025-11-28,EUR,1.6176
2025-11-28,SGD,1.1342
2025-11-28,CAD,1.062
2025-11-29,AUD,1.0156
2025-11-29,USD,1.5099
2025-11-29,GBP,1.9206
2025-11-29,EUR,1.6634
2025-11-29,SGD,1.13
2025-11-29,CAD,1.1126
2025-11-30,AUD,0.9834
2025-11-30,USD,1.5225
2025-11-30,GBP,1.9485
2025-11-30,EUR,1.6495
2025-11-30,SGD,1.1364
2025-11-30,CAD,1.1132
2025-12-01,AUD,1.0079
2025-12-01,USD,1.5207
2025-12-01,GBP,1.9211
2025-12-01,EUR,1.6639
2025-12-01,SGD,1.1246
2025-12-01,CAD,1.1081
2025-12-02,AUD,0.9897
2025-12-02,USD,1.4796
2025-12-02,GBP,1.9198
2025-12-02,EUR,1.6457
2025-12-02,SGD,1.1352
2025-12-02,CAD,1.1195
2025-12-03,AUD,1.0023
2025-12-03,USD,1.5163
2025-12-03,GBP,1.948
2025-12-03,EUR,1.6385
2025-12-03,SGD,1.1409
2025-12-03,CAD,1.1045
2025-12-04,AUD,1.0134
2025-12-04,USD,1.4932
2025-12-04,GBP,1.943
2025-12-04,EUR,1.6354
2025-12-04,SGD,1.1263
2025-12-04,CAD,1.0924
2025-12-05,AUD,1.0022
2025-12-05,USD,1.5165
2025-12-05,GBP,1.9385
2025-12-05,EUR,1.6386
2025-12-05,SGD,1.1407
2025-12-05,CAD,1.0951
2025-12-06,AUD,0.9963
2025-12-06,USD,1.5019
2025-12-06,GBP,1.9566
2025-12-06,EUR,1.6602
2025-12-06,SGD,1.1393
2025-12-06,CAD,1.079
2025-12-07,AUD,0.9976
2025-12-07,USD,1.487
2025-12-07,GBP,1.9464
2025-12-07,EUR,1.6181
2025-12-07,SGD,1.1519
2025-12-07,CAD,1.1018
2025-12-08,AUD,1.0084
2025-12-08,USD,1.4983
2025-12-08,GBP,1.9566
2025-12-08,EUR,1.6289
2025-12-08,SGD,1.1375
2025-12-08,CAD,1.0946
2025-12-09,AUD,0.9977
2025-12-09,USD,1.5199
2025-12-09,GBP,1.9399
2025-12-09,EUR,1.6731
2025-12-09,SGD,1.1102
2025-12-09,CAD,1.0868
2025-12-10,AUD,0.9729
2025-12-10,USD,1.5028
2025-12-10,GBP,1.9179
2025-12-10,EUR,1.6839
2025-12-10,SGD,1.125
2025-12-10,CAD,1.0798
2025-12-11,AUD,0.9869
2025-12-11,USD,1.4758
2025-12-11,GBP,1.9605
2025-12-11,EUR,1.6196
2025-12-11,SGD,1.0971
2025-12-11,CAD,1.1023
2025-12-12,AUD,0.9818
2025-12-12,USD,1.5129
2025-12-12,GBP,1.9237
2025-12-12,EUR,1.6523
2025-12-12,SGD,1.1371
2025-12-12,CAD,1.1022
2025-12-13,AUD,1.0049
2025-12-13,USD,1.4795
2025-12-13,GBP,1.9767
2025-12-13,EUR,1.693
2025-12-13,SGD,1.1095
2025-12-13,CAD,1.1051
2025-12-14,AUD,0.9919
2025-12-14,USD,1.5127
2025-12-14,GBP,1.8946
2025-12-14,EUR,1.6361
2025-12-14,SGD,1.1169
2025-12-14,CAD,1.106
2025-12-15,AUD,0.9997
2025-12-15,USD,1.5179
2025-12-15,GBP,1.8884
2025-12-15,EUR,1.6261
2025-12-15,SGD,1.1428
2025-12-15,CAD,1.1142
2025-12-16,AUD,0.9832
2025-12-16,USD,1.5202
2025-12-16,GBP,1.9417
2025-12-16,EUR,1.6485
2025-12-16,SGD,1.1564
2025-12-16,CAD,1.0948
2025-12-17,AUD,0.995
2025-12-17,USD,1.5443
2025-12-17,GBP,1.9423
2025-12-17,EUR,1.5978
2025-12-17,SGD,1.1496
2025-12-17,CAD,1.1083
2025-12-18,AUD,1.0061
2025-12-18,USD,1.523
2025-12-18,GBP,1.8801
2025-12-18,EUR,1.6499
2025-12-18,SGD,1.132
2025-12-18,CAD,1.0955
2025-12-19,AUD,0.9962
2025-12-19,USD,1.5216
2025-12-19,GBP,1.8927
2025-12-19,EUR,1.6391
2025-12-19,SGD,1.1392
2025-12-19,CAD,1.1217
2025-12-20,AUD,1.0447
2025-12-20,USD,1.4965
2025-12-20,GBP,1.9357
2025-12-20,EUR,1.6194
2025-12-20,SGD,1.1484
2025-12-20,CAD,1.1124
2025-12-21,AUD,1.0012
2025-12-21,USD,1.5065
2025-12-21,GBP,1.8964
2025-12-21,EUR,1.6534
2025-12-21,SGD,1.1459
2025-12-21,CAD,1.0761
2025-12-22,AUD,1.0001
2025-12-22,USD,1.5059
2025-12-22,GBP,1.9254
2025-12-22,EUR,1.6275
2025-12-22,SGD,1.1461
2025-12-22,CAD,1.082
2025-12-23,AUD,0.9925
2025-12-23,USD,1.4813
2025-12-23,GBP,1.9343
2025-12-23,EUR,1.674
2025-12-23,SGD,1.1392
2025-12-23,CAD,1.0742
2025-12-24,AUD,0.9895
2025-12-24,USD,1.5597
2025-12-24,GBP,1.8808
2025-12-24,EUR,1.633
2025-12-24,SGD,1.1267
2025-12-24,CAD,1.0881
2025-12-25,AUD,1.007
2025-12-25,USD,1.4985
2025-12-25,GBP,1.899
2025-12-25,EUR,1.6287
2025-12-25,SGD,1.1301
2025-12-25,CAD,1.0818
2025-12-26,AUD,1.0144
2025-12-26,USD,1.4979
2025-12-26,GBP,1.9472
2025-12-26,EUR,1.6865
2025-12-26,SGD,1.1209
2025-12-26,CAD,1.1324
2025-12-27,AUD,1.0148
2025-12-27,USD,1.5124
2025-12-27,GBP,1.9036
2025-12-27,EUR,1.6713
2025-12-27,SGD,1.1565
2025-12-27,CAD,1.1019
2025-12-28,AUD,0.9683
2025-12-28,USD,1.5074
2025-12-28,GBP,1.9209
2025-12-28,EUR,1.6814
2025-12-28,SGD,1.1365
2025-12-28,CAD,1.0971
2025-12-29,AUD,0.9748
2025-12-29,USD,1.5072
2025-12-29,GBP,1.9223
2025-12-29,EUR,1.6816
2025-12-29,SGD,1.1548
2025-12-29,CAD,1.1034
2025-12-30,AUD,0.9993
2025-12-30,USD,1.5636
2025-12-30,GBP,1.9184
2025-12-30,EUR,1.6542
2025-12-30,SGD,1.1368
2025-12-30,CAD,1.1189
2025-12-31,AUD,0.9845
2025-12-31,USD,1.4536
2025-12-31,GBP,1.9411
2025-12-31,EUR,1.6334
2025-12-31,SGD,1.1555
2025-12-31,CAD,1.1153
2026-01-01,AUD,1.0193
2026-01-01,USD,1.5412
2026-01-01,GBP,1.8902
2026-01-01,EUR,1.6516
2026-01-01,SGD,1.1535
2026-01-01,CAD,1.0995
2026-01-02,AUD,1.0352
2026-01-02,USD,1.5288
2026-01-02,GBP,1.8978
2026-01-02,EUR,1.7106
2026-01-02,SGD,1.1311
2026-01-02,CAD,1.1035
2026-01-03,AUD,0.9872
2026-01-03,USD,1.4978
2026-01-03,GBP,1.8703
2026-01-03,EUR,1.6174
2026-01-03,SGD,1.1495
2026-01-03,CAD,1.1272
2026-01-04,AUD,1.0026
2026-01-04,USD,1.5227
2026-01-04,GBP,1.9147
2026-01-04,EUR,1.6359
2026-01-04,SGD,1.1392
2026-01-04,CAD,1.1063
2026-01-05,AUD,1.0042
2026-01-05,USD,1.5193
2026-01-05,GBP,1.8846
2026-01-05,EUR,1.6585
2026-01-05,SGD,1.1424
2026-01-05,CAD,1.1051
2026-01-06,AUD,0.9905
2026-01-06,USD,1.4953
2026-01-06,GBP,1.9782
2026-01-06,EUR,1.6796
2026-01-06,SGD,1.1316
2026-01-06,CAD,1.1327
2026-01-07,AUD,1.0068
2026-01-07,USD,1.5289
2026-01-07,GBP,1.9011
2026-01-07,EUR,1.6302
2026-01-07,SGD,1.1475
2026-01-07,CAD,1.0923
2026-01-08,AUD,1.0003
2026-01-08,USD,1.4988
2026-01-08,GBP,1.9427
2026-01-08,EUR,1.6659
2026-01-08,SGD,1.1561
2026-01-08,CAD,1.1073
2026-01-09,AUD,0.9966
2026-01-09,USD,1.4868
2026-01-09,GBP,1.9187
2026-01-09,EUR,1.6563
2026-01-09,SGD,1.1384
2026-01-09,CAD,1.0833
2026-01-10,AUD,1.0083
2026-01-10,USD,1.5074
2026-01-10,GBP,1.9475
2026-01-10,EUR,1.6554
2026-01-10,SGD,1.1571
2026-01-10,CAD,1.0944
2026-01-11,AUD,1.0143
2026-01-11,USD,1.5148
2026-01-11,GBP,1.8968
2026-01-11,EUR,1.6632
2026-01-11,SGD,1.1137
2026-01-11,CAD,1.0712
2026-01-12,AUD,0.9994
2026-01-12,USD,1.5032
2026-01-12,GBP,1.9109
2026-01-12,EUR,1.671
2026-01-12,SGD,1.132
2026-01-12,CAD,1.0959
2026-01-13,AUD,1.0159
2026-01-13,USD,1.5318
2026-01-13,GBP,1.9335
2026-01-13,EUR,1.6999
2026-01-13,SGD,1.172
2026-01-13,CAD,1.0897
2026-01-14,AUD,1.0049
2026-01-14,USD,1.4955
2026-01-14,GBP,1.9256
2026-01-14,EUR,1.6203
2026-01-14,SGD,1.1147
2026-01-14,CAD,1.082
2026-01-15,AUD,1.0056
2026-01-15,USD,1.5105
2026-01-15,GBP,1.9391
2026-01-15,EUR,1.6555
2026-01-15,SGD,1.1145
2026-01-15,CAD,1.0911
2026-01-16,AUD,1.0065
2026-01-16,USD,1.5748
2026-01-16,GBP,1.9651
2026-01-16,EUR,1.6269
2026-01-16,SGD,1.1511
2026-01-16,CAD,1.0622
2026-01-17,AUD,0.9969
2026-01-17,USD,1.539
2026-01-17,GBP,1.9093
2026-01-17,EUR,1.6666
2026-01-17,SGD,1.1221
2026-01-17,CAD,1.1043
2026-01-18,AUD,1.0077
2026-01-18,USD,1.4893
2026-01-18,GBP,1.9011
2026-01-18,EUR,1.6505
2026-01-18,SGD,1.1403
2026-01-18,CAD,1.1177
2026-01-19,AUD,0.9935
2026-01-19,USD,1.4866
2026-01-19,GBP,1.8616
2026-01-19,EUR,1.6818
2026-01-19,SGD,1.1246
2026-01-19,CAD,1.1087
2026-01-20,AUD,1.0023
2026-01-20,USD,1.4962
2026-01-20,GBP,1.9037
2026-01-20,EUR,1.6848
2026-01-20,SGD,1.156
2026-01-20,CAD,1.0994
2026-01-21,AUD,1.0046
2026-01-21,USD,1.5162
2026-01-21,GBP,1.8879
2026-01-21,EUR,1.667
2026-01-21,SGD,1.1365
2026-01-21,CAD,1.0987
2026-01-22,AUD,0.9776
2026-01-22,USD,1.4967
2026-01-22,GBP,1.91
2026-01-22,EUR,1.6058
2026-01-22,SGD,1.1356
2026-01-22,CAD,1.0865
2026-01-23,AUD,1.0073
2026-01-23,USD,1.5265
2026-01-23,GBP,1.9285
2026-01-23,EUR,1.6374
2026-01-23,SGD,1.0881
2026-01-23,CAD,1.1006
2026-01-24,AUD,0.9959
2026-01-24,USD,1.4729
2026-01-24,GBP,1.9189
2026-01-24,EUR,1.6133
2026-01-24,SGD,1.1624
2026-01-24,CAD,1.1101
2026-01-25,AUD,1.0114
2026-01-25,USD,1.5331
2026-01-25,GBP,1.8912
2026-01-25,EUR,1.6367
2026-01-25,SGD,1.1539
2026-01-25,CAD,1.0981
2026-01-26,AUD,0.9883
2026-01-26,USD,1.5323
2026-01-26,GBP,1.9013
2026-01-26,EUR,1.6669
2026-01-26,SGD,1.1167
2026-01-26,CAD,1.1159
2026-01-27,AUD,1.0046
2026-01-27,USD,1.4991
2026-01-27,GBP,1.9008
2026-01-27,EUR,1.6533
2026-01-27,SGD,1.1167
2026-01-27,CAD,1.1291
2026-01-28,AUD,0.9919
2026-01-28,USD,1.5467
2026-01-28,GBP,1.9047
2026-01-28,EUR,1.6421
2026-01-28,SGD,1.1367
2026-01-28,CAD,1.0902
2026-01-29,AUD,0.9876
2026-01-29,USD,1.5155
2026-01-29,GBP,1.8384
2026-01-29,EUR,1.6905
2026-01-29,SGD,1.1148
2026-01-29,CAD,1.1044
2026-01-30,AUD,0.9926
2026-01-30,USD,1.4854
2026-01-30,GBP,1.9628
2026-01-30,EUR,1.6747
2026-01-30,SGD,1.1508
2026-01-30,CAD,1.1174
2026-01-31,AUD,0.9927
2026-01-31,USD,1.5222
2026-01-31,GBP,1.9419
2026-01-31,EUR,1.6624
2026-01-31,SGD,1.1551
2026-01-31,CAD,1.1024
2026-02-01,AUD,0.9961
2026-02-01,USD,1.5125
2026-02-01,GBP,1.9411
2026-02-01,EUR,1.6324
2026-02-01,SGD,1.1342
2026-02-01,CAD,1.1115
2026-02-02,AUD,1.015
2026-02-02,USD,1.4828
2026-02-02,GBP,1.895
2026-02-02,EUR,1.687
2026-02-02,SGD,1.1448
2026-02-02,CAD,1.0751
2026-02-03,AUD,0.9661
2026-02-03,USD,1.4895
2026-02-03,GBP,1.915
2026-02-03,EUR,1.6272
2026-02-03,SGD,1.1347
2026-02-03,CAD,1.123
2026-02-04,AUD,0.9816
2026-02-04,USD,1.5141
2026-02-04,GBP,1.9322
2026-02-04,EUR,1.6476
2026-02-04,SGD,1.1522
2026-02-04,CAD,1.1098
2026-02-05,AUD,1.0119
2026-02-05,USD,1.49
2026-02-05,GBP,1.925
2026-02-05,EUR,1.6494
2026-02-05,SGD,1.1415
2026-02-05,CAD,1.111
2026-02-06,AUD,0.9992
2026-02-06,USD,1.5056
2026-02-06,GBP,1.9279
2026-02-06,EUR,1.6299
2026-02-06,SGD,1.1424
2026-02-06,CAD,1.1327
2026-02-07,AUD,0.9944
2026-02-07,USD,1.5404
2026-02-07,GBP,1.9342
2026-02-07,EUR,1.6346
2026-02-07,SGD,1.1715
2026-02-07,CAD,1.0657
2026-02-08,AUD,0.9978
2026-02-08,USD,1.5188
2026-02-08,GBP,1.8993
2026-02-08,EUR,1.6278
2026-02-08,SGD,1.1616
2026-02-08,CAD,1.1156
2026-02-09,AUD,1.0037
2026-02-09,USD,1.5179
2026-02-09,GBP,1.9232
2026-02-09,EUR,1.6626
2026-02-09,SGD,1.1404
2026-02-09,CAD,1.0793
2026-02-10,AUD,1.0292
2026-02-10,USD,1.4952
2026-02-10,GBP,1.9142
2026-02-10,EUR,1.6611
2026-02-10,SGD,1.1291
2026-02-10,CAD,1.0763
2026-02-11,AUD,0.9981
2026-02-11,USD,1.5009
2026-02-11,GBP,1.9582
2026-02-11,EUR,1.6573
2026-02-11,SGD,1.1293
2026-02-11,CAD,1.099
2026-02-12,AUD,1.0243
2026-02-12,USD,1.5243
2026-02-12,GBP,1.9151
2026-02-12,EUR,1.6345
2026-02-12,SGD,1.1435
2026-02-12,CAD,1.1139
2026-02-13,AUD,0.9947
2026-02-13,USD,1.5226
