ShipmentID,SalesOrderID,WarehouseID,Carrier,ShipDate,DeliveryDate,FreightCost,DeliveryStatus
SH0059470,SO0059470,W02,UPS,2024-04-04,2024-04-10,448.57,Late
SH0059471,SO0059471,W02,DHL,2023-11-09,2023-11-13,158.84,On Time
SH0059472,SO0059472,W04,FedEx,2023-09-04,2023-09-11,536.92,Late
SH0059473,SO0059473,W03,DHL,2023-06-11,2023-06-20,579.57,Late
SH0059474,SO0059474,W06,FedEx,2024-07-24,2024-07-25,80.71,On Time
SH0059475,SO0059475,W01,FedEx,2023-01-22,2023-01-27,517.46,Late
SH0059476,SO0059476,W01,DHL,2024-04-04,2024-04-13,194.04,Late
SH0059477,SO0059477,W04,DHL,2025-02-21,2025-03-03,250.22,Late
SH0059478,SO0059478,W06,FedEx,2025-07-30,2025-08-09,944.25,Late
SH0059479,SO0059479,W05,FedEx,2023-07-22,2023-07-30,513.18,Late
SH0059480,SO0059480,W01,UPS,2024-09-17,2024-09-22,619.13,Late
SH0059481,SO0059481,W06,FedEx,2024-10-20,2024-10-22,827.88,On Time
SH0059482,SO0059482,W06,Local Carrier,2023-03-21,2023-03-25,568.25,Late
SH0059483,SO0059483,W02,Local Carrier,2023-01-02,2023-01-05,86.91,On Time
SH0059484,SO0059484,W05,Local Carrier,2023-11-10,2023-11-14,377.09,On Time
SH0059485,SO0059485,W06,DHL,2025-10-15,2025-10-19,870.27,On Time
SH0059486,SO0059486,W01,DHL,2026-06-06,2026-06-07,591.46,On Time
SH0059487,SO0059487,W06,Local Carrier,2025-12-23,2025-12-28,645.31,Late
SH0059488,SO0059488,W03,UPS,2026-08-30,2026-09-03,70.88,Late
SH0059489,SO0059489,W05,FedEx,2025-01-30,2025-02-12,379.67,Late
SH0059490,SO0059490,W05,DHL,2026-05-09,2026-05-17,431.79,On Time
SH0059491,SO0059491,W01,Local Carrier,2025-07-27,2025-08-03,200.95,Late
SH0059492,SO0059492,W02,UPS,2023-04-19,2023-04-24,343.04,On Time
SH0059493,SO0059493,W06,FedEx,2024-09-09,2024-09-16,601.23,On Time
SH0059494,SO0059494,W05,Local Carrier,2023-06-25,2023-07-05,569.74,Late
SH0059495,SO0059495,W06,Local Carrier,2026-01-21,2026-01-29,471.67,Late
SH0059496,SO0059496,W03,Local Carrier,2025-10-23,2025-11-01,98.33,Late
SH0059497,SO0059497,W03,UPS,2026-04-13,2026-04-16,106.63,Late
SH0059498,SO0059498,W04,FedEx,2023-08-24,2023-09-03,169.4,Late
SH0059499,SO0059499,W03,UPS,2026-02-22,2026-02-27,497.88,On Time
SH0059500,SO0059500,W03,FedEx,2025-08-02,2025-08-09,125.87,On Time
SH0059501,SO0059501,W02,DHL,2024-11-18,2024-11-19,198.6,On Time
SH0059502,SO0059502,W02,DHL,2025-05-22,2025-05-27,322.79,Late
SH0059503,SO0059503,W04,DHL,2024-11-17,2024-11-19,157.3,Late
SH0059504,SO0059504,W02,DHL,2023-04-07,2023-04-14,152.31,On Time
SH0059505,SO0059505,W02,DHL,2026-06-07,2026-06-20,395.94,Late
SH0059506,SO0059506,W01,DHL,2025-10-24,2025-10-26,192.62,Late
SH0059507,SO0059507,W05,DHL,2026-02-23,2026-02-24,551.12,On Time
SH0059508,SO0059508,W06,UPS,2024-02-09,2024-02-15,740.12,Late
SH0059509,SO0059509,W06,Local Carrier,2025-05-10,2025-05-18,195.74,On Time
SH0059510,SO0059510,W01,Local Carrier,2024-12-13,2024-12-20,170.04,On Time
SH0059511,SO0059511,W05,UPS,2024-05-11,2024-05-13,282.76,On Time
SH0059512,SO0059512,W04,Local Carrier,2025-04-21,2025-04-27,165.97,Late
SH0059513,SO0059513,W03,UPS,2023-07-14,2023-07-22,416.64,Late
SH0059514,SO0059514,W04,Local Carrier,2026-02-26,2026-02-28,600.35,On Time
SH0059515,SO0059515,W06,DHL,2023-05-08,2023-05-17,175.04,Late
SH0059516,SO0059516,W06,FedEx,2023-04-07,2023-04-13,847.62,On Time
SH0059517,SO0059517,W06,FedEx,2026-08-08,2026-08-11,126.27,On Time
SH0059518,SO0059518,W06,DHL,2024-01-26,2024-02-01,337.44,Late
SH0059519,SO0059519,W05,DHL,2023-12-14,2023-12-22,165.24,On Time
SH0059520,SO0059520,W06,Local Carrier,2026-01-09,2026-01-15,325.8,On Time
SH0059521,SO0059521,W06,Local Carrier,2026-08-17,2026-08-20,749.23,On Time
SH0059522,SO0059522,W06,Local Carrier,2023-01-27,2023-01-30,538.19,On Time
SH0059523,SO0059523,W05,DHL,2023-05-15,2023-05-24,108.14,Late
SH0059524,SO0059524,W06,UPS,2026-05-18,2026-05-31,120.62,Late
SH0059525,SO0059525,W06,Local Carrier,2024-04-16,2024-04-20,1020.44,On Time
SH0059526,SO0059526,W05,FedEx,2023-09-06,2023-09-14,346.38,Late
SH0059527,SO0059527,W03,FedEx,2025-04-27,2025-05-09,94.26,Late
SH0059528,SO0059528,W03,FedEx,2023-12-07,2023-12-17,291.53,Late
SH0059529,SO0059529,W04,FedEx,2024-11-01,2024-11-07,388.07,Late
SH0059530,SO0059530,W02,Local Carrier,2023-12-06,2023-12-13,458.9,Late
SH0059531,SO0059531,W03,FedEx,2026-07-18,2026-07-22,407.02,On Time
SH0059532,SO0059532,W03,FedEx,2023-03-16,2023-03-25,596.96,Late
SH0059533,SO0059533,W02,UPS,2024-10-28,2024-10-29,576.67,On Time
SH0059534,SO0059534,W06,Local Carrier,2023-06-12,2023-06-19,480.08,Late
SH0059535,SO0059535,W04,FedEx,2023-09-06,2023-09-07,295.2,On Time
SH0059536,SO0059536,W06,FedEx,2023-01-13,2023-01-20,48.66,Late
SH0059537,SO0059537,W04,DHL,2024-11-10,2024-11-15,81.99,On Time
SH0059538,SO0059538,W02,DHL,2024-06-17,2024-06-19,546.18,On Time
SH0059539,SO0059539,W03,Local Carrier,2025-03-10,2025-03-17,59.02,On Time
SH0059540,SO0059540,W05,UPS,2025-03-23,2025-04-05,498.74,Late
SH0059541,SO0059541,W05,UPS,2024-10-13,2024-10-19,326.79,On Time
SH0059542,SO0059542,W04,DHL,2025-01-22,2025-01-24,72.59,On Time
SH0059543,SO0059543,W06,FedEx,2026-02-23,2026-03-02,527.23,Late
SH0059544,SO0059544,W04,UPS,2025-06-08,2025-06-15,394.85,Late
SH0059545,SO0059545,W05,Local Carrier,2024-09-05,2024-09-11,951.66,On Time
SH0059546,SO0059546,W02,UPS,2025-12-26,2026-01-08,439.45,Late
SH0059547,SO0059547,W02,Local Carrier,2025-10-03,2025-10-05,330.94,On Time
SH0059548,SO0059548,W02,DHL,2023-03-26,2023-03-29,168.0,Late
SH0059549,SO0059549,W01,DHL,2025-03-23,2025-03-24,247.5,On Time
SH0059550,SO0059550,W03,UPS,2025-12-31,2026-01-10,205.0,Late
SH0059551,SO0059551,W05,DHL,2025-04-27,2025-04-28,1057.82,On Time
SH0059552,SO0059552,W05,Local Carrier,2024-10-22,2024-10-27,263.26,Late
SH0059553,SO0059553,W06,UPS,2023-03-22,2023-03-25,596.04,On Time
SH0059554,SO0059554,W02,UPS,2026-08-16,2026-08-24,108.84,On Time
SH0059555,SO0059555,W04,Local Carrier,2026-01-09,2026-01-16,64.13,On Time
SH0059556,SO0059556,W02,UPS,2024-04-27,2024-05-03,151.07,Late
SH0059557,SO0059557,W05,FedEx,2024-05-20,2024-05-25,763.31,On Time
SH0059558,SO0059558,W03,UPS,2025-01-23,2025-01-25,913.3,On Time
SH0059559,SO0059559,W05,DHL,2023-04-28,2023-05-01,628.54,On Time
SH0059560,SO0059560,W03,DHL,2024-04-22,2024-04-26,251.25,Late
SH0059561,SO0059561,W01,FedEx,2023-04-28,2023-04-30,545.22,On Time
SH0059562,SO0059562,W04,DHL,2024-02-04,2024-02-12,306.87,Late
SH0059563,SO0059563,W06,FedEx,2024-11-20,2024-11-23,310.22,On Time
SH0059564,SO0059564,W03,UPS,2023-04-02,2023-04-05,431.02,Late
SH0059565,SO0059565,W04,Local Carrier,2025-10-24,2025-10-25,413.14,On Time
SH0059566,SO0059566,W01,UPS,2024-07-29,2024-08-09,460.03,Late
SH0059567,SO0059567,W04,UPS,2024-05-04,2024-05-05,62.22,On Time
SH0059568,SO0059568,W03,FedEx,2025-11-01,2025-11-06,547.97,On Time
SH0059569,SO0059569,W05,DHL,2023-06-05,2023-06-09,93.07,On Time
SH0059570,SO0059570,W04,Local Carrier,2025-08-26,2025-08-27,165.29,On Time
SH0059571,SO0059571,W05,UPS,2024-03-20,2024-03-27,561.82,Late
SH0059572,SO0059572,W03,FedEx,2024-02-21,2024-02-25,119.66,Late
SH0059573,SO0059573,W05,UPS,2025-09-13,2025-09-24,584.75,Late
SH0059574,SO0059574,W04,DHL,2024-07-27,2024-07-30,172.55,On Time
SH0059575,SO0059575,W06,Local Carrier,2025-12-21,2025-12-24,301.02,Late
SH0059576,SO0059576,W06,FedEx,2025-09-11,2025-09-12,179.35,On Time
SH0059577,SO0059577,W01,UPS,2026-02-26,2026-03-13,132.05,Late
SH0059578,SO0059578,W01,UPS,2023-05-02,2023-05-08,541.33,Late
SH0059579,SO0059579,W05,DHL,2026-07-23,2026-07-27,216.44,Late
SH0059580,SO0059580,W03,DHL,2024-11-05,2024-11-11,285.58,Late
SH0059581,SO0059581,W03,DHL,2024-04-26,2024-05-04,475.68,Late
SH0059582,SO0059582,W05,DHL,2024-05-10,2024-05-14,305.35,Late
SH0059583,SO0059583,W06,Local Carrier,2023-05-30,2023-06-09,192.55,Late
SH0059584,SO0059584,W04,FedEx,2025-02-17,2025-02-25,115.41,Late
SH0059585,SO0059585,W06,DHL,2023-04-21,2023-04-27,301.46,Late
SH0059586,SO0059586,W06,UPS,2025-11-26,2025-12-02,92.11,On Time
SH0059587,SO0059587,W02,FedEx,2025-02-13,2025-02-27,121.92,Late
SH0059588,SO0059588,W02,DHL,2023-03-18,2023-03-21,491.18,On Time
SH0059589,SO0059589,W04,Local Carrier,2023-05-13,2023-05-18,549.95,On Time
SH0059590,SO0059590,W06,UPS,2025-09-16,2025-09-24,92.69,On Time
SH0059591,SO0059591,W03,Local Carrier,2024-01-15,2024-01-23,105.47,Late
SH0059592,SO0059592,W02,UPS,2023-11-19,2023-11-26,404.22,On Time
SH0059593,SO0059593,W03,DHL,2025-06-21,2025-06-22,442.82,On Time
SH0059594,SO0059594,W02,UPS,2024-02-26,2024-03-05,471.06,Late
SH0059595,SO0059595,W05,UPS,2025-11-01,2025-11-07,337.22,On Time
SH0059596,SO0059596,W06,FedEx,2026-05-22,2026-05-29,82.37,On Time
SH0059597,SO0059597,W01,UPS,2023-11-02,2023-11-12,257.59,Late
SH0059598,SO0059598,W02,FedEx,2025-04-06,2025-04-07,466.48,On Time
SH0059599,SO0059599,W02,FedEx,2026-02-09,2026-02-16,161.4,On Time
SH0059600,SO0059600,W03,UPS,2025-11-03,2025-11-05,31.12,On Time
SH0059601,SO0059601,W05,FedEx,2023-11-10,2023-11-23,551.39,Late
SH0059602,SO0059602,W06,Local Carrier,2023-03-22,2023-03-30,169.96,Late
SH0059603,SO0059603,W03,FedEx,2025-07-20,2025-07-21,504.63,On Time
SH0059604,SO0059604,W05,FedEx,2025-06-21,2025-06-23,758.09,Late
SH0059605,SO0059605,W01,DHL,2025-09-01,2025-09-09,341.6,Late
SH0059606,SO0059606,W01,FedEx,2023-05-24,2023-06-05,419.79,Late
SH0059607,SO0059607,W06,UPS,2025-04-06,2025-04-12,245.6,Late
SH0059608,SO0059608,W02,DHL,2026-04-29,2026-05-04,315.88,On Time
SH0059609,SO0059609,W06,FedEx,2023-08-19,2023-08-25,175.75,Late
SH0059610,SO0059610,W03,UPS,2024-05-26,2024-05-31,50.11,On Time
SH0059611,SO0059611,W05,DHL,2025-02-21,2025-03-03,166.14,Late
SH0059612,SO0059612,W05,FedEx,2026-04-04,2026-04-19,165.85,Late
SH0059613,SO0059613,W04,Local Carrier,2025-12-27,2026-01-05,945.01,Late
SH0059614,SO0059614,W03,UPS,2024-02-08,2024-02-17,428.92,Late
SH0059615,SO0059615,W06,Local Carrier,2023-12-15,2023-12-21,264.37,Late
SH0059616,SO0059616,W03,DHL,2024-04-03,2024-04-07,513.52,Late
SH0059617,SO0059617,W03,Local Carrier,2024-11-12,2024-11-22,313.73,Late
SH0059618,SO0059618,W02,DHL,2025-01-10,2025-01-23,553.06,Late
SH0059619,SO0059619,W06,Local Carrier,2025-05-04,2025-05-09,250.53,On Time
SH0059620,SO0059620,W06,Local Carrier,2023-08-20,2023-08-21,477.94,On Time
SH0059621,SO0059621,W02,UPS,2024-12-13,2024-12-18,560.23,Late
SH0059622,SO0059622,W03,DHL,2023-07-26,2023-08-01,457.92,Late
SH0059623,SO0059623,W02,UPS,2023-10-08,2023-10-10,330.64,On Time
SH0059624,SO0059624,W01,UPS,2025-01-18,2025-01-27,486.99,Late
SH0059625,SO0059625,W06,FedEx,2025-11-12,2025-11-15,600.51,Late
SH0059626,SO0059626,W02,DHL,2024-12-29,2025-01-11,234.09,Late
SH0059627,SO0059627,W01,FedEx,2023-06-28,2023-06-30,396.96,On Time
SH0059628,SO0059628,W06,DHL,2025-04-13,2025-04-16,803.11,On Time
SH0059629,SO0059629,W02,UPS,2023-08-15,2023-08-19,435.98,On Time
SH0059630,SO0059630,W02,UPS,2026-03-01,2026-03-06,281.77,Late
SH0059631,SO0059631,W03,FedEx,2025-04-30,2025-05-14,249.98,Late
SH0059632,SO0059632,W06,UPS,2023-11-04,2023-11-08,83.32,On Time
SH0059633,SO0059633,W05,DHL,2024-08-07,2024-08-11,185.91,On Time
SH0059634,SO0059634,W03,Local Carrier,2025-11-10,2025-11-14,144.24,Late
SH0059635,SO0059635,W06,Local Carrier,2023-06-10,2023-06-21,162.57,Late
SH0059636,SO0059636,W02,DHL,2023-05-02,2023-05-05,585.3,On Time
SH0059637,SO0059637,W01,DHL,2025-07-18,2025-07-21,114.73,On Time
SH0059638,SO0059638,W05,DHL,2023-04-13,2023-04-21,84.59,Late
SH0059639,SO0059639,W04,DHL,2026-04-16,2026-04-18,35.14,Late
SH0059640,SO0059640,W04,Local Carrier,2024-03-20,2024-03-28,529.6,Late
SH0059641,SO0059641,W04,UPS,2026-02-14,2026-02-20,129.83,Late
SH0059642,SO0059642,W06,Local Carrier,2024-05-14,2024-05-21,425.98,On Time
SH0059643,SO0059643,W05,FedEx,2025-11-20,2025-11-30,396.2,Late
SH0059644,SO0059644,W04,Local Carrier,2024-09-28,2024-10-02,807.33,On Time
SH0059645,SO0059645,W03,FedEx,2024-07-08,2024-07-14,471.38,On Time
SH0059646,SO0059646,W06,FedEx,2024-10-29,2024-11-04,465.67,Late
SH0059647,SO0059647,W02,DHL,2023-03-18,2023-03-24,65.12,On Time
SH0059648,SO0059648,W02,FedEx,2025-07-24,2025-08-04,257.89,Late
SH0059649,SO0059649,W03,DHL,2026-06-05,2026-06-12,310.84,Late
SH0059650,SO0059650,W06,UPS,2026-02-26,2026-02-27,255.49,On Time
SH0059651,SO0059651,W05,UPS,2024-05-11,2024-05-15,213.74,On Time
SH0059652,SO0059652,W03,Local Carrier,2025-04-15,2025-04-20,265.34,On Time
SH0059653,SO0059653,W06,DHL,2026-07-09,2026-07-15,712.23,On Time
SH0059654,SO0059654,W04,DHL,2023-07-26,2023-07-29,542.84,On Time
SH0059655,SO0059655,W04,FedEx,2024-06-09,2024-06-18,346.9,Late
SH0059656,SO0059656,W03,UPS,2024-02-11,2024-02-19,139.68,Late
SH0059657,SO0059657,W02,DHL,2023-05-10,2023-05-11,218.89,On Time
SH0059658,SO0059658,W01,FedEx,2024-01-12,2024-01-18,211.35,Late
SH0059659,SO0059659,W03,UPS,2024-11-19,2024-11-23,231.67,On Time
SH0059660,SO0059660,W01,DHL,2026-08-03,2026-08-05,792.37,On Time
SH0059661,SO0059661,W06,FedEx,2025-07-14,2025-07-20,584.65,On Time
SH0059662,SO0059662,W02,UPS,2023-02-23,2023-02-26,269.28,Late
SH0059663,SO0059663,W02,Local Carrier,2025-03-10,2025-03-18,323.39,On Time
SH0059664,SO0059664,W01,Local Carrier,2023-02-25,2023-03-03,400.35,Late
SH0059665,SO0059665,W06,FedEx,2025-08-12,2025-08-20,299.96,On Time
SH0059666,SO0059666,W03,Local Carrier,2026-07-14,2026-07-22,583.67,On Time
SH0059667,SO0059667,W03,UPS,2024-08-30,2024-09-05,376.1,Late
SH0059668,SO0059668,W05,UPS,2023-10-27,2023-11-05,254.24,Late
SH0059669,SO0059669,W01,UPS,2023-03-04,2023-03-09,359.85,On Time
SH0059670,SO0059670,W02,DHL,2025-04-05,2025-04-12,294.56,Late
SH0059671,SO0059671,W03,Local Carrier,2024-05-25,2024-06-01,681.91,On Time
SH0059672,SO0059672,W05,DHL,2023-12-29,2023-12-30,99.49,On Time
SH0059673,SO0059673,W06,Local Carrier,2023-01-05,2023-01-10,717.86,Late
SH0059674,SO0059674,W05,FedEx,2025-07-23,2025-07-27,79.15,On Time
SH0059675,SO0059675,W03,Local Carrier,2025-08-26,2025-08-29,870.46,On Time
SH0059676,SO0059676,W04,DHL,2024-08-20,2024-08-25,255.72,On Time
SH0059677,SO0059677,W04,Local Carrier,2024-07-10,2024-07-20,140.39,Late
SH0059678,SO0059678,W05,FedEx,2023-07-23,2023-08-01,472.11,Late
SH0059679,SO0059679,W02,UPS,2026-04-05,2026-04-10,1101.16,Late
SH0059680,SO0059680,W05,DHL,2025-06-01,2025-06-09,123.2,Late
SH0059681,SO0059681,W03,UPS,2023-09-12,2023-09-20,144.87,Late
SH0059682,SO0059682,W03,Local Carrier,2023-06-17,2023-06-22,440.4,Late
SH0059683,SO0059683,W04,UPS,2024-10-18,2024-10-26,536.9,On Time
SH0059684,SO0059684,W03,UPS,2024-03-25,2024-03-28,1213.08,On Time
SH0059685,SO0059685,W06,UPS,2023-07-15,2023-07-28,77.34,Late
SH0059686,SO0059686,W04,Local Carrier,2024-04-02,2024-04-09,172.48,Late
SH0059687,SO0059687,W01,Local Carrier,2025-12-27,2026-01-06,340.57,Late
SH0059688,SO0059688,W06,DHL,2025-04-26,2025-05-03,322.85,On Time
SH0059689,SO0059689,W01,UPS,2025-01-12,2025-01-20,60.08,On Time
SH0059690,SO0059690,W01,UPS,2024-01-10,2024-01-21,347.12,Late
SH0059691,SO0059691,W04,FedEx,2023-06-27,2023-07-04,218.26,On Time
SH0059692,SO0059692,W03,DHL,2023-05-05,2023-05-14,270.92,Late
SH0059693,SO0059693,W04,FedEx,2024-02-21,2024-02-25,156.96,On Time
SH0059694,SO0059694,W01,FedEx,2023-08-19,2023-08-24,451.57,Late
SH0059695,SO0059695,W06,DHL,2023-02-08,2023-02-20,291.11,Late
SH0059696,SO0059696,W04,Local Carrier,2023-12-22,2023-12-31,399.68,Late
SH0059697,SO0059697,W02,Local Carrier,2025-10-05,2025-10-13,715.82,On Time
SH0059698,SO0059698,W06,UPS,2025-03-09,2025-03-12,120.25,Late
SH0059699,SO0059699,W03,DHL,2023-09-23,2023-09-24,377.79,On Time
SH0059700,SO0059700,W04,UPS,2024-12-07,2024-12-10,214.58,On Time
SH0059701,SO0059701,W02,UPS,2023-03-18,2023-03-25,161.37,Late
SH0059702,SO0059702,W05,DHL,2023-12-23,2024-01-01,473.04,Late
SH0059703,SO0059703,W04,Local Carrier,2026-05-18,2026-05-24,467.56,On Time
SH0059704,SO0059704,W05,DHL,2026-05-15,2026-05-18,745.36,Late
SH0059705,SO0059705,W04,FedEx,2023-09-10,2023-09-16,176.47,Late
SH0059706,SO0059706,W06,Local Carrier,2024-01-26,2024-01-28,754.9,Late
SH0059707,SO0059707,W02,FedEx,2026-03-18,2026-03-19,383.38,On Time
SH0059708,SO0059708,W03,DHL,2024-12-15,2024-12-17,312.11,On Time
SH0059709,SO0059709,W02,UPS,2023-02-15,2023-02-25,378.03,Late
SH0059710,SO0059710,W02,FedEx,2025-09-22,2025-09-28,227.2,Late
SH0059711,SO0059711,W03,Local Carrier,2024-06-12,2024-06-16,235.56,On Time
SH0059712,SO0059712,W02,FedEx,2026-08-06,2026-08-10,58.52,Late
SH0059713,SO0059713,W03,UPS,2024-11-06,2024-11-07,105.31,On Time
SH0059714,SO0059714,W04,FedEx,2023-03-28,2023-03-30,57.39,On Time
SH0059715,SO0059715,W01,DHL,2025-08-31,2025-09-08,338.03,Late
SH0059716,SO0059716,W05,DHL,2025-02-08,2025-02-22,416.27,Late
SH0059717,SO0059717,W02,FedEx,2024-08-11,2024-08-17,273.71,Late
SH0059718,SO0059718,W04,UPS,2026-04-07,2026-04-13,932.94,On Time
SH0059719,SO0059719,W03,UPS,2024-11-11,2024-11-22,121.65,Late
SH0059720,SO0059720,W04,Local Carrier,2025-02-06,2025-02-16,702.45,Late
SH0059721,SO0059721,W01,FedEx,2024-08-02,2024-08-04,468.56,On Time
SH0059722,SO0059722,W05,FedEx,2025-08-04,2025-08-14,313.75,Late
SH0059723,SO0059723,W03,FedEx,2023-07-14,2023-07-21,687.63,Late
SH0059724,SO0059724,W02,FedEx,2025-10-03,2025-10-11,722.03,On Time
SH0059725,SO0059725,W05,DHL,2026-02-02,2026-02-06,634.25,On Time
SH0059726,SO0059726,W01,UPS,2025-12-14,2025-12-21,265.88,On Time
SH0059727,SO0059727,W04,Local Carrier,2025-10-18,2025-10-31,581.83,Late
SH0059728,SO0059728,W06,FedEx,2025-03-14,2025-03-22,427.04,On Time
SH0059729,SO0059729,W01,UPS,2023-06-12,2023-06-21,167.6,Late
SH0059730,SO0059730,W05,UPS,2024-05-15,2024-05-18,990.58,Late
SH0059731,SO0059731,W01,FedEx,2026-08-24,2026-08-29,217.0,On Time
SH0059732,SO0059732,W06,FedEx,2023-06-22,2023-06-27,365.85,On Time
SH0059733,SO0059733,W01,Local Carrier,2025-06-18,2025-06-24,49.55,On Time
SH0059734,SO0059734,W05,Local Carrier,2023-11-17,2023-11-28,36.82,Late
SH0059735,SO0059735,W04,FedEx,2024-01-16,2024-01-20,664.25,Late
SH0059736,SO0059736,W04,Local Carrier,2024-07-29,2024-07-31,289.75,On Time
SH0059737,SO0059737,W06,FedEx,2023-10-29,2023-11-04,870.58,On Time
SH0059738,SO0059738,W06,FedEx,2026-06-20,2026-06-26,286.56,On Time
SH0059739,SO0059739,W01,DHL,2024-04-27,2024-05-08,496.43,Late
SH0059740,SO0059740,W06,Local Carrier,2023-06-10,2023-06-12,358.43,On Time
SH0059741,SO0059741,W05,DHL,2024-03-22,2024-03-28,584.11,On Time
SH0059742,SO0059742,W05,DHL,2024-01-03,2024-01-09,1269.21,Late
SH0059743,SO0059743,W05,UPS,2025-01-11,2025-01-16,558.0,Late
SH0059744,SO0059744,W06,FedEx,2025-05-22,2025-05-30,439.72,Late
SH0059745,SO0059745,W05,UPS,2025-06-16,2025-06-26,125.33,Late
SH0059746,SO0059746,W02,UPS,2026-02-25,2026-03-01,67.45,Late
SH0059747,SO0059747,W02,DHL,2025-05-23,2025-05-26,143.31,On Time
SH0059748,SO0059748,W03,FedEx,2024-12-09,2024-12-17,168.98,Late
SH0059749,SO0059749,W06,DHL,2026-03-18,2026-03-24,557.27,Late
SH0059750,SO0059750,W03,UPS,2025-01-18,2025-01-28,534.12,Late
SH0059751,SO0059751,W02,Local Carrier,2023-02-15,2023-02-19,270.5,On Time
SH0059752,SO0059752,W02,Local Carrier,2025-07-02,2025-07-09,117.39,On Time
SH0059753,SO0059753,W05,DHL,2023-05-04,2023-05-11,240.45,On Time
SH0059754,SO0059754,W03,Local Carrier,2024-12-01,2024-12-11,212.48,Late
SH0059755,SO0059755,W06,UPS,2024-05-10,2024-05-14,168.46,On Time
SH0059756,SO0059756,W04,UPS,2023-10-11,2023-10-12,504.82,On Time
SH0059757,SO0059757,W05,DHL,2026-08-04,2026-08-09,234.07,Late
SH0059758,SO0059758,W03,Local Carrier,2023-02-05,2023-02-15,450.55,Late
SH0059759,SO0059759,W01,FedEx,2025-12-16,2025-12-27,446.33,Late
SH0059760,SO0059760,W01,UPS,2025-05-19,2025-05-22,122.52,On Time
SH0059761,SO0059761,W05,Local Carrier,2025-04-29,2025-05-07,300.71,Late
SH0059762,SO0059762,W04,UPS,2025-05-29,2025-06-07,178.46,Late
SH0059763,SO0059763,W01,DHL,2023-01-27,2023-02-04,235.36,Late
SH0059764,SO0059764,W02,Local Carrier,2026-02-18,2026-02-20,474.77,Late
SH0059765,SO0059765,W03,FedEx,2026-08-04,2026-08-15,341.67,Late
SH0059766,SO0059766,W02,FedEx,2025-05-31,2025-06-08,215.33,On Time
SH0059767,SO0059767,W05,Local Carrier,2025-05-14,2025-05-20,144.63,Late
SH0059768,SO0059768,W06,FedEx,2025-08-03,2025-08-11,265.29,Late
SH0059769,SO0059769,W06,UPS,2025-03-18,2025-03-30,1080.39,Late
SH0059770,SO0059770,W02,Local Carrier,2026-04-17,2026-04-24,553.36,On Time
SH0059771,SO0059771,W05,Local Carrier,2024-04-25,2024-05-02,421.03,On Time
SH0059772,SO0059772,W01,DHL,2025-08-10,2025-08-12,295.0,On Time
SH0059773,SO0059773,W05,Local Carrier,2023-04-04,2023-04-07,315.17,Late
SH0059774,SO0059774,W03,Local Carrier,2025-08-26,2025-08-27,932.24,On Time
SH0059775,SO0059775,W02,Local Carrier,2023-04-15,2023-04-21,65.56,Late
SH0059776,SO0059776,W04,DHL,2023-02-20,2023-02-28,216.62,Late
SH0059777,SO0059777,W03,UPS,2023-07-15,2023-07-20,531.98,On Time
SH0059778,SO0059778,W03,UPS,2024-09-10,2024-09-16,75.23,On Time
SH0059779,SO0059779,W04,UPS,2024-05-27,2024-06-10,164.04,Late
SH0059780,SO0059780,W05,DHL,2024-01-01,2024-01-03,207.48,On Time
SH0059781,SO0059781,W03,DHL,2025-11-06,2025-11-09,392.98,On Time
SH0059782,SO0059782,W02,DHL,2024-01-28,2024-02-08,452.66,Late
SH0059783,SO0059783,W05,Local Carrier,2025-02-24,2025-03-03,316.7,On Time
SH0059784,SO0059784,W04,Local Carrier,2023-05-12,2023-05-19,95.45,On Time
SH0059785,SO0059785,W01,Local Carrier,2024-02-29,2024-03-07,695.15,Late
SH0059786,SO0059786,W05,DHL,2025-05-04,2025-05-07,36.4,On Time
SH0059787,SO0059787,W04,UPS,2025-02-02,2025-02-11,148.15,Late
SH0059788,SO0059788,W04,Local Carrier,2023-01-31,2023-02-01,384.95,On Time
SH0059789,SO0059789,W02,DHL,2024-01-01,2024-01-10,128.95,Late
SH0059790,SO0059790,W01,DHL,2024-12-23,2024-12-28,263.17,On Time
SH0059791,SO0059791,W06,UPS,2026-08-28,2026-09-04,629.2,Late
SH0059792,SO0059792,W06,UPS,2023-12-09,2023-12-21,456.87,Late
SH0059793,SO0059793,W03,UPS,2026-02-27,2026-03-01,391.53,On Time
SH0059794,SO0059794,W02,UPS,2023-11-03,2023-11-17,202.67,Late
SH0059795,SO0059795,W06,FedEx,2024-08-25,2024-08-28,227.23,On Time
SH0059796,SO0059796,W04,UPS,2023-08-17,2023-08-28,557.59,Late
SH0059797,SO0059797,W06,UPS,2025-09-05,2025-09-14,616.76,Late
SH0059798,SO0059798,W06,Local Carrier,2026-05-01,2026-05-05,549.03,On Time
SH0059799,SO0059799,W05,UPS,2026-01-20,2026-01-28,417.12,On Time
SH0059800,SO0059800,W04,UPS,2024-09-20,2024-09-21,501.26,On Time
SH0059801,SO0059801,W01,Local Carrier,2025-01-05,2025-01-07,920.52,On Time
SH0059802,SO0059802,W01,UPS,2024-07-19,2024-07-26,94.84,On Time
SH0059803,SO0059803,W04,Local Carrier,2024-09-09,2024-09-22,451.83,Late
SH0059804,SO0059804,W04,Local Carrier,2023-10-30,2023-10-31,161.0,On Time
SH0059805,SO0059805,W01,FedEx,2023-08-26,2023-09-01,902.96,On Time
