PurchaseOrderID,OrderDate,SupplierID,ProductID,WarehouseID,QuantityOrdered,POValue,ExpectedReceiptDate,ActualReceiptDate,DefectRate,Status
PO019991,2026-08-01,S0098,P00382,W03,317,5793.33,2026-08-29,2026-08-30,0.0657,Received
PO019992,2025-04-17,S0119,P00992,W06,65,6292.08,2025-05-17,2025-05-17,0.046,Received
PO019993,2026-05-01,S0087,P00499,W06,322,75391.53,2026-05-08,2026-05-10,0.029,Received
PO019994,2025-11-29,S0043,P00170,W01,464,6071.79,2025-12-20,2025-12-21,0.022,Received
PO019995,2024-03-28,S0063,P00380,W06,412,4568.22,2024-04-09,2024-04-09,0.0502,Received
PO019996,2025-12-01,S0059,P00620,W06,294,26146.3,2025-12-09,2025-12-10,0.0277,Received
PO019997,2026-01-05,S0088,P00617,W06,40,4431.0,2026-01-26,2026-02-02,0.0797,Received
PO019998,2026-03-08,S0043,P00170,W06,237,3051.49,2026-03-29,2026-03-29,0.0365,Received
PO019999,2025-09-04,S0104,P00983,W04,278,5791.17,2025-10-01,2025-10-01,0.0274,Received
PO020000,2026-08-19,S0049,P00996,W04,59,7142.91,2026-09-11,2026-09-14,0.0253,Open
PO020001,2025-09-16,S0080,P00541,W05,226,23461.79,2025-10-02,2025-10-02,0.0025,Received
PO020002,2025-10-27,S0020,P00707,W03,112,2208.08,2025-11-01,2025-11-03,0.0396,Received
PO020003,2024-06-18,S0086,P00250,W05,400,1649.78,2024-07-05,2024-07-07,0.0682,Received
PO020004,2025-09-15,S0115,P00318,W01,234,6412.53,2025-10-03,2025-10-09,0.0123,Received
PO020005,2026-07-13,S0115,P00814,W04,209,2282.24,2026-08-10,2026-08-10,0.0321,Received
PO020006,2023-11-24,S0116,P00350,W02,363,6928.42,2023-12-02,2023-12-07,0.02,Received
PO020007,2026-05-17,S0005,P00624,W02,476,105560.69,2026-06-07,2026-06-14,0.0182,Received
PO020008,2023-02-09,S0022,P00701,W02,67,3986.44,2023-02-17,2023-02-19,0.0224,Received
PO020009,2023-12-20,S0044,P00125,W01,392,5536.38,2024-01-10,2024-01-18,0.018,Received
PO020010,2025-12-06,S0067,P00731,W05,184,31227.69,2025-12-27,2025-12-27,0.044,Received
PO020011,2025-07-08,S0112,P00200,W03,184,4237.66,2025-08-02,2025-08-08,0.033,Received
PO020012,2024-01-09,S0001,P00957,W06,121,3887.54,2024-01-25,2024-01-25,0.0392,Received
PO020013,2023-07-12,S0099,P00444,W03,435,19080.19,2023-08-08,2023-08-17,0.0308,Received
PO020014,2025-07-20,S0008,P00368,W03,156,5073.33,2025-08-01,2025-08-15,0.0876,Received
PO020015,2025-04-20,S0104,P00107,W01,360,10156.4,2025-04-28,2025-04-28,0.0414,Received
PO020016,2023-03-07,S0023,P00563,W03,101,727.49,2023-03-22,2023-03-22,0.0298,Received
PO020017,2023-12-23,S0036,P00598,W06,440,13812.07,2024-01-01,2024-01-01,0.0028,Received
PO020018,2023-09-17,S0098,P00697,W05,315,10108.41,2023-10-15,2023-10-20,0.0163,Received
PO020019,2026-03-14,S0111,P00440,W05,244,16156.34,2026-03-20,2026-03-20,0.0354,Received
PO020020,2023-08-02,S0021,P00282,W02,190,6696.82,2023-08-11,2023-08-16,0.0229,Received
PO020021,2026-03-15,S0013,P00301,W01,50,4216.58,2026-04-01,2026-04-10,0.1121,Received
PO020022,2023-01-01,S0057,P00237,W06,257,61882.31,2023-01-07,2023-01-07,0.0244,Received
PO020023,2025-11-24,S0053,P00010,W05,368,19882.11,2025-12-16,2025-12-28,0.0265,Received
PO020024,2023-08-04,S0063,P00525,W03,242,3097.62,2023-08-23,2023-08-23,0.0387,Received
PO020025,2023-05-28,S0046,P00074,W04,110,11107.46,2023-06-14,2023-06-15,0.0185,Received
PO020026,2023-02-02,S0094,P00887,W03,234,15368.82,2023-02-08,2023-02-13,0.0287,Received
PO020027,2024-06-19,S0089,P00797,W06,418,64015.79,2024-07-06,2024-07-08,0.0206,Received
PO020028,2024-09-05,S0072,P00001,W06,188,2033.41,2024-10-04,2024-10-13,0.0371,Received
PO020029,2025-12-02,S0044,P00288,W06,480,13027.92,2025-12-11,2025-12-19,0.0251,Received
PO020030,2023-10-20,S0118,P00511,W05,392,21143.61,2023-10-27,2023-10-29,0.0183,Received
PO020031,2023-06-01,S0051,P00782,W03,96,10653.1,2023-06-29,2023-06-29,0.0145,Received
PO020032,2024-01-27,S0048,P00202,W06,56,2364.48,2024-02-17,2024-02-24,0.0383,Received
PO020033,2024-10-15,S0008,P00201,W02,162,5369.41,2024-11-01,2024-11-01,0.007,Received
PO020034,2025-02-02,S0096,P00357,W01,194,40107.57,2025-02-21,2025-02-26,0.0319,Received
PO020035,2026-03-19,S0108,P00346,W02,251,7849.78,2026-04-18,2026-04-19,0.0475,Received
PO020036,2026-05-24,S0081,P00060,W02,155,6281.47,2026-06-12,2026-06-19,0.0166,Received
PO020037,2026-05-27,S0042,P00302,W03,321,19648.29,2026-06-02,2026-06-02,0.087,Received
PO020038,2023-07-15,S0042,P00070,W04,343,17096.48,2023-07-28,2023-07-28,0.0252,Received
PO020039,2024-11-10,S0110,P00191,W06,264,9369.13,2024-12-05,2024-12-09,0.0487,Received
PO020040,2023-04-23,S0074,P00612,W03,445,17960.66,2023-05-04,2023-05-08,0.0195,Received
PO020041,2025-09-26,S0003,P00865,W04,249,5754.48,2025-10-01,2025-10-10,0.0492,Received
PO020042,2025-05-17,S0081,P00127,W04,302,7872.03,2025-06-12,2025-06-12,0.0698,Received
PO020043,2026-03-11,S0009,P00928,W06,341,32511.92,2026-03-21,2026-03-28,0.0164,Received
PO020044,2026-06-06,S0012,P00719,W02,119,11861.16,2026-07-01,2026-07-01,0.0156,Received
PO020045,2026-06-26,S0056,P00807,W04,195,12026.39,2026-07-25,2026-07-25,0.0253,Received
PO020046,2024-04-25,S0057,P00421,W02,34,566.58,2024-05-15,2024-05-15,0.0128,Received
PO020047,2026-01-05,S0035,P00305,W05,361,41489.91,2026-01-31,2026-02-05,0.0207,Received
PO020048,2023-07-21,S0055,P00271,W04,221,28430.45,2023-07-29,2023-08-06,0.0406,Received
PO020049,2025-11-29,S0083,P00496,W01,313,19930.26,2025-12-10,2025-12-23,0.0182,Received
PO020050,2024-04-16,S0064,P00427,W04,392,5761.11,2024-05-02,2024-05-02,0.0629,Received
PO020051,2025-11-03,S0082,P00932,W02,255,4474.75,2025-11-24,2025-12-04,0.0309,Received
PO020052,2025-01-31,S0114,P00135,W04,267,9824.52,2025-02-08,2025-02-08,0.0165,Received
PO020053,2024-06-02,S0106,P00654,W01,134,6044.48,2024-06-18,2024-06-18,0.0318,Received
PO020054,2023-11-29,S0041,P00531,W05,447,15161.55,2023-12-24,2023-12-25,0.0279,Received
PO020055,2024-08-05,S0019,P00895,W04,196,13694.83,2024-08-30,2024-08-30,0.0581,Received
PO020056,2023-08-15,S0053,P00043,W04,471,25886.28,2023-09-03,2023-09-04,0.0413,Received
PO020057,2026-02-20,S0112,P00200,W01,381,9051.96,2026-03-17,2026-03-17,0.0349,Received
PO020058,2025-09-18,S0081,P00280,W03,490,3300.47,2025-10-12,2025-10-14,0.0405,Received
PO020059,2023-01-19,S0104,P00665,W02,406,23162.54,2023-02-02,2023-02-02,0.0388,Received
PO020060,2023-08-09,S0050,P00762,W05,199,10447.11,2023-08-18,2023-08-24,0.0282,Received
PO020061,2026-06-25,S0033,P00363,W01,282,19342.65,2026-07-10,2026-07-10,0.0824,Received
PO020062,2025-07-05,S0070,P00820,W05,52,3000.79,2025-07-31,2025-08-01,0.0197,Received
PO020063,2025-10-30,S0040,P00675,W06,125,12072.7,2025-11-25,2025-12-01,0.0225,Received
PO020064,2025-07-05,S0106,P00324,W04,126,11361.23,2025-07-29,2025-08-08,0.0329,Received
PO020065,2026-01-23,S0003,P00526,W01,34,2548.23,2026-02-13,2026-02-14,0.0173,Received
PO020066,2025-11-21,S0107,P00261,W01,331,6894.52,2025-12-20,2025-12-31,0.0108,Received
PO020067,2024-10-06,S0117,P00187,W02,21,3826.96,2024-10-21,2024-10-26,0.0232,Received
PO020068,2023-12-03,S0107,P00261,W01,105,2304.23,2024-01-01,2024-01-01,0.0973,Received
PO020069,2025-10-13,S0004,P00534,W01,98,11956.95,2025-11-06,2025-11-09,0.0033,Received
PO020070,2023-08-12,S0103,P00217,W04,367,58252.51,2023-08-22,2023-08-30,0.0148,Received
PO020071,2023-01-26,S0019,P00677,W05,273,4973.93,2023-01-31,2023-02-01,0.0198,Received
PO020072,2024-04-13,S0072,P00877,W01,20,311.05,2024-05-07,2024-05-19,0.0177,Received
PO020073,2025-08-22,S0116,P00959,W01,218,24094.24,2025-09-20,2025-09-20,0.0168,Received
PO020074,2023-07-19,S0018,P00673,W04,306,9969.92,2023-07-30,2023-07-31,0.0378,Received
PO020075,2024-07-12,S0115,P00286,W02,25,1163.08,2024-07-22,2024-07-30,0.0158,Received
PO020076,2025-07-11,S0057,P00940,W05,139,10703.24,2025-08-09,2025-08-09,0.0055,Received
PO020077,2026-07-11,S0040,P00290,W01,278,19016.44,2026-08-08,2026-08-12,0.0521,Received
PO020078,2026-07-10,S0034,P00910,W01,388,81261.64,2026-07-23,2026-07-24,0.0292,Received
PO020079,2023-08-02,S0026,P00461,W06,462,11056.86,2023-09-01,2023-09-01,0.0235,Received
PO020080,2025-08-30,S0031,P00676,W06,236,32366.38,2025-09-26,2025-09-29,0.0012,Received
PO020081,2023-05-21,S0004,P00953,W02,41,658.2,2023-06-04,2023-06-12,0.0382,Received
PO020082,2023-06-15,S0071,P00985,W04,65,5115.29,2023-06-20,2023-06-20,0.0213,Received
PO020083,2023-05-27,S0082,P00931,W06,434,12839.27,2023-06-12,2023-06-22,0.0087,Received
PO020084,2025-05-21,S0033,P00856,W04,276,10365.42,2025-06-01,2025-06-01,0.1206,Received
PO020085,2024-06-09,S0020,P00937,W06,70,11058.49,2024-06-25,2024-06-27,0.0514,Received
PO020086,2024-10-14,S0065,P00850,W01,256,1553.79,2024-11-09,2024-11-09,0.0578,Received
PO020087,2024-12-09,S0060,P00385,W04,406,7270.65,2024-12-22,2024-12-22,0.033,Received
PO020088,2026-02-25,S0057,P00969,W05,410,74255.35,2026-03-02,2026-03-05,0.0564,Received
PO020089,2025-06-24,S0006,P00795,W02,373,19007.9,2025-07-09,2025-07-09,0.0093,Received
PO020090,2026-04-22,S0056,P00917,W04,159,4184.59,2026-05-07,2026-05-07,0.0105,Received
PO020091,2023-04-27,S0052,P00743,W01,101,1782.19,2023-05-03,2023-05-04,0.0067,Received
PO020092,2026-04-16,S0027,P00967,W01,176,15272.08,2026-04-25,2026-05-01,0.0188,Received
PO020093,2026-08-04,S0076,P00289,W05,154,1980.92,2026-08-14,2026-08-14,0.0194,Received
PO020094,2024-05-04,S0058,P00529,W06,39,1764.36,2024-05-18,2024-05-18,0.0073,Received
PO020095,2024-02-02,S0050,P00674,W05,467,16484.24,2024-02-20,2024-02-20,0.017,Received
PO020096,2025-12-29,S0046,P00655,W01,161,18753.73,2026-01-28,2026-01-28,0.011,Received
PO020097,2023-09-30,S0053,P00776,W05,147,443.56,2023-10-25,2023-10-25,0.0201,Received
PO020098,2024-12-10,S0109,P00378,W03,50,297.85,2025-01-09,2025-01-09,0.0963,Received
PO020099,2023-05-12,S0078,P00625,W01,347,64614.81,2023-05-28,2023-05-28,0.0342,Received
PO020100,2026-06-01,S0108,P00867,W02,460,41862.05,2026-06-06,2026-06-06,0.049,Received
PO020101,2024-01-21,S0053,P00906,W02,205,6209.13,2024-01-28,2024-01-28,0.0591,Received
PO020102,2025-01-13,S0002,P00699,W03,175,7944.51,2025-01-26,2025-02-02,0.0122,Received
PO020103,2023-03-27,S0062,P00506,W06,332,31482.15,2023-04-06,2023-04-06,0.0063,Received
PO020104,2023-02-09,S0009,P00705,W02,295,15771.63,2023-02-23,2023-02-26,0.024,Received
PO020105,2023-11-10,S0001,P00053,W06,301,36565.78,2023-11-28,2023-11-28,0.0424,Received
PO020106,2023-07-21,S0062,P00664,W03,147,2469.98,2023-07-27,2023-07-31,0.0155,Received
PO020107,2024-04-03,S0058,P00002,W06,162,8474.16,2024-04-12,2024-04-23,0.0536,Received
PO020108,2024-01-29,S0012,P00158,W06,131,7190.52,2024-02-25,2024-02-26,0.0255,Received
PO020109,2023-04-24,S0084,P00048,W03,121,3654.96,2023-05-10,2023-05-14,0.0275,Received
PO020110,2025-11-02,S0047,P00498,W05,208,8508.8,2025-12-01,2025-12-09,0.0405,Received
PO020111,2025-06-29,S0096,P00873,W06,195,23680.57,2025-07-23,2025-08-01,0.0475,Received
PO020112,2025-02-13,S0062,P00881,W06,101,6813.23,2025-03-10,2025-03-10,0.0105,Received
PO020113,2025-09-30,S0111,P00309,W05,276,21865.44,2025-10-25,2025-11-02,0.0324,Received
PO020114,2024-11-22,S0103,P00672,W01,355,12515.01,2024-12-07,2024-12-07,0.0212,Received
PO020115,2025-10-05,S0024,P00062,W02,131,5181.63,2025-10-13,2025-10-13,0.0228,Received
PO020116,2025-02-11,S0079,P00174,W01,123,4181.05,2025-02-20,2025-02-20,0.0127,Received
PO020117,2025-07-22,S0062,P00994,W06,61,5477.57,2025-08-14,2025-08-14,0.0287,Received
PO020118,2025-07-22,S0071,P00883,W05,138,3339.94,2025-08-21,2025-08-22,0.0289,Received
PO020119,2026-05-05,S0103,P00536,W02,430,14027.38,2026-05-15,2026-05-17,0.0215,Received
PO020120,2024-12-31,S0017,P00649,W06,386,7266.57,2025-01-27,2025-01-27,0.0142,Received
PO020121,2025-09-01,S0110,P00176,W04,34,1476.92,2025-09-15,2025-09-15,0.0083,Received
PO020122,2024-06-23,S0112,P00200,W04,498,11560.46,2024-07-18,2024-07-18,0.0243,Received
PO020123,2024-06-20,S0022,P00713,W02,436,16617.3,2024-07-17,2024-07-17,0.0651,Received
PO020124,2026-01-14,S0051,P00568,W01,346,7114.98,2026-02-04,2026-02-04,0.0216,Received
PO020125,2024-11-09,S0009,P00446,W06,244,5340.99,2024-12-03,2024-12-06,0.0262,Received
PO020126,2025-11-16,S0005,P00646,W04,313,39503.21,2025-12-12,2025-12-17,0.0204,Received
PO020127,2023-05-11,S0047,P00406,W03,364,21491.98,2023-06-10,2023-06-14,0.0215,Received
PO020128,2023-09-18,S0088,P00769,W04,99,14185.35,2023-09-27,2023-09-27,0.0232,Received
PO020129,2026-03-07,S0055,P00231,W03,438,46794.67,2026-03-24,2026-03-24,0.057,Received
PO020130,2025-03-24,S0048,P00202,W05,298,12471.12,2025-04-14,2025-04-14,0.0606,Received
PO020131,2023-01-10,S0053,P00723,W05,475,25623.33,2023-01-21,2023-01-21,0.0159,Received
PO020132,2024-09-21,S0112,P00876,W01,249,5164.14,2024-10-17,2024-10-25,0.0151,Received
PO020133,2023-08-25,S0050,P00963,W05,498,44844.79,2023-09-04,2023-09-06,0.0557,Received
PO020134,2023-02-22,S0090,P00370,W03,239,8436.44,2023-03-23,2023-03-28,0.0335,Received
PO020135,2025-10-16,S0092,P00456,W04,272,9036.61,2025-10-25,2025-10-26,0.02,Received
PO020136,2025-03-30,S0024,P00962,W06,450,7637.33,2025-04-11,2025-04-12,0.0083,Received
PO020137,2024-02-20,S0026,P00694,W05,359,4814.88,2024-03-16,2024-03-16,0.0113,Received
PO020138,2023-05-21,S0048,P00180,W05,53,9330.92,2023-05-31,2023-05-31,0.0537,Received
PO020139,2023-09-24,S0046,P00655,W02,242,30418.52,2023-10-24,2023-10-24,0.047,Received
PO020140,2024-12-16,S0081,P00296,W03,433,99679.31,2024-12-26,2024-12-28,0.0474,Received
PO020141,2024-07-01,S0067,P00151,W01,349,21903.28,2024-07-21,2024-08-01,0.0621,Received
PO020142,2023-04-05,S0002,P00853,W06,140,3211.71,2023-05-01,2023-05-08,0.0327,Received
PO020143,2025-04-24,S0103,P00217,W06,167,27144.81,2025-05-04,2025-05-10,0.0077,Received
PO020144,2026-06-22,S0074,P00221,W01,176,10366.95,2026-06-27,2026-07-06,0.0426,Received
PO020145,2025-07-20,S0004,P00909,W03,234,10912.02,2025-08-09,2025-08-11,0.0229,Received
PO020146,2025-03-21,S0019,P00605,W01,280,9323.51,2025-04-12,2025-04-12,0.0167,Received
PO020147,2026-01-04,S0057,P00969,W02,299,49734.08,2026-01-09,2026-01-09,0.0341,Received
PO020148,2024-10-12,S0028,P00196,W01,36,2386.93,2024-10-20,2024-10-20,0.0127,Received
PO020149,2026-08-15,S0072,P00067,W04,60,7876.9,2026-08-24,2026-08-24,0.0216,Received
PO020150,2025-02-15,S0086,P00329,W04,24,3231.75,2025-03-15,2025-03-23,0.0204,Received
PO020151,2026-02-09,S0039,P00595,W02,412,27019.21,2026-03-02,2026-03-05,0.0138,Received
PO020152,2026-07-28,S0038,P00784,W03,430,16038.54,2026-08-25,2026-08-29,0.0187,Received
PO020153,2023-08-19,S0082,P00355,W04,352,33483.05,2023-09-06,2023-09-07,0.0654,Received
PO020154,2026-01-21,S0085,P00111,W05,394,7466.46,2026-02-12,2026-02-12,0.0186,Received
PO020155,2025-05-07,S0023,P00481,W04,462,11613.55,2025-06-03,2025-06-03,0.0342,Received
PO020156,2026-06-14,S0043,P00170,W05,350,4341.29,2026-07-05,2026-07-05,0.0412,Received
PO020157,2023-04-19,S0073,P00513,W05,400,37635.95,2023-04-26,2023-05-03,0.0118,Received
PO020158,2026-02-18,S0080,P00711,W01,433,11867.13,2026-03-07,2026-03-12,0.0117,Received
PO020159,2023-01-15,S0076,P00289,W02,443,6243.62,2023-01-25,2023-02-05,0.0667,Received
PO020160,2023-10-20,S0069,P00751,W06,444,6995.26,2023-11-11,2023-11-13,0.0096,Received
PO020161,2023-05-04,S0027,P00739,W01,94,10126.89,2023-05-22,2023-06-08,0.0389,Received
PO020162,2025-09-11,S0040,P00270,W02,205,13805.19,2025-09-29,2025-10-04,0.019,Received
PO020163,2025-11-12,S0057,P00330,W06,251,29618.43,2025-12-11,2025-12-11,0.0086,Received
PO020164,2023-05-07,S0072,P00001,W01,464,5353.01,2023-06-05,2023-06-09,0.0073,Received
PO020165,2023-11-16,S0104,P00983,W03,286,6024.53,2023-12-13,2023-12-13,0.0295,Received
PO020166,2025-12-21,S0099,P00064,W06,224,26708.29,2026-01-16,2026-01-21,0.021,Received
PO020167,2024-06-01,S0069,P00734,W05,499,12176.93,2024-06-16,2024-06-21,0.0196,Received
PO020168,2026-07-20,S0031,P00193,W04,222,18543.72,2026-08-03,2026-08-03,0.0072,Received
PO020169,2023-10-26,S0034,P00090,W01,338,12415.27,2023-11-18,2023-11-26,0.0125,Received
PO020170,2023-12-11,S0023,P00225,W04,295,9357.36,2024-01-01,2024-01-01,0.035,Received
PO020171,2024-03-18,S0004,P00584,W02,123,34662.13,2024-03-23,2024-03-25,0.024,Received
PO020172,2025-05-16,S0034,P00031,W03,394,13693.86,2025-05-23,2025-05-24,0.0436,Received
PO020173,2025-04-20,S0046,P00715,W04,239,6496.59,2025-05-12,2025-05-15,0.0265,Received
PO020174,2023-12-17,S0062,P00822,W02,237,24039.23,2024-01-12,2024-01-12,0.0386,Received
PO020175,2026-05-10,S0111,P00309,W06,149,12028.36,2026-06-04,2026-06-04,0.0479,Received
PO020176,2026-03-10,S0114,P00451,W03,284,24296.84,2026-03-31,2026-04-01,0.0435,Received
PO020177,2023-01-29,S0098,P00332,W05,35,1218.69,2023-02-06,2023-02-06,0.0218,Received
PO020178,2023-09-27,S0086,P00133,W03,487,2694.58,2023-10-24,2023-10-24,0.0347,Received
PO020179,2025-11-03,S0029,P00638,W06,450,22500.89,2025-11-12,2025-11-12,0.0095,Received
PO020180,2024-05-14,S0041,P00323,W05,352,31695.02,2024-06-12,2024-06-12,0.04,Received
PO020181,2023-02-27,S0020,P00658,W01,485,17245.28,2023-03-16,2023-03-18,0.0256,Received
PO020182,2025-06-26,S0051,P00955,W04,444,6059.82,2025-07-21,2025-07-21,0.0376,Received
PO020183,2023-12-10,S0064,P00427,W01,28,442.91,2023-12-26,2023-12-26,0.0042,Received
PO020184,2025-05-15,S0075,P00395,W06,81,2079.01,2025-06-12,2025-06-12,0.0476,Received
PO020185,2026-08-02,S0108,P00678,W05,493,7167.7,2026-08-25,2026-09-01,0.0577,Open
PO020186,2024-04-14,S0048,P00202,W05,412,17028.76,2024-05-05,2024-05-11,0.0286,Received
PO020187,2026-06-02,S0103,P00495,W04,41,4765.76,2026-06-08,2026-06-11,0.0233,Received
PO020188,2025-06-12,S0115,P00285,W01,280,7544.75,2025-07-10,2025-07-10,0.0588,Received
PO020189,2025-12-22,S0078,P00921,W03,486,54370.77,2026-01-16,2026-01-24,0.0492,Received
PO020190,2024-12-01,S0072,P00877,W04,306,4908.12,2024-12-25,2024-12-27,0.0122,Received
PO020191,2024-10-30,S0022,P00342,W04,113,6037.61,2024-11-27,2024-12-01,0.0328,Received
PO020192,2023-04-17,S0115,P00285,W04,489,13355.66,2023-05-15,2023-05-15,0.0212,Received
PO020193,2025-11-28,S0032,P00682,W02,321,70933.92,2025-12-10,2025-12-22,0.0198,Received
PO020194,2024-04-30,S0087,P00214,W06,141,3058.22,2024-05-07,2024-05-09,0.0422,Received
PO020195,2024-05-25,S0024,P00517,W05,492,7467.19,2024-06-09,2024-06-12,0.0748,Received
PO020196,2023-06-24,S0101,P00399,W02,182,6674.05,2023-07-14,2023-07-14,0.0204,Received
PO020197,2025-06-14,S0107,P00032,W04,93,4035.08,2025-07-03,2025-07-13,0.0701,Received
PO020198,2025-08-20,S0074,P00137,W01,138,5947.1,2025-09-19,2025-09-24,0.1014,Received
PO020199,2026-02-25,S0062,P00994,W06,304,25548.77,2026-03-20,2026-03-20,0.0172,Received
PO020200,2025-05-22,S0015,P00684,W04,83,3866.36,2025-06-06,2025-06-13,0.1136,Received
PO020201,2026-06-12,S0034,P00489,W02,295,17604.85,2026-07-04,2026-07-07,0.0282,Received
PO020202,2024-08-03,S0085,P00696,W06,214,23649.09,2024-08-22,2024-08-22,0.0235,Received
PO020203,2024-04-18,S0071,P00188,W06,357,31043.63,2024-04-24,2024-04-24,0.0431,Received
PO020204,2023-03-27,S0088,P00769,W02,486,73716.12,2023-04-05,2023-04-11,0.0258,Received
PO020205,2025-02-12,S0048,P00379,W02,240,26211.8,2025-03-02,2025-03-02,0.0495,Received
PO020206,2023-08-05,S0024,P00240,W06,132,2778.62,2023-08-14,2023-08-22,0.0306,Received
PO020207,2023-02-13,S0027,P00894,W03,38,4907.36,2023-02-22,2023-03-03,0.0273,Received
PO020208,2026-07-18,S0003,P00748,W02,439,45788.58,2026-07-23,2026-08-01,0.0279,Received
PO020209,2023-12-21,S0110,P00242,W02,290,17157.41,2024-01-15,2024-01-21,0.0321,Received
PO020210,2024-01-09,S0033,P00856,W01,268,9086.23,2024-01-20,2024-01-20,0.037,Received
PO020211,2024-08-23,S0062,P00661,W01,337,8480.32,2024-08-30,2024-08-30,0.0751,Received
PO020212,2026-02-01,S0108,P00346,W04,267,8941.02,2026-03-03,2026-03-03,0.0116,Received
PO020213,2025-01-05,S0120,P00129,W06,498,38695.8,2025-01-24,2025-01-24,0.076,Received
PO020214,2024-10-04,S0009,P00683,W04,242,5101.29,2024-10-15,2024-10-22,0.1157,Received
PO020215,2025-10-22,S0042,P00070,W06,330,15475.27,2025-11-04,2025-11-04,0.0133,Received
PO020216,2023-10-13,S0036,P00212,W01,174,21442.56,2023-10-22,2023-10-25,0.0378,Received
PO020217,2026-01-21,S0008,P00344,W03,188,8937.4,2026-02-07,2026-02-14,0.0324,Received
PO020218,2024-09-12,S0056,P00917,W02,308,7582.92,2024-09-27,2024-10-05,0.0527,Received
PO020219,2025-02-25,S0075,P00395,W01,452,10685.07,2025-03-25,2025-03-25,0.0817,Received
PO020220,2024-10-25,S0103,P00597,W06,227,8512.79,2024-11-14,2024-11-16,0.0179,Received
PO020221,2023-07-15,S0078,P00763,W01,387,8780.9,2023-07-22,2023-07-22,0.0251,Received
PO020222,2025-01-23,S0038,P00623,W03,142,4136.18,2025-02-06,2025-02-06,0.0254,Received
PO020223,2024-04-30,S0039,P00559,W01,319,6540.63,2024-05-30,2024-05-30,0.0119,Received
PO020224,2023-06-01,S0024,P00062,W05,271,10621.15,2023-06-09,2023-06-09,0.0371,Received
PO020225,2023-11-17,S0031,P00948,W05,232,17602.35,2023-11-27,2023-11-27,0.0119,Received
PO020226,2026-02-17,S0102,P00893,W03,137,5595.97,2026-02-28,2026-03-02,0.0075,Received
PO020227,2026-05-24,S0103,P00672,W01,210,7401.89,2026-06-08,2026-06-08,0.0198,Received
PO020228,2026-07-19,S0057,P00940,W04,32,2701.92,2026-08-17,2026-08-17,0.0433,Received
PO020229,2025-03-30,S0017,P00936,W04,354,27757.33,2025-04-04,2025-04-09,0.0141,Received
PO020230,2025-08-20,S0110,P00242,W02,54,3420.72,2025-09-14,2025-09-23,0.0217,Received
PO020231,2026-03-24,S0063,P00525,W01,172,2261.42,2026-04-12,2026-04-16,0.0277,Received
PO020232,2023-02-06,S0093,P00735,W06,54,2457.86,2023-02-28,2023-03-02,0.018,Received
PO020233,2023-06-18,S0101,P00943,W01,89,8903.88,2023-06-26,2023-06-28,0.0856,Received
PO020234,2023-12-29,S0070,P00888,W03,362,14019.93,2024-01-25,2024-01-27,0.0106,Received
PO020235,2023-04-16,S0099,P00246,W03,171,2044.45,2023-04-30,2023-05-04,0.0285,Received
PO020236,2023-03-21,S0103,P00303,W01,308,15626.66,2023-04-02,2023-04-08,0.0584,Received
PO020237,2025-08-07,S0104,P00560,W03,48,2356.66,2025-09-01,2025-09-01,0.006,Received
PO020238,2024-04-14,S0057,P00145,W05,389,12643.43,2024-04-26,2024-04-26,0.0023,Received
PO020239,2023-04-23,S0046,P00264,W01,160,8046.51,2023-05-22,2023-05-22,0.0197,Received
PO020240,2025-12-25,S0021,P00282,W03,67,2317.37,2026-01-03,2026-01-03,0.0055,Received
PO020241,2025-09-23,S0019,P00648,W03,391,19759.97,2025-10-21,2025-10-21,0.0188,Received
PO020242,2025-03-26,S0054,P00011,W04,153,1889.38,2025-04-05,2025-04-08,0.0119,Received
PO020243,2024-06-03,S0084,P00479,W01,496,18006.95,2024-06-24,2024-06-24,0.0269,Received
PO020244,2024-08-16,S0031,P00788,W04,161,11185.95,2024-09-07,2024-09-07,0.0184,Received
PO020245,2024-04-09,S0099,P00246,W06,369,4141.7,2024-04-23,2024-04-23,0.0738,Received
PO020246,2025-08-25,S0046,P00543,W04,305,24108.36,2025-09-20,2025-09-20,0.0533,Received
PO020247,2025-03-30,S0099,P00761,W02,117,7573.06,2025-04-23,2025-04-23,0.0276,Received
PO020248,2024-09-28,S0107,P00343,W04,25,1328.95,2024-10-17,2024-10-17,0.0146,Received
PO020249,2025-10-10,S0061,P00171,W01,249,12228.66,2025-11-06,2025-11-06,0.025,Received
PO020250,2025-06-13,S0076,P00118,W04,495,20861.0,2025-07-03,2025-07-09,0.008,Received
PO020251,2026-04-02,S0016,P00760,W03,81,2416.95,2026-04-15,2026-04-16,0.033,Received
PO020252,2024-10-08,S0018,P00143,W05,367,15706.66,2024-11-02,2024-11-02,0.0378,Received
PO020253,2023-07-01,S0091,P00173,W05,20,224.05,2023-07-16,2023-07-21,0.0197,Received
PO020254,2026-03-01,S0078,P00884,W02,90,8411.86,2026-03-11,2026-03-16,0.043,Received
PO020255,2024-02-13,S0026,P00461,W02,323,8313.29,2024-03-14,2024-03-19,0.0272,Received
PO020256,2025-12-31,S0066,P00750,W02,416,38608.62,2026-01-25,2026-01-28,0.0581,Received
PO020257,2026-06-22,S0055,P00231,W01,400,41108.52,2026-07-09,2026-07-17,0.0485,Received
PO020258,2026-01-27,S0053,P00488,W04,486,40406.03,2026-02-03,2026-02-03,0.1046,Received
