SalesOrderID,OrderDate,ProductID,WarehouseID,Quantity,Revenue,PromisedDeliveryDate,ActualDeliveryDate,OrderStatus,Channel
SO0060828,2026-06-16,P00758,W01,8,492.88,2026-06-19,2026-06-19,Delivered,B2B
SO0060829,2024-08-09,P00920,W01,7,243.13,2024-08-14,2024-08-14,Delivered,Distributor
SO0060830,2026-05-06,P00215,W05,5,190.42,2026-05-11,2026-05-12,Delivered,B2B
SO0060831,2026-01-02,P00542,W05,9,542.37,2026-01-08,2026-01-13,Delivered,Distributor
SO0060832,2025-06-22,P00480,W05,7,376.98,2025-06-24,2025-06-24,Delivered,Online
SO0060833,2024-05-30,P00062,W05,4,253.9,2024-06-04,2024-06-09,Delivered,B2B
SO0060834,2026-03-01,P00396,W02,7,528.36,2026-03-07,2026-03-12,Delivered,Distributor
SO0060835,2026-03-06,P00934,W03,7,138.64,2026-03-08,2026-03-13,Delivered,Retail
SO0060836,2024-07-10,P00639,W03,12,1027.66,2024-07-15,2024-07-15,Delivered,Distributor
SO0060837,2023-04-13,P00198,W01,5,290.14,2023-04-19,2023-04-20,Delivered,B2B
SO0060838,2025-04-24,P00269,W01,6,651.25,2025-05-01,2025-05-01,Delivered,Distributor
SO0060839,2025-01-25,P00166,W01,7,122.98,2025-01-29,2025-01-29,Delivered,Retail
SO0060840,2023-01-23,P00824,W05,9,634.93,2023-01-25,2023-01-26,Delivered,Distributor
SO0060841,2023-11-21,P00868,W06,10,433.03,2023-11-30,2023-12-02,Delivered,B2B
SO0060842,2024-09-27,P00932,W04,13,432.85,2024-09-30,2024-09-30,Delivered,Distributor
SO0060843,2025-12-22,P00900,W04,11,2077.37,2025-12-31,2025-12-31,Delivered,B2B
SO0060844,2025-09-28,P00324,W05,7,1459.92,2025-10-02,2025-10-02,Delivered,Distributor
SO0060845,2025-07-25,P00909,W01,6,456.08,2025-07-30,2025-08-06,Delivered,B2B
SO0060846,2024-03-20,P00834,W03,4,572.46,2024-03-26,2024-03-26,Delivered,B2B
SO0060847,2025-07-11,P00709,W03,11,1930.47,2025-07-20,2025-07-27,Delivered,Distributor
SO0060848,2024-10-15,P00350,W02,10,325.74,2024-10-24,2024-10-31,Delivered,Online
SO0060849,2023-06-06,P00628,W03,6,451.85,2023-06-10,2023-06-13,Delivered,Online
SO0060850,2023-12-22,P00840,W06,8,291.09,2023-12-29,2024-01-03,Delivered,B2B
SO0060851,2025-05-29,P00525,W01,6,101.17,2025-06-02,2025-06-07,Delivered,Retail
SO0060852,2024-04-10,P00856,W06,10,417.5,2024-04-14,2024-04-14,Delivered,Online
SO0060853,2025-07-07,P00415,W06,7,3278.57,2025-07-13,2025-07-13,Delivered,B2B
SO0060854,2023-09-20,P00119,W06,8,606.87,2023-09-27,2023-09-29,Delivered,Retail
SO0060855,2024-11-21,P00353,W03,6,91.01,2024-11-30,2024-12-07,Delivered,Retail
SO0060856,2025-09-16,P00763,W03,6,202.83,2025-09-23,2025-09-24,Delivered,B2B
SO0060857,2024-08-13,P00049,W02,5,273.7,2024-08-17,2024-08-20,Delivered,Online
SO0060858,2024-08-01,P00798,W04,10,424.68,2024-08-03,2024-08-06,Delivered,B2B
SO0060859,2023-09-02,P00751,W03,7,221.36,2023-09-07,2023-09-07,Delivered,Distributor
SO0060860,2025-09-24,P00453,W06,5,177.19,2025-10-02,2025-10-07,Delivered,B2B
SO0060861,2025-01-19,P00401,W04,4,1044.48,2025-01-24,2025-01-26,Delivered,B2B
SO0060862,2024-07-03,P00343,W05,4,290.59,2024-07-05,2024-07-05,Delivered,Distributor
SO0060863,2024-10-19,P00561,W05,7,587.16,2024-10-28,2024-10-31,Delivered,Online
SO0060864,2023-10-25,P00568,W04,6,178.03,2023-11-03,2023-11-08,Delivered,Distributor
SO0060865,2024-11-07,P00256,W01,8,1230.63,2024-11-12,2024-11-12,Delivered,B2B
SO0060866,2024-10-23,P00652,W01,4,749.09,2024-10-25,2024-10-25,Delivered,Distributor
SO0060867,2023-03-18,P00922,W06,6,2669.37,2023-03-21,2023-03-28,Delivered,B2B
SO0060868,2023-01-09,P00244,W02,5,234.72,2023-01-16,2023-01-16,Delivered,Retail
SO0060869,2023-05-05,P00251,W05,8,521.45,2023-05-07,2023-05-07,Delivered,Online
SO0060870,2025-02-04,P00083,W05,6,351.89,2025-02-12,2025-02-13,Delivered,Retail
SO0060871,2025-07-09,P00591,W04,8,1805.65,2025-07-14,2025-07-17,Delivered,Retail
SO0060872,2023-12-17,P00736,W03,7,721.97,2023-12-21,2023-12-21,Delivered,Distributor
SO0060873,2024-09-16,P00013,W06,6,150.02,2024-09-19,2024-09-26,Delivered,Retail
SO0060874,2023-10-08,P00399,W05,5,336.64,2023-10-12,2023-10-15,Delivered,B2B
SO0060875,2025-01-17,P00031,W01,4,244.1,2025-01-21,2025-01-23,Delivered,Distributor
SO0060876,2023-08-29,P00362,W03,8,1672.66,2023-09-01,2023-09-02,Delivered,Distributor
SO0060877,2024-12-07,P00423,W05,3,945.61,2024-12-14,2024-12-14,Delivered,Distributor
SO0060878,2024-12-08,P00014,W05,8,260.02,2024-12-12,2024-12-19,Delivered,Online
SO0060879,2025-01-06,P00386,W01,5,2030.88,2025-01-15,2025-01-18,Delivered,Online
SO0060880,2024-01-30,P00515,W06,5,173.59,2024-02-05,2024-02-08,Delivered,Distributor
SO0060881,2025-01-27,P00165,W03,9,838.98,2025-01-30,2025-02-04,Delivered,Retail
SO0060882,2024-04-01,P00292,W02,6,578.8,2024-04-10,2024-04-10,Delivered,Retail
SO0060883,2025-08-10,P00549,W01,7,674.64,2025-08-15,2025-08-15,Delivered,Online
SO0060884,2025-03-07,P00174,W05,11,710.52,2025-03-14,2025-03-14,Delivered,Distributor
SO0060885,2023-12-20,P00744,W02,3,137.52,2023-12-29,2024-01-05,Delivered,B2B
SO0060886,2023-01-06,P00832,W02,7,735.45,2023-01-11,2023-01-18,Delivered,Retail
SO0060887,2024-07-12,P00224,W06,9,126.45,2024-07-16,2024-07-18,Delivered,Distributor
SO0060888,2025-01-17,P00780,W01,7,392.1,2025-01-24,2025-01-25,Delivered,B2B
SO0060889,2024-06-01,P00860,W01,5,1114.35,2024-06-06,2024-06-13,Delivered,Online
SO0060890,2024-12-28,P00957,W06,7,280.19,2025-01-02,2025-01-04,Delivered,Online
SO0060891,2023-05-14,P00027,W06,4,541.24,2023-05-22,2023-05-27,Delivered,Distributor
SO0060892,2023-08-02,P00298,W03,7,416.69,2023-08-09,2023-08-09,Delivered,Distributor
SO0060893,2025-07-27,P00730,W04,9,504.09,2025-08-03,2025-08-08,Delivered,Retail
SO0060894,2024-10-03,P00778,W04,8,1563.57,2024-10-09,2024-10-09,Delivered,Retail
SO0060895,2023-01-03,P00347,W02,5,372.14,2023-01-09,2023-01-14,Delivered,Retail
SO0060896,2023-04-20,P00302,W06,7,689.27,2023-04-29,2023-04-29,Delivered,Retail
SO0060897,2025-11-09,P00121,W02,7,1175.02,2025-11-15,2025-11-15,Delivered,Retail
SO0060898,2024-09-23,P00269,W02,6,656.11,2024-09-27,2024-09-29,Delivered,Retail
SO0060899,2023-04-15,P00400,W01,9,692.46,2023-04-19,2023-04-19,Delivered,Retail
SO0060900,2023-08-08,P00626,W03,6,564.18,2023-08-11,2023-08-11,Delivered,Online
SO0060901,2026-07-11,P00901,W06,5,633.99,2026-07-20,2026-07-20,Delivered,Distributor
SO0060902,2026-07-22,P00611,W01,10,1256.28,2026-07-24,2026-07-24,Delivered,Online
SO0060903,2026-07-21,P00214,W02,8,224.81,2026-07-26,2026-07-26,Delivered,Online
SO0060904,2024-03-01,P00266,W04,8,2828.39,2024-03-06,2024-03-13,Delivered,Retail
SO0060905,2023-06-02,P00041,W04,13,284.37,2023-06-11,2023-06-11,Delivered,B2B
SO0060906,2024-04-07,P00218,W06,8,719.33,2024-04-15,2024-04-20,Delivered,Retail
SO0060907,2025-08-23,P00969,W03,6,2163.79,2025-08-31,2025-08-31,Delivered,Online
SO0060908,2023-05-19,P00418,W04,5,1711.88,2023-05-24,2023-05-24,Delivered,Distributor
SO0060909,2024-09-13,P00807,W04,11,1321.99,2024-09-16,2024-09-16,Delivered,B2B
SO0060910,2025-10-08,P00654,W06,11,873.79,2025-10-12,2025-10-13,Delivered,Distributor
SO0060911,2026-04-02,P00459,W02,8,5439.71,2026-04-10,2026-04-13,Delivered,B2B
SO0060912,2024-02-28,P00757,W03,7,385.37,2024-03-06,2024-03-07,Delivered,Distributor
SO0060913,2023-05-27,P00803,W02,5,373.92,2023-06-04,2023-06-05,Delivered,Online
SO0060914,2024-06-17,P00084,W05,10,822.3,2024-06-20,2024-06-22,Delivered,Retail
SO0060915,2023-12-02,P00855,W06,8,82.45,2023-12-05,2023-12-10,Delivered,Retail
SO0060916,2023-12-27,P00613,W04,9,568.48,2023-12-30,2023-12-30,Delivered,B2B
SO0060917,2024-09-26,P00236,W01,4,198.63,2024-10-02,2024-10-05,Delivered,B2B
SO0060918,2026-05-30,P00752,W03,9,1542.45,2026-06-03,2026-06-03,Delivered,Retail
SO0060919,2026-04-08,P00729,W01,7,140.86,2026-04-15,2026-04-15,Delivered,B2B
SO0060920,2024-09-01,P00032,W03,10,529.19,2024-09-07,2024-09-12,Delivered,B2B
SO0060921,2026-04-22,P00524,W02,8,1448.14,2026-05-01,2026-05-03,Delivered,Online
SO0060922,2024-07-05,P00021,W03,10,547.3,2024-07-13,2024-07-13,Delivered,Distributor
SO0060923,2024-11-12,P00259,W05,7,759.82,2024-11-18,2024-11-18,Delivered,Online
SO0060924,2023-07-03,P00687,W02,9,3140.55,2023-07-11,2023-07-11,Delivered,Online
SO0060925,2025-01-02,P00941,W03,7,301.26,2025-01-08,2025-01-08,Delivered,Online
SO0060926,2025-01-04,P00381,W01,6,3258.42,2025-01-06,2025-01-06,Delivered,Retail
SO0060927,2026-05-28,P00809,W02,10,331.54,2026-06-02,2026-06-02,Delivered,Online
SO0060928,2026-03-17,P00847,W06,7,961.04,2026-03-23,2026-03-23,Delivered,Online
SO0060929,2023-04-26,P00284,W04,6,464.0,2023-04-28,2023-05-01,Delivered,Distributor
SO0060930,2024-12-02,P00242,W01,8,912.65,2024-12-05,2024-12-06,Delivered,Online
SO0060931,2025-06-21,P00076,W05,7,373.88,2025-06-23,2025-06-23,Delivered,B2B
SO0060932,2025-08-30,P00280,W06,5,63.87,2025-09-05,2025-09-05,Delivered,B2B
SO0060933,2023-05-04,P00026,W04,8,729.19,2023-05-07,2023-05-07,Delivered,B2B
SO0060934,2024-02-16,P00847,W03,7,1017.5,2024-02-22,2024-02-22,Delivered,Distributor
SO0060935,2026-07-01,P00371,W01,6,1921.52,2026-07-07,2026-07-07,Delivered,B2B
SO0060936,2024-11-17,P00855,W02,5,55.27,2024-11-21,2024-11-26,Delivered,Online
SO0060937,2025-09-21,P00750,W02,9,1115.07,2025-09-24,2025-10-01,Delivered,B2B
SO0060938,2024-04-09,P00150,W01,7,170.75,2024-04-17,2024-04-20,Delivered,Distributor
SO0060939,2026-01-13,P00275,W02,3,288.4,2026-01-21,2026-01-23,Delivered,B2B
SO0060940,2023-04-02,P00704,W05,4,180.13,2023-04-07,2023-04-12,Delivered,Retail
SO0060941,2025-03-02,P00679,W05,5,229.19,2025-03-04,2025-03-04,Delivered,Retail
SO0060942,2023-07-03,P00669,W06,12,1384.51,2023-07-11,2023-07-12,Delivered,Online
SO0060943,2025-12-24,P00106,W03,6,320.75,2026-01-01,2026-01-02,Delivered,Online
SO0060944,2024-09-26,P00371,W03,10,3088.7,2024-09-28,2024-09-28,Delivered,B2B
SO0060945,2026-06-11,P00815,W06,4,143.9,2026-06-14,2026-06-14,Delivered,Online
SO0060946,2024-05-26,P00460,W04,4,215.03,2024-05-28,2024-05-28,Delivered,Distributor
SO0060947,2024-06-24,P00638,W06,7,595.9,2024-06-26,2024-07-01,Delivered,B2B
SO0060948,2024-12-16,P00175,W01,6,532.72,2024-12-18,2024-12-20,Delivered,B2B
SO0060949,2026-01-09,P00291,W05,6,320.51,2026-01-18,2026-01-20,Delivered,Retail
SO0060950,2025-06-08,P00231,W02,7,1716.19,2025-06-16,2025-06-18,Delivered,Distributor
SO0060951,2023-09-22,P00689,W03,7,372.94,2023-09-24,2023-09-29,Delivered,Online
SO0060952,2026-07-22,P00320,W06,5,115.33,2026-07-28,2026-07-30,Delivered,Retail
SO0060953,2023-08-29,P00346,W02,5,245.06,2023-09-03,2023-09-10,Delivered,Distributor
SO0060954,2026-04-04,P00325,W05,4,1009.16,2026-04-11,2026-04-18,Delivered,Online
SO0060955,2023-02-20,P00607,W04,11,389.47,2023-02-28,2023-03-05,Delivered,Distributor
SO0060956,2023-08-25,P00521,W06,7,601.37,2023-08-29,2023-08-29,Delivered,B2B
SO0060957,2025-08-04,P00225,W01,9,484.51,2025-08-11,2025-08-12,Delivered,Distributor
SO0060958,2025-04-18,P00849,W04,5,209.53,2025-04-27,2025-04-27,Delivered,B2B
SO0060959,2025-07-29,P00974,W04,5,708.91,2025-08-04,2025-08-04,Delivered,B2B
SO0060960,2026-03-26,P00394,W04,5,1143.12,2026-03-28,2026-04-02,Delivered,Retail
SO0060961,2023-07-30,P00810,W06,5,603.4,2023-08-05,2023-08-07,Delivered,Online
SO0060962,2023-07-08,P00061,W05,11,2794.05,2023-07-15,2023-07-15,Delivered,Online
SO0060963,2024-07-10,P00317,W01,7,245.19,2024-07-13,2024-07-16,Delivered,B2B
SO0060964,2023-06-14,P00309,W04,7,722.43,2023-06-19,2023-06-26,Delivered,B2B
SO0060965,2024-07-06,P00911,W05,8,187.99,2024-07-11,2024-07-13,Delivered,Online
SO0060966,2024-10-12,P00490,W03,11,973.41,2024-10-19,2024-10-20,Delivered,Online
SO0060967,2024-02-05,P00879,W05,1,13.34,2024-02-12,2024-02-14,Delivered,B2B
SO0060968,2024-09-30,P00288,W03,6,374.12,2024-10-06,2024-10-06,Delivered,Retail
SO0060969,2026-03-08,P00664,W04,9,193.54,2026-03-14,2026-03-15,Delivered,B2B
SO0060970,2024-08-07,P00593,W02,6,479.28,2024-08-15,2024-08-18,Delivered,Distributor
SO0060971,2024-05-07,P00919,W02,4,978.41,2024-05-13,2024-05-13,Delivered,Retail
SO0060972,2023-03-27,P00933,W02,10,513.88,2023-03-30,2023-04-04,Delivered,Distributor
SO0060973,2023-11-26,P00010,W03,12,1232.31,2023-12-04,2023-12-11,Delivered,Online
SO0060974,2023-05-20,P00397,W04,9,1143.11,2023-05-29,2023-06-01,Delivered,B2B
SO0060975,2026-02-09,P00266,W06,9,2928.55,2026-02-16,2026-02-19,Delivered,B2B
SO0060976,2023-02-27,P00440,W03,9,1153.51,2023-03-08,2023-03-08,Delivered,Distributor
SO0060977,2024-08-21,P00455,W06,7,1178.21,2024-08-25,2024-08-25,Delivered,B2B
SO0060978,2024-10-20,P00921,W05,13,2501.56,2024-10-27,2024-10-30,Delivered,Online
SO0060979,2026-04-26,P00202,W02,7,539.38,2026-04-28,2026-04-29,Delivered,B2B
SO0060980,2024-10-15,P00638,W06,8,708.0,2024-10-22,2024-10-22,Delivered,Online
SO0060981,2025-09-08,P00506,W06,8,1728.52,2025-09-13,2025-09-13,Delivered,Retail
SO0060982,2025-11-16,P00285,W05,12,601.36,2025-11-20,2025-11-25,Delivered,Online
SO0060983,2025-08-03,P00501,W06,6,1525.5,2025-08-10,2025-08-12,Delivered,Retail
SO0060984,2023-08-22,P00730,W04,6,324.27,2023-08-29,2023-08-29,Delivered,Distributor
SO0060985,2023-05-28,P00036,W06,6,1139.23,2023-05-30,2023-05-30,Delivered,Online
SO0060986,2025-12-03,P00407,W05,6,177.9,2025-12-10,2025-12-13,Delivered,Distributor
SO0060987,2025-12-22,P00115,W01,13,1047.42,2025-12-30,2026-01-04,Delivered,B2B
SO0060988,2023-02-11,P00263,W01,10,2484.85,2023-02-19,2023-02-22,Delivered,Distributor
SO0060989,2024-03-24,P00964,W06,6,498.84,2024-03-29,2024-04-01,Delivered,Online
SO0060990,2023-09-03,P00996,W01,10,2099.57,2023-09-06,2023-09-08,Delivered,Retail
SO0060991,2026-05-28,P00579,W06,8,1266.71,2026-05-31,2026-05-31,Delivered,Retail
SO0060992,2025-01-10,P00836,W03,4,151.66,2025-01-19,2025-01-21,Delivered,Retail
SO0060993,2025-07-18,P00340,W05,11,665.84,2025-07-26,2025-07-29,Delivered,Distributor
SO0060994,2025-09-29,P00659,W02,2,110.15,2025-10-05,2025-10-08,Delivered,Online
SO0060995,2023-10-12,P00762,W01,7,585.48,2023-10-21,2023-10-21,Delivered,Online
SO0060996,2024-06-13,P00211,W04,4,205.64,2024-06-18,2024-06-18,Delivered,Distributor
SO0060997,2023-12-20,P00247,W04,10,286.21,2023-12-28,2023-12-28,Delivered,B2B
SO0060998,2023-09-08,P00659,W04,3,170.01,2023-09-11,2023-09-12,Delivered,Retail
SO0060999,2024-11-01,P00018,W06,5,748.29,2024-11-08,2024-11-09,Delivered,Distributor
SO0061000,2026-07-21,P00088,W04,4,209.76,2026-07-25,2026-07-26,Delivered,Online
SO0061001,2025-09-26,P00527,W04,5,258.99,2025-10-03,2025-10-10,Delivered,Retail
SO0061002,2026-03-14,P00431,W06,7,100.19,2026-03-16,2026-03-16,Delivered,Distributor
SO0061003,2023-05-11,P00782,W05,3,485.31,2023-05-16,2023-05-16,Delivered,B2B
SO0061004,2024-07-02,P00880,W01,7,3034.12,2024-07-05,2024-07-05,Delivered,Distributor
SO0061005,2023-08-27,P00682,W01,6,1889.41,2023-09-01,2023-09-01,Delivered,Online
SO0061006,2026-03-12,P00137,W03,12,827.67,2026-03-21,2026-03-21,Delivered,Distributor
SO0061007,2025-12-22,P00716,W04,9,753.99,2025-12-31,2026-01-03,Delivered,Retail
SO0061008,2024-09-01,P00080,W02,9,1876.26,2024-09-06,2024-09-09,Delivered,B2B
SO0061009,2024-05-10,P00886,W02,10,2446.38,2024-05-17,2024-05-19,Delivered,Distributor
SO0061010,2024-12-09,P00300,W02,8,432.96,2024-12-16,2024-12-16,Delivered,Retail
SO0061011,2026-01-23,P00821,W05,5,1655.08,2026-01-28,2026-01-30,Delivered,Online
SO0061012,2023-02-02,P00383,W03,8,807.4,2023-02-06,2023-02-13,Delivered,Distributor
SO0061013,2026-05-25,P00029,W03,8,3216.11,2026-05-31,2026-05-31,Delivered,Retail
SO0061014,2025-03-26,P00229,W03,8,460.12,2025-03-29,2025-03-29,Delivered,B2B
SO0061015,2026-04-08,P00906,W03,8,532.81,2026-04-11,2026-04-13,Delivered,Retail
SO0061016,2026-03-11,P00745,W03,5,269.46,2026-03-16,2026-03-16,Delivered,Distributor
SO0061017,2024-08-20,P00682,W03,7,2178.08,2024-08-27,2024-08-27,Delivered,Distributor
SO0061018,2025-04-19,P00175,W06,5,435.4,2025-04-21,2025-04-26,Delivered,Online
SO0061019,2026-08-12,P00612,W03,7,617.53,2026-08-19,2026-08-24,Delivered,B2B
SO0061020,2023-06-23,P00446,W06,5,130.24,2023-06-27,2023-06-28,Delivered,B2B
SO0061021,2024-07-01,P00088,W01,11,556.59,2024-07-03,2024-07-06,Delivered,Distributor
SO0061022,2024-12-19,P00652,W01,10,1968.52,2024-12-23,2024-12-28,Delivered,Online
SO0061023,2025-07-22,P00359,W01,9,624.07,2025-07-29,2025-08-01,Delivered,Retail
SO0061024,2025-11-29,P00938,W04,10,368.31,2025-12-07,2025-12-07,Delivered,Retail
SO0061025,2023-01-13,P00652,W05,5,1038.07,2023-01-15,2023-01-18,Delivered,Online
SO0061026,2025-12-03,P00503,W05,8,958.49,2025-12-06,2025-12-07,Delivered,Online
SO0061027,2023-01-29,P00364,W01,3,162.61,2023-02-03,2023-02-03,Delivered,Distributor
SO0061028,2024-07-06,P00940,W02,8,1081.4,2024-07-15,2024-07-17,Delivered,Distributor
SO0061029,2025-11-21,P00352,W01,11,1010.55,2025-11-26,2025-11-28,Delivered,Distributor
SO0061030,2023-10-28,P00354,W06,10,768.42,2023-11-02,2023-11-02,Delivered,Online
SO0061031,2025-08-13,P00933,W06,7,367.68,2025-08-19,2025-08-22,Delivered,Distributor
SO0061032,2026-01-11,P00406,W06,6,709.04,2026-01-16,2026-01-23,Delivered,Online
SO0061033,2023-03-16,P00343,W04,6,439.28,2023-03-24,2023-03-24,Delivered,Retail
SO0061034,2023-02-15,P00931,W03,5,278.93,2023-02-23,2023-02-23,Delivered,Online
SO0061035,2025-08-13,P00413,W04,10,941.79,2025-08-18,2025-08-18,Delivered,Online
SO0061036,2023-05-30,P00208,W06,11,1921.69,2023-06-07,2023-06-07,Delivered,Distributor
SO0061037,2024-02-26,P00470,W03,9,1171.72,2024-03-02,2024-03-02,Delivered,Retail
SO0061038,2023-08-03,P00742,W05,9,155.86,2023-08-06,2023-08-06,Delivered,Retail
SO0061039,2025-05-21,P00638,W03,10,859.33,2025-05-29,2025-05-30,Delivered,Retail
SO0061040,2026-03-26,P00544,W03,10,923.91,2026-04-03,2026-04-05,Delivered,Distributor
SO0061041,2025-06-01,P00880,W03,6,2515.68,2025-06-08,2025-06-08,Delivered,B2B
SO0061042,2024-05-08,P00021,W05,10,550.25,2024-05-12,2024-05-15,Delivered,Online
SO0061043,2024-10-23,P00656,W03,11,593.44,2024-10-27,2024-10-30,Delivered,Retail
SO0061044,2025-04-05,P00504,W01,10,439.8,2025-04-11,2025-04-16,Delivered,B2B
SO0061045,2024-08-07,P00892,W04,8,2406.3,2024-08-10,2024-08-17,Delivered,Distributor
SO0061046,2026-03-21,P00806,W04,11,412.53,2026-03-27,2026-04-03,Delivered,Online
SO0061047,2023-10-22,P00255,W01,6,1325.64,2023-10-30,2023-11-04,Delivered,B2B
SO0061048,2024-09-13,P00084,W02,11,985.66,2024-09-18,2024-09-18,Delivered,Distributor
SO0061049,2026-08-24,P00968,W06,6,490.47,2026-08-26,2026-08-28,Delivered,Online
SO0061050,2023-12-22,P00419,W01,9,785.04,2023-12-29,2024-01-03,Delivered,Online
SO0061051,2025-12-07,P00464,W04,5,569.11,2025-12-13,2025-12-16,Delivered,B2B
SO0061052,2025-05-01,P00977,W01,5,94.98,2025-05-05,2025-05-10,Delivered,Online
SO0061053,2023-12-31,P00960,W03,10,445.33,2024-01-04,2024-01-09,Delivered,Retail
SO0061054,2023-11-19,P00664,W03,9,193.22,2023-11-23,2023-11-23,Delivered,Distributor
SO0061055,2025-12-11,P00560,W04,10,543.28,2025-12-16,2025-12-16,Delivered,Retail
SO0061056,2024-03-13,P00519,W02,6,194.44,2024-03-15,2024-03-15,Delivered,Retail
SO0061057,2023-01-19,P00557,W02,9,980.28,2023-01-21,2023-01-21,Delivered,Online
SO0061058,2025-06-20,P00174,W04,6,398.24,2025-06-25,2025-06-25,Delivered,Distributor
SO0061059,2023-03-07,P00877,W02,7,168.02,2023-03-16,2023-03-16,Delivered,Retail
SO0061060,2025-12-01,P00468,W05,6,194.07,2025-12-10,2025-12-12,Delivered,Retail
SO0061061,2026-07-23,P00272,W03,7,2186.82,2026-07-28,2026-07-28,Delivered,Distributor
SO0061062,2023-06-13,P00083,W04,8,509.76,2023-06-17,2023-06-18,Delivered,Online
SO0061063,2024-06-08,P00957,W03,8,299.7,2024-06-13,2024-06-13,Delivered,B2B
SO0061064,2026-04-17,P00928,W05,6,733.12,2026-04-23,2026-04-26,Delivered,B2B
SO0061065,2023-06-14,P00418,W04,14,4836.31,2023-06-16,2023-06-16,Delivered,Online
SO0061066,2024-09-02,P00006,W01,11,1084.84,2024-09-05,2024-09-05,Delivered,B2B
SO0061067,2024-07-11,P00034,W01,8,801.35,2024-07-17,2024-07-17,Delivered,Retail
SO0061068,2024-04-20,P00432,W04,3,314.18,2024-04-29,2024-05-06,Delivered,Online
SO0061069,2025-08-17,P00109,W03,11,2973.25,2025-08-22,2025-08-22,Delivered,B2B
SO0061070,2026-08-14,P00347,W01,5,409.5,2026-08-23,2026-08-28,Delivered,B2B
SO0061071,2025-06-09,P00112,W01,9,791.96,2025-06-15,2025-06-17,Delivered,Retail
SO0061072,2023-11-26,P00521,W03,7,609.02,2023-11-30,2023-11-30,Delivered,B2B
SO0061073,2025-06-14,P00018,W02,6,808.06,2025-06-16,2025-06-16,Delivered,Online
SO0061074,2026-03-10,P00134,W01,12,220.84,2026-03-19,2026-03-19,Delivered,Distributor
SO0061075,2025-12-10,P00983,W04,13,492.01,2025-12-13,2025-12-20,Delivered,Online
SO0061076,2023-02-26,P00557,W04,4,429.73,2023-03-05,2023-03-08,Delivered,Online
SO0061077,2026-03-09,P00918,W02,7,265.31,2026-03-11,2026-03-11,Delivered,Retail
SO0061078,2024-01-22,P00307,W06,6,368.78,2024-01-30,2024-02-06,Delivered,Distributor
SO0061079,2025-02-26,P00624,W06,7,2344.5,2025-03-05,2025-03-07,Delivered,B2B
SO0061080,2023-05-01,P00081,W01,5,861.43,2023-05-07,2023-05-07,Delivered,Distributor
SO0061081,2024-12-14,P00006,W01,7,730.87,2024-12-18,2024-12-18,Delivered,B2B
SO0061082,2023-09-23,P00828,W01,9,629.66,2023-09-27,2023-10-04,Delivered,Online
SO0061083,2026-06-13,P00626,W03,9,929.19,2026-06-22,2026-06-22,Delivered,Distributor
SO0061084,2026-08-05,P00850,W06,3,35.39,2026-08-14,2026-08-14,Delivered,B2B
SO0061085,2024-12-18,P00225,W03,4,233.34,2024-12-26,2024-12-26,Delivered,Online
SO0061086,2023-11-01,P00413,W06,6,504.93,2023-11-06,2023-11-06,Delivered,Distributor
SO0061087,2023-02-16,P00808,W06,5,460.26,2023-02-18,2023-02-19,Delivered,Online
SO0061088,2025-01-18,P00605,W06,9,583.61,2025-01-26,2025-01-26,Delivered,Distributor
SO0061089,2023-11-04,P00501,W02,7,1667.92,2023-11-13,2023-11-20,Delivered,Online
SO0061090,2026-02-12,P00717,W01,7,991.69,2026-02-19,2026-02-19,Delivered,Distributor
SO0061091,2026-02-20,P00647,W03,4,60.98,2026-02-22,2026-02-22,Delivered,Retail
SO0061092,2024-03-03,P00997,W01,6,640.61,2024-03-07,2024-03-08,Delivered,Retail
SO0061093,2025-11-15,P00122,W04,12,507.74,2025-11-23,2025-11-30,Delivered,B2B
SO0061094,2025-11-15,P00653,W05,9,441.32,2025-11-22,2025-11-25,Delivered,Retail
SO0061095,2024-09-02,P00746,W01,5,445.2,2024-09-04,2024-09-07,Delivered,Distributor
SO0061096,2026-07-19,P00247,W03,7,199.09,2026-07-28,2026-07-28,Delivered,Retail
SO0061097,2026-03-22,P00629,W03,15,2253.6,2026-03-27,2026-03-27,Delivered,B2B
SO0061098,2023-10-11,P00779,W02,6,122.98,2023-10-17,2023-10-17,Delivered,B2B
SO0061099,2026-03-23,P00935,W06,9,945.05,2026-03-28,2026-03-29,Delivered,Distributor
SO0061100,2025-11-15,P00842,W05,2,12.01,2025-11-24,2025-11-24,Delivered,Online
SO0061101,2023-07-18,P00623,W01,7,273.6,2023-07-26,2023-08-02,Delivered,Retail
SO0061102,2023-09-27,P00175,W06,5,461.93,2023-10-04,2023-10-04,Delivered,Distributor
SO0061103,2023-09-11,P00748,W01,6,1224.26,2023-09-19,2023-09-24,Delivered,Distributor
SO0061104,2024-08-07,P00069,W01,4,657.31,2024-08-12,2024-08-12,Delivered,Retail
SO0061105,2026-01-13,P00123,W05,8,1329.05,2026-01-17,2026-01-19,Delivered,Distributor
SO0061106,2023-03-09,P00629,W03,10,1520.19,2023-03-15,2023-03-17,Delivered,B2B
SO0061107,2024-08-03,P00499,W03,9,2544.92,2024-08-07,2024-08-07,Delivered,Online
SO0061108,2024-07-26,P00798,W03,9,399.4,2024-07-28,2024-07-28,Delivered,B2B
SO0061109,2023-04-13,P00409,W02,8,560.7,2023-04-22,2023-04-29,Delivered,Distributor
