TouchpointID,LeadID,TouchDate,CampaignID,ChannelID,TouchSequence,TouchType
TP00117603,L033569,2024-04-05,CAM0022,CH04,1,Form Submit
TP00117604,L033569,2024-04-18,CAM0020,CH02,2,Website Visit
TP00117605,L033569,2024-04-03,CAM0171,CH03,3,Website Visit
TP00117606,L033570,2025-05-27,CAM0104,CH06,1,Impression
TP00117607,L033570,2025-05-30,CAM0260,CH03,2,Email Open
TP00117608,L033570,2025-06-08,CAM0015,CH06,3,Click
TP00117609,L033571,2025-04-06,CAM0253,CH02,1,Email Open
TP00117610,L033571,2025-04-05,CAM0004,CH07,2,Email Open
TP00117611,L033571,2025-04-05,CAM0082,CH03,3,Email Open
TP00117612,L033571,2025-03-10,CAM0294,CH03,4,Form Submit
TP00117613,L033572,2026-02-20,CAM0048,CH06,1,Click
TP00117614,L033572,2026-02-26,CAM0190,CH06,2,Website Visit
TP00117615,L033572,2026-02-12,CAM0060,CH05,3,Email Open
TP00117616,L033573,2024-02-03,CAM0045,CH06,1,Impression
TP00117617,L033573,2024-02-04,CAM0130,CH04,2,Email Open
TP00117618,L033574,2025-02-08,CAM0162,CH07,1,Email Open
TP00117619,L033574,2025-03-10,CAM0125,CH01,2,Click
TP00117620,L033574,2025-02-09,CAM0048,CH06,3,Impression
TP00117621,L033574,2025-02-20,CAM0152,CH03,4,Website Visit
TP00117622,L033574,2025-02-25,CAM0118,CH07,5,Email Open
TP00117623,L033575,2024-09-11,CAM0065,CH05,1,Click
TP00117624,L033575,2024-10-11,CAM0193,CH06,2,Impression
TP00117625,L033575,2024-10-01,CAM0013,CH03,3,Email Open
TP00117626,L033576,2026-07-30,CAM0203,CH05,1,Email Open
TP00117627,L033576,2026-07-22,CAM0020,CH02,2,Email Open
TP00117628,L033576,2026-08-04,CAM0265,CH02,3,Click
TP00117629,L033576,2026-06-29,CAM0082,CH03,4,Email Open
TP00117630,L033577,2024-10-29,CAM0042,CH02,1,Website Visit
TP00117631,L033577,2024-11-01,CAM0066,CH04,2,Impression
TP00117632,L033578,2024-08-23,CAM0033,CH01,1,Form Submit
TP00117633,L033578,2024-09-14,CAM0002,CH06,2,Impression
TP00117634,L033579,2024-03-03,CAM0084,CH07,1,Email Open
TP00117635,L033579,2024-03-21,CAM0074,CH04,2,Email Open
TP00117636,L033579,2024-03-13,CAM0144,CH02,3,Click
TP00117637,L033580,2024-05-18,CAM0297,CH07,1,Impression
TP00117638,L033580,2024-05-13,CAM0164,CH03,2,Click
TP00117639,L033580,2024-05-26,CAM0091,CH06,3,Form Submit
TP00117640,L033580,2024-05-18,CAM0140,CH07,4,Impression
TP00117641,L033580,2024-05-08,CAM0152,CH03,5,Click
TP00117642,L033581,2025-02-12,CAM0117,CH06,1,Click
TP00117643,L033581,2025-01-24,CAM0119,CH03,2,Email Open
TP00117644,L033582,2024-09-16,CAM0030,CH06,1,Impression
TP00117645,L033582,2024-09-08,CAM0121,CH02,2,Impression
TP00117646,L033582,2024-09-17,CAM0022,CH04,3,Website Visit
TP00117647,L033582,2024-08-22,CAM0013,CH03,4,Impression
TP00117648,L033583,2024-09-01,CAM0261,CH04,1,Impression
TP00117649,L033583,2024-08-03,CAM0024,CH04,2,Impression
TP00117650,L033584,2026-06-25,CAM0125,CH01,1,Impression
TP00117651,L033584,2026-07-04,CAM0200,CH07,2,Click
TP00117652,L033584,2026-07-09,CAM0185,CH06,3,Click
TP00117653,L033584,2026-06-12,CAM0171,CH03,4,Email Open
TP00117654,L033584,2026-06-21,CAM0104,CH06,5,Website Visit
TP00117655,L033585,2024-05-06,CAM0253,CH02,1,Click
TP00117656,L033585,2024-04-16,CAM0152,CH03,2,Form Submit
TP00117657,L033585,2024-04-01,CAM0225,CH06,3,Impression
TP00117658,L033586,2025-07-11,CAM0041,CH04,1,Impression
TP00117659,L033587,2024-05-05,CAM0154,CH03,1,Click
TP00117660,L033587,2024-05-01,CAM0010,CH04,2,Email Open
TP00117661,L033587,2024-04-21,CAM0176,CH05,3,Impression
TP00117662,L033587,2024-05-25,CAM0229,CH02,4,Email Open
TP00117663,L033587,2024-04-14,CAM0160,CH04,5,Website Visit
TP00117664,L033588,2024-12-29,CAM0141,CH03,1,Website Visit
TP00117665,L033588,2024-12-17,CAM0167,CH05,2,Click
TP00117666,L033588,2025-01-03,CAM0108,CH01,3,Website Visit
TP00117667,L033589,2025-01-11,CAM0032,CH01,1,Website Visit
TP00117668,L033589,2025-01-14,CAM0258,CH05,2,Email Open
TP00117669,L033589,2025-01-19,CAM0256,CH03,3,Website Visit
TP00117670,L033589,2025-02-04,CAM0250,CH01,4,Website Visit
TP00117671,L033589,2025-02-07,CAM0042,CH02,5,Impression
TP00117672,L033589,2025-01-25,CAM0222,CH02,6,Form Submit
TP00117673,L033590,2025-01-10,CAM0266,CH04,1,Form Submit
TP00117674,L033590,2024-12-22,CAM0233,CH04,2,Form Submit
TP00117675,L033591,2026-03-01,CAM0265,CH02,1,Email Open
TP00117676,L033591,2026-02-11,CAM0185,CH06,2,Email Open
TP00117677,L033591,2026-02-18,CAM0140,CH07,3,Click
TP00117678,L033591,2026-02-09,CAM0233,CH04,4,Form Submit
TP00117679,L033591,2026-02-23,CAM0035,CH06,5,Email Open
TP00117680,L033592,2024-12-01,CAM0208,CH06,1,Click
TP00117681,L033592,2024-11-02,CAM0122,CH02,2,Form Submit
TP00117682,L033592,2024-10-25,CAM0048,CH06,3,Form Submit
TP00117683,L033593,2025-07-25,CAM0225,CH06,1,Email Open
TP00117684,L033593,2025-07-02,CAM0290,CH04,2,Email Open
TP00117685,L033593,2025-07-13,CAM0216,CH01,3,Email Open
TP00117686,L033593,2025-07-03,CAM0116,CH02,4,Email Open
TP00117687,L033593,2025-07-26,CAM0112,CH06,5,Impression
TP00117688,L033593,2025-08-01,CAM0121,CH02,6,Website Visit
TP00117689,L033594,2024-09-24,CAM0050,CH04,1,Click
TP00117690,L033595,2024-08-10,CAM0161,CH05,1,Click
TP00117691,L033596,2025-07-04,CAM0287,CH05,1,Click
TP00117692,L033596,2025-06-22,CAM0011,CH01,2,Website Visit
TP00117693,L033597,2024-08-27,CAM0171,CH03,1,Impression
TP00117694,L033597,2024-09-08,CAM0032,CH01,2,Impression
TP00117695,L033597,2024-09-01,CAM0018,CH01,3,Email Open
TP00117696,L033597,2024-09-08,CAM0149,CH01,4,Email Open
TP00117697,L033597,2024-09-25,CAM0187,CH03,5,Impression
TP00117698,L033597,2024-10-01,CAM0015,CH06,6,Impression
TP00117699,L033598,2024-11-01,CAM0295,CH06,1,Form Submit
TP00117700,L033598,2024-10-31,CAM0118,CH07,2,Email Open
TP00117701,L033598,2024-09-26,CAM0121,CH02,3,Click
TP00117702,L033598,2024-10-19,CAM0258,CH05,4,Click
TP00117703,L033599,2025-04-17,CAM0251,CH06,1,Impression
TP00117704,L033599,2025-05-06,CAM0110,CH02,2,Click
TP00117705,L033599,2025-05-06,CAM0144,CH02,3,Click
TP00117706,L033599,2025-04-18,CAM0191,CH02,4,Impression
TP00117707,L033599,2025-04-27,CAM0125,CH01,5,Email Open
TP00117708,L033600,2024-09-22,CAM0161,CH05,1,Email Open
TP00117709,L033600,2024-10-19,CAM0158,CH05,2,Impression
TP00117710,L033600,2024-09-27,CAM0250,CH01,3,Click
TP00117711,L033600,2024-10-15,CAM0178,CH03,4,Impression
TP00117712,L033600,2024-10-01,CAM0076,CH04,5,Email Open
TP00117713,L033600,2024-09-18,CAM0172,CH05,6,Click
TP00117714,L033601,2024-07-16,CAM0072,CH04,1,Click
TP00117715,L033601,2024-08-05,CAM0259,CH06,2,Impression
TP00117716,L033601,2024-07-04,CAM0175,CH02,3,Form Submit
TP00117717,L033601,2024-08-09,CAM0039,CH04,4,Click
TP00117718,L033602,2024-02-17,CAM0248,CH02,1,Form Submit
TP00117719,L033602,2024-02-17,CAM0107,CH01,2,Website Visit
TP00117720,L033602,2024-02-07,CAM0232,CH06,3,Email Open
TP00117721,L033602,2024-02-16,CAM0173,CH06,4,Click
TP00117722,L033603,2024-01-10,CAM0147,CH02,1,Website Visit
TP00117723,L033603,2024-01-22,CAM0059,CH01,2,Impression
TP00117724,L033603,2024-01-17,CAM0006,CH04,3,Form Submit
TP00117725,L033603,2024-01-21,CAM0195,CH04,4,Email Open
TP00117726,L033603,2024-01-09,CAM0290,CH04,5,Form Submit
TP00117727,L033603,2023-12-30,CAM0258,CH05,6,Form Submit
TP00117728,L033604,2024-09-19,CAM0225,CH06,1,Form Submit
TP00117729,L033604,2024-10-09,CAM0127,CH07,2,Click
TP00117730,L033604,2024-10-04,CAM0037,CH01,3,Website Visit
TP00117731,L033604,2024-09-12,CAM0136,CH07,4,Website Visit
TP00117732,L033604,2024-09-10,CAM0080,CH07,5,Impression
TP00117733,L033605,2025-10-17,CAM0141,CH03,1,Website Visit
TP00117734,L033605,2025-10-17,CAM0271,CH02,2,Website Visit
TP00117735,L033606,2024-12-21,CAM0090,CH02,1,Click
TP00117736,L033607,2025-01-25,CAM0254,CH01,1,Website Visit
TP00117737,L033607,2025-01-09,CAM0178,CH03,2,Click
TP00117738,L033607,2025-01-02,CAM0192,CH05,3,Click
TP00117739,L033607,2024-12-14,CAM0178,CH03,4,Click
TP00117740,L033608,2025-02-19,CAM0019,CH02,1,Form Submit
TP00117741,L033608,2025-03-01,CAM0058,CH04,2,Email Open
TP00117742,L033609,2025-06-05,CAM0157,CH02,1,Website Visit
TP00117743,L033610,2026-04-29,CAM0084,CH07,1,Form Submit
TP00117744,L033610,2026-05-18,CAM0237,CH01,2,Email Open
TP00117745,L033610,2026-05-17,CAM0024,CH04,3,Click
TP00117746,L033611,2024-09-26,CAM0144,CH02,1,Click
TP00117747,L033612,2026-07-02,CAM0030,CH06,1,Click
TP00117748,L033612,2026-06-12,CAM0298,CH06,2,Form Submit
TP00117749,L033612,2026-07-06,CAM0168,CH02,3,Email Open
TP00117750,L033613,2025-09-13,CAM0211,CH01,1,Email Open
TP00117751,L033613,2025-08-28,CAM0273,CH05,2,Click
TP00117752,L033614,2025-04-20,CAM0250,CH01,1,Website Visit
TP00117753,L033614,2025-05-26,CAM0166,CH02,2,Email Open
TP00117754,L033614,2025-05-05,CAM0234,CH07,3,Click
TP00117755,L033614,2025-05-02,CAM0107,CH01,4,Form Submit
TP00117756,L033614,2025-05-05,CAM0072,CH04,5,Form Submit
TP00117757,L033614,2025-05-09,CAM0188,CH01,6,Click
TP00117758,L033615,2024-11-23,CAM0152,CH03,1,Form Submit
TP00117759,L033615,2024-11-19,CAM0238,CH02,2,Website Visit
TP00117760,L033615,2024-11-19,CAM0195,CH04,3,Website Visit
TP00117761,L033615,2024-11-19,CAM0297,CH07,4,Impression
TP00117762,L033615,2024-12-01,CAM0048,CH06,5,Impression
TP00117763,L033615,2024-12-22,CAM0180,CH02,6,Form Submit
TP00117764,L033616,2026-06-14,CAM0019,CH02,1,Email Open
TP00117765,L033616,2026-06-22,CAM0091,CH06,2,Email Open
TP00117766,L033616,2026-06-03,CAM0300,CH01,3,Click
TP00117767,L033616,2026-07-04,CAM0250,CH01,4,Form Submit
TP00117768,L033616,2026-07-05,CAM0232,CH06,5,Impression
TP00117769,L033616,2026-06-07,CAM0222,CH02,6,Click
TP00117770,L033617,2026-06-22,CAM0131,CH06,1,Impression
TP00117771,L033617,2026-07-11,CAM0213,CH01,2,Form Submit
TP00117772,L033618,2025-05-10,CAM0279,CH07,1,Impression
TP00117773,L033618,2025-04-09,CAM0192,CH05,2,Website Visit
TP00117774,L033619,2025-07-05,CAM0217,CH06,1,Email Open
TP00117775,L033619,2025-06-27,CAM0173,CH06,2,Form Submit
TP00117776,L033619,2025-06-11,CAM0197,CH04,3,Impression
TP00117777,L033619,2025-07-09,CAM0164,CH03,4,Website Visit
TP00117778,L033619,2025-06-06,CAM0134,CH04,5,Email Open
TP00117779,L033619,2025-06-12,CAM0246,CH01,6,Impression
TP00117780,L033620,2024-08-27,CAM0112,CH06,1,Email Open
TP00117781,L033620,2024-09-15,CAM0006,CH04,2,Email Open
TP00117782,L033620,2024-09-11,CAM0280,CH01,3,Email Open
TP00117783,L033621,2024-01-19,CAM0208,CH06,1,Click
TP00117784,L033621,2024-03-01,CAM0178,CH03,2,Impression
TP00117785,L033621,2024-02-01,CAM0173,CH06,3,Email Open
TP00117786,L033621,2024-02-11,CAM0212,CH06,4,Website Visit
TP00117787,L033622,2025-06-12,CAM0099,CH05,1,Website Visit
TP00117788,L033622,2025-06-11,CAM0091,CH06,2,Form Submit
TP00117789,L033622,2025-06-28,CAM0069,CH04,3,Impression
TP00117790,L033622,2025-07-03,CAM0014,CH01,4,Click
TP00117791,L033622,2025-06-22,CAM0256,CH03,5,Click
TP00117792,L033622,2025-06-15,CAM0257,CH07,6,Impression
TP00117793,L033623,2026-06-11,CAM0117,CH06,1,Impression
TP00117794,L033623,2026-05-29,CAM0100,CH04,2,Email Open
TP00117795,L033623,2026-06-20,CAM0139,CH06,3,Impression
TP00117796,L033624,2024-09-12,CAM0056,CH07,1,Form Submit
TP00117797,L033625,2024-09-18,CAM0097,CH06,1,Impression
TP00117798,L033625,2024-10-15,CAM0273,CH05,2,Email Open
TP00117799,L033625,2024-09-27,CAM0246,CH01,3,Form Submit
TP00117800,L033625,2024-09-16,CAM0155,CH05,4,Click
TP00117801,L033625,2024-09-30,CAM0072,CH04,5,Website Visit
TP00117802,L033626,2024-08-23,CAM0216,CH01,1,Form Submit
TP00117803,L033626,2024-09-04,CAM0023,CH02,2,Website Visit
TP00117804,L033626,2024-09-25,CAM0254,CH01,3,Email Open
TP00117805,L033626,2024-09-13,CAM0188,CH01,4,Click
TP00117806,L033627,2026-02-13,CAM0200,CH07,1,Website Visit
TP00117807,L033627,2026-03-09,CAM0035,CH06,2,Email Open
TP00117808,L033627,2026-02-22,CAM0238,CH02,3,Click
TP00117809,L033627,2026-02-12,CAM0080,CH07,4,Click
TP00117810,L033627,2026-02-13,CAM0101,CH06,5,Impression
TP00117811,L033627,2026-03-04,CAM0186,CH05,6,Website Visit
TP00117812,L033628,2025-05-24,CAM0178,CH03,1,Email Open
TP00117813,L033628,2025-06-15,CAM0093,CH07,2,Click
TP00117814,L033628,2025-05-15,CAM0206,CH06,3,Website Visit
TP00117815,L033628,2025-06-19,CAM0056,CH07,4,Email Open
TP00117816,L033628,2025-06-10,CAM0151,CH04,5,Website Visit
TP00117817,L033628,2025-05-22,CAM0067,CH07,6,Form Submit
TP00117818,L033629,2025-08-07,CAM0061,CH01,1,Impression
TP00117819,L033629,2025-08-26,CAM0184,CH07,2,Form Submit
TP00117820,L033629,2025-08-16,CAM0034,CH01,3,Website Visit
TP00117821,L033629,2025-08-13,CAM0230,CH02,4,Email Open
TP00117822,L033630,2025-08-31,CAM0219,CH04,1,Form Submit
TP00117823,L033630,2025-08-02,CAM0259,CH06,2,Impression
TP00117824,L033630,2025-08-28,CAM0068,CH06,3,Form Submit
TP00117825,L033630,2025-08-11,CAM0185,CH06,4,Email Open
TP00117826,L033631,2024-04-30,CAM0210,CH03,1,Click
TP00117827,L033631,2024-03-22,CAM0096,CH02,2,Email Open
TP00117828,L033632,2024-09-16,CAM0019,CH02,1,Website Visit
TP00117829,L033632,2024-08-23,CAM0280,CH01,2,Website Visit
TP00117830,L033632,2024-09-07,CAM0211,CH01,3,Website Visit
TP00117831,L033632,2024-09-27,CAM0227,CH06,4,Click
TP00117832,L033632,2024-09-10,CAM0098,CH07,5,Click
TP00117833,L033633,2024-04-28,CAM0129,CH01,1,Impression
TP00117834,L033633,2024-04-19,CAM0046,CH03,2,Form Submit
TP00117835,L033633,2024-04-26,CAM0227,CH06,3,Website Visit
TP00117836,L033633,2024-04-10,CAM0110,CH02,4,Form Submit
TP00117837,L033633,2024-04-20,CAM0204,CH06,5,Website Visit
TP00117838,L033634,2024-09-09,CAM0051,CH03,1,Website Visit
TP00117839,L033634,2024-09-29,CAM0089,CH01,2,Form Submit
TP00117840,L033634,2024-10-02,CAM0051,CH03,3,Click
TP00117841,L033634,2024-09-18,CAM0114,CH05,4,Email Open
TP00117842,L033634,2024-09-10,CAM0099,CH05,5,Email Open
TP00117843,L033634,2024-09-22,CAM0141,CH03,6,Email Open
TP00117844,L033635,2026-06-26,CAM0099,CH05,1,Website Visit
TP00117845,L033635,2026-07-19,CAM0027,CH01,2,Click
TP00117846,L033635,2026-06-25,CAM0244,CH03,3,Click
TP00117847,L033636,2026-05-13,CAM0125,CH01,1,Form Submit
TP00117848,L033636,2026-05-05,CAM0278,CH06,2,Impression
TP00117849,L033636,2026-04-14,CAM0108,CH01,3,Email Open
TP00117850,L033636,2026-04-17,CAM0120,CH06,4,Impression
TP00117851,L033637,2026-06-01,CAM0128,CH05,1,Click
TP00117852,L033637,2026-06-14,CAM0008,CH02,2,Email Open
TP00117853,L033637,2026-06-30,CAM0074,CH04,3,Click
TP00117854,L033637,2026-05-27,CAM0074,CH04,4,Email Open
TP00117855,L033638,2024-07-09,CAM0005,CH02,1,Form Submit
TP00117856,L033638,2024-06-21,CAM0079,CH07,2,Website Visit
TP00117857,L033638,2024-07-09,CAM0260,CH03,3,Form Submit
TP00117858,L033638,2024-07-22,CAM0004,CH07,4,Email Open
TP00117859,L033639,2024-01-22,CAM0130,CH04,1,Click
TP00117860,L033640,2024-07-27,CAM0010,CH04,1,Website Visit
TP00117861,L033640,2024-08-14,CAM0116,CH02,2,Click
TP00117862,L033640,2024-08-07,CAM0042,CH02,3,Click
TP00117863,L033641,2024-05-09,CAM0256,CH03,1,Website Visit
TP00117864,L033641,2024-06-03,CAM0052,CH02,2,Form Submit
TP00117865,L033642,2024-01-14,CAM0199,CH04,1,Email Open
TP00117866,L033642,2024-01-17,CAM0241,CH01,2,Website Visit
TP00117867,L033642,2024-01-21,CAM0272,CH06,3,Website Visit
TP00117868,L033642,2024-01-06,CAM0104,CH06,4,Impression
TP00117869,L033642,2024-01-25,CAM0152,CH03,5,Click
TP00117870,L033642,2024-01-11,CAM0181,CH01,6,Click
TP00117871,L033643,2024-08-31,CAM0223,CH05,1,Click
TP00117872,L033643,2024-09-24,CAM0284,CH04,2,Website Visit
TP00117873,L033643,2024-09-10,CAM0166,CH02,3,Click
TP00117874,L033643,2024-08-21,CAM0231,CH05,4,Click
TP00117875,L033643,2024-09-02,CAM0084,CH07,5,Click
TP00117876,L033644,2026-06-06,CAM0204,CH06,1,Form Submit
TP00117877,L033644,2026-06-14,CAM0297,CH07,2,Impression
TP00117878,L033644,2026-06-23,CAM0166,CH02,3,Website Visit
TP00117879,L033644,2026-05-30,CAM0011,CH01,4,Email Open
TP00117880,L033644,2026-05-31,CAM0288,CH03,5,Form Submit
TP00117881,L033645,2026-04-30,CAM0074,CH04,1,Email Open
TP00117882,L033645,2026-04-13,CAM0127,CH07,2,Email Open
TP00117883,L033645,2026-04-24,CAM0067,CH07,3,Website Visit
TP00117884,L033646,2025-08-08,CAM0176,CH05,1,Impression
TP00117885,L033646,2025-08-08,CAM0134,CH04,2,Click
TP00117886,L033646,2025-08-17,CAM0147,CH02,3,Click
TP00117887,L033646,2025-08-13,CAM0125,CH01,4,Impression
TP00117888,L033647,2024-09-23,CAM0228,CH02,1,Click
TP00117889,L033647,2024-08-27,CAM0285,CH06,2,Form Submit
TP00117890,L033648,2025-05-10,CAM0155,CH05,1,Form Submit
TP00117891,L033648,2025-05-10,CAM0068,CH06,2,Form Submit
TP00117892,L033649,2025-10-14,CAM0013,CH03,1,Email Open
TP00117893,L033649,2025-09-29,CAM0022,CH04,2,Impression
TP00117894,L033649,2025-09-12,CAM0201,CH03,3,Email Open
TP00117895,L033649,2025-09-17,CAM0101,CH06,4,Website Visit
TP00117896,L033650,2024-11-25,CAM0121,CH02,1,Email Open
TP00117897,L033650,2024-12-26,CAM0227,CH06,2,Email Open
TP00117898,L033650,2024-11-29,CAM0027,CH01,3,Form Submit
TP00117899,L033650,2024-11-30,CAM0262,CH02,4,Website Visit
TP00117900,L033650,2024-12-02,CAM0199,CH04,5,Impression
TP00117901,L033651,2024-10-15,CAM0295,CH06,1,Impression
TP00117902,L033651,2024-09-23,CAM0069,CH04,2,Website Visit
TP00117903,L033652,2024-10-18,CAM0188,CH01,1,Form Submit
TP00117904,L033652,2024-10-04,CAM0052,CH02,2,Email Open
TP00117905,L033653,2025-10-08,CAM0241,CH01,1,Impression
TP00117906,L033653,2025-08-27,CAM0089,CH01,2,Click
TP00117907,L033653,2025-09-20,CAM0048,CH06,3,Click
TP00117908,L033653,2025-09-15,CAM0259,CH06,4,Form Submit
TP00117909,L033653,2025-10-05,CAM0072,CH04,5,Email Open
TP00117910,L033653,2025-09-25,CAM0181,CH01,6,Click
TP00117911,L033654,2025-08-20,CAM0168,CH02,1,Form Submit
TP00117912,L033654,2025-09-02,CAM0111,CH05,2,Click
TP00117913,L033654,2025-08-08,CAM0175,CH02,3,Form Submit
TP00117914,L033655,2024-08-17,CAM0148,CH04,1,Form Submit
TP00117915,L033655,2024-08-16,CAM0184,CH07,2,Impression
TP00117916,L033655,2024-08-08,CAM0219,CH04,3,Website Visit
TP00117917,L033655,2024-07-27,CAM0276,CH01,4,Form Submit
TP00117918,L033656,2026-01-21,CAM0019,CH02,1,Website Visit
TP00117919,L033656,2026-01-08,CAM0028,CH01,2,Email Open
TP00117920,L033656,2026-01-12,CAM0084,CH07,3,Impression
TP00117921,L033656,2025-12-21,CAM0071,CH04,4,Impression
TP00117922,L033657,2024-06-24,CAM0032,CH01,1,Impression
TP00117923,L033657,2024-06-13,CAM0143,CH01,2,Form Submit
TP00117924,L033657,2024-06-05,CAM0221,CH01,3,Click
TP00117925,L033658,2026-02-27,CAM0099,CH05,1,Website Visit
TP00117926,L033658,2026-03-10,CAM0168,CH02,2,Email Open
TP00117927,L033658,2026-03-06,CAM0116,CH02,3,Click
TP00117928,L033658,2026-02-14,CAM0184,CH07,4,Form Submit
TP00117929,L033658,2026-02-13,CAM0033,CH01,5,Email Open
TP00117930,L033659,2024-08-11,CAM0223,CH05,1,Form Submit
TP00117931,L033659,2024-08-27,CAM0288,CH03,2,Impression
TP00117932,L033659,2024-09-03,CAM0149,CH01,3,Form Submit
TP00117933,L033659,2024-08-06,CAM0008,CH02,4,Website Visit
TP00117934,L033659,2024-08-29,CAM0172,CH05,5,Website Visit
TP00117935,L033659,2024-08-21,CAM0283,CH06,6,Impression
TP00117936,L033660,2025-10-14,CAM0088,CH02,1,Website Visit
TP00117937,L033660,2025-11-08,CAM0224,CH06,2,Form Submit
TP00117938,L033660,2025-10-12,CAM0182,CH04,3,Impression
TP00117939,L033661,2025-09-04,CAM0122,CH02,1,Click
TP00117940,L033661,2025-09-07,CAM0179,CH02,2,Impression
TP00117941,L033662,2025-04-14,CAM0171,CH03,1,Impression
TP00117942,L033662,2025-05-04,CAM0125,CH01,2,Form Submit
TP00117943,L033662,2025-04-24,CAM0247,CH05,3,Click
TP00117944,L033662,2025-05-17,CAM0188,CH01,4,Impression
TP00117945,L033662,2025-05-16,CAM0271,CH02,5,Click
TP00117946,L033662,2025-05-21,CAM0278,CH06,6,Website Visit
TP00117947,L033663,2024-09-17,CAM0036,CH02,1,Click
TP00117948,L033663,2024-09-07,CAM0049,CH02,2,Impression
TP00117949,L033664,2025-02-14,CAM0106,CH07,1,Impression
TP00117950,L033664,2025-01-26,CAM0005,CH02,2,Email Open
TP00117951,L033664,2025-03-04,CAM0261,CH04,3,Form Submit
TP00117952,L033664,2025-02-19,CAM0184,CH07,4,Impression
TP00117953,L033664,2025-02-08,CAM0256,CH03,5,Impression
TP00117954,L033665,2026-03-03,CAM0054,CH01,1,Impression
TP00117955,L033665,2026-03-28,CAM0034,CH01,2,Form Submit
TP00117956,L033665,2026-03-13,CAM0016,CH02,3,Click
TP00117957,L033666,2026-02-18,CAM0167,CH05,1,Email Open
TP00117958,L033666,2026-01-31,CAM0148,CH04,2,Website Visit
TP00117959,L033666,2026-02-12,CAM0102,CH01,3,Click
TP00117960,L033667,2025-01-29,CAM0033,CH01,1,Form Submit
TP00117961,L033667,2025-01-01,CAM0054,CH01,2,Impression
TP00117962,L033668,2024-12-22,CAM0004,CH07,1,Impression
TP00117963,L033668,2024-11-20,CAM0253,CH02,2,Click
TP00117964,L033668,2024-11-17,CAM0025,CH03,3,Website Visit
TP00117965,L033669,2023-12-27,CAM0160,CH04,1,Click
TP00117966,L033669,2024-01-15,CAM0239,CH05,2,Website Visit
TP00117967,L033669,2024-01-08,CAM0278,CH06,3,Form Submit
TP00117968,L033669,2024-01-13,CAM0025,CH03,4,Email Open
TP00117969,L033669,2024-01-25,CAM0046,CH03,5,Form Submit
TP00117970,L033670,2024-10-01,CAM0055,CH01,1,Click
TP00117971,L033671,2026-05-11,CAM0046,CH03,1,Email Open
TP00117972,L033671,2026-04-27,CAM0036,CH02,2,Form Submit
TP00117973,L033671,2026-06-02,CAM0065,CH05,3,Click
TP00117974,L033671,2026-05-19,CAM0077,CH02,4,Impression
TP00117975,L033671,2026-04-22,CAM0253,CH02,5,Click
TP00117976,L033672,2025-05-11,CAM0152,CH03,1,Email Open
TP00117977,L033672,2025-05-24,CAM0221,CH01,2,Impression
TP00117978,L033672,2025-04-18,CAM0142,CH06,3,Email Open
TP00117979,L033673,2025-03-19,CAM0206,CH06,1,Click
TP00117980,L033673,2025-03-16,CAM0048,CH06,2,Website Visit
TP00117981,L033673,2025-03-17,CAM0024,CH04,3,Click
TP00117982,L033673,2025-03-31,CAM0175,CH02,4,Impression
TP00117983,L033673,2025-03-31,CAM0099,CH05,5,Impression
TP00117984,L033673,2025-03-12,CAM0128,CH05,6,Click
TP00117985,L033674,2025-02-13,CAM0225,CH06,1,Form Submit
TP00117986,L033675,2026-06-06,CAM0134,CH04,1,Email Open
TP00117987,L033675,2026-07-08,CAM0262,CH02,2,Website Visit
TP00117988,L033675,2026-06-04,CAM0082,CH03,3,Email Open
TP00117989,L033675,2026-07-16,CAM0242,CH02,4,Email Open
TP00117990,L033676,2026-04-08,CAM0026,CH03,1,Email Open
TP00117991,L033676,2026-04-20,CAM0229,CH02,2,Form Submit
TP00117992,L033677,2025-10-17,CAM0071,CH04,1,Email Open
TP00117993,L033678,2025-01-24,CAM0225,CH06,1,Impression
TP00117994,L033678,2025-02-05,CAM0077,CH02,2,Click
TP00117995,L033678,2025-02-13,CAM0178,CH03,3,Website Visit
TP00117996,L033679,2023-12-10,CAM0252,CH07,1,Email Open
TP00117997,L033679,2024-01-18,CAM0267,CH02,2,Click
TP00117998,L033679,2024-01-19,CAM0283,CH06,3,Website Visit
TP00117999,L033680,2024-05-14,CAM0254,CH01,1,Email Open
TP00118000,L033680,2024-05-28,CAM0094,CH01,2,Form Submit
TP00118001,L033680,2024-06-21,CAM0184,CH07,3,Form Submit
TP00118002,L033681,2025-07-26,CAM0100,CH04,1,Form Submit
TP00118003,L033681,2025-07-19,CAM0217,CH06,2,Impression
TP00118004,L033681,2025-08-06,CAM0053,CH04,3,Email Open
TP00118005,L033681,2025-07-09,CAM0220,CH03,4,Impression
TP00118006,L033681,2025-07-27,CAM0146,CH01,5,Click
TP00118007,L033682,2024-08-10,CAM0199,CH04,1,Email Open
TP00118008,L033683,2024-05-12,CAM0183,CH07,1,Website Visit
TP00118009,L033683,2024-05-12,CAM0244,CH03,2,Click
TP00118010,L033683,2024-05-10,CAM0283,CH06,3,Click
TP00118011,L033683,2024-04-18,CAM0045,CH06,4,Email Open
TP00118012,L033683,2024-04-23,CAM0005,CH02,5,Impression
TP00118013,L033684,2025-06-23,CAM0216,CH01,1,Click
TP00118014,L033684,2025-07-13,CAM0163,CH01,2,Email Open
TP00118015,L033685,2024-10-17,CAM0117,CH06,1,Email Open
TP00118016,L033686,2024-06-29,CAM0139,CH06,1,Form Submit
