LeadID,CreatedDate,CampaignID,ChannelID,Segment,Country,LatestStage,EstimatedValue
L034241,2026-06-08,CAM0174,CH02,Enterprise,Australia,MQL,1530.97
L034242,2024-12-20,CAM0089,CH01,SMB,Australia,SQL,2444.33
L034243,2026-07-31,CAM0016,CH02,Mid-Market,Germany,Customer,2974.76
L034244,2024-02-15,CAM0063,CH04,Mid-Market,UK,Lead,2014.64
L034245,2024-10-06,CAM0093,CH07,SMB,Australia,Lead,2243.04
L034246,2025-11-30,CAM0217,CH06,Enterprise,UK,SQL,568.8
L034247,2024-01-04,CAM0269,CH03,Enterprise,Australia,Lead,981.57
L034248,2025-05-23,CAM0053,CH04,Mid-Market,UK,Lead,3870.8
L034249,2024-11-18,CAM0172,CH05,SMB,US,MQL,1894.85
L034250,2026-03-29,CAM0088,CH02,Mid-Market,UK,SQL,2633.05
L034251,2025-04-06,CAM0094,CH01,Enterprise,US,MQL,94.1
L034252,2026-02-15,CAM0261,CH04,Enterprise,UK,MQL,3182.37
L034253,2024-03-25,CAM0169,CH05,Mid-Market,Australia,Lead,3756.83
L034254,2025-07-09,CAM0064,CH06,Mid-Market,Australia,Lead,2517.83
L034255,2024-03-05,CAM0195,CH04,Mid-Market,US,Lead,596.57
L034256,2024-05-28,CAM0145,CH07,Mid-Market,Singapore,SQL,2091.42
L034257,2026-04-10,CAM0073,CH05,Mid-Market,US,SQL,2659.17
L034258,2025-10-04,CAM0050,CH04,SMB,UK,Opportunity,3165.89
L034259,2024-02-10,CAM0177,CH07,SMB,UK,MQL,1500.72
L034260,2024-04-21,CAM0129,CH01,SMB,UK,SQL,451.67
L034261,2025-02-24,CAM0161,CH05,Enterprise,Singapore,Lead,2423.92
L034262,2026-01-12,CAM0138,CH06,SMB,US,Opportunity,125.08
L034263,2024-11-06,CAM0270,CH07,Mid-Market,Australia,Lead,2628.08
L034264,2025-11-22,CAM0136,CH07,SMB,Germany,SQL,766.55
L034265,2024-08-01,CAM0291,CH02,Mid-Market,Singapore,SQL,1306.06
L034266,2024-04-18,CAM0112,CH06,SMB,Australia,Lead,3000.1
L034267,2024-07-06,CAM0081,CH02,Enterprise,Singapore,Lead,2401.34
L034268,2025-10-26,CAM0126,CH04,SMB,Australia,MQL,111.0
L034269,2025-09-28,CAM0188,CH01,Enterprise,UK,MQL,1206.15
L034270,2024-02-03,CAM0273,CH05,Mid-Market,Singapore,SQL,766.67
L034271,2025-01-27,CAM0237,CH01,Mid-Market,US,MQL,1929.2
L034272,2024-11-14,CAM0293,CH05,SMB,Singapore,Customer,2056.16
L034273,2025-08-11,CAM0181,CH01,Mid-Market,Singapore,Lead,1275.48
L034274,2026-06-12,CAM0235,CH02,Enterprise,Singapore,Lead,782.47
L034275,2024-05-05,CAM0137,CH02,Mid-Market,Singapore,Lead,2350.87
L034276,2025-10-01,CAM0180,CH02,Mid-Market,Australia,Lead,814.53
L034277,2024-10-21,CAM0023,CH02,Enterprise,UK,Customer,1833.06
L034278,2024-06-22,CAM0051,CH03,SMB,Australia,MQL,1684.03
L034279,2026-04-08,CAM0274,CH01,SMB,US,Lead,1340.53
L034280,2024-12-24,CAM0071,CH04,SMB,Singapore,Lead,2418.33
L034281,2024-06-29,CAM0004,CH07,Mid-Market,US,Opportunity,586.23
L034282,2024-12-18,CAM0137,CH02,SMB,Germany,Lead,272.5
L034283,2024-09-08,CAM0090,CH02,SMB,Singapore,MQL,1825.93
L034284,2024-09-26,CAM0033,CH01,Enterprise,US,MQL,1012.91
L034285,2025-04-23,CAM0039,CH04,Mid-Market,Australia,SQL,1734.72
L034286,2024-01-16,CAM0243,CH04,Mid-Market,US,SQL,3285.66
L034287,2026-02-28,CAM0173,CH06,SMB,Australia,Customer,1145.11
L034288,2024-09-11,CAM0185,CH06,SMB,Germany,MQL,2872.34
L034289,2025-02-24,CAM0093,CH07,Enterprise,Germany,Lead,1654.27
L034290,2024-03-01,CAM0298,CH06,SMB,Germany,Lead,1317.75
L034291,2024-11-09,CAM0281,CH05,Enterprise,US,Lead,3110.54
L034292,2026-04-06,CAM0194,CH07,SMB,US,MQL,1971.21
L034293,2024-12-26,CAM0279,CH07,Mid-Market,Australia,Customer,216.87
L034294,2025-06-08,CAM0207,CH07,SMB,US,SQL,23.0
L034295,2025-06-10,CAM0258,CH05,SMB,UK,Opportunity,1126.06
L034296,2026-07-06,CAM0200,CH07,Mid-Market,US,Lead,1356.97
L034297,2025-04-17,CAM0211,CH01,SMB,US,SQL,3235.26
L034298,2025-11-11,CAM0258,CH05,SMB,Germany,SQL,1864.77
L034299,2025-10-06,CAM0098,CH07,Enterprise,UK,MQL,3426.22
L034300,2025-05-22,CAM0277,CH06,SMB,US,Lead,12.1
L034301,2024-07-29,CAM0228,CH02,Enterprise,Australia,Lead,4414.02
L034302,2024-12-14,CAM0104,CH06,Enterprise,Australia,Lead,1786.8
L034303,2026-08-21,CAM0279,CH07,Mid-Market,US,SQL,1512.01
L034304,2024-12-14,CAM0261,CH04,Mid-Market,UK,Lead,2753.69
L034305,2026-01-04,CAM0231,CH05,SMB,UK,Lead,2257.45
L034306,2024-09-24,CAM0170,CH02,Mid-Market,Germany,Lead,1028.19
L034307,2025-12-26,CAM0217,CH06,Enterprise,UK,Lead,1257.81
L034308,2024-04-24,CAM0080,CH07,Enterprise,UK,MQL,2660.04
L034309,2024-06-06,CAM0233,CH04,Mid-Market,UK,Customer,610.64
L034310,2024-02-19,CAM0147,CH02,SMB,US,MQL,2460.98
L034311,2024-08-24,CAM0096,CH02,Mid-Market,Singapore,SQL,2209.48
L034312,2024-03-10,CAM0064,CH06,Mid-Market,Germany,MQL,2081.0
L034313,2024-08-14,CAM0178,CH03,Mid-Market,Australia,SQL,1102.86
L034314,2024-02-07,CAM0008,CH02,SMB,Germany,Lead,1782.46
L034315,2026-05-26,CAM0107,CH01,SMB,Singapore,Customer,1507.66
L034316,2026-01-24,CAM0289,CH03,Mid-Market,Singapore,Lead,1309.2
L034317,2024-11-12,CAM0102,CH01,Enterprise,Australia,MQL,1984.41
L034318,2026-05-19,CAM0212,CH06,Enterprise,Singapore,MQL,3130.87
L034319,2026-07-21,CAM0119,CH03,Mid-Market,Australia,MQL,3378.05
L034320,2025-10-04,CAM0241,CH01,Mid-Market,Singapore,MQL,1941.2
L034321,2026-03-28,CAM0027,CH01,Enterprise,Germany,MQL,2443.78
L034322,2024-01-10,CAM0061,CH01,SMB,US,SQL,3386.42
L034323,2024-05-30,CAM0278,CH06,SMB,Singapore,Lead,2235.73
L034324,2025-11-10,CAM0048,CH06,Enterprise,Germany,Opportunity,3487.64
L034325,2024-10-24,CAM0212,CH06,SMB,Singapore,Opportunity,1047.24
L034326,2026-03-15,CAM0210,CH03,Enterprise,Australia,Lead,3173.42
L034327,2026-05-30,CAM0261,CH04,Enterprise,UK,Lead,3121.15
L034328,2026-05-04,CAM0010,CH04,SMB,Germany,MQL,2996.76
L034329,2024-09-13,CAM0033,CH01,Enterprise,Germany,SQL,611.83
L034330,2026-04-20,CAM0228,CH02,Enterprise,Australia,MQL,783.47
L034331,2024-02-29,CAM0080,CH07,SMB,Germany,MQL,2269.12
L034332,2026-06-06,CAM0153,CH06,SMB,Australia,SQL,1921.5
L034333,2024-05-24,CAM0156,CH07,Enterprise,UK,Lead,1589.03
L034334,2024-06-24,CAM0005,CH02,Mid-Market,UK,Lead,1309.65
L034335,2024-01-21,CAM0094,CH01,Enterprise,Australia,Lead,1872.47
L034336,2026-01-11,CAM0106,CH07,SMB,US,SQL,2307.59
L034337,2025-11-17,CAM0056,CH07,Enterprise,Australia,SQL,1456.86
L034338,2024-05-16,CAM0240,CH03,SMB,Singapore,SQL,2217.48
L034339,2024-02-21,CAM0056,CH07,SMB,Singapore,MQL,1436.03
L034340,2025-12-09,CAM0051,CH03,SMB,Germany,Lead,1440.28
L034341,2025-09-28,CAM0242,CH02,SMB,Australia,MQL,3743.31
L034342,2025-01-20,CAM0010,CH04,SMB,Australia,Opportunity,1969.87
L034343,2025-06-09,CAM0262,CH02,Enterprise,Germany,MQL,465.0
L034344,2025-08-06,CAM0258,CH05,Mid-Market,Germany,MQL,2934.23
L034345,2024-12-01,CAM0119,CH03,SMB,UK,Opportunity,3924.25
L034346,2024-10-07,CAM0172,CH05,Enterprise,UK,Opportunity,3852.75
L034347,2026-06-20,CAM0071,CH04,SMB,Australia,Opportunity,2715.84
L034348,2025-12-31,CAM0222,CH02,Enterprise,Australia,MQL,1080.28
L034349,2026-07-28,CAM0206,CH06,Enterprise,Australia,Lead,2716.22
L034350,2026-07-23,CAM0072,CH04,SMB,US,Customer,681.7
L034351,2025-11-18,CAM0217,CH06,Mid-Market,UK,Customer,909.39
L034352,2026-07-28,CAM0171,CH03,Mid-Market,Singapore,SQL,108.24
L034353,2025-07-20,CAM0127,CH07,Mid-Market,Australia,Lead,2693.0
L034354,2025-11-06,CAM0134,CH04,Mid-Market,UK,Lead,1657.84
L034355,2026-04-03,CAM0021,CH01,Mid-Market,Singapore,MQL,1255.88
L034356,2026-03-06,CAM0252,CH07,Mid-Market,Germany,Lead,1759.59
L034357,2024-07-12,CAM0108,CH01,Enterprise,UK,Lead,2925.43
L034358,2024-07-23,CAM0017,CH02,Enterprise,Germany,Lead,3677.71
L034359,2024-08-02,CAM0068,CH06,SMB,UK,Opportunity,1818.71
L034360,2024-08-22,CAM0178,CH03,Mid-Market,Australia,Customer,1917.34
L034361,2026-06-20,CAM0226,CH03,Mid-Market,US,MQL,1133.83
L034362,2025-03-05,CAM0028,CH01,Mid-Market,UK,Lead,564.55
L034363,2025-04-14,CAM0141,CH03,SMB,UK,Opportunity,1484.14
L034364,2025-05-10,CAM0093,CH07,SMB,Australia,Lead,525.29
L034365,2025-07-25,CAM0283,CH06,SMB,UK,SQL,1800.79
L034366,2025-12-28,CAM0292,CH02,Mid-Market,UK,MQL,875.7
L034367,2024-01-15,CAM0116,CH02,Enterprise,Singapore,Lead,2441.79
L034368,2024-11-05,CAM0105,CH02,Mid-Market,Germany,Customer,3078.69
L034369,2026-03-25,CAM0236,CH07,Mid-Market,UK,Opportunity,1385.9
L034370,2024-03-21,CAM0056,CH07,Enterprise,Singapore,Lead,2338.22
L034371,2026-05-12,CAM0100,CH04,SMB,US,Lead,2751.29
L034372,2026-05-05,CAM0171,CH03,Enterprise,Australia,MQL,1047.09
L034373,2024-09-03,CAM0248,CH02,Mid-Market,Germany,MQL,1090.73
L034374,2025-11-20,CAM0030,CH06,Enterprise,Australia,Opportunity,1908.47
L034375,2026-05-11,CAM0255,CH03,Enterprise,Singapore,SQL,1349.5
L034376,2026-02-13,CAM0176,CH05,Enterprise,Germany,SQL,448.34
L034377,2025-06-10,CAM0014,CH01,SMB,UK,Lead,2191.18
L034378,2026-08-31,CAM0152,CH03,Mid-Market,Australia,SQL,3907.99
L034379,2024-02-26,CAM0211,CH01,SMB,UK,Opportunity,794.81
L034380,2026-06-29,CAM0156,CH07,Mid-Market,Singapore,SQL,21.99
L034381,2026-06-19,CAM0230,CH02,SMB,Germany,Lead,2566.13
L034382,2026-01-17,CAM0058,CH04,Mid-Market,US,Opportunity,3159.81
L034383,2025-05-27,CAM0107,CH01,Mid-Market,Germany,Opportunity,2688.82
L034384,2025-02-07,CAM0060,CH05,SMB,Australia,MQL,960.08
L034385,2024-11-25,CAM0127,CH07,SMB,US,SQL,2094.65
L034386,2024-03-15,CAM0278,CH06,SMB,UK,Lead,1884.4
L034387,2024-08-07,CAM0193,CH06,SMB,Germany,Lead,1971.5
L034388,2024-07-20,CAM0254,CH01,SMB,Singapore,SQL,1664.53
L034389,2025-03-16,CAM0296,CH03,SMB,Australia,MQL,61.98
L034390,2024-10-14,CAM0289,CH03,Enterprise,UK,Customer,1762.31
L034391,2025-04-04,CAM0071,CH04,SMB,Australia,Lead,1832.44
L034392,2024-07-19,CAM0200,CH07,SMB,Singapore,Lead,1237.55
L034393,2025-06-12,CAM0298,CH06,Enterprise,Australia,Lead,882.17
L034394,2024-04-11,CAM0052,CH02,Enterprise,Singapore,MQL,253.03
L034395,2025-10-08,CAM0060,CH05,Enterprise,UK,Customer,3443.16
L034396,2025-04-11,CAM0128,CH05,SMB,US,MQL,5768.09
L034397,2025-02-12,CAM0120,CH06,SMB,UK,SQL,3123.66
L034398,2025-02-20,CAM0198,CH06,Enterprise,US,Lead,3225.72
L034399,2024-12-26,CAM0074,CH04,SMB,US,Customer,722.28
L034400,2024-03-14,CAM0242,CH02,SMB,Singapore,Opportunity,1488.41
L034401,2025-05-25,CAM0076,CH04,Enterprise,Singapore,SQL,1563.39
L034402,2024-12-04,CAM0254,CH01,Mid-Market,UK,Lead,1181.35
L034403,2025-05-14,CAM0254,CH01,Enterprise,Singapore,Lead,14.78
L034404,2025-08-08,CAM0204,CH06,Mid-Market,Australia,SQL,2027.21
L034405,2025-09-27,CAM0271,CH02,SMB,Australia,Lead,2716.36
L034406,2026-05-11,CAM0196,CH02,SMB,Australia,Lead,524.46
L034407,2024-06-22,CAM0112,CH06,Enterprise,Germany,Lead,2208.57
L034408,2025-05-17,CAM0151,CH04,Mid-Market,UK,Opportunity,3071.62
L034409,2025-05-07,CAM0216,CH01,Enterprise,UK,Lead,2725.93
L034410,2025-05-12,CAM0022,CH04,Enterprise,Germany,Opportunity,2443.24
L034411,2026-05-28,CAM0084,CH07,Mid-Market,US,MQL,3152.6
L034412,2025-06-08,CAM0121,CH02,Mid-Market,US,SQL,2552.61
L034413,2026-01-16,CAM0121,CH02,Mid-Market,Australia,Customer,2202.16
L034414,2025-12-10,CAM0246,CH01,Mid-Market,Australia,SQL,1531.88
L034415,2024-05-14,CAM0051,CH03,SMB,US,SQL,56.28
L034416,2025-03-17,CAM0234,CH07,Enterprise,Singapore,MQL,1734.36
L034417,2024-01-26,CAM0062,CH03,Mid-Market,US,Customer,1458.86
L034418,2024-08-12,CAM0093,CH07,Enterprise,Singapore,Lead,2833.07
L034419,2025-04-15,CAM0025,CH03,Enterprise,US,MQL,1861.24
L034420,2025-09-19,CAM0118,CH07,SMB,UK,Customer,631.63
L034421,2025-10-03,CAM0214,CH03,Mid-Market,UK,Customer,3588.17
L034422,2026-06-13,CAM0256,CH03,SMB,UK,Lead,1482.44
L034423,2025-10-27,CAM0276,CH01,SMB,Australia,Lead,2516.46
L034424,2026-05-19,CAM0271,CH02,Mid-Market,Germany,Opportunity,826.57
L034425,2024-08-04,CAM0043,CH07,Enterprise,US,MQL,1131.91
L034426,2025-10-18,CAM0137,CH02,Mid-Market,Germany,MQL,3245.28
L034427,2024-01-29,CAM0106,CH07,Mid-Market,Germany,Lead,3568.12
L034428,2025-08-11,CAM0082,CH03,Enterprise,Australia,MQL,391.22
L034429,2025-07-10,CAM0046,CH03,SMB,US,MQL,2181.58
L034430,2025-05-30,CAM0141,CH03,Enterprise,UK,Lead,748.8
L034431,2024-01-16,CAM0135,CH07,SMB,Singapore,Lead,1058.98
L034432,2025-10-10,CAM0170,CH02,Enterprise,US,Lead,1909.97
L034433,2024-03-22,CAM0120,CH06,SMB,Singapore,Lead,636.68
L034434,2025-11-13,CAM0018,CH01,Mid-Market,US,Lead,368.74
L034435,2025-06-19,CAM0106,CH07,Mid-Market,UK,Customer,3071.81
L034436,2025-04-03,CAM0279,CH07,SMB,Germany,Lead,2053.82
L034437,2024-02-28,CAM0160,CH04,Enterprise,Australia,Lead,988.12
L034438,2025-08-13,CAM0286,CH05,Mid-Market,Australia,Lead,1049.95
L034439,2025-08-29,CAM0109,CH04,Enterprise,Singapore,Customer,336.51
L034440,2026-02-27,CAM0128,CH05,Mid-Market,UK,MQL,774.1
L034441,2024-12-29,CAM0156,CH07,Enterprise,Germany,SQL,1786.38
L034442,2024-03-30,CAM0151,CH04,SMB,US,Opportunity,1212.75
L034443,2024-11-01,CAM0089,CH01,Mid-Market,Germany,SQL,2639.99
L034444,2026-01-08,CAM0250,CH01,SMB,Australia,SQL,3474.51
L034445,2024-07-28,CAM0017,CH02,SMB,UK,Opportunity,2640.73
L034446,2024-04-10,CAM0181,CH01,Enterprise,Germany,Lead,201.7
L034447,2024-08-18,CAM0082,CH03,Enterprise,Singapore,Customer,2688.71
L034448,2026-08-19,CAM0167,CH05,SMB,US,MQL,753.7
L034449,2024-10-19,CAM0158,CH05,Mid-Market,US,MQL,3615.83
L034450,2024-08-04,CAM0032,CH01,Enterprise,Singapore,MQL,1186.6
L034451,2025-12-08,CAM0172,CH05,Enterprise,Australia,Opportunity,520.14
L034452,2026-04-28,CAM0192,CH05,SMB,US,Lead,451.54
L034453,2026-01-22,CAM0121,CH02,SMB,Australia,MQL,2648.08
L034454,2025-01-23,CAM0276,CH01,Enterprise,Germany,MQL,1231.2
L034455,2025-06-21,CAM0096,CH02,Mid-Market,US,Lead,2885.94
L034456,2026-01-19,CAM0121,CH02,Mid-Market,US,Lead,1647.73
L034457,2024-07-28,CAM0219,CH04,SMB,US,Opportunity,2070.14
L034458,2026-04-03,CAM0036,CH02,Mid-Market,UK,Lead,2501.64
L034459,2025-02-01,CAM0125,CH01,Mid-Market,Germany,Lead,2138.64
L034460,2025-03-21,CAM0262,CH02,Enterprise,UK,Lead,1510.54
L034461,2025-04-26,CAM0164,CH03,SMB,Germany,Opportunity,1053.26
L034462,2025-05-30,CAM0221,CH01,Mid-Market,Australia,Lead,2638.95
L034463,2025-10-16,CAM0137,CH02,Mid-Market,Australia,Opportunity,2114.28
L034464,2026-05-06,CAM0172,CH05,Mid-Market,Australia,MQL,526.37
L034465,2024-12-30,CAM0209,CH03,SMB,Germany,Lead,2076.49
L034466,2024-06-18,CAM0171,CH03,Enterprise,Singapore,MQL,2330.01
L034467,2024-01-23,CAM0034,CH01,Mid-Market,Australia,MQL,315.57
L034468,2025-12-05,CAM0101,CH06,SMB,US,Opportunity,1772.57
L034469,2025-09-06,CAM0233,CH04,SMB,Singapore,SQL,99.04
L034470,2024-12-02,CAM0283,CH06,Mid-Market,US,Lead,2873.41
L034471,2026-06-01,CAM0264,CH03,Enterprise,Germany,MQL,4169.45
L034472,2025-09-22,CAM0205,CH02,Enterprise,Singapore,Lead,2983.29
L034473,2025-04-15,CAM0039,CH04,SMB,Singapore,Lead,544.35
L034474,2026-08-21,CAM0102,CH01,Enterprise,Germany,Opportunity,2548.83
L034475,2025-07-26,CAM0073,CH05,SMB,US,MQL,2514.81
L034476,2026-04-03,CAM0281,CH05,SMB,Australia,Lead,4587.14
L034477,2025-05-17,CAM0263,CH04,Enterprise,Singapore,Opportunity,1566.37
L034478,2025-08-22,CAM0013,CH03,SMB,US,Lead,1482.55
L034479,2026-08-04,CAM0074,CH04,Mid-Market,US,SQL,2076.94
L034480,2024-02-21,CAM0196,CH02,SMB,US,Opportunity,723.35
L034481,2025-05-21,CAM0221,CH01,Mid-Market,UK,Customer,2224.1
L034482,2024-07-28,CAM0244,CH03,Mid-Market,UK,Customer,187.47
L034483,2026-01-15,CAM0129,CH01,Mid-Market,UK,Lead,1326.12
L034484,2025-08-05,CAM0118,CH07,SMB,UK,Lead,2251.63
L034485,2024-02-19,CAM0044,CH06,Mid-Market,UK,SQL,899.83
L034486,2024-06-03,CAM0001,CH04,Enterprise,US,Customer,4512.87
L034487,2024-12-30,CAM0247,CH05,Enterprise,UK,MQL,2786.86
L034488,2026-06-02,CAM0187,CH03,Enterprise,Singapore,Opportunity,1458.5
L034489,2025-09-18,CAM0077,CH02,Mid-Market,Australia,MQL,4046.27
L034490,2025-02-08,CAM0267,CH02,Enterprise,Australia,MQL,613.74
L034491,2026-01-24,CAM0194,CH07,Mid-Market,UK,Lead,930.89
L034492,2025-08-07,CAM0078,CH04,Mid-Market,Singapore,Lead,330.9
L034493,2026-06-02,CAM0228,CH02,SMB,Singapore,Lead,3398.19
L034494,2026-03-15,CAM0059,CH01,Mid-Market,Australia,Lead,3010.3
L034495,2025-11-11,CAM0118,CH07,Enterprise,Germany,SQL,1380.52
L034496,2026-04-26,CAM0165,CH07,Enterprise,Germany,Lead,2096.29
L034497,2025-12-31,CAM0046,CH03,SMB,UK,Lead,1347.85
L034498,2024-02-14,CAM0039,CH04,SMB,US,SQL,3189.57
L034499,2026-07-12,CAM0087,CH05,SMB,Germany,Customer,3729.83
L034500,2026-07-12,CAM0102,CH01,Mid-Market,UK,Opportunity,2955.08
L034501,2026-08-25,CAM0224,CH06,Mid-Market,Singapore,MQL,804.51
L034502,2026-06-15,CAM0154,CH03,Enterprise,UK,Lead,1253.48
L034503,2026-06-26,CAM0103,CH06,SMB,Singapore,Opportunity,1538.38
L034504,2025-07-17,CAM0291,CH02,Mid-Market,Australia,Lead,624.64
L034505,2024-07-16,CAM0198,CH06,Mid-Market,Australia,SQL,940.95
L034506,2024-04-13,CAM0063,CH04,Enterprise,US,Lead,1466.35
L034507,2024-05-16,CAM0031,CH03,Mid-Market,Australia,SQL,1072.83
L034508,2025-02-17,CAM0299,CH02,SMB,Singapore,MQL,2026.52
L034509,2024-12-01,CAM0269,CH03,Mid-Market,Australia,Lead,1255.16
L034510,2026-01-04,CAM0193,CH06,SMB,US,SQL,2052.26
L034511,2025-05-07,CAM0076,CH04,Enterprise,Singapore,MQL,1032.72
L034512,2026-07-02,CAM0276,CH01,Mid-Market,Singapore,Lead,1547.98
L034513,2024-03-17,CAM0297,CH07,SMB,Australia,SQL,302.63
L034514,2026-01-04,CAM0244,CH03,SMB,US,Customer,2160.49
L034515,2025-05-24,CAM0140,CH07,SMB,Australia,MQL,1814.76
L034516,2024-12-21,CAM0265,CH02,Enterprise,UK,SQL,592.91
L034517,2024-07-16,CAM0051,CH03,Mid-Market,Australia,SQL,463.33
L034518,2026-04-30,CAM0112,CH06,Mid-Market,Singapore,MQL,1612.61
L034519,2025-09-12,CAM0291,CH02,Enterprise,Australia,Opportunity,1449.76
L034520,2024-10-18,CAM0230,CH02,SMB,Australia,Lead,989.97
L034521,2026-01-05,CAM0297,CH07,Enterprise,Australia,MQL,1908.52
L034522,2025-06-18,CAM0151,CH04,SMB,Germany,MQL,1590.88
L034523,2025-06-29,CAM0123,CH05,Mid-Market,US,MQL,911.68
L034524,2024-04-06,CAM0039,CH04,Enterprise,UK,Lead,609.84
L034525,2025-07-30,CAM0088,CH02,Enterprise,Australia,Opportunity,613.68
L034526,2026-07-02,CAM0016,CH02,Enterprise,UK,Lead,1635.85
L034527,2024-01-04,CAM0248,CH02,SMB,US,MQL,2330.25
L034528,2025-02-19,CAM0175,CH02,Mid-Market,UK,Customer,1872.74
L034529,2025-05-19,CAM0173,CH06,Enterprise,UK,SQL,3014.46
L034530,2026-06-25,CAM0025,CH03,Enterprise,Singapore,Lead,385.13
L034531,2025-04-01,CAM0239,CH05,SMB,Singapore,Customer,3620.43
L034532,2024-02-04,CAM0204,CH06,Enterprise,UK,Customer,1900.55
L034533,2024-09-10,CAM0009,CH02,SMB,Australia,Lead,1652.18
L034534,2024-01-14,CAM0070,CH02,Enterprise,US,MQL,1085.92
L034535,2026-08-12,CAM0062,CH03,Enterprise,Singapore,Customer,2887.7
L034536,2024-07-12,CAM0217,CH06,Enterprise,Australia,Opportunity,122.54
L034537,2026-07-18,CAM0203,CH05,Enterprise,Germany,SQL,411.71
L034538,2025-03-22,CAM0260,CH03,Mid-Market,Singapore,Lead,3210.52
L034539,2025-02-21,CAM0264,CH03,Enterprise,Singapore,SQL,2596.07
L034540,2025-05-17,CAM0257,CH07,Enterprise,Germany,SQL,1336.39
L034541,2026-07-31,CAM0281,CH05,Enterprise,Australia,Opportunity,617.08
L034542,2026-01-15,CAM0294,CH03,Mid-Market,Singapore,Lead,1020.4
L034543,2026-05-25,CAM0132,CH01,Mid-Market,Singapore,Opportunity,510.16
L034544,2025-03-24,CAM0009,CH02,SMB,Germany,SQL,4221.84
L034545,2025-04-21,CAM0106,CH07,Enterprise,UK,MQL,974.21
L034546,2025-07-17,CAM0267,CH02,Enterprise,Australia,Lead,1265.41
L034547,2025-08-24,CAM0167,CH05,SMB,Germany,SQL,45.48
L034548,2025-10-28,CAM0027,CH01,SMB,UK,SQL,584.69
L034549,2024-02-26,CAM0286,CH05,SMB,Singapore,Lead,779.01
L034550,2024-12-15,CAM0228,CH02,SMB,Singapore,SQL,375.37
L034551,2026-06-12,CAM0275,CH07,SMB,Germany,MQL,963.76
L034552,2024-08-23,CAM0045,CH06,Enterprise,Australia,Customer,2653.67
L034553,2024-06-23,CAM0004,CH07,Enterprise,Germany,MQL,701.0
L034554,2024-08-18,CAM0213,CH01,SMB,Germany,MQL,1727.71
L034555,2024-06-04,CAM0031,CH03,Enterprise,US,Lead,3173.92
L034556,2025-12-20,CAM0065,CH05,SMB,Germany,Lead,500.44
L034557,2024-01-23,CAM0147,CH02,Enterprise,UK,MQL,1270.32
L034558,2024-04-08,CAM0225,CH06,SMB,Singapore,Customer,2713.31
L034559,2025-07-29,CAM0131,CH06,SMB,Australia,MQL,621.47
L034560,2024-05-24,CAM0061,CH01,Mid-Market,UK,Lead,1571.8
L034561,2024-09-24,CAM0179,CH02,SMB,Australia,Customer,2024.13
L034562,2024-01-31,CAM0221,CH01,Mid-Market,Germany,Opportunity,2614.59
L034563,2024-08-27,CAM0282,CH03,Mid-Market,UK,MQL,566.25
L034564,2025-12-03,CAM0151,CH04,Enterprise,Germany,Lead,3968.05
L034565,2025-06-13,CAM0265,CH02,SMB,Germany,SQL,2075.82
L034566,2025-12-18,CAM0112,CH06,Mid-Market,Germany,MQL,2303.23
L034567,2025-11-29,CAM0063,CH04,Mid-Market,Germany,Lead,2100.8
L034568,2024-11-21,CAM0072,CH04,Enterprise,UK,MQL,1294.35
L034569,2025-01-23,CAM0076,CH04,SMB,Australia,Lead,2718.27
L034570,2024-02-26,CAM0249,CH01,SMB,Germany,Opportunity,701.14
L034571,2026-05-20,CAM0101,CH06,SMB,UK,SQL,1115.05
L034572,2024-08-29,CAM0245,CH05,SMB,US,SQL,641.12
L034573,2025-10-15,CAM0262,CH02,Mid-Market,Singapore,Opportunity,3366.85
L034574,2024-04-29,CAM0020,CH02,SMB,Singapore,SQL,1108.91
L034575,2025-12-01,CAM0114,CH05,Mid-Market,Australia,MQL,1988.28
L034576,2026-06-30,CAM0098,CH07,Enterprise,US,Lead,4349.75
L034577,2025-05-25,CAM0163,CH01,SMB,Singapore,MQL,237.22
L034578,2024-02-19,CAM0210,CH03,Enterprise,US,MQL,2696.07
L034579,2024-01-29,CAM0058,CH04,Enterprise,Australia,Lead,2268.93
L034580,2025-12-11,CAM0130,CH04,Mid-Market,Germany,SQL,387.92
L034581,2025-05-10,CAM0256,CH03,Enterprise,Australia,Opportunity,1306.59
L034582,2025-08-11,CAM0124,CH03,SMB,Singapore,Lead,1271.52
L034583,2025-11-09,CAM0149,CH01,Mid-Market,US,MQL,2501.93
L034584,2025-08-17,CAM0115,CH06,Mid-Market,Germany,Opportunity,507.44
L034585,2025-11-03,CAM0161,CH05,SMB,US,MQL,2721.88
L034586,2024-08-17,CAM0196,CH02,SMB,Germany,MQL,731.69
L034587,2025-04-01,CAM0231,CH05,Mid-Market,US,MQL,46.61
L034588,2024-03-01,CAM0059,CH01,Mid-Market,UK,Lead,2330.76
L034589,2025-06-07,CAM0059,CH01,Mid-Market,US,SQL,2641.26
L034590,2024-07-15,CAM0087,CH05,SMB,Australia,SQL,669.79
L034591,2026-06-06,CAM0005,CH02,Mid-Market,Australia,MQL,1906.21
L034592,2025-08-06,CAM0273,CH05,Enterprise,Germany,Lead,2317.31
L034593,2024-05-13,CAM0225,CH06,Enterprise,Singapore,Lead,835.17
L034594,2025-06-15,CAM0006,CH04,Mid-Market,UK,MQL,1942.97
L034595,2026-06-13,CAM0032,CH01,Mid-Market,UK,MQL,2813.32
L034596,2024-04-11,CAM0202,CH04,Mid-Market,UK,Customer,1241.88
