AdRowID,Date,CampaignID,ChannelID,Impressions,Clicks,SpendLocal,Currency
AD0062605,2024-07-23,CAM0300,CH01,97986,710,4499.15,EUR
AD0062606,2025-01-16,CAM0007,CH02,40418,1251,6897.6,USD
AD0062607,2025-06-27,CAM0169,CH05,134411,4412,34621.38,GBP
AD0062608,2024-11-10,CAM0286,CH05,78748,1995,7086.96,EUR
AD0062609,2026-02-26,CAM0280,CH01,72437,4288,24394.13,EUR
AD0062610,2024-12-27,CAM0166,CH02,15260,1226,5211.17,AUD
AD0062611,2025-10-31,CAM0240,CH03,136581,17898,61250.79,GBP
AD0062612,2025-07-30,CAM0203,CH05,106768,5495,35164.63,EUR
AD0062613,2026-04-11,CAM0078,CH04,100288,3846,18502.48,GBP
AD0062614,2025-07-05,CAM0114,CH05,102974,8348,64898.16,GBP
AD0062615,2024-10-25,CAM0226,CH03,43715,1698,6531.19,GBP
AD0062616,2026-03-06,CAM0114,CH05,95682,3512,23034.07,AUD
AD0062617,2025-06-22,CAM0076,CH04,55679,5081,39034.78,EUR
AD0062618,2024-06-22,CAM0228,CH02,86747,2697,18124.36,GBP
AD0062619,2024-03-26,CAM0033,CH01,143264,2343,8051.86,EUR
AD0062620,2024-04-30,CAM0186,CH05,26076,694,2021.47,USD
AD0062621,2024-07-06,CAM0175,CH02,81732,5048,16141.09,AUD
AD0062622,2025-12-13,CAM0101,CH06,67425,3894,29523.05,USD
AD0062623,2025-07-06,CAM0018,CH01,29054,1975,1570.68,GBP
AD0062624,2025-09-10,CAM0184,CH07,42770,1285,7753.01,AUD
AD0062625,2026-05-22,CAM0103,CH06,63875,1972,1771.37,GBP
AD0062626,2025-09-20,CAM0299,CH02,148438,3071,4360.45,USD
AD0062627,2025-06-07,CAM0296,CH03,59199,2640,13037.19,AUD
AD0062628,2024-03-13,CAM0182,CH04,28465,599,3569.7,AUD
AD0062629,2026-05-30,CAM0077,CH02,17940,698,4390.84,GBP
AD0062630,2025-11-25,CAM0202,CH04,107168,6429,39821.33,EUR
AD0062631,2025-06-30,CAM0157,CH02,27139,4070,23432.61,USD
AD0062632,2025-07-27,CAM0233,CH04,15542,277,2150.77,EUR
AD0062633,2024-02-14,CAM0141,CH03,102272,2509,19200.27,USD
AD0062634,2025-05-20,CAM0028,CH01,6989,1048,7449.56,USD
AD0062635,2026-03-29,CAM0115,CH06,118685,9108,17691.81,EUR
AD0062636,2026-04-03,CAM0300,CH01,2095,146,958.47,USD
AD0062637,2024-03-29,CAM0144,CH02,111915,4021,31282.2,GBP
AD0062638,2024-04-06,CAM0147,CH02,141925,6608,11692.12,USD
AD0062639,2026-05-04,CAM0284,CH04,118187,10479,20534.03,GBP
AD0062640,2025-08-12,CAM0042,CH02,130532,4629,36128.92,GBP
AD0062641,2025-07-17,CAM0062,CH03,31475,2607,17835.23,AUD
AD0062642,2025-07-04,CAM0041,CH04,13003,1672,10030.07,GBP
AD0062643,2025-05-01,CAM0168,CH02,4614,279,1487.62,USD
AD0062644,2024-08-11,CAM0123,CH05,105490,6260,37959.0,EUR
AD0062645,2024-05-21,CAM0267,CH02,63079,761,4868.23,GBP
AD0062646,2026-04-06,CAM0265,CH02,127664,1303,4399.16,AUD
AD0062647,2024-05-23,CAM0209,CH03,120737,4568,6074.18,EUR
AD0062648,2025-10-20,CAM0139,CH06,124182,1286,7040.08,GBP
AD0062649,2025-10-09,CAM0204,CH06,65597,1161,8819.41,GBP
AD0062650,2026-05-22,CAM0136,CH07,108896,1195,7430.67,GBP
AD0062651,2024-04-05,CAM0073,CH05,97615,2088,13499.0,EUR
AD0062652,2026-08-29,CAM0067,CH07,141761,7390,43003.52,EUR
AD0062653,2024-02-21,CAM0058,CH04,78164,4640,22695.75,AUD
AD0062654,2024-02-22,CAM0120,CH06,40782,890,6997.47,EUR
AD0062655,2025-10-29,CAM0137,CH02,1184,82,97.96,USD
AD0062656,2026-04-13,CAM0181,CH01,55981,1140,8148.41,EUR
AD0062657,2024-08-18,CAM0184,CH07,29572,2909,19435.68,GBP
AD0062658,2025-07-25,CAM0209,CH03,99959,6259,43929.96,GBP
AD0062659,2026-02-26,CAM0049,CH02,24537,1561,9106.73,AUD
AD0062660,2025-05-21,CAM0252,CH07,40663,1079,1577.36,AUD
AD0062661,2026-08-18,CAM0233,CH04,21918,84,567.6,AUD
AD0062662,2026-04-23,CAM0191,CH02,51147,584,1254.03,GBP
AD0062663,2026-03-25,CAM0119,CH03,17850,362,1576.68,GBP
AD0062664,2025-06-05,CAM0198,CH06,48798,2261,11863.03,EUR
AD0062665,2024-02-22,CAM0062,CH03,11736,709,2328.92,AUD
AD0062666,2026-05-03,CAM0092,CH02,30888,3711,17467.0,EUR
AD0062667,2025-11-12,CAM0102,CH01,75869,2203,8835.32,EUR
AD0062668,2025-08-24,CAM0197,CH04,38567,706,3717.11,AUD
AD0062669,2026-07-21,CAM0009,CH02,17756,1526,8526.53,GBP
AD0062670,2025-05-26,CAM0256,CH03,99435,14172,110938.32,USD
AD0062671,2024-11-14,CAM0160,CH04,125995,1765,13048.37,EUR
AD0062672,2024-12-09,CAM0071,CH04,49189,197,314.26,GBP
AD0062673,2025-05-17,CAM0170,CH02,68919,4339,4970.5,AUD
AD0062674,2025-05-31,CAM0298,CH06,13460,319,1619.5,GBP
AD0062675,2025-11-07,CAM0205,CH02,33034,1518,7032.18,EUR
AD0062676,2026-05-27,CAM0029,CH03,103882,1137,7813.0,GBP
AD0062677,2026-06-27,CAM0153,CH06,87489,306,254.72,EUR
AD0062678,2026-03-24,CAM0267,CH02,146397,5011,36937.12,GBP
AD0062679,2024-01-14,CAM0249,CH01,84829,1742,2303.09,EUR
AD0062680,2025-03-16,CAM0151,CH04,80924,4256,9220.09,AUD
AD0062681,2025-11-22,CAM0188,CH01,147615,3505,8711.07,EUR
AD0062682,2025-10-22,CAM0060,CH05,12970,389,1661.86,GBP
AD0062683,2026-08-17,CAM0112,CH06,66100,1051,3125.44,AUD
AD0062684,2024-07-07,CAM0180,CH02,103577,4106,28001.27,EUR
AD0062685,2026-06-19,CAM0121,CH02,137835,9733,40786.11,USD
AD0062686,2025-08-22,CAM0231,CH05,116327,1168,6403.33,EUR
AD0062687,2025-02-02,CAM0268,CH02,96090,5714,27748.0,USD
AD0062688,2025-09-29,CAM0010,CH04,144751,2537,5543.39,USD
AD0062689,2025-10-15,CAM0051,CH03,58338,3797,20919.71,USD
AD0062690,2024-10-12,CAM0272,CH06,21397,1200,2438.19,EUR
AD0062691,2024-09-29,CAM0179,CH02,55892,2219,10888.33,USD
AD0062692,2024-11-18,CAM0151,CH04,142568,8656,42537.75,GBP
AD0062693,2026-02-08,CAM0078,CH04,32958,654,3063.19,USD
AD0062694,2024-08-10,CAM0004,CH07,87941,922,5568.87,EUR
AD0062695,2024-11-25,CAM0116,CH02,88071,4013,20270.32,EUR
AD0062696,2024-03-13,CAM0058,CH04,37796,1792,8335.77,AUD
AD0062697,2026-08-09,CAM0065,CH05,97485,4943,28757.63,GBP
AD0062698,2025-01-30,CAM0187,CH03,47234,616,4255.37,GBP
AD0062699,2024-12-04,CAM0013,CH03,87363,13104,97383.51,USD
AD0062700,2025-01-30,CAM0047,CH07,113517,6483,9402.65,GBP
AD0062701,2026-02-07,CAM0045,CH06,139799,15672,71376.89,EUR
AD0062702,2025-04-01,CAM0255,CH03,115131,6683,19597.59,USD
AD0062703,2026-04-07,CAM0008,CH02,111319,2252,14023.44,USD
AD0062704,2026-03-08,CAM0158,CH05,75539,2276,9834.31,AUD
AD0062705,2025-03-30,CAM0001,CH04,51841,3051,21654.28,EUR
AD0062706,2024-09-02,CAM0041,CH04,142944,3664,3460.09,EUR
AD0062707,2024-08-09,CAM0173,CH06,128274,5093,37370.37,AUD
AD0062708,2025-10-26,CAM0102,CH01,123512,9009,59545.24,GBP
AD0062709,2025-06-11,CAM0039,CH04,79061,4828,9462.87,EUR
AD0062710,2024-08-25,CAM0094,CH01,47788,973,5407.11,USD
AD0062711,2025-01-27,CAM0203,CH05,148570,21065,42503.04,EUR
AD0062712,2024-02-24,CAM0217,CH06,125391,3009,3782.04,USD
AD0062713,2024-05-30,CAM0049,CH02,102813,8505,40536.77,EUR
AD0062714,2025-04-10,CAM0070,CH02,129521,8091,44672.67,USD
AD0062715,2024-06-01,CAM0198,CH06,119793,1198,8051.12,GBP
AD0062716,2024-03-25,CAM0010,CH04,94190,5133,40346.45,GBP
AD0062717,2026-07-13,CAM0256,CH03,51121,4550,19308.86,USD
AD0062718,2026-05-05,CAM0192,CH05,143433,2116,7463.69,USD
AD0062719,2024-08-19,CAM0057,CH04,15220,561,1239.67,USD
AD0062720,2024-10-13,CAM0193,CH06,105315,4960,33264.86,AUD
AD0062721,2024-05-05,CAM0205,CH02,74177,4280,21820.43,AUD
AD0062722,2026-07-18,CAM0046,CH03,130465,2876,8892.06,GBP
AD0062723,2024-10-28,CAM0091,CH06,123740,3100,11556.45,AUD
AD0062724,2024-09-03,CAM0037,CH01,17591,453,1539.34,USD
AD0062725,2024-04-06,CAM0269,CH03,100455,8621,18608.49,GBP
AD0062726,2026-04-27,CAM0058,CH04,94675,2168,13242.56,AUD
AD0062727,2024-04-15,CAM0144,CH02,43072,1645,975.64,AUD
AD0062728,2024-06-19,CAM0120,CH06,83629,1665,884.04,GBP
AD0062729,2025-05-15,CAM0164,CH03,81466,523,345.78,EUR
AD0062730,2024-02-25,CAM0109,CH04,82357,2065,1658.38,EUR
AD0062731,2026-01-18,CAM0188,CH01,19832,155,792.43,GBP
AD0062732,2024-09-17,CAM0157,CH02,67204,1107,5182.96,AUD
AD0062733,2025-09-20,CAM0011,CH01,136841,9459,21526.56,USD
AD0062734,2025-11-15,CAM0029,CH03,99207,3291,16471.24,AUD
AD0062735,2026-05-27,CAM0079,CH07,112794,1589,3145.28,EUR
AD0062736,2026-06-04,CAM0013,CH03,60495,345,2233.7,USD
AD0062737,2025-08-09,CAM0289,CH03,74888,322,2536.96,GBP
AD0062738,2026-02-21,CAM0277,CH06,7245,578,2608.15,USD
AD0062739,2025-10-26,CAM0267,CH02,42986,1552,9432.09,USD
AD0062740,2025-01-30,CAM0213,CH01,116290,3205,20609.62,GBP
AD0062741,2024-06-26,CAM0223,CH05,101721,6396,18825.56,AUD
AD0062742,2024-09-06,CAM0107,CH01,126711,9439,67176.33,USD
AD0062743,2025-10-31,CAM0078,CH04,18029,1713,7033.11,GBP
AD0062744,2024-02-15,CAM0248,CH02,18933,404,2791.47,EUR
AD0062745,2025-03-16,CAM0096,CH02,44904,476,3055.04,AUD
AD0062746,2024-07-05,CAM0200,CH07,21363,856,5233.51,USD
AD0062747,2026-05-03,CAM0053,CH04,78127,5052,31722.3,USD
AD0062748,2025-10-05,CAM0007,CH02,9563,382,2245.11,USD
AD0062749,2024-12-17,CAM0178,CH03,112262,9955,44105.82,EUR
AD0062750,2024-07-31,CAM0140,CH07,7256,514,2599.19,USD
AD0062751,2024-04-08,CAM0203,CH05,102939,1577,5662.47,EUR
AD0062752,2024-06-07,CAM0240,CH03,25348,3056,5364.53,EUR
AD0062753,2026-05-27,CAM0248,CH02,10585,166,230.84,GBP
AD0062754,2024-12-03,CAM0286,CH05,91158,833,5334.77,USD
AD0062755,2024-03-11,CAM0112,CH06,72787,959,5207.16,USD
AD0062756,2025-08-03,CAM0134,CH04,89189,4653,14797.58,AUD
AD0062757,2025-04-12,CAM0175,CH02,67045,2702,7648.74,AUD
AD0062758,2026-06-02,CAM0291,CH02,63647,1070,6107.64,GBP
AD0062759,2026-05-06,CAM0257,CH07,84092,3600,21995.68,AUD
AD0062760,2025-12-21,CAM0285,CH06,29138,596,2410.54,USD
AD0062761,2025-08-16,CAM0213,CH01,105401,711,968.11,GBP
AD0062762,2024-02-16,CAM0001,CH04,58270,3407,12538.29,USD
AD0062763,2025-07-28,CAM0287,CH05,143617,254,1279.92,EUR
AD0062764,2026-03-29,CAM0095,CH07,82598,666,1722.87,GBP
AD0062765,2025-01-26,CAM0143,CH01,126142,1363,9361.05,EUR
AD0062766,2025-09-05,CAM0229,CH02,118463,3043,11154.92,EUR
AD0062767,2025-07-27,CAM0191,CH02,72606,3492,27119.56,GBP
AD0062768,2024-09-13,CAM0281,CH05,126394,3449,19606.57,AUD
AD0062769,2024-07-02,CAM0258,CH05,118267,1888,4660.44,AUD
AD0062770,2025-07-03,CAM0018,CH01,135249,6978,34290.33,GBP
AD0062771,2024-11-29,CAM0006,CH04,5095,274,369.29,GBP
AD0062772,2026-05-12,CAM0200,CH07,95675,2369,7656.64,AUD
AD0062773,2026-03-10,CAM0176,CH05,100996,1706,5055.27,USD
AD0062774,2025-06-23,CAM0293,CH05,148464,7290,56874.81,GBP
AD0062775,2025-10-06,CAM0277,CH06,14132,1109,6203.92,USD
AD0062776,2024-11-09,CAM0001,CH04,99987,1265,8033.51,EUR
AD0062777,2026-07-12,CAM0012,CH07,26369,1722,8122.59,AUD
AD0062778,2026-07-16,CAM0048,CH06,24378,2894,20399.32,AUD
AD0062779,2024-09-16,CAM0078,CH04,137907,2889,4570.5,AUD
AD0062780,2026-06-28,CAM0263,CH04,18876,1536,10143.87,EUR
AD0062781,2024-03-08,CAM0249,CH01,45636,3157,17247.14,GBP
AD0062782,2024-12-03,CAM0297,CH07,117030,1854,14309.28,EUR
AD0062783,2024-07-28,CAM0057,CH04,94883,3151,8463.5,AUD
AD0062784,2026-03-14,CAM0049,CH02,17777,364,2736.75,GBP
AD0062785,2024-03-08,CAM0085,CH01,104549,3147,18749.19,AUD
AD0062786,2025-05-15,CAM0051,CH03,52923,3849,19040.13,AUD
AD0062787,2025-03-25,CAM0213,CH01,77833,1317,7275.76,USD
AD0062788,2024-09-28,CAM0006,CH04,140151,1403,6585.45,EUR
AD0062789,2025-03-26,CAM0119,CH03,54182,4159,10156.14,USD
AD0062790,2024-06-26,CAM0132,CH01,96217,453,2467.64,USD
AD0062791,2024-02-02,CAM0070,CH02,26414,2358,16255.47,AUD
AD0062792,2024-03-05,CAM0094,CH01,115047,9557,72159.73,AUD
AD0062793,2025-06-09,CAM0097,CH06,33761,716,758.51,USD
AD0062794,2024-06-20,CAM0169,CH05,84395,7316,15645.09,EUR
AD0062795,2025-03-07,CAM0145,CH07,90973,1754,4665.61,AUD
AD0062796,2024-12-12,CAM0271,CH02,80773,1035,7354.66,EUR
AD0062797,2025-08-03,CAM0278,CH06,147021,3257,16207.57,EUR
AD0062798,2024-03-23,CAM0003,CH07,26903,627,1204.73,USD
AD0062799,2024-07-05,CAM0120,CH06,84206,2175,8727.17,USD
AD0062800,2025-03-07,CAM0137,CH02,128623,3257,1658.75,AUD
AD0062801,2025-06-19,CAM0181,CH01,126760,1826,12077.74,USD
AD0062802,2025-11-29,CAM0018,CH01,70819,3053,9840.35,USD
AD0062803,2026-02-10,CAM0074,CH04,5544,245,484.33,GBP
AD0062804,2024-09-13,CAM0186,CH05,139764,5937,12967.7,USD
AD0062805,2025-06-15,CAM0080,CH07,105316,323,2277.61,EUR
AD0062806,2025-03-17,CAM0125,CH01,18148,782,2637.17,AUD
AD0062807,2024-01-30,CAM0268,CH02,146467,3237,19910.5,AUD
AD0062808,2024-08-14,CAM0135,CH07,105980,5975,8116.37,EUR
AD0062809,2025-02-01,CAM0135,CH07,12457,462,1207.94,GBP
AD0062810,2025-01-02,CAM0288,CH03,35041,385,1863.91,USD
AD0062811,2024-06-11,CAM0160,CH04,40970,313,1976.36,USD
AD0062812,2025-03-10,CAM0136,CH07,7110,643,5074.93,GBP
AD0062813,2025-08-30,CAM0295,CH06,32872,905,896.89,AUD
AD0062814,2024-08-31,CAM0116,CH02,145802,3616,5249.77,GBP
AD0062815,2025-02-16,CAM0139,CH06,136036,8922,7847.89,GBP
AD0062816,2024-07-19,CAM0118,CH07,101229,4531,12880.66,AUD
AD0062817,2025-11-13,CAM0224,CH06,103184,8922,14171.04,AUD
AD0062818,2025-08-10,CAM0075,CH05,16761,1148,1033.84,GBP
AD0062819,2025-09-14,CAM0078,CH04,32345,2005,3429.2,GBP
AD0062820,2024-11-23,CAM0022,CH04,14057,1302,7985.08,AUD
AD0062821,2025-12-17,CAM0010,CH04,16770,2481,10368.01,EUR
AD0062822,2025-10-19,CAM0197,CH04,3609,154,861.98,AUD
AD0062823,2024-12-10,CAM0274,CH01,60521,5028,14637.24,EUR
AD0062824,2026-06-05,CAM0188,CH01,138941,6659,40116.88,USD
AD0062825,2025-07-24,CAM0021,CH01,79344,1468,8002.51,USD
AD0062826,2025-12-01,CAM0058,CH04,31390,758,3781.21,AUD
AD0062827,2024-05-17,CAM0224,CH06,110253,5866,23196.69,GBP
AD0062828,2024-04-29,CAM0270,CH07,56166,7234,5239.94,GBP
AD0062829,2024-06-02,CAM0280,CH01,97260,6108,6515.44,GBP
AD0062830,2025-12-25,CAM0207,CH07,45393,768,1962.26,USD
AD0062831,2024-02-07,CAM0115,CH06,138639,9635,69934.43,GBP
AD0062832,2026-06-15,CAM0131,CH06,77076,4502,28216.84,GBP
AD0062833,2024-07-26,CAM0228,CH02,103352,2899,4488.12,AUD
AD0062834,2024-08-08,CAM0208,CH06,95128,3479,10349.97,GBP
AD0062835,2026-05-01,CAM0096,CH02,60191,4194,20223.14,EUR
AD0062836,2024-03-10,CAM0273,CH05,62118,2330,5875.19,EUR
AD0062837,2024-03-24,CAM0217,CH06,26476,1319,9120.53,USD
AD0062838,2026-05-13,CAM0286,CH05,100353,270,512.72,AUD
AD0062839,2024-12-25,CAM0260,CH03,104487,3091,24344.77,EUR
AD0062840,2024-03-08,CAM0103,CH06,76073,2614,17938.46,GBP
AD0062841,2024-08-12,CAM0175,CH02,81911,4720,9861.65,GBP
AD0062842,2025-10-07,CAM0166,CH02,55141,1983,15363.56,AUD
AD0062843,2025-03-08,CAM0114,CH05,93688,8158,54501.71,USD
AD0062844,2025-12-24,CAM0036,CH02,123634,4147,9198.99,AUD
AD0062845,2024-07-07,CAM0059,CH01,68809,2722,20542.76,GBP
AD0062846,2024-03-31,CAM0226,CH03,16006,602,3231.69,EUR
AD0062847,2026-08-21,CAM0141,CH03,22588,1363,4259.08,GBP
AD0062848,2026-08-28,CAM0153,CH06,43227,1195,4765.76,EUR
AD0062849,2024-07-18,CAM0166,CH02,78044,1366,6935.81,GBP
AD0062850,2026-04-24,CAM0057,CH04,58249,702,3019.96,AUD
AD0062851,2024-02-15,CAM0152,CH03,82155,1656,5365.59,GBP
AD0062852,2025-12-15,CAM0297,CH07,35127,1799,3821.75,AUD
AD0062853,2025-10-24,CAM0095,CH07,94124,3661,22260.6,GBP
AD0062854,2025-05-02,CAM0032,CH01,96156,4656,16077.85,AUD
AD0062855,2024-05-24,CAM0285,CH06,48362,558,3978.14,GBP
AD0062856,2024-09-29,CAM0244,CH03,53175,2745,1979.14,AUD
AD0062857,2024-12-11,CAM0286,CH05,51147,654,4706.08,AUD
AD0062858,2026-02-22,CAM0127,CH07,102696,6104,18201.14,EUR
AD0062859,2026-07-18,CAM0128,CH05,16209,750,3923.73,EUR
AD0062860,2025-05-19,CAM0046,CH03,80441,2925,7041.95,USD
AD0062861,2024-10-22,CAM0028,CH01,144864,4927,14747.6,GBP
AD0062862,2025-09-21,CAM0098,CH07,64520,1208,6946.81,GBP
AD0062863,2024-05-24,CAM0054,CH01,136794,2301,3567.01,USD
AD0062864,2026-01-12,CAM0127,CH07,82933,3251,16210.41,EUR
AD0062865,2026-08-22,CAM0023,CH02,124130,5253,33476.43,GBP
AD0062866,2026-03-19,CAM0208,CH06,149692,8333,31447.47,AUD
AD0062867,2024-06-06,CAM0113,CH04,71960,1556,11868.67,EUR
AD0062868,2026-05-11,CAM0040,CH02,133282,2091,1250.99,GBP
AD0062869,2026-07-21,CAM0178,CH03,6889,198,1383.15,AUD
AD0062870,2024-04-13,CAM0258,CH05,46766,2580,7877.69,EUR
AD0062871,2024-08-23,CAM0285,CH06,20408,1388,4265.51,GBP
AD0062872,2026-07-25,CAM0042,CH02,19213,1395,3961.04,USD
AD0062873,2026-02-21,CAM0059,CH01,54400,2329,7518.07,USD
AD0062874,2026-02-13,CAM0167,CH05,73025,826,1379.34,EUR
AD0062875,2026-07-09,CAM0256,CH03,108044,4831,34459.18,GBP
AD0062876,2025-05-20,CAM0225,CH06,52749,1789,999.23,GBP
AD0062877,2025-08-04,CAM0124,CH03,49896,1299,9355.84,USD
AD0062878,2024-01-17,CAM0131,CH06,143621,21543,10892.72,USD
AD0062879,2025-07-04,CAM0263,CH04,147453,5342,8012.86,USD
AD0062880,2026-03-24,CAM0136,CH07,47143,651,1304.92,USD
AD0062881,2026-02-19,CAM0223,CH05,70503,2897,11808.97,AUD
AD0062882,2025-11-05,CAM0156,CH07,77661,1769,4888.23,GBP
AD0062883,2024-12-04,CAM0045,CH06,135463,2141,13207.02,GBP
AD0062884,2025-12-01,CAM0189,CH03,5213,68,321.1,EUR
AD0062885,2026-01-28,CAM0244,CH03,25140,1746,3066.84,USD
AD0062886,2025-04-11,CAM0300,CH01,39406,1797,912.05,GBP
AD0062887,2026-05-30,CAM0148,CH04,115111,2478,12310.27,EUR
AD0062888,2026-05-18,CAM0112,CH06,103974,9907,77874.28,GBP
AD0062889,2026-06-24,CAM0083,CH05,53645,2796,18088.96,USD
AD0062890,2025-01-20,CAM0186,CH05,64505,5037,21166.32,AUD
AD0062891,2024-09-19,CAM0161,CH05,28260,1465,8292.09,USD
AD0062892,2026-03-22,CAM0140,CH07,63917,1205,7329.65,GBP
AD0062893,2024-03-06,CAM0174,CH02,52360,1856,6258.14,USD
AD0062894,2024-04-22,CAM0195,CH04,31475,880,2421.08,GBP
AD0062895,2025-09-19,CAM0072,CH04,48443,1334,1271.72,USD
AD0062896,2025-03-09,CAM0272,CH06,87459,1172,2575.93,AUD
AD0062897,2024-09-19,CAM0224,CH06,47113,2953,9773.92,GBP
AD0062898,2025-12-07,CAM0268,CH02,109290,4667,28874.69,USD
AD0062899,2024-02-03,CAM0269,CH03,12131,421,3329.0,AUD
AD0062900,2025-11-02,CAM0171,CH03,99073,6827,36214.08,GBP
AD0062901,2026-08-09,CAM0265,CH02,74647,1083,2798.8,USD
AD0062902,2026-08-27,CAM0179,CH02,32016,1353,2253.48,USD
AD0062903,2025-03-28,CAM0115,CH06,11378,188,1429.76,USD
AD0062904,2025-09-14,CAM0153,CH06,10346,474,1371.99,EUR
AD0062905,2025-10-19,CAM0066,CH04,149875,9454,22202.19,EUR
AD0062906,2025-02-15,CAM0223,CH05,72701,3748,8083.87,EUR
AD0062907,2026-08-17,CAM0135,CH07,71444,7794,9291.86,GBP
AD0062908,2025-06-21,CAM0246,CH01,28842,2964,13722.06,AUD
AD0062909,2024-05-14,CAM0195,CH04,55535,2011,3521.58,EUR
AD0062910,2024-12-23,CAM0093,CH07,146634,6631,37901.71,AUD
AD0062911,2026-05-13,CAM0047,CH07,65806,2491,9960.21,EUR
AD0062912,2025-09-01,CAM0246,CH01,124737,3852,27976.53,USD
AD0062913,2024-06-23,CAM0069,CH04,765,16,37.97,EUR
AD0062914,2025-04-29,CAM0238,CH02,49775,1086,6775.27,GBP
AD0062915,2025-08-26,CAM0124,CH03,123103,4907,22461.65,EUR
AD0062916,2026-05-16,CAM0279,CH07,62532,4104,23034.16,AUD
AD0062917,2026-04-26,CAM0055,CH01,36558,552,4355.89,AUD
AD0062918,2026-05-08,CAM0214,CH03,34707,1698,1261.74,GBP
AD0062919,2026-07-25,CAM0262,CH02,130203,5673,19892.06,EUR
AD0062920,2024-11-09,CAM0176,CH05,113894,7469,13181.19,EUR
AD0062921,2024-05-22,CAM0152,CH03,130571,6152,33921.54,USD
AD0062922,2025-05-20,CAM0025,CH03,57687,341,1915.41,USD
AD0062923,2024-04-12,CAM0235,CH02,70688,2279,5006.09,GBP
AD0062924,2024-06-20,CAM0249,CH01,57974,1786,2398.01,AUD
AD0062925,2025-11-11,CAM0299,CH02,54186,2637,9601.37,EUR
AD0062926,2025-05-15,CAM0199,CH04,127233,3112,4809.11,EUR
AD0062927,2025-09-26,CAM0264,CH03,57447,2005,4577.19,AUD
AD0062928,2026-01-21,CAM0119,CH03,70453,3793,11725.42,AUD
AD0062929,2024-01-21,CAM0157,CH02,94732,5087,36037.78,AUD
AD0062930,2025-07-30,CAM0162,CH07,71541,4374,22571.22,AUD
AD0062931,2025-06-03,CAM0034,CH01,124933,5161,14608.92,GBP
AD0062932,2026-07-10,CAM0065,CH05,143835,6186,49132.54,EUR
AD0062933,2024-01-02,CAM0020,CH02,149108,2866,7549.31,GBP
AD0062934,2026-01-29,CAM0218,CH07,83648,1434,8116.04,USD
AD0062935,2024-08-06,CAM0110,CH02,58360,903,3717.04,AUD
AD0062936,2025-09-14,CAM0104,CH06,142025,7364,6423.85,AUD
AD0062937,2025-03-31,CAM0030,CH06,72458,7582,35861.36,EUR
AD0062938,2025-05-11,CAM0205,CH02,27408,1632,5006.56,GBP
AD0062939,2024-08-17,CAM0223,CH05,101023,8057,10008.88,USD
AD0062940,2026-08-11,CAM0254,CH01,141443,5943,8010.36,GBP
AD0062941,2025-04-03,CAM0260,CH03,35720,1296,8795.35,AUD
AD0062942,2024-05-06,CAM0208,CH06,19399,996,1250.37,USD
AD0062943,2026-07-25,CAM0259,CH06,38077,722,2256.84,AUD
AD0062944,2024-03-03,CAM0274,CH01,36739,1540,5734.41,EUR
AD0062945,2024-05-22,CAM0002,CH06,68752,2575,12278.04,GBP
AD0062946,2024-10-22,CAM0267,CH02,145653,7519,19235.85,GBP
AD0062947,2024-06-07,CAM0232,CH06,32501,399,973.71,GBP
AD0062948,2025-07-24,CAM0040,CH02,130849,3864,8606.96,GBP
AD0062949,2024-10-11,CAM0170,CH02,8039,198,1043.31,AUD
AD0062950,2025-11-17,CAM0168,CH02,136451,13934,8465.89,GBP
AD0062951,2026-03-09,CAM0292,CH02,149109,11953,14980.52,USD
AD0062952,2025-07-29,CAM0276,CH01,37855,1118,5462.58,AUD
AD0062953,2025-12-15,CAM0067,CH07,92568,8131,59068.05,AUD
AD0062954,2024-08-04,CAM0300,CH01,70282,5079,10918.03,GBP
AD0062955,2025-08-26,CAM0069,CH04,91335,5672,31462.33,USD
AD0062956,2026-04-29,CAM0077,CH02,1457,25,199.18,USD
AD0062957,2024-06-11,CAM0036,CH02,95986,2981,20163.33,AUD
AD0062958,2024-01-26,CAM0122,CH02,7033,461,3652.66,GBP
AD0062959,2025-04-12,CAM0128,CH05,71818,4364,32960.67,AUD
AD0062960,2026-05-12,CAM0231,CH05,102662,4178,13390.18,AUD
AD0062961,2026-02-20,CAM0255,CH03,109299,1848,6744.1,GBP
AD0062962,2024-09-04,CAM0236,CH07,149565,8983,41765.91,AUD
AD0062963,2024-04-22,CAM0257,CH07,53135,550,844.01,AUD
AD0062964,2025-03-26,CAM0263,CH04,79989,1346,6378.34,EUR
AD0062965,2025-09-25,CAM0096,CH02,72023,1774,12651.52,AUD
AD0062966,2024-10-15,CAM0086,CH07,114835,2076,5785.87,GBP
AD0062967,2024-09-08,CAM0274,CH01,76318,891,2907.15,GBP
AD0062968,2026-01-08,CAM0090,CH02,39548,790,6206.64,AUD
AD0062969,2024-07-09,CAM0183,CH07,104896,5674,41376.52,USD
AD0062970,2025-08-20,CAM0058,CH04,20781,906,1103.12,AUD
AD0062971,2025-11-24,CAM0294,CH03,35894,2851,22738.09,GBP
AD0062972,2026-06-15,CAM0130,CH04,43794,2040,5562.86,AUD
AD0062973,2025-05-31,CAM0186,CH05,149980,3247,8813.22,GBP
AD0062974,2024-07-25,CAM0141,CH03,7018,360,200.71,GBP
AD0062975,2025-10-13,CAM0146,CH01,66894,4295,4376.93,USD
AD0062976,2024-03-10,CAM0286,CH05,6293,472,3758.13,USD
