RevenueID,OpportunityID,LeadID,RevenueDate,RevenueAmount
REV005486,OP009336,L041647,2025-11-04,5216.79
REV005487,OP009337,L041650,2025-01-14,1679.54
REV005488,OP009338,L041651,2024-11-21,2120.18
REV005489,OP009339,L041654,2026-09-14,3394.79
REV005490,OP009340,L041655,2026-04-19,4920.47
REV005491,OP009343,L041660,2025-06-25,882.18
REV005492,OP009344,L041662,2025-03-04,4927.06
REV005493,OP009349,L041680,2024-06-04,5809.8
REV005494,OP009354,L041709,2025-01-09,4308.01
REV005495,OP009359,L041730,2024-10-30,5714.63
REV005496,OP009360,L041744,2025-11-07,2837.42
REV005497,OP009361,L041747,2024-03-18,2121.13
REV005498,OP009362,L041748,2025-05-10,994.79
REV005499,OP009363,L041749,2025-01-07,5342.1
REV005500,OP009364,L041750,2025-02-16,7196.49
REV005501,OP009367,L041756,2025-11-20,4499.46
REV005502,OP009370,L041772,2024-03-15,1197.49
REV005503,OP009372,L041781,2026-04-27,1680.36
REV005504,OP009373,L041784,2024-10-19,1471.59
REV005505,OP009378,L041808,2024-03-18,1065.32
REV005506,OP009381,L041842,2026-01-24,3665.39
REV005507,OP009382,L041845,2024-09-21,1844.19
REV005508,OP009384,L041855,2025-05-04,2623.04
REV005509,OP009385,L041857,2026-09-07,2716.16
REV005510,OP009388,L041862,2026-09-22,2277.15
REV005511,OP009392,L041875,2026-02-03,1370.62
REV005512,OP009393,L041876,2026-07-04,2014.84
REV005513,OP009396,L041898,2024-11-03,4633.13
REV005514,OP009397,L041903,2024-10-30,4277.85
REV005515,OP009402,L041916,2026-07-28,1292.14
REV005516,OP009403,L041918,2026-03-13,2187.92
REV005517,OP009404,L041931,2025-01-02,847.4
REV005518,OP009408,L041943,2026-08-22,1836.96
REV005519,OP009410,L041951,2025-08-11,2914.6
REV005520,OP009411,L041954,2024-07-01,4970.47
REV005521,OP009412,L041957,2025-06-12,927.49
REV005522,OP009413,L041958,2026-05-25,7723.52
REV005523,OP009414,L041961,2026-10-04,2073.74
REV005524,OP009416,L041967,2024-03-17,2637.47
REV005525,OP009419,L041978,2026-05-03,4614.98
REV005526,OP009420,L041979,2025-12-28,1980.11
REV005527,OP009421,L041984,2024-04-01,8457.07
REV005528,OP009422,L041994,2024-10-30,1028.71
REV005529,OP009424,L042000,2025-11-17,5855.81
REV005530,OP009429,L042031,2026-01-23,8196.86
REV005531,OP009430,L042035,2024-11-09,591.25
REV005532,OP009432,L042038,2024-06-02,4659.14
REV005533,OP009434,L042046,2025-11-21,3281.19
REV005534,OP009435,L042054,2026-03-25,1198.53
REV005535,OP009437,L042060,2024-03-02,1789.7
REV005536,OP009439,L042063,2025-12-06,10696.21
REV005537,OP009440,L042066,2024-04-07,1559.86
REV005538,OP009441,L042069,2024-12-25,2066.26
REV005539,OP009442,L042071,2025-08-13,9558.8
REV005540,OP009443,L042075,2025-02-26,2919.42
REV005541,OP009444,L042091,2025-10-29,3730.93
REV005542,OP009445,L042094,2024-02-05,4219.57
REV005543,OP009446,L042095,2025-04-17,1269.6
REV005544,OP009447,L042103,2026-06-22,4078.88
REV005545,OP009448,L042104,2026-07-27,11717.97
REV005546,OP009449,L042105,2024-04-07,3553.27
REV005547,OP009450,L042109,2024-05-25,10008.81
REV005548,OP009452,L042119,2024-11-29,4209.84
REV005549,OP009455,L042136,2024-06-26,5946.53
REV005550,OP009457,L042142,2026-05-13,784.95
REV005551,OP009458,L042146,2025-12-28,988.42
REV005552,OP009459,L042151,2024-10-28,339.69
REV005553,OP009460,L042159,2025-01-21,18378.89
REV005554,OP009462,L042181,2026-08-29,6249.62
REV005555,OP009463,L042183,2025-10-03,3032.44
REV005556,OP009464,L042197,2026-05-22,17861.58
REV005557,OP009465,L042205,2024-06-22,2369.75
REV005558,OP009466,L042212,2025-12-06,10652.6
REV005559,OP009467,L042217,2024-06-11,3060.82
REV005560,OP009470,L042222,2025-12-07,7148.4
REV005561,OP009471,L042225,2025-01-17,1752.19
REV005562,OP009472,L042227,2025-04-21,250.0
REV005563,OP009475,L042232,2025-10-29,757.41
REV005564,OP009476,L042233,2025-07-06,339.51
REV005565,OP009477,L042246,2026-05-12,3110.82
REV005566,OP009478,L042251,2024-10-02,883.15
REV005567,OP009479,L042252,2025-06-25,1212.82
REV005568,OP009481,L042259,2024-04-09,747.3
REV005569,OP009482,L042264,2026-06-25,2234.74
REV005570,OP009485,L042300,2024-06-22,2538.93
REV005571,OP009487,L042309,2024-09-19,1859.52
REV005572,OP009489,L042319,2024-03-08,1856.97
REV005573,OP009490,L042321,2025-02-19,1250.79
REV005574,OP009494,L042335,2025-06-04,12081.46
REV005575,OP009497,L042349,2024-07-17,1460.81
REV005576,OP009498,L042352,2025-04-18,14031.07
REV005577,OP009499,L042355,2024-09-28,416.37
REV005578,OP009501,L042361,2026-01-31,18004.95
REV005579,OP009502,L042363,2025-01-20,8041.79
REV005580,OP009504,L042372,2024-07-13,2033.33
REV005581,OP009505,L042376,2024-10-23,861.71
REV005582,OP009506,L042380,2024-03-21,7460.44
REV005583,OP009507,L042383,2026-01-31,942.7
REV005584,OP009508,L042384,2025-12-20,4860.51
REV005585,OP009509,L042392,2026-05-29,1078.65
REV005586,OP009512,L042400,2025-01-23,3201.67
REV005587,OP009514,L042420,2024-04-02,12047.71
REV005588,OP009515,L042434,2026-08-28,24301.28
REV005589,OP009516,L042443,2024-11-15,2978.7
REV005590,OP009517,L042444,2025-06-04,1706.76
REV005591,OP009518,L042445,2026-05-14,3859.03
REV005592,OP009519,L042448,2025-07-26,13851.1
REV005593,OP009522,L042460,2025-01-16,8026.62
REV005594,OP009523,L042462,2026-08-30,1664.43
REV005595,OP009526,L042482,2025-05-24,13651.49
REV005596,OP009527,L042484,2025-11-05,16719.72
REV005597,OP009529,L042490,2024-08-05,1146.63
REV005598,OP009531,L042493,2026-05-05,1054.18
REV005599,OP009534,L042507,2024-05-06,1127.15
REV005600,OP009540,L042533,2026-08-19,1015.94
REV005601,OP009541,L042541,2024-06-02,5628.33
REV005602,OP009546,L042572,2025-11-14,2420.29
REV005603,OP009547,L042582,2025-04-17,3689.88
REV005604,OP009548,L042583,2024-12-07,1049.69
REV005605,OP009550,L042597,2024-08-29,436.24
REV005606,OP009552,L042606,2025-08-06,2193.2
REV005607,OP009554,L042611,2025-04-25,2364.54
REV005608,OP009555,L042623,2025-08-08,2474.12
REV005609,OP009556,L042624,2024-03-11,6470.86
REV005610,OP009560,L042667,2025-08-11,3530.87
REV005611,OP009561,L042675,2025-12-14,17392.16
REV005612,OP009562,L042676,2024-05-18,3170.03
REV005613,OP009563,L042678,2026-05-05,4573.48
REV005614,OP009564,L042682,2025-04-10,1332.57
REV005615,OP009565,L042683,2024-08-08,1285.97
REV005616,OP009566,L042696,2025-04-21,2026.39
REV005617,OP009569,L042704,2026-09-13,4123.04
REV005618,OP009572,L042714,2026-08-22,525.81
REV005619,OP009574,L042719,2024-09-24,1247.12
REV005620,OP009575,L042733,2024-04-23,3225.13
REV005621,OP009576,L042740,2025-03-15,1469.43
REV005622,OP009577,L042743,2025-07-15,994.58
REV005623,OP009579,L042747,2026-08-07,9807.53
REV005624,OP009580,L042770,2026-08-06,2935.8
REV005625,OP009582,L042773,2025-06-09,2889.29
REV005626,OP009587,L042791,2025-08-05,6851.52
REV005627,OP009589,L042805,2025-02-22,2740.59
REV005628,OP009592,L042818,2026-08-12,18988.47
REV005629,OP009593,L042820,2025-07-26,609.66
REV005630,OP009594,L042821,2024-07-15,2999.41
REV005631,OP009598,L042858,2025-04-12,3646.93
REV005632,OP009601,L042876,2025-07-06,1790.52
REV005633,OP009602,L042878,2024-03-19,676.87
REV005634,OP009603,L042881,2024-04-30,457.24
REV005635,OP009604,L042886,2024-03-11,2989.35
REV005636,OP009605,L042887,2024-10-30,4665.54
REV005637,OP009606,L042902,2024-12-15,10340.67
REV005638,OP009608,L042908,2026-08-11,4025.43
REV005639,OP009610,L042913,2025-03-18,254.25
REV005640,OP009611,L042914,2024-09-29,6704.9
REV005641,OP009612,L042924,2024-05-08,4894.38
REV005642,OP009613,L042930,2025-12-29,4346.13
REV005643,OP009614,L042933,2025-08-09,2278.52
REV005644,OP009615,L042935,2026-09-20,5757.09
REV005645,OP009616,L042947,2024-02-21,2732.35
REV005646,OP009618,L042970,2025-11-13,6517.12
REV005647,OP009619,L042993,2024-02-23,10996.92
REV005648,OP009620,L042999,2025-11-17,1621.7
REV005649,OP009621,L043001,2024-11-18,3506.36
REV005650,OP009622,L043010,2026-03-25,3650.46
REV005651,OP009623,L043012,2024-11-30,2608.94
REV005652,OP009625,L043023,2026-01-15,250.0
REV005653,OP009626,L043027,2025-05-20,6045.99
REV005654,OP009627,L043037,2025-08-15,393.48
REV005655,OP009628,L043038,2024-03-05,15156.37
REV005656,OP009629,L043040,2024-08-20,1958.85
REV005657,OP009632,L043049,2024-03-28,5923.91
REV005658,OP009633,L043056,2025-11-26,2714.41
REV005659,OP009634,L043057,2024-07-14,15825.52
REV005660,OP009637,L043069,2024-05-09,1586.13
REV005661,OP009638,L043074,2026-05-02,3958.36
REV005662,OP009641,L043094,2025-04-25,6980.53
REV005663,OP009642,L043096,2026-04-26,10195.94
REV005664,OP009643,L043098,2024-11-15,4439.08
REV005665,OP009645,L043108,2024-12-31,62408.37
REV005666,OP009648,L043144,2026-05-09,3738.26
REV005667,OP009649,L043145,2026-04-19,3443.76
REV005668,OP009650,L043153,2024-05-03,4214.42
REV005669,OP009651,L043158,2025-11-03,10668.78
REV005670,OP009653,L043163,2025-03-08,4633.03
REV005671,OP009654,L043168,2026-05-09,4449.33
REV005672,OP009655,L043169,2026-09-19,3830.07
REV005673,OP009656,L043171,2024-07-07,4302.43
REV005674,OP009659,L043188,2025-11-06,3710.5
REV005675,OP009661,L043192,2026-07-20,7553.87
REV005676,OP009662,L043204,2025-09-19,1726.66
REV005677,OP009664,L043207,2024-03-01,6377.66
REV005678,OP009665,L043211,2025-12-06,911.79
REV005679,OP009667,L043213,2024-11-20,14476.87
REV005680,OP009669,L043215,2025-09-17,763.51
REV005681,OP009670,L043222,2026-05-10,6539.4
REV005682,OP009672,L043232,2024-02-12,1179.85
REV005683,OP009676,L043243,2025-06-28,8469.84
REV005684,OP009678,L043246,2025-07-30,2723.87
REV005685,OP009679,L043248,2025-06-03,2666.99
REV005686,OP009681,L043251,2024-03-22,1392.65
REV005687,OP009683,L043253,2025-04-10,5089.77
REV005688,OP009684,L043254,2025-09-24,5922.63
REV005689,OP009685,L043256,2025-03-20,2825.58
REV005690,OP009688,L043261,2025-01-20,1948.48
REV005691,OP009690,L043266,2025-08-11,3014.02
REV005692,OP009691,L043270,2026-08-19,8285.79
REV005693,OP009694,L043277,2024-03-10,3424.78
REV005694,OP009697,L043300,2025-09-14,740.98
REV005695,OP009700,L043316,2026-02-16,1484.92
REV005696,OP009702,L043322,2024-06-06,2817.54
REV005697,OP009703,L043324,2025-01-01,13510.95
REV005698,OP009704,L043327,2024-11-25,250.0
REV005699,OP009705,L043331,2025-10-02,2639.28
REV005700,OP009708,L043345,2025-11-30,2800.09
REV005701,OP009710,L043347,2026-04-21,3063.41
REV005702,OP009711,L043351,2025-03-01,7474.76
REV005703,OP009713,L043357,2026-04-16,2630.59
REV005704,OP009714,L043359,2026-05-10,3800.7
REV005705,OP009715,L043365,2026-08-02,12332.28
REV005706,OP009716,L043366,2026-01-07,260.1
REV005707,OP009717,L043381,2026-03-12,5113.94
REV005708,OP009719,L043385,2026-03-14,4207.31
REV005709,OP009721,L043392,2024-05-23,1117.57
REV005710,OP009722,L043398,2025-07-20,2223.59
REV005711,OP009723,L043401,2026-07-07,16685.08
REV005712,OP009725,L043408,2025-07-29,2955.81
REV005713,OP009727,L043424,2026-08-28,10108.45
REV005714,OP009728,L043430,2025-06-26,2901.57
REV005715,OP009730,L043435,2025-11-11,1029.25
REV005716,OP009731,L043439,2026-03-19,6944.58
REV005717,OP009732,L043440,2024-04-27,10735.45
REV005718,OP009734,L043445,2026-05-18,5630.77
REV005719,OP009737,L043451,2025-02-23,899.38
REV005720,OP009738,L043453,2026-08-11,2441.05
REV005721,OP009739,L043455,2025-08-12,2382.34
REV005722,OP009742,L043473,2024-06-06,3559.27
REV005723,OP009743,L043476,2024-05-05,5017.41
REV005724,OP009745,L043490,2025-04-04,6803.4
REV005725,OP009746,L043493,2025-02-05,19698.46
REV005726,OP009748,L043497,2024-11-26,4375.35
REV005727,OP009751,L043511,2025-08-08,7821.13
REV005728,OP009752,L043512,2025-09-17,8457.46
REV005729,OP009754,L043525,2026-06-27,446.12
REV005730,OP009755,L043527,2024-02-16,1140.74
REV005731,OP009759,L043549,2025-12-28,4171.52
REV005732,OP009760,L043556,2024-05-26,6389.19
REV005733,OP009763,L043565,2026-04-11,11664.81
REV005734,OP009765,L043581,2026-06-27,3250.84
REV005735,OP009766,L043585,2024-05-20,2511.69
REV005736,OP009767,L043587,2024-04-20,10059.57
REV005737,OP009768,L043589,2026-01-04,66250.67
REV005738,OP009769,L043591,2026-08-04,18965.62
REV005739,OP009770,L043601,2026-09-10,4940.74
REV005740,OP009771,L043602,2026-05-21,2407.09
REV005741,OP009772,L043607,2024-02-12,2707.89
REV005742,OP009773,L043608,2025-01-12,5738.86
REV005743,OP009775,L043635,2024-12-17,2233.93
REV005744,OP009776,L043639,2024-03-01,21474.2
REV005745,OP009778,L043643,2025-05-02,4374.87
REV005746,OP009779,L043648,2024-09-29,7868.74
REV005747,OP009781,L043652,2025-09-14,11354.67
REV005748,OP009782,L043654,2026-02-10,1008.38
REV005749,OP009784,L043657,2026-09-08,4402.74
REV005750,OP009785,L043659,2025-10-02,2370.13
REV005751,OP009786,L043668,2024-06-19,5931.36
REV005752,OP009788,L043675,2026-06-25,4526.14
REV005753,OP009789,L043679,2026-07-30,282.08
REV005754,OP009792,L043684,2025-02-17,1027.05
REV005755,OP009794,L043686,2026-07-01,19284.94
REV005756,OP009796,L043698,2026-04-11,3834.48
REV005757,OP009798,L043710,2024-11-18,1966.35
REV005758,OP009799,L043712,2025-12-24,3159.58
REV005759,OP009800,L043715,2026-07-30,17975.81
REV005760,OP009801,L043720,2024-08-19,11220.07
REV005761,OP009802,L043723,2025-10-17,707.7
REV005762,OP009803,L043726,2025-05-15,9763.7
REV005763,OP009804,L043728,2025-07-09,6382.87
REV005764,OP009805,L043730,2025-01-29,774.6
REV005765,OP009806,L043736,2024-08-04,1816.49
REV005766,OP009808,L043744,2026-06-15,5573.28
REV005767,OP009809,L043746,2024-08-17,2761.36
REV005768,OP009810,L043747,2026-03-26,2040.79
REV005769,OP009814,L043775,2026-05-08,768.05
REV005770,OP009815,L043778,2026-02-05,12482.14
REV005771,OP009817,L043797,2025-07-03,5821.09
REV005772,OP009818,L043799,2025-12-07,757.8
REV005773,OP009819,L043802,2025-03-26,4061.26
REV005774,OP009820,L043804,2025-03-16,1290.62
REV005775,OP009821,L043805,2026-06-16,13758.24
REV005776,OP009823,L043810,2025-01-08,13814.99
REV005777,OP009824,L043812,2025-12-06,2506.84
REV005778,OP009825,L043824,2024-07-12,1769.53
REV005779,OP009827,L043832,2025-10-31,1564.21
REV005780,OP009828,L043845,2025-02-09,3942.04
REV005781,OP009830,L043850,2025-01-26,7334.33
REV005782,OP009833,L043873,2025-04-27,2776.66
REV005783,OP009834,L043874,2026-02-04,4354.46
REV005784,OP009835,L043890,2025-12-30,5218.2
REV005785,OP009837,L043898,2025-12-30,6619.96
REV005786,OP009838,L043899,2025-11-30,16433.71
REV005787,OP009841,L043913,2025-03-08,1280.35
REV005788,OP009844,L043931,2026-05-20,2643.73
REV005789,OP009846,L043940,2026-01-06,1829.59
REV005790,OP009848,L043953,2024-08-28,978.24
REV005791,OP009849,L043973,2024-04-06,4063.12
REV005792,OP009850,L043976,2026-03-25,9358.02
REV005793,OP009851,L043980,2024-04-17,2790.48
REV005794,OP009852,L043984,2025-02-22,25383.62
REV005795,OP009854,L043991,2025-04-15,5668.11
REV005796,OP009856,L043996,2024-12-21,10896.67
REV005797,OP009858,L044000,2024-06-11,1348.37
REV005798,OP009859,L044005,2025-11-12,496.75
REV005799,OP009861,L044012,2024-10-20,7910.26
REV005800,OP009865,L044051,2025-04-06,3592.52
REV005801,OP009866,L044054,2025-04-08,79655.93
REV005802,OP009871,L044075,2025-04-11,656.66
REV005803,OP009872,L044077,2025-11-11,4200.2
REV005804,OP009873,L044078,2025-10-13,8936.39
REV005805,OP009874,L044081,2026-03-20,5162.0
REV005806,OP009877,L044094,2024-10-07,929.16
REV005807,OP009880,L044106,2025-12-24,5161.74
REV005808,OP009881,L044108,2025-08-29,657.19
REV005809,OP009883,L044116,2025-06-01,5584.74
REV005810,OP009886,L044131,2026-06-02,2879.83
REV005811,OP009887,L044132,2025-05-12,9264.04
REV005812,OP009891,L044142,2024-10-28,7289.08
REV005813,OP009892,L044145,2025-01-09,1557.71
REV005814,OP009893,L044147,2026-06-27,27819.25
REV005815,OP009894,L044156,2024-12-09,7842.26
REV005816,OP009895,L044160,2024-12-30,1377.83
REV005817,OP009896,L044161,2025-12-16,4456.3
REV005818,OP009899,L044166,2024-11-17,1974.4
REV005819,OP009900,L044172,2024-11-09,1274.93
REV005820,OP009902,L044177,2025-10-20,16873.26
REV005821,OP009903,L044180,2025-10-04,1740.69
REV005822,OP009904,L044181,2024-09-27,1334.53
REV005823,OP009905,L044182,2024-09-27,447.52
REV005824,OP009907,L044191,2026-01-19,1776.89
REV005825,OP009908,L044204,2025-06-26,593.29
REV005826,OP009909,L044206,2026-07-09,2559.34
REV005827,OP009910,L044208,2024-03-12,1124.46
REV005828,OP009912,L044214,2024-02-05,2280.34
REV005829,OP009915,L044229,2026-03-24,1905.94
REV005830,OP009919,L044246,2026-10-06,1172.26
REV005831,OP009920,L044253,2025-12-30,6261.9
REV005832,OP009922,L044258,2025-03-25,6108.61
REV005833,OP009923,L044259,2024-12-23,1920.37
REV005834,OP009927,L044274,2025-02-26,1247.59
REV005835,OP009928,L044276,2025-10-10,922.66
REV005836,OP009931,L044284,2024-07-02,2613.59
REV005837,OP009933,L044301,2026-05-23,4967.13
REV005838,OP009934,L044302,2024-05-15,1272.87
REV005839,OP009935,L044310,2026-05-03,1966.14
REV005840,OP009937,L044320,2026-02-01,3504.57
REV005841,OP009938,L044326,2026-06-08,1256.52
REV005842,OP009939,L044327,2025-02-17,1613.22
REV005843,OP009940,L044328,2026-04-08,7647.75
REV005844,OP009941,L044330,2024-03-30,4843.88
REV005845,OP009942,L044332,2025-03-09,777.93
REV005846,OP009943,L044335,2024-07-01,6501.47
REV005847,OP009944,L044340,2025-09-25,7931.86
REV005848,OP009946,L044359,2024-12-06,1035.67
REV005849,OP009947,L044365,2025-12-25,1385.24
REV005850,OP009948,L044370,2024-03-07,2440.0
REV005851,OP009949,L044375,2025-07-23,5758.49
REV005852,OP009953,L044401,2024-10-31,4607.64
REV005853,OP009956,L044410,2025-08-20,1065.37
REV005854,OP009957,L044413,2024-07-24,4615.16
REV005855,OP009958,L044418,2024-09-12,1027.93
REV005856,OP009959,L044425,2026-03-04,1018.31
REV005857,OP009960,L044428,2026-09-10,9691.13
REV005858,OP009963,L044446,2024-04-21,6855.64
REV005859,OP009966,L044456,2025-07-05,6601.65
REV005860,OP009967,L044459,2026-08-13,610.69
REV005861,OP009968,L044461,2024-12-01,3835.39
REV005862,OP009971,L044482,2025-06-23,2804.31
REV005863,OP009972,L044505,2024-08-17,6178.36
REV005864,OP009973,L044511,2024-02-13,2864.88
REV005865,OP009974,L044516,2025-12-17,250.0
REV005866,OP009975,L044527,2025-05-20,5569.24
REV005867,OP009976,L044528,2024-08-16,657.09
REV005868,OP009977,L044532,2024-04-09,5325.29
REV005869,OP009978,L044539,2024-11-24,6243.26
REV005870,OP009980,L044543,2025-08-21,2341.6
REV005871,OP009981,L044548,2026-08-12,2621.81
REV005872,OP009982,L044549,2024-05-04,1256.2
REV005873,OP009983,L044550,2025-06-02,11990.27
REV005874,OP009987,L044563,2026-02-06,3769.76
REV005875,OP009988,L044564,2026-05-11,5609.41
REV005876,OP009989,L044575,2025-10-03,2478.47
REV005877,OP009991,L044582,2026-08-25,4172.26
REV005878,OP009993,L044595,2025-01-20,250.0
REV005879,OP009994,L044597,2024-03-29,6257.54
REV005880,OP009995,L044602,2024-10-18,3418.45
REV005881,OP009996,L044603,2026-09-16,906.03
REV005882,OP009997,L044605,2025-01-06,7762.57
REV005883,OP009999,L044616,2025-01-19,2206.0
REV005884,OP010002,L044620,2026-06-17,4092.47
REV005885,OP010005,L044636,2026-01-22,4325.4
REV005886,OP010006,L044647,2024-11-17,3277.65
REV005887,OP010007,L044649,2026-04-21,1507.65
REV005888,OP010008,L044651,2024-03-08,4218.16
REV005889,OP010009,L044655,2026-09-10,2957.52
REV005890,OP010010,L044658,2024-03-01,1500.15
REV005891,OP010011,L044677,2026-09-28,2124.51
REV005892,OP010012,L044682,2024-09-16,862.4
REV005893,OP010016,L044701,2025-05-15,2688.36
REV005894,OP010019,L044722,2024-05-30,1613.12
REV005895,OP010020,L044725,2024-11-01,2031.11
REV005896,OP010021,L044731,2025-07-22,4135.55
REV005897,OP010023,L044750,2026-05-02,3021.84
REV005898,OP010024,L044754,2026-02-22,4314.32
REV005899,OP010026,L044759,2026-08-07,10217.15
REV005900,OP010028,L044763,2025-05-27,4822.87
REV005901,OP010029,L044766,2025-06-16,2338.41
REV005902,OP010031,L044772,2025-06-01,1672.53
REV005903,OP010033,L044775,2024-07-12,5315.54
REV005904,OP010036,L044789,2026-01-16,508.07
REV005905,OP010037,L044804,2026-08-05,8426.35
REV005906,OP010039,L044807,2025-06-18,4076.08
REV005907,OP010040,L044811,2026-09-13,2724.51
REV005908,OP010041,L044814,2026-09-07,11380.23
REV005909,OP010043,L044822,2024-12-19,714.42
REV005910,OP010044,L044825,2026-06-16,2205.73
REV005911,OP010045,L044826,2024-05-24,1167.86
REV005912,OP010046,L044830,2024-07-23,1506.53
REV005913,OP010047,L044837,2024-10-18,9759.7
REV005914,OP010049,L044858,2024-11-27,6304.99
REV005915,OP010051,L044866,2026-01-18,12363.93
REV005916,OP010053,L044869,2026-04-21,1419.6
REV005917,OP010054,L044871,2026-05-14,14241.7
REV005918,OP010056,L044877,2026-01-23,4328.81
REV005919,OP010057,L044880,2025-07-08,3444.95
REV005920,OP010059,L044884,2024-06-30,2051.67
REV005921,OP010061,L044888,2026-06-02,3632.92
REV005922,OP010065,L044895,2025-07-28,5478.75
REV005923,OP010066,L044900,2025-09-14,60834.79
REV005924,OP010067,L044902,2024-10-15,1491.31
REV005925,OP010069,L044907,2024-12-04,11107.66
REV005926,OP010070,L044908,2025-12-09,1521.16
REV005927,OP010071,L044910,2026-05-09,28008.17
REV005928,OP010072,L044914,2024-09-13,684.31
REV005929,OP010078,L044929,2025-06-23,2775.73
REV005930,OP010079,L044936,2024-12-10,5697.53
REV005931,OP010080,L044942,2026-10-09,3491.84
REV005932,OP010082,L044963,2024-11-08,4347.19
REV005933,OP010083,L044968,2025-09-09,10229.01
REV005934,OP010084,L044981,2026-01-29,3359.35
REV005935,OP010085,L044992,2026-07-26,4180.22
REV005936,OP010087,L045001,2026-03-30,1768.95
REV005937,OP010089,L045010,2025-01-09,9342.83
REV005938,OP010090,L045012,2025-07-09,4337.19
REV005939,OP010091,L045013,2026-02-16,5581.47
REV005940,OP010093,L045017,2025-03-05,478.92
REV005941,OP010094,L045018,2024-10-31,703.92
REV005942,OP010095,L045019,2024-10-04,1884.04
REV005943,OP010096,L045022,2026-06-07,4281.04
REV005944,OP010098,L045025,2026-01-02,1075.49
REV005945,OP010099,L045033,2024-02-15,1247.43
REV005946,OP010100,L045042,2025-11-25,1534.84
REV005947,OP010104,L045061,2024-05-09,7335.12
REV005948,OP010105,L045070,2026-07-14,5510.81
REV005949,OP010109,L045086,2026-06-05,1574.86
REV005950,OP010110,L045090,2025-07-13,3321.25
REV005951,OP010112,L045109,2025-09-29,796.42
REV005952,OP010113,L045112,2024-07-25,1611.67
REV005953,OP010114,L045113,2026-05-01,6680.07
REV005954,OP010115,L045114,2025-06-01,3186.56
REV005955,OP010116,L045134,2026-07-20,3525.41
REV005956,OP010120,L045145,2026-04-24,774.51
REV005957,OP010125,L045172,2025-09-20,1557.4
REV005958,OP010126,L045178,2024-08-27,588.1
REV005959,OP010127,L045180,2025-11-30,35111.62
REV005960,OP010131,L045191,2024-03-02,2085.59
REV005961,OP010132,L045196,2024-11-10,2297.37
REV005962,OP010133,L045208,2026-05-05,988.68
REV005963,OP010137,L045217,2025-08-22,1434.72
REV005964,OP010138,L045220,2025-09-17,4964.91
REV005965,OP010144,L045234,2024-03-04,2020.8
REV005966,OP010146,L045239,2025-04-21,630.23
REV005967,OP010147,L045243,2024-02-14,1239.72
REV005968,OP010148,L045248,2025-12-26,971.35
REV005969,OP010149,L045250,2025-05-12,1226.85
REV005970,OP010150,L045256,2026-08-04,1153.35
REV005971,OP010151,L045263,2024-06-06,8622.65
REV005972,OP010152,L045282,2025-08-28,1354.23
REV005973,OP010156,L045341,2025-05-10,9218.24
REV005974,OP010162,L045377,2025-08-20,6022.49
REV005975,OP010163,L045379,2026-06-20,8322.24
REV005976,OP010166,L045382,2024-09-02,1084.61
REV005977,OP010167,L045392,2025-03-15,1046.56
REV005978,OP010169,L045405,2026-04-17,6618.03
REV005979,OP010170,L045408,2025-11-02,18736.07
REV005980,OP010171,L045412,2026-07-23,1162.83
REV005981,OP010172,L045423,2025-10-05,909.37
REV005982,OP010175,L045437,2025-06-07,5691.1
REV005983,OP010177,L045441,2024-04-05,250.0
REV005984,OP010179,L045444,2026-07-17,5471.82
REV005985,OP010180,L045453,2024-02-05,4357.92
REV005986,OP010181,L045456,2024-10-31,1746.56
REV005987,OP010182,L045461,2026-06-23,5054.13
REV005988,OP010184,L045470,2024-05-04,2435.15
REV005989,OP010185,L045473,2024-04-10,5356.07
REV005990,OP010186,L045480,2026-04-25,14756.54
REV005991,OP010188,L045485,2024-08-29,2727.08
REV005992,OP010193,L045510,2025-08-09,1071.53
REV005993,OP010194,L045515,2025-06-07,3240.79
REV005994,OP010196,L045522,2025-07-21,2106.92
REV005995,OP010197,L045526,2026-08-14,1383.36
REV005996,OP010198,L045529,2026-08-14,1932.15
REV005997,OP010200,L045536,2024-02-18,5368.11
REV005998,OP010204,L045561,2024-05-08,3159.36
REV005999,OP010207,L045581,2024-09-13,2165.93
REV006000,OP010208,L045583,2025-01-01,406.14
REV006001,OP010213,L045606,2025-09-07,1289.11
REV006002,OP010216,L045613,2026-04-03,26529.58
REV006003,OP010217,L045622,2025-10-06,9829.43
REV006004,OP010218,L045623,2025-02-12,7181.51
REV006005,OP010220,L045627,2026-08-27,2578.79
REV006006,OP010221,L045628,2025-02-23,4670.26
REV006007,OP010224,L045650,2025-05-14,856.21
REV006008,OP010225,L045652,2024-11-11,5319.68
REV006009,OP010226,L045657,2026-04-28,4556.9
REV006010,OP010227,L045662,2024-03-12,2237.51
REV006011,OP010228,L045665,2024-07-21,2469.89
REV006012,OP010229,L045669,2026-01-17,1856.47
REV006013,OP010231,L045686,2025-09-07,6570.3
REV006014,OP010232,L045695,2024-06-11,440.17
REV006015,OP010234,L045703,2024-05-09,3212.88
REV006016,OP010235,L045708,2024-03-03,1415.03
REV006017,OP010236,L045715,2026-10-09,963.41
REV006018,OP010237,L045719,2025-09-29,1268.28
REV006019,OP010238,L045721,2026-09-07,741.98
REV006020,OP010243,L045745,2026-06-11,5494.97
REV006021,OP010245,L045750,2025-12-06,1353.93
REV006022,OP010249,L045766,2025-12-03,8732.07
REV006023,OP010252,L045773,2025-03-23,1410.44
REV006024,OP010254,L045782,2024-07-24,7439.68
